iteration_normalized,iteration,loss,rel_l2_error
0,0,0.045,2.0
0.006576784,100,0.0087,0.74
0.0131535679,200,0.0059,0.6
0.0197303519,300,0.0061,0.49
0.0263071358,400,0.0072,0.44
0.0328839198,500,0.0069,0.41
0.0394607037,600,0.0053,0.43
0.0460374877,700,0.0064,0.36
0.0526142716,800,0.005,0.34
0.0591910556,900,0.0033,0.32
0.0657678395,1000,0.0031,0.31
0.0723446235,1100,0.0053,0.32
0.0789214074,1200,0.0021,0.35
0.0854981914,1300,0.003,0.3
0.0920749753,1400,0.0029,0.28
0.0986517593,1500,0.002,0.3
0.1052285432,1600,0.0018,0.28
0.1118053272,1700,0.0017,0.29
0.1183821111,1800,0.0017,0.29
0.1249588951,1900,0.0028,0.29
0.1315356791,2000,0.0012,0.26
0.138112463,2100,0.001,0.25
0.144689247,2200,0.0014,0.26
0.1512660309,2300,0.0029,0.25
0.1578428149,2400,0.0015,0.23
0.1644195988,2500,0.001,0.24
0.1709963828,2600,0.0014,0.23
0.1775731667,2700,0.0016,0.23
0.1841499507,2800,0.00094,0.24
0.1907267346,2900,0.00094,0.22
0.1973035186,3000,0.00079,0.22
0.2038803025,3100,0.0013,0.21
0.2104570865,3200,0.001,0.2
0.2170338704,3300,0.00061,0.2
0.2236106544,3400,0.0011,0.21
0.2301874383,3500,0.0012,0.19
0.2367642223,3600,0.00076,0.19
0.2433410062,3700,0.0006,0.2
0.2499177902,3800,0.0007,0.19
0.2564945742,3900,0.0013,0.18
0.2630713581,4000,0.00066,0.18
0.2696481421,4100,0.00066,0.19
0.276224926,4200,0.00058,0.18
0.28280171,4300,0.00096,0.18
0.2893784939,4400,0.00053,0.2
0.2959552779,4500,0.00044,0.17
0.3025320618,4600,0.00063,0.17
0.3091088458,4700,0.00066,0.18
0.3156856297,4800,0.00073,0.17
0.3222624137,4900,0.00069,0.16
0.3288391976,5000,0.00065,0.17
0.3354159816,5100,0.0004,0.16
0.3419927655,5200,0.00048,0.16
0.3485695495,5300,0.00086,0.17
0.3551463334,5400,0.00062,0.15
0.3617231174,5500,0.0007,0.17
0.3682999013,5600,0.00079,0.15
0.3748766853,5700,0.00053,0.16
0.3814534693,5800,0.00041,0.16
0.3880302532,5900,0.00016,0.14
0.3946070372,6000,0.00094,0.14
0.4011838211,6100,0.00038,0.15
0.4077606051,6200,0.00059,0.15
0.414337389,6300,0.0004,0.14
0.420914173,6400,0.00051,0.14
0.4274909569,6500,0.00021,0.15
0.4340677409,6600,0.00037,0.13
0.4406445248,6700,0.00039,0.13
0.4472213088,6800,0.00033,0.14
0.4537980927,6900,0.00058,0.12
0.4603748767,7000,0.00036,0.13
0.4669516606,7100,0.00038,0.12
0.4735284446,7200,0.00038,0.14
0.4801052285,7300,0.00037,0.12
0.4866820125,7400,0.00014,0.12
0.4932587964,7500,0.0005,0.23
0.4998355804,7600,0.0004,0.12
0.5064123644,7700,0.00018,0.11
0.5129891483,7800,0.00038,0.11
0.5195659323,7900,0.00032,0.14
0.5261427162,8000,0.00032,0.12
0.5327195002,8100,0.00016,0.11
0.5392962841,8200,0.00017,0.14
0.5458730681,8300,0.00026,0.11
0.552449852,8400,0.00018,0.12
0.559026636,8500,0.00015,0.11
0.5656034199,8600,0.00018,0.12
0.5721802039,8700,0.00021,0.12
0.5787569878,8800,0.00039,0.14
0.5853337718,8900,0.0002,0.11
0.5919105557,9000,0.00019,0.11
0.5984873397,9100,0.00022,0.11
0.6050641236,9200,0.00015,0.11
0.6116409076,9300,0.00031,0.11
0.6182176915,9400,0.00018,0.12
0.6247944755,9500,0.00018,0.13
0.6313712595,9600,0.00019,0.11
0.6379480434,9700,0.00013,0.11
0.6445248274,9800,8.4e-05,0.11
0.6511016113,9900,0.00016,0.11
0.6577441631,10001,0.0005697176,0.1035189
0.6642551792,10100,0.0003455104,0.07985818
0.6708319632,10200,0.0002333775,0.06926386
0.6774087471,10300,0.0001587746,0.05947778
0.6839855311,10400,0.0001097539,0.05904759
0.690562315,10500,8.121226e-05,0.05567509
0.697139099,10600,6.429187e-05,0.05485816
0.7037158829,10700,5.207016e-05,0.05304596
0.7102926669,10800,4.289065e-05,0.05105876
0.7168694508,10900,3.62166e-05,0.0500542
0.7234462348,11000,3.148396e-05,0.05103234
0.7300230187,11100,2.701553e-05,0.04980672
0.7365998027,11200,2.338787e-05,0.05044825
0.7431765866,11300,2.06301e-05,0.04874103
0.7497533706,11400,1.822736e-05,0.04597897
0.7563301546,11500,1.644511e-05,0.046209
0.7629069385,11600,1.505496e-05,0.04848815
0.7694837225,11700,1.399282e-05,0.04744364
0.7760605064,11800,1.295815e-05,0.0473997
0.7826372904,11900,1.197831e-05,0.04447635
0.7892140743,12000,1.114004e-05,0.04585593
0.7957908583,12100,1.046065e-05,0.04410154
0.8023676422,12200,9.852641e-06,0.04146064
0.8089444262,12300,9.388595e-06,0.04217871
0.8155212101,12400,8.860029e-06,0.04168814
0.8220979941,12500,8.336888e-06,0.03916014
0.828674778,12600,7.890559e-06,0.04235316
0.835251562,12700,7.392002e-06,0.04064468
0.8418283459,12800,6.992303e-06,0.03764
0.8484051299,12900,6.585483e-06,0.03918617
0.8549819138,13000,6.272231e-06,0.0366332
0.8615586978,13100,5.925988e-06,0.03869948
0.8681354817,13200,5.69023e-06,0.03915454
0.8747122657,13300,5.412466e-06,0.03976192
0.8812890497,13400,5.161974e-06,0.03816271
0.8878658336,13500,4.926806e-06,0.03675168
0.8944426176,13600,4.729279e-06,0.03939261
0.9010194015,13700,4.523431e-06,0.03617508
0.9075961855,13800,4.312245e-06,0.03627678
0.9141729694,13900,4.130919e-06,0.0350356
0.9207497534,14000,3.978953e-06,0.03672623
0.9273265373,14100,3.820546e-06,0.03524328
0.9339033213,14200,3.689181e-06,0.03413051
0.9404801052,14300,3.578013e-06,0.03445634
0.9470568892,14400,3.467946e-06,0.03588008
0.9536336731,14500,3.366485e-06,0.03559142
0.9602104571,14600,3.267872e-06,0.03576305
0.966787241,14700,3.16364e-06,0.03259823
0.973364025,14800,3.061002e-06,0.03451053
0.9799408089,14900,2.959604e-06,0.03623984
0.9865175929,15000,2.874592e-06,0.03387696
0.9930943768,15100,2.784498e-06,0.03378204
0.9996711608,15200,2.708186e-06,0.03386134
1,15205,2.708186e-06,0.0337
