problem,run_id,output_log,final_iteration,final_rel_l2_error,best_rel_l2_error,best_rel_l2_iteration,seed
burgers_exact,2026-03-07_19-20-39-959801,checkpoints\burgers_exact\2026-03-07_19-20-39-959801\output.log,480,0.0007757479,0.0007757479,10400,57
