t_norm,loss,rel_l2_error
0.0,0.02,1.3
0.0064516129032258064,0.0082,0.71
0.012903225806451613,0.0035,0.6
0.01935483870967742,0.0058,0.55
0.025806451612903226,0.0045,0.48
0.03225806451612903,0.0033,0.44
0.03870967741935484,0.0026,0.42
0.04516129032258064,0.0043,0.38
0.05161290322580645,0.0028,0.41
0.05806451612903226,0.0048,0.35
0.06451612903225806,0.0069,0.35
0.07096774193548387,0.003,0.33
0.07741935483870968,0.0032,0.32
0.08387096774193549,0.0051,0.31
0.09032258064516129,0.0035,0.32
0.0967741935483871,0.0024,0.32
0.1032258064516129,0.0034,0.31
0.10967741935483871,0.0036,0.3
0.11612903225806452,0.0045,0.31
0.12258064516129032,0.0032,0.3
0.12903225806451613,0.0043,0.3
0.13548387096774195,0.007,0.31
0.14193548387096774,0.0032,0.29
0.14838709677419354,0.0059,0.29
0.15483870967741936,0.0041,0.28
0.16129032258064516,0.0039,0.27
0.16774193548387098,0.0038,0.27
0.17419354838709677,0.0026,0.27
0.18064516129032257,0.0027,0.25
0.1870967741935484,0.0025,0.24
0.1935483870967742,0.0021,0.23
0.2,0.0021,0.23
0.2064516129032258,0.0025,0.22
0.2129032258064516,0.0015,0.21
0.21935483870967742,0.0017,0.2
0.22580645161290322,0.0017,0.21
0.23225806451612904,0.0021,0.2
0.23870967741935484,0.0014,0.18
0.24516129032258063,0.0021,0.18
0.25161290322580643,0.0016,0.18
0.25806451612903225,0.0015,0.17
0.2645161290322581,0.0018,0.18
0.2709677419354839,0.0017,0.17
0.27741935483870966,0.0021,0.18
0.2838709677419355,0.0017,0.17
0.2903225806451613,0.0017,0.16
0.2967741935483871,0.0019,0.16
0.3032258064516129,0.0014,0.16
0.3096774193548387,0.0015,0.14
0.3161290322580645,0.0013,0.16
0.3225806451612903,0.002,0.16
0.32903225806451614,0.00072,0.16
0.33548387096774196,0.0011,0.15
0.3419354838709677,0.001,0.15
0.34838709677419355,0.00098,0.14
0.3548387096774194,0.0011,0.15
0.36129032258064514,0.00099,0.14
0.36774193548387096,0.001,0.13
0.3741935483870968,0.00068,0.14
0.38064516129032255,0.00084,0.13
0.3870967741935484,0.0004,0.14
0.3935483870967742,0.0011,0.14
0.4,0.001,0.14
0.4064516129032258,0.0013,0.14
0.4129032258064516,0.0012,0.15
0.41935483870967744,0.0013,0.13
0.4258064516129032,0.00081,0.14
0.432258064516129,0.00074,0.12
0.43870967741935485,0.00084,0.12
0.44516129032258067,0.00062,0.12
0.45161290322580644,0.00048,0.13
0.45806451612903226,0.00053,0.12
0.4645161290322581,0.00089,0.12
0.47096774193548385,0.00056,0.13
0.4774193548387097,0.00064,0.12
0.4838709677419355,0.0005,0.11
0.49032258064516127,0.00048,0.11
0.4967741935483871,0.00067,0.12
0.5032258064516129,0.00045,0.11
0.5096774193548387,0.00055,0.11
0.5161290322580645,0.00045,0.11
0.5225806451612903,0.00046,0.12
0.5290322580645161,0.00049,0.11
0.535483870967742,0.00082,0.1
0.5419354838709678,0.00053,0.12
0.5483870967741935,0.00099,0.11
0.5548387096774193,0.00063,0.11
0.5612903225806452,0.00041,0.1
0.567741935483871,0.00063,0.11
0.5741935483870968,0.00063,0.12
0.5806451612903226,0.00081,0.1
0.5870967741935483,0.00055,0.12
0.5935483870967742,0.00037,0.11
0.6,0.0004,0.096
0.6064516129032258,0.00037,0.097
0.6129032258064516,0.00059,0.099
0.6193548387096774,0.00038,0.099
0.6258064516129033,0.00032,0.088
0.632258064516129,0.00048,0.091
0.6387096774193548,0.00019,0.11
0.6451612903225806,0.001045679,
0.6452258064516129,0.001021284,0.09574259
0.6516129032258065,0.0004001455,0.06573125
0.6580645161290323,0.0002206056,0.05396106
0.6645161290322581,0.0001385447,0.04921246
0.6709677419354839,9.988534e-05,0.04349045
0.6774193548387096,7.78583e-05,0.03935597
0.6838709677419355,6.458579e-05,0.03778259
0.6903225806451613,5.216389e-05,0.0390047
0.6967741935483871,4.454518e-05,0.04021322
0.7032258064516129,3.846011e-05,0.03882433
0.7096774193548387,3.348886e-05,0.03676023
0.7161290322580646,2.96025e-05,0.0360906
0.7225806451612903,2.701023e-05,0.03557994
0.7290322580645161,2.459997e-05,0.03345344
0.7354838709677419,2.243084e-05,0.03470945
0.7419354838709677,2.086503e-05,0.03116583
0.7483870967741936,1.939692e-05,0.03193026
0.7548387096774194,1.81825e-05,0.02924443
0.7612903225806451,1.722506e-05,0.02777728
0.7677419354838709,1.631825e-05,0.02798052
0.7741935483870968,1.560265e-05,0.02745743
0.7806451612903226,1.441253e-05,0.0260761
0.7870967741935484,1.351423e-05,0.0259544
0.7935483870967742,1.280356e-05,0.02493389
0.8,1.190483e-05,0.02496007
0.8064516129032258,1.114764e-05,0.02305606
0.8129032258064516,1.053186e-05,0.0211045
0.8193548387096774,9.937241e-06,0.02096544
0.8258064516129032,9.395619e-06,0.02029947
0.832258064516129,8.989645e-06,0.02020994
0.8387096774193549,8.557359e-06,0.01905399
0.8451612903225807,8.174045e-06,0.01970794
0.8516129032258064,7.777607e-06,0.01929781
0.8580645161290322,7.350293e-06,0.01905671
0.864516129032258,6.995512e-06,0.01888963
0.8709677419354839,6.678399e-06,0.0181701
0.8774193548387097,6.421879e-06,0.01749565
0.8838709677419355,6.177448e-06,0.01723266
0.8903225806451613,5.874251e-06,0.01739217
0.896774193548387,5.609666e-06,0.01739762
0.9032258064516129,5.341763e-06,0.01655344
0.9096774193548387,5.165209e-06,0.01762082
0.9161290322580645,4.942282e-06,0.01672031
0.9225806451612903,4.742429e-06,0.0163397
0.9290322580645162,4.605266e-06,0.01614121
0.9354838709677419,4.431304e-06,0.01619276
0.9419354838709677,4.27253e-06,0.01569876
0.9483870967741935,4.141508e-06,0.01563857
0.9548387096774194,3.999674e-06,0.0161412
0.9612903225806452,3.898644e-06,0.01630926
0.967741935483871,3.805925e-06,0.0152684
0.9741935483870968,3.699136e-06,0.01499032
0.9806451612903225,3.59441e-06,0.01603136
0.9870967741935484,3.478618e-06,0.01497253
0.9935483870967742,3.405481e-06,0.01568752
1.0,3.315377e-06,0.01562874
