iteration,loss,rel_l2_error
0.0,0.061,1.1
100.0,0.0022,0.42
200.0,0.0022,0.39
300.0,0.0017,0.38
400.0,0.0011,0.35
500.0,0.00069,0.35
600.0,0.00058,0.34
700.0,0.00042,0.3
800.0,0.00052,0.31
900.0,0.00036,0.3
1000.0,0.00035,0.26
1100.0,0.00029,0.26
1200.0,0.00025,0.23
1300.0,0.00024,0.19
1400.0,0.00021,0.19
1500.0,0.0002,0.12
1600.0,0.00013,0.1
1700.0,0.00011,0.065
1800.0,7.8e-05,0.063
1900.0,6.8e-05,0.047
2000.0,0.00015,0.042
2100.0,0.0001,0.058
2200.0,0.00011,0.035
2300.0,8.9e-05,0.03
2400.0,8e-05,0.035
2500.0,6.8e-05,0.031
2600.0,5.9e-05,0.029
2700.0,5.1e-05,0.024
2800.0,3.7e-05,0.019
2900.0,3.3e-05,0.023
3000.0,2e-05,0.021
3100.0,2.2e-05,0.024
3200.0,1.1e-05,0.019
3300.0,1.3e-05,0.011
3400.0,3.1e-05,0.015
3500.0,1.7e-05,0.012
3600.0,2.7e-05,0.021
3700.0,4.8e-05,0.021
3800.0,1.4e-05,0.013
3900.0,3.8e-05,0.023
4000.0,9.8e-06,0.017
4100.0,2.5e-05,0.021
4200.0,1.3e-05,0.019
4300.0,1.5e-05,0.014
4400.0,9.4e-06,0.0089
4500.0,8.9e-06,0.0074
4600.0,8.5e-06,0.0083
4700.0,9.4e-06,0.012
4800.0,1e-05,0.015
4900.0,1.1e-05,0.015
5000.0,6e-06,0.018
5100.0,1.9e-05,0.0086
5200.0,8.3e-06,0.022
5300.0,8.5e-06,0.017
5400.0,6.9e-06,0.019
5500.0,2.7e-05,0.014
5600.0,1.3e-05,0.008
5700.0,1.2e-05,0.0074
5800.0,7.7e-06,0.023
5900.0,1.4e-05,0.031
6000.0,5.4e-06,0.0083
6100.0,6.1e-06,0.0065
6200.0,7.3e-06,0.0075
6300.0,6.3e-06,0.0081
6400.0,4.5e-06,0.0084
6500.0,1.1e-05,0.011
6600.0,7.5e-06,0.015
6700.0,0.00012,0.056
6800.0,4.3e-06,0.011
6900.0,9.2e-06,0.014
7000.0,9e-06,0.015
7100.0,6e-06,0.0078
7200.0,2.9e-05,0.027
7300.0,5e-06,0.012
7400.0,5e-06,0.0095
7500.0,2e-05,0.014
7600.0,7.9e-06,0.028
7700.0,3.9e-06,0.011
7800.0,9.2e-06,0.019
7900.0,5e-06,0.0055
8000.0,5.6e-06,0.0086
8100.0,4.8e-06,0.013
8200.0,5.1e-06,0.011
8300.0,3.3e-06,0.013
8400.0,4.4e-06,0.0051
8500.0,5.3e-06,0.014
8600.0,7.2e-06,0.0087
8700.0,8.6e-06,0.015
8800.0,3.1e-06,0.0061
8900.0,6.1e-06,0.026
9000.0,1.8e-05,0.023
9100.0,3.7e-06,0.0074
9200.0,1.3e-05,0.01
9300.0,3.9e-06,0.0062
9400.0,5.4e-06,0.0088
9500.0,3.6e-06,0.0096
9600.0,4.6e-06,0.0088
9700.0,4.5e-06,0.0063
9800.0,4.2e-06,0.012
9900.0,2.9e-06,0.0062
10001.0,8.851369e-06,0.01507339
10100.0,1.690988e-06,0.002960009
10200.0,1.20425e-06,0.002914175
10300.0,6.429186e-07,0.001974488
10400.0,3.706704e-07,0.001750516
10500.0,2.085565e-07,0.001031202
10600.0,1.640702e-07,0.0009306892
10700.0,1.242769e-07,0.00074079
10800.0,1.079926e-07,0.0007845155
10900.0,9.422968e-08,0.0007154679
11000.0,8.831616e-08,0.0006835846
11100.0,8.139447e-08,0.0006814694
11105.0,8.139447e-08,0.0006907
