iteration,loss,rel_l2_error
0.0,0.0036,1.7
100.0,0.0061,0.77
200.0,0.0046,0.71
300.0,0.0034,0.7
400.0,0.0028,0.62
500.0,0.0032,0.5
600.0,0.0031,0.43
700.0,0.0044,0.37
800.0,0.0041,0.37
900.0,0.0057,0.31
1000.0,0.0031,0.32
1100.0,0.0029,0.28
1200.0,0.0033,0.29
1300.0,0.0045,0.27
1400.0,0.0034,0.26
1500.0,0.0039,0.22
1600.0,0.0026,0.22
1700.0,0.0015,0.22
1800.0,0.0016,0.22
1900.0,0.0026,0.22
2000.0,0.0015,0.18
2100.0,0.0025,0.2
2200.0,0.002,0.18
2300.0,0.0029,0.19
2400.0,0.0021,0.19
2500.0,0.0014,0.17
2600.0,0.0021,0.18
2700.0,0.0012,0.17
2800.0,0.0015,0.18
2900.0,0.002,0.17
3000.0,0.00088,0.18
3100.0,0.0011,0.18
3200.0,0.0015,0.17
3300.0,0.0014,0.16
3400.0,0.0012,0.17
3500.0,0.00091,0.18
3600.0,0.00098,0.16
3700.0,0.0013,0.16
3800.0,0.0011,0.17
3900.0,0.00089,0.16
4000.0,0.00059,0.15
4100.0,0.0012,0.14
4200.0,0.00078,0.15
4300.0,0.00077,0.15
4400.0,0.00064,0.15
4500.0,0.00073,0.14
4600.0,0.00076,0.14
4700.0,0.00052,0.15
4800.0,0.00049,0.15
4900.0,0.0006,0.14
5000.0,0.00035,0.13
5100.0,0.00066,0.14
5200.0,0.00031,0.14
5300.0,0.00044,0.14
5400.0,0.00044,0.13
5500.0,0.0004,0.13
5600.0,0.00039,0.13
5700.0,0.00042,0.13
5800.0,0.00025,0.13
5900.0,0.00055,0.12
6000.0,0.00027,0.13
6100.0,0.00025,0.13
6200.0,0.00022,0.12
6300.0,0.00024,0.12
6400.0,0.00038,0.13
6500.0,0.00033,0.12
6600.0,0.00041,0.13
6700.0,0.00022,0.12
6800.0,0.00019,0.11
6900.0,0.0003,0.13
7000.0,0.00023,0.11
7100.0,0.00037,0.11
7200.0,0.00023,0.12
7300.0,0.0002,0.13
7400.0,0.00038,0.12
7500.0,0.00047,0.13
7600.0,0.00016,0.11
7700.0,0.00014,0.11
7800.0,0.00015,0.11
7900.0,0.00021,0.11
8000.0,0.00033,0.11
8100.0,0.00024,0.11
8200.0,0.00021,0.11
8300.0,0.00028,0.11
8400.0,0.00022,0.1
8500.0,0.00018,0.098
8600.0,0.00022,0.1
8700.0,0.00021,0.12
8800.0,0.00023,0.1
8900.0,0.00014,0.12
9000.0,0.00024,0.11
9100.0,0.00017,0.1
9200.0,0.00016,0.11
9300.0,0.00016,0.1
9400.0,0.00017,0.11
9500.0,0.00014,0.09
9600.0,0.00013,0.098
9700.0,0.00018,0.098
9800.0,0.00019,0.099
9900.0,0.00015,0.097
10001.0,0.0003983292,0.09581114
10100.0,0.0001727105,0.07504298
10200.0,0.0001242911,0.06517021
10300.0,9.398376e-05,0.05678462
10400.0,7.482982e-05,0.05137963
10500.0,6.184474e-05,0.04879789
10600.0,5.269633e-05,0.04381818
10700.0,4.497541e-05,0.04294974
10800.0,3.778877e-05,0.04150565
10900.0,3.277208e-05,0.03880993
11000.0,2.943664e-05,0.03843687
11100.0,2.664794e-05,0.03676892
11200.0,2.41316e-05,0.03647719
11300.0,2.222888e-05,0.03449983
11400.0,2.01706e-05,0.03657199
11500.0,1.850425e-05,0.03523273
11600.0,1.71343e-05,0.0354338
11700.0,1.585418e-05,0.03576771
11800.0,1.466641e-05,0.03564683
11900.0,1.341159e-05,0.0311547
12000.0,1.250305e-05,0.03154119
12100.0,1.179389e-05,0.03411376
12200.0,1.104038e-05,0.03194898
12300.0,1.033964e-05,0.03404865
12400.0,9.740941e-06,0.03167362
12500.0,9.234203e-06,0.0331765
12600.0,8.638981e-06,0.03047808
12700.0,8.065612e-06,0.02871492
12800.0,7.676237e-06,0.02995828
12900.0,7.288652e-06,0.029401
13000.0,6.92606e-06,0.02903111
13100.0,6.571395e-06,0.02816707
13200.0,6.271098e-06,0.02833452
13300.0,6.014483e-06,0.02839124
13400.0,5.746178e-06,0.02932053
13500.0,5.534076e-06,0.02762187
13600.0,5.319545e-06,0.02889288
13700.0,5.148235e-06,0.02730202
13800.0,4.973409e-06,0.02806763
13900.0,4.781436e-06,0.02789725
14000.0,4.616288e-06,0.02740043
14100.0,4.478718e-06,0.02541981
14200.0,4.347784e-06,0.02524143
14300.0,4.195511e-06,0.02591716
14400.0,4.026472e-06,0.02572432
14500.0,3.861729e-06,0.02641433
14600.0,3.71991e-06,0.02454184
14700.0,3.588106e-06,0.02465871
14800.0,3.477481e-06,0.02473894
14900.0,3.371037e-06,0.02368788
15000.0,3.234481e-06,0.02582308
15100.0,3.115089e-06,0.02450336
15200.0,3.035788e-06,0.02412901
15300.0,2.956807e-06,0.02339334
15400.0,2.88895e-06,0.02418408
15447.0,2.88895e-06,0.0244
