iteration_normalized,iteration,loss,rel_l2_error
0,0,0.00011,1.2
0.0090122567,100,0.00029,0.96
0.0180245133,200,0.0019,0.41
0.02703677,300,0.0017,0.38
0.0360490267,400,0.0011,0.34
0.0450612833,500,0.00085,0.31
0.05407354,600,0.00092,0.3
0.0630857967,700,0.00053,0.28
0.0720980534,800,0.00062,0.25
0.08111031,900,0.00036,0.23
0.0901225667,1000,0.00028,0.21
0.0991348234,1100,0.00027,0.19
0.10814708,1200,0.00037,0.16
0.1171593367,1300,0.00027,0.15
0.1261715934,1400,0.00032,0.14
0.13518385,1500,0.00027,0.12
0.1441961067,1600,0.00027,0.11
0.1532083634,1700,0.00029,0.09
0.16222062,1800,0.00024,0.077
0.1712328767,1900,0.00016,0.069
0.1802451334,2000,0.00019,0.064
0.1892573901,2100,0.00016,0.054
0.1982696467,2200,0.00013,0.055
0.2072819034,2300,0.00011,0.034
0.2162941601,2400,8e-05,0.034
0.2253064167,2500,5.7e-05,0.029
0.2343186734,2600,6.8e-05,0.023
0.2433309301,2700,0.00013,0.029
0.2523431867,2800,9.5e-05,0.028
0.2613554434,2900,6.1e-05,0.023
0.2703677001,3000,3e-05,0.023
0.2793799567,3100,3.7e-05,0.024
0.2883922134,3200,3.7e-05,0.016
0.2974044701,3300,2.5e-05,0.021
0.3064167267,3400,2.4e-05,0.018
0.3154289834,3500,2.2e-05,0.022
0.3244412401,3600,2.1e-05,0.015
0.3334534968,3700,1.4e-05,0.018
0.3424657534,3800,1.1e-05,0.023
0.3514780101,3900,2.2e-05,0.015
0.3604902668,4000,2.7e-05,0.018
0.3695025234,4100,2.6e-05,0.013
0.3785147801,4200,2.4e-05,0.011
0.3875270368,4300,2.6e-05,0.02
0.3965392934,4400,1.7e-05,0.017
0.4055515501,4500,1.9e-05,0.011
0.4145638068,4600,2.1e-05,0.017
0.4235760634,4700,8.1e-06,0.016
0.4325883201,4800,1.2e-05,0.014
0.4416005768,4900,1.8e-05,0.015
0.4506128335,5000,8.7e-06,0.015
0.4596250901,5100,1.6e-05,0.011
0.4686373468,5200,2.3e-05,0.015
0.4776496035,5300,6.4e-06,0.015
0.4866618601,5400,8e-06,0.0091
0.4956741168,5500,3.2e-05,0.017
0.5046863735,5600,1.1e-05,0.0093
0.5136986301,5700,1.2e-05,0.013
0.5227108868,5800,9.1e-06,0.0081
0.5317231435,5900,8.3e-06,0.013
0.5407354001,6000,5.3e-06,0.01
0.5497476568,6100,5.5e-06,0.013
0.5587599135,6200,6.8e-06,0.01
0.5677721702,6300,5.7e-06,0.0078
0.5767844268,6400,8.9e-06,0.013
0.5857966835,6500,6.8e-06,0.01
0.5948089402,6600,3.7e-06,0.0098
0.6038211968,6700,1e-05,0.022
0.6128334535,6800,4.2e-06,0.0091
0.6218457102,6900,4.3e-06,0.0091
0.6308579668,7000,4e-06,0.011
0.6398702235,7100,3.5e-06,0.011
0.6488824802,7200,7.1e-06,0.012
0.6578947368,7300,5.3e-06,0.0084
0.6669069935,7400,5.1e-06,0.0085
0.6759192502,7500,3.4e-06,0.0095
0.6849315068,7600,5.5e-06,0.01
0.6939437635,7700,2.4e-06,0.0083
0.7029560202,7800,2.5e-06,0.0098
0.7119682769,7900,7.2e-06,0.0081
0.7209805335,8000,4.1e-06,0.011
0.7299927902,8100,3.5e-06,0.014
0.7390050469,8200,3.2e-06,0.0092
0.7480173035,8300,3.5e-06,0.0068
0.7570295602,8400,4.7e-06,0.011
0.7660418169,8500,1.2e-05,0.014
0.7750540735,8600,3.9e-06,0.017
0.7840663302,8700,2e-06,0.0081
0.7930785869,8800,1.4e-06,0.01
0.8020908435,8900,2.9e-06,0.0078
0.8111031002,9000,3.1e-06,0.0056
0.8201153569,9100,3.8e-06,0.008
0.8291276136,9200,2.1e-06,0.012
0.8381398702,9300,2e-06,0.0086
0.8471521269,9400,4.2e-06,0.0086
0.8561643836,9500,2.1e-06,0.0064
0.8651766402,9600,2.5e-06,0.0055
0.8741888969,9700,6e-06,0.011
0.8832011536,9800,3.6e-06,0.0073
0.8922134102,9900,1e-05,0.011
0.9013157895,10001,3.371488e-06,0.005961787
0.9102379236,10100,1.874324e-06,0.003746875
0.9192501802,10200,1.160886e-06,0.002113977
0.9282624369,10300,6.051391e-07,0.001264326
0.9372746936,10400,4.232444e-07,0.001273563
0.9462869503,10500,3.354846e-07,0.00115077
0.9552992069,10600,2.184516e-07,0.001212516
0.9643114636,10700,1.8111e-07,0.001107762
0.9733237203,10800,1.571276e-07,0.001089509
0.9823359769,10900,1.365468e-07,0.000905333
0.9913482336,11000,1.218922e-07,0.0008189882
1,11096,1.218922e-07,0.0007167
