t_norm,loss,rel_l2_error
0.0,0.00094,1.1
0.006369426751592357,0.014,0.76
0.012738853503184714,0.0099,0.66
0.01910828025477707,0.0077,0.59
0.025477707006369428,0.0067,0.53
0.03184713375796178,0.0065,0.46
0.03821656050955414,0.0059,0.43
0.044585987261146494,0.0028,0.42
0.050955414012738856,0.0041,0.33
0.05732484076433121,0.0047,0.33
0.06369426751592357,0.0039,0.29
0.07006369426751592,0.0039,0.3
0.07643312101910828,0.003,0.28
0.08280254777070063,0.003,0.26
0.08917197452229299,0.0024,0.27
0.09554140127388536,0.0024,0.25
0.10191082802547771,0.0027,0.26
0.10828025477707007,0.0029,0.24
0.11464968152866242,0.0033,0.24
0.12101910828025478,0.0033,0.23
0.12738853503184713,0.0035,0.25
0.1337579617834395,0.0064,0.23
0.14012738853503184,0.0051,0.25
0.1464968152866242,0.0044,0.23
0.15286624203821655,0.0045,0.22
0.1592356687898089,0.0048,0.25
0.16560509554140126,0.0041,0.23
0.17197452229299362,0.0031,0.24
0.17834394904458598,0.0018,0.22
0.18471337579617833,0.0025,0.23
0.1910828025477707,0.002,0.28
0.19745222929936307,0.0027,0.23
0.20382165605095542,0.0036,0.22
0.21019108280254778,0.0041,0.23
0.21656050955414013,0.0027,0.24
0.2229299363057325,0.0045,0.21
0.22929936305732485,0.004,0.21
0.2356687898089172,0.0018,0.23
0.24203821656050956,0.0023,0.21
0.2484076433121019,0.00094,0.22
0.25477707006369427,0.0036,0.23
0.2611464968152866,0.002,0.21
0.267515923566879,0.0027,0.24
0.27388535031847133,0.0021,0.23
0.2802547770700637,0.0017,0.21
0.28662420382165604,0.0021,0.21
0.2929936305732484,0.0021,0.22
0.29936305732484075,0.0014,0.2
0.3057324840764331,0.0022,0.21
0.31210191082802546,0.0012,0.2
0.3184713375796178,0.002,0.2
0.3248407643312102,0.001,0.2
0.33121019108280253,0.0013,0.2
0.3375796178343949,0.0017,0.21
0.34394904458598724,0.0021,0.2
0.3503184713375796,0.0018,0.23
0.35668789808917195,0.0016,0.19
0.3630573248407643,0.0014,0.19
0.36942675159235666,0.0014,0.19
0.37579617834394907,0.00094,0.19
0.3821656050955414,0.0012,0.21
0.3885350318471338,0.0016,0.19
0.39490445859872614,0.0014,0.19
0.4012738853503185,0.0011,0.19
0.40764331210191085,0.00089,0.18
0.4140127388535032,0.0014,0.19
0.42038216560509556,0.0011,0.18
0.4267515923566879,0.0011,0.19
0.43312101910828027,0.0014,0.17
0.4394904458598726,0.0014,0.18
0.445859872611465,0.00077,0.17
0.45222929936305734,0.0011,0.18
0.4585987261146497,0.00088,0.18
0.46496815286624205,0.00091,0.18
0.4713375796178344,0.001,0.17
0.47770700636942676,0.00087,0.17
0.4840764331210191,0.00065,0.18
0.49044585987261147,0.00072,0.17
0.4968152866242038,0.0015,0.16
0.5031847133757962,0.00083,0.17
0.5095541401273885,0.0011,0.17
0.5159235668789809,0.0011,0.17
0.5222929936305732,0.0014,0.17
0.5286624203821656,0.00091,0.16
0.535031847133758,0.00071,0.17
0.5414012738853503,0.0011,0.17
0.5477707006369427,0.00075,0.16
0.554140127388535,0.00073,0.15
0.5605095541401274,0.00079,0.15
0.5668789808917197,0.00078,0.16
0.5732484076433121,0.00097,0.16
0.5796178343949044,0.0011,0.15
0.5859872611464968,0.00083,0.18
0.5923566878980892,0.00055,0.15
0.5987261146496815,0.00093,0.15
0.6050955414012739,0.00078,0.15
0.6114649681528662,0.0016,0.15
0.6178343949044586,0.00051,0.15
0.6242038216560509,0.00066,0.15
0.6305732484076433,0.00035,0.14
0.6369426751592356,0.002284111,
0.6370063694267516,0.002155674,0.1460647
0.643312101910828,0.001204578,0.1227424
0.6496815286624203,0.0008506512,0.1135968
0.6560509554140127,0.0006038618,0.1006056
0.6624203821656051,0.0004485291,0.09977577
0.6687898089171974,0.0003535292,0.09109229
0.6751592356687898,0.0002908848,0.08367728
0.6815286624203821,0.0002528044,0.0806791
0.6878980891719745,0.0002234605,0.07429493
0.6942675159235668,0.0001931526,0.07503871
0.7006369426751592,0.0001720871,0.0666055
0.7070063694267515,0.000154729,0.06738355
0.7133757961783439,0.0001350717,0.06145553
0.7197452229299363,0.0001223984,0.06318571
0.7261146496815286,0.0001083222,0.05337757
0.732484076433121,9.490976e-05,0.04733191
0.7388535031847133,8.484913e-05,0.04830461
0.7452229299363057,7.426515e-05,0.04930553
0.7515923566878981,6.434954e-05,0.04152794
