iteration,loss,rel_l2_error
0.0,0.17,0.95
100.0,0.017,0.28
200.0,0.0048,0.067
300.0,0.0025,0.061
400.0,0.00082,0.037
500.0,0.00078,0.043
600.0,0.0006,0.042
700.0,0.00063,0.026
800.0,0.00045,0.022
900.0,0.00045,0.027
1000.0,0.00036,0.039
1100.0,0.00021,0.019
1200.0,0.00022,0.017
1300.0,0.00029,0.015
1400.0,0.00019,0.031
1500.0,0.00022,0.013
1600.0,0.00017,0.015
1700.0,0.0002,0.013
1800.0,0.00022,0.0091
1900.0,0.00012,0.01
2000.0,0.00026,0.014
2100.0,0.00025,0.012
2200.0,0.0002,0.014
2300.0,0.00012,0.0076
2400.0,0.00019,0.01
2500.0,0.00019,0.013
2600.0,0.00022,0.0078
2700.0,6e-05,0.018
2800.0,0.00011,0.016
2900.0,0.00015,0.0082
3000.0,0.00012,0.026
3100.0,7.5e-05,0.015
3200.0,6.4e-05,0.013
3300.0,8.6e-05,0.014
3400.0,0.0001,0.01
3500.0,0.00016,0.016
3600.0,4.9e-05,0.0046
3700.0,5e-05,0.0042
3800.0,0.00012,0.01
3900.0,9.2e-05,0.0083
4000.0,6.5e-05,0.0067
4100.0,8e-05,0.016
4200.0,0.00017,0.018
4300.0,8e-05,0.0064
4400.0,9.6e-05,0.0094
4500.0,7.8e-05,0.007
4600.0,8.6e-05,0.0094
4700.0,7e-05,0.0063
4800.0,5.9e-05,0.0054
4900.0,0.00017,0.015
5000.0,0.00012,0.0055
5100.0,6.6e-05,0.0082
5200.0,7.5e-05,0.0081
5300.0,9.8e-05,0.016
5400.0,3.5e-05,0.011
5500.0,8.7e-05,0.011
5600.0,0.00011,0.013
5700.0,5.9e-05,0.0034
5800.0,8e-05,0.011
5900.0,8.1e-05,0.024
6000.0,3.8e-05,0.016
6100.0,6.9e-05,0.011
6200.0,6.2e-05,0.011
6300.0,8.7e-05,0.016
6400.0,6e-05,0.014
6500.0,4.5e-05,0.005
6600.0,5.9e-05,0.012
6700.0,5.5e-05,0.0066
6800.0,5.5e-05,0.0032
6900.0,5.4e-05,0.011
7000.0,6.2e-05,0.011
7100.0,9.3e-05,0.0025
7200.0,7e-05,0.0037
7300.0,5.7e-05,0.012
7400.0,4.9e-05,0.011
7500.0,5e-05,0.012
7600.0,6.6e-05,0.0057
7700.0,4.9e-05,0.005
7800.0,6.5e-05,0.01
7900.0,5e-05,0.0076
8000.0,4.8e-05,0.0041
8100.0,5.5e-05,0.0032
8200.0,3.4e-05,0.0061
8300.0,4.3e-05,0.0036
8400.0,9.9e-05,0.023
8500.0,3.7e-05,0.0069
8600.0,6.8e-05,0.0063
8700.0,6.7e-05,0.0086
8800.0,4.2e-05,0.0026
8900.0,5.7e-05,0.0065
9000.0,8e-05,0.006
9100.0,5e-05,0.008
9200.0,5.2e-05,0.0021
9300.0,6.5e-05,0.0068
9400.0,4.3e-05,0.0059
9500.0,5.8e-05,0.012
9600.0,3.8e-05,0.0027
9700.0,0.00018,0.0079
9800.0,4.6e-05,0.013
9900.0,3.8e-05,0.0068
10001.0,3.28354e-05,0.002505121
10100.0,1.783769e-05,0.00143776
10200.0,7.864584e-06,0.001038701
10300.0,4.61032e-06,0.0006165485
10400.0,2.755517e-06,0.0004911351
10500.0,1.799458e-06,0.0004173688
10600.0,1.356341e-06,0.0003172476
10614.0,1.356341e-06,0.0003023
