problem,run_id,output_log,final_iteration,final_rel_l2_error,best_rel_l2_error,best_rel_l2_iteration,seed
diffusion_exact,2026-03-03_18-45-39-996859,checkpoints\diffusion_exact\2026-03-03_18-45-39-996859\output.log,1058,0.0001859132,0.0001859132,11000,88
