problem,run_id,output_log,final_iteration,final_rel_l2_error,best_rel_l2_error,best_rel_l2_iteration,seed
burgers_exact,2026-03-07_19-29-24-926420,checkpoints\burgers_exact\2026-03-07_19-29-24-926420\output.log,1011,0.000442728,0.0004371318,10900,73
