iteration,loss,rel_l2_error
0.0,0.026,0.96
100.0,0.00094,0.76
200.0,0.0016,0.4
300.0,0.0013,0.39
400.0,0.0012,0.39
500.0,0.00089,0.38
600.0,0.00077,0.35
700.0,0.00051,0.35
800.0,0.00043,0.29
900.0,0.0003,0.29
1000.0,0.00036,0.3
1100.0,0.00028,0.29
1200.0,0.00037,0.23
1300.0,0.0004,0.24
1400.0,0.00032,0.2
1500.0,0.00036,0.19
1600.0,0.00026,0.15
1700.0,0.00018,0.13
1800.0,0.00018,0.1
1900.0,0.00012,0.11
2000.0,0.00018,0.068
2100.0,0.00015,0.042
2200.0,0.00013,0.044
2300.0,9.6e-05,0.026
2400.0,6.2e-05,0.039
2500.0,6.3e-05,0.025
2600.0,4.1e-05,0.026
2700.0,3.2e-05,0.025
2800.0,2.3e-05,0.019
2900.0,2e-05,0.018
3000.0,1.9e-05,0.014
3100.0,1.6e-05,0.014
3200.0,1.2e-05,0.016
3300.0,1.4e-05,0.016
3400.0,1.2e-05,0.014
3500.0,1.1e-05,0.017
3600.0,9.8e-06,0.0095
3700.0,1.5e-05,0.026
3800.0,2e-05,0.012
3900.0,1e-05,0.0086
4000.0,1.1e-05,0.014
4100.0,1.2e-05,0.013
4200.0,3.5e-05,0.014
4300.0,1.2e-05,0.019
4400.0,2.3e-05,0.018
4500.0,9.8e-06,0.012
4600.0,1.3e-05,0.022
4700.0,6.4e-06,0.012
4800.0,5.8e-06,0.0063
4900.0,6.2e-06,0.01
5000.0,7e-06,0.01
5100.0,1.1e-05,0.015
5200.0,7.3e-06,0.0052
5300.0,6.6e-06,0.0097
5400.0,1.2e-05,0.015
5500.0,5.9e-06,0.011
5600.0,4e-06,0.014
5700.0,4.1e-06,0.0098
5800.0,6.4e-06,0.017
5900.0,1.1e-05,0.031
6000.0,5e-06,0.011
6100.0,1e-05,0.02
6200.0,7e-06,0.0067
6300.0,5.1e-06,0.0087
6400.0,1.7e-05,0.023
6500.0,1e-05,0.018
6600.0,4.3e-06,0.011
6700.0,5e-06,0.01
6800.0,8.1e-06,0.013
6900.0,4.5e-06,0.0075
7000.0,3.9e-06,0.0095
7100.0,5.5e-06,0.0065
7200.0,2.2e-05,0.047
7300.0,9.8e-06,0.016
7400.0,6.8e-06,0.0072
7500.0,2.7e-06,0.0058
7600.0,2.9e-06,0.0096
7700.0,2.6e-06,0.013
7800.0,8.2e-06,0.022
7900.0,4.2e-06,0.014
8000.0,4e-06,0.012
8100.0,4.6e-06,0.015
8200.0,1.1e-05,0.022
8300.0,3.8e-06,0.0084
8400.0,2.6e-06,0.013
8500.0,4.2e-06,0.012
8600.0,3e-06,0.013
8700.0,2.6e-06,0.0068
8800.0,3.8e-06,0.012
8900.0,6.4e-06,0.012
9000.0,6.8e-06,0.0094
9100.0,3.3e-06,0.0077
9200.0,3.2e-06,0.015
9300.0,5.2e-06,0.0091
9400.0,1.2e-05,0.023
9500.0,2.5e-06,0.0073
9600.0,4.2e-06,0.019
9700.0,2.6e-06,0.0068
9800.0,2.6e-06,0.0081
9900.0,3.6e-06,0.008
10001.0,3.800593e-06,0.006923567
10100.0,1.43924e-06,0.003618509
10200.0,6.594897e-07,0.00208038
10300.0,3.676755e-07,0.001342949
10400.0,2.162419e-07,0.0007989898
10500.0,1.108426e-07,0.0005842199
10600.0,5.679946e-08,0.0003859697
10700.0,4.334284e-08,0.0003204502
10800.0,2.978412e-08,0.0003035947
10827.0,2.978412e-08,0.0003083
