iteration,loss,rel_l2_error
0.0,0.00024,0.98
100.0,0.079,0.45
200.0,0.015,0.1
300.0,0.003,0.048
400.0,0.0025,0.026
500.0,0.0015,0.019
600.0,0.0011,0.023
700.0,0.0012,0.015
800.0,0.00058,0.011
900.0,0.00033,0.011
1000.0,0.00056,0.0092
1100.0,0.00028,0.013
1200.0,0.0004,0.013
1300.0,0.00019,0.0095
1400.0,0.0002,0.0065
1500.0,9.3e-05,0.012
1600.0,0.00021,0.0096
1700.0,0.00015,0.0092
1800.0,0.00014,0.0084
1900.0,0.00028,0.0051
2000.0,0.00013,0.0093
2100.0,0.00013,0.01
2200.0,7.2e-05,0.0078
2300.0,0.00017,0.0065
2400.0,7.9e-05,0.004
2500.0,6.5e-05,0.007
2600.0,6.1e-05,0.0056
2700.0,7.8e-05,0.0035
2800.0,2.8e-05,0.0082
2900.0,7.3e-05,0.0064
3000.0,7.8e-05,0.0071
3100.0,0.00011,0.0052
3200.0,6.3e-05,0.0092
3300.0,6.2e-05,0.0062
3400.0,5.1e-05,0.0086
3500.0,4.6e-05,0.0075
3600.0,6.7e-05,0.0051
3700.0,0.0001,0.0082
3800.0,4.9e-05,0.0033
3900.0,4e-05,0.0085
4000.0,6.4e-05,0.0091
4100.0,5.3e-05,0.0055
4200.0,7.4e-05,0.0076
4300.0,5.5e-05,0.012
4400.0,5e-05,0.0052
4500.0,3.4e-05,0.0088
4600.0,4.3e-05,0.0047
4700.0,6.8e-05,0.006
4800.0,9.3e-05,0.0068
4900.0,7.3e-05,0.0032
5000.0,4.7e-05,0.0068
5100.0,4.3e-05,0.01
5200.0,6.9e-05,0.0042
5300.0,3.2e-05,0.0054
5400.0,3.5e-05,0.0058
5500.0,2.9e-05,0.0061
5600.0,3.9e-05,0.008
5700.0,4e-05,0.0074
5800.0,6.6e-05,0.01
5900.0,4.9e-05,0.0084
6000.0,3.6e-05,0.0042
6100.0,3.7e-05,0.0048
6200.0,2.1e-05,0.0063
6300.0,3.2e-05,0.0037
6400.0,3.3e-05,0.0052
6500.0,4.7e-05,0.0073
6600.0,6.5e-05,0.006
6700.0,3.6e-05,0.006
6800.0,4.7e-05,0.0091
6900.0,1.5e-05,0.0032
7000.0,2.5e-05,0.0029
7100.0,2.9e-05,0.0068
7200.0,2.5e-05,0.0041
7300.0,3.7e-05,0.0025
7400.0,4.1e-05,0.0037
7500.0,1.9e-05,0.0066
7600.0,3.7e-05,0.0057
7700.0,1.5e-05,0.0029
7800.0,1.6e-05,0.0062
7900.0,5.6e-05,0.0075
8000.0,3.7e-05,0.0052
8100.0,3.4e-05,0.0041
8200.0,3.8e-05,0.0041
8300.0,2e-05,0.003
8400.0,4.9e-05,0.0055
8500.0,2.7e-05,0.0028
8600.0,2.2e-05,0.004
8700.0,2.9e-05,0.0047
8800.0,1.5e-05,0.0037
8900.0,1.6e-05,0.0065
9000.0,2.1e-05,0.0078
9100.0,3.1e-05,0.0051
9200.0,1.8e-05,0.0031
9300.0,1.5e-05,0.0041
9400.0,4.8e-05,0.0049
9500.0,2.3e-05,0.005
9600.0,1.7e-05,0.0058
9700.0,5.6e-05,0.0072
9800.0,1.2e-05,0.0069
9900.0,1.8e-05,0.0049
10001.0,3.675783e-05,0.003943817
10100.0,1.097237e-05,0.001086538
10200.0,4.715955e-06,0.000834714
10280.0,4.715955e-06,0.0005472
