iteration_normalized,iteration,loss,rel_l2_error
0,0,0.0055,1.1
0.0092395824,100,0.036,0.13
0.0184791647,200,0.0071,0.067
0.0277187471,300,0.0062,0.048
0.0369583295,400,0.0032,0.06
0.0461979119,500,0.0033,0.037
0.0554374942,600,0.0026,0.026
0.0646770766,700,0.0018,0.038
0.073916659,800,0.0016,0.043
0.0831562413,900,0.001,0.037
0.0923958237,1000,0.00064,0.058
0.1016354061,1100,0.0006,0.017
0.1108749885,1200,0.00067,0.036
0.1201145708,1300,0.00041,0.018
0.1293541532,1400,0.00042,0.037
0.1385937356,1500,0.00043,0.034
0.1478333179,1600,0.0006,0.023
0.1570729003,1700,0.00025,0.014
0.1663124827,1800,0.00051,0.014
0.175552065,1900,0.00054,0.012
0.1847916474,2000,0.00023,0.02
0.1940312298,2100,0.00025,0.032
0.2032708122,2200,0.00026,0.015
0.2125103945,2300,0.00041,0.024
0.2217499769,2400,0.00024,0.02
0.2309895593,2500,0.00028,0.012
0.2402291416,2600,0.00019,0.0089
0.249468724,2700,0.00015,0.018
0.2587083064,2800,0.00011,0.0099
0.2679478888,2900,0.00019,0.012
0.2771874711,3000,0.00014,0.016
0.2864270535,3100,0.00013,0.03
0.2956666359,3200,0.00016,0.0087
0.3049062182,3300,0.00012,0.018
0.3141458006,3400,9.3e-05,0.012
0.323385383,3500,6.4e-05,0.0062
0.3326249654,3600,9.8e-05,0.014
0.3418645477,3700,5.8e-05,0.021
0.3511041301,3800,4.9e-05,0.0063
0.3603437125,3900,6.7e-05,0.006
0.3695832948,4000,5.7e-05,0.0061
0.3788228772,4100,3.1e-05,0.014
0.3880624596,4200,6.1e-05,0.016
0.3973020419,4300,4.6e-05,0.012
0.4065416243,4400,3.3e-05,0.0056
0.4157812067,4500,4.9e-05,0.013
0.4250207891,4600,4.3e-05,0.0076
0.4342603714,4700,4.9e-05,0.0044
0.4434999538,4800,4.4e-05,0.01
0.4527395362,4900,4e-05,0.0045
0.4619791185,5000,3.1e-05,0.0094
0.4712187009,5100,3.9e-05,0.011
0.4804582833,5200,3.6e-05,0.0077
0.4896978657,5300,4.1e-05,0.011
0.498937448,5400,2.2e-05,0.0056
0.5081770304,5500,2.4e-05,0.0085
0.5174166128,5600,3.3e-05,0.0087
0.5266561951,5700,4.8e-05,0.01
0.5358957775,5800,4.7e-05,0.015
0.5451353599,5900,4.5e-05,0.0038
0.5543749423,6000,3.4e-05,0.0072
0.5636145246,6100,3.2e-05,0.013
0.572854107,6200,2.3e-05,0.0099
0.5820936894,6300,4.5e-05,0.016
0.5913332717,6400,6.1e-05,0.012
0.6005728541,6500,2.5e-05,0.0087
0.6098124365,6600,4.4e-05,0.014
0.6190520188,6700,3e-05,0.0089
0.6282916012,6800,2.7e-05,0.014
0.6375311836,6900,3.4e-05,0.0037
0.646770766,7000,6.4e-05,0.029
0.6560103483,7100,2.8e-05,0.011
0.6652499307,7200,1.5e-05,0.0042
0.6744895131,7300,3.5e-05,0.022
0.6837290954,7400,2.2e-05,0.0072
0.6929686778,7500,2.5e-05,0.018
0.7022082602,7600,4.7e-05,0.014
0.7114478426,7700,1.5e-05,0.0095
0.7206874249,7800,2.7e-05,0.0079
0.7299270073,7900,1.9e-05,0.011
0.7391665897,8000,2.5e-05,0.017
0.748406172,8100,2.6e-05,0.0075
0.7576457544,8200,3.8e-05,0.0043
0.7668853368,8300,2.3e-05,0.0037
0.7761249192,8400,2.6e-05,0.0076
0.7853645015,8500,3.6e-05,0.0071
0.7946040839,8600,3.2e-05,0.015
0.8038436663,8700,3.6e-05,0.0094
0.8130832486,8800,3.3e-05,0.015
0.822322831,8900,2.5e-05,0.013
0.8315624134,9000,4.6e-05,0.014
0.8408019957,9100,2.3e-05,0.0071
0.8500415781,9200,2.5e-05,0.0075
0.8592811605,9300,2.2e-05,0.0083
0.8685207429,9400,1.9e-05,0.0029
0.8777603252,9500,2.7e-05,0.0073
0.8869999076,9600,1.3e-05,0.0043
0.89623949,9700,2.7e-05,0.0059
0.9054790723,9800,2.3e-05,0.01
0.9147186547,9900,2.6e-05,0.016
0.9240506329,10001,2.641745e-05,0.002046512
0.9331978195,10100,1.749119e-05,0.001542912
0.9424374018,10200,1.017367e-05,0.00122719
0.9516769842,10300,6.002921e-06,0.000912347
0.9609165666,10400,3.698701e-06,0.0007373476
0.9701561489,10500,3.111624e-06,0.000636162
0.9793957313,10600,2.342829e-06,0.0004728457
0.9886353137,10700,2.056511e-06,0.0004041202
0.9978748961,10800,1.694472e-06,0.000395618
1,10823,1.694472e-06,0.0003837
