iteration,loss,rel_l2_error
0.0,0.0055,1.1
100.0,0.036,0.13
200.0,0.0071,0.067
300.0,0.0062,0.048
400.0,0.0032,0.06
500.0,0.0033,0.037
600.0,0.0026,0.026
700.0,0.0018,0.038
800.0,0.0016,0.043
900.0,0.001,0.037
1000.0,0.00064,0.058
1100.0,0.0006,0.017
1200.0,0.00067,0.036
1300.0,0.00041,0.018
1400.0,0.00042,0.037
1500.0,0.00043,0.034
1600.0,0.0006,0.023
1700.0,0.00025,0.014
1800.0,0.00051,0.014
1900.0,0.00054,0.012
2000.0,0.00023,0.02
2100.0,0.00025,0.032
2200.0,0.00026,0.015
2300.0,0.00041,0.024
2400.0,0.00024,0.02
2500.0,0.00028,0.012
2600.0,0.00019,0.0089
2700.0,0.00015,0.018
2800.0,0.00011,0.0099
2900.0,0.00019,0.012
3000.0,0.00014,0.016
3100.0,0.00013,0.03
3200.0,0.00016,0.0087
3300.0,0.00012,0.018
3400.0,9.3e-05,0.012
3500.0,6.4e-05,0.0062
3600.0,9.8e-05,0.014
3700.0,5.8e-05,0.021
3800.0,4.9e-05,0.0063
3900.0,6.7e-05,0.006
4000.0,5.7e-05,0.0061
4100.0,3.1e-05,0.014
4200.0,6.1e-05,0.016
4300.0,4.6e-05,0.012
4400.0,3.3e-05,0.0056
4500.0,4.9e-05,0.013
4600.0,4.3e-05,0.0076
4700.0,4.9e-05,0.0044
4800.0,4.4e-05,0.01
4900.0,4e-05,0.0045
5000.0,3.1e-05,0.0094
5100.0,3.9e-05,0.011
5200.0,3.6e-05,0.0077
5300.0,4.1e-05,0.011
5400.0,2.2e-05,0.0056
5500.0,2.4e-05,0.0085
5600.0,3.3e-05,0.0087
5700.0,4.8e-05,0.01
5800.0,4.7e-05,0.015
5900.0,4.5e-05,0.0038
6000.0,3.4e-05,0.0072
6100.0,3.2e-05,0.013
6200.0,2.3e-05,0.0099
6300.0,4.5e-05,0.016
6400.0,6.1e-05,0.012
6500.0,2.5e-05,0.0087
6600.0,4.4e-05,0.014
6700.0,3e-05,0.0089
6800.0,2.7e-05,0.014
6900.0,3.4e-05,0.0037
7000.0,6.4e-05,0.029
7100.0,2.8e-05,0.011
7200.0,1.5e-05,0.0042
7300.0,3.5e-05,0.022
7400.0,2.2e-05,0.0072
7500.0,2.5e-05,0.018
7600.0,4.7e-05,0.014
7700.0,1.5e-05,0.0095
7800.0,2.7e-05,0.0079
7900.0,1.9e-05,0.011
8000.0,2.5e-05,0.017
8100.0,2.6e-05,0.0075
8200.0,3.8e-05,0.0043
8300.0,2.3e-05,0.0037
8400.0,2.6e-05,0.0076
8500.0,3.6e-05,0.0071
8600.0,3.2e-05,0.015
8700.0,3.6e-05,0.0094
8800.0,3.3e-05,0.015
8900.0,2.5e-05,0.013
9000.0,4.6e-05,0.014
9100.0,2.3e-05,0.0071
9200.0,2.5e-05,0.0075
9300.0,2.2e-05,0.0083
9400.0,1.9e-05,0.0029
9500.0,2.7e-05,0.0073
9600.0,1.3e-05,0.0043
9700.0,2.7e-05,0.0059
9800.0,2.3e-05,0.01
9900.0,2.6e-05,0.016
10001.0,2.641745e-05,0.002046512
10100.0,1.749119e-05,0.001542912
10200.0,1.017367e-05,0.00122719
10300.0,6.002921e-06,0.000912347
10400.0,3.698701e-06,0.0007373476
10500.0,3.111624e-06,0.000636162
10600.0,2.342829e-06,0.0004728457
10700.0,2.056511e-06,0.0004041202
10800.0,1.694472e-06,0.000395618
10823.0,1.694472e-06,0.0003837
