iteration,loss,rel_l2_error
0.0,6.2e-05,1.1
100.0,0.00091,0.45
200.0,0.0016,0.41
300.0,0.002,0.39
400.0,0.0016,0.35
500.0,0.0013,0.36
600.0,0.001,0.34
700.0,0.00077,0.33
800.0,0.00055,0.32
900.0,0.00046,0.29
1000.0,0.00023,0.27
1100.0,0.00039,0.24
1200.0,0.00047,0.21
1300.0,0.00039,0.17
1400.0,0.00043,0.17
1500.0,0.00051,0.14
1600.0,0.00053,0.11
1700.0,0.0003,0.12
1800.0,0.00032,0.088
1900.0,0.00024,0.095
2000.0,0.00027,0.084
2100.0,0.00025,0.079
2200.0,0.00016,0.11
2300.0,0.00011,0.056
2400.0,0.00013,0.042
2500.0,0.00011,0.053
2600.0,0.0001,0.052
2700.0,0.0001,0.037
2800.0,0.0001,0.031
2900.0,7e-05,0.034
3000.0,9.2e-05,0.034
3100.0,6.3e-05,0.03
3200.0,5.1e-05,0.029
3300.0,7e-05,0.026
3400.0,3.5e-05,0.024
3500.0,6.8e-05,0.03
3600.0,3.8e-05,0.025
3700.0,3.2e-05,0.028
3800.0,3.5e-05,0.022
3900.0,2.7e-05,0.022
4000.0,3.4e-05,0.018
4100.0,2.3e-05,0.025
4200.0,1.9e-05,0.018
4300.0,1.9e-05,0.017
4400.0,1.8e-05,0.017
4500.0,2.9e-05,0.018
4600.0,1.3e-05,0.022
4700.0,1.9e-05,0.02
4800.0,1.8e-05,0.018
4900.0,2e-05,0.016
5000.0,1.7e-05,0.017
5100.0,2e-05,0.015
5200.0,1.9e-05,0.014
5300.0,1.4e-05,0.022
5400.0,1.3e-05,0.016
5500.0,1.2e-05,0.015
5600.0,1.7e-05,0.015
5700.0,1.1e-05,0.016
5800.0,1.6e-05,0.013
5900.0,9.9e-06,0.011
6000.0,1.4e-05,0.0097
6100.0,1.4e-05,0.013
6200.0,1e-05,0.01
6300.0,1.3e-05,0.01
6400.0,8.1e-06,0.013
6500.0,1.6e-05,0.01
6600.0,1.2e-05,0.012
6700.0,1.3e-05,0.014
6800.0,6.5e-06,0.011
6900.0,1.3e-05,0.01
7000.0,6.9e-06,0.018
7100.0,4.7e-06,0.0083
7200.0,1.2e-05,0.013
7300.0,4.9e-06,0.016
7400.0,1e-05,0.0079
7500.0,5e-06,0.011
7600.0,3.4e-06,0.014
7700.0,8.7e-06,0.0094
7800.0,8.9e-06,0.013
7900.0,4.3e-06,0.0084
8000.0,5.8e-06,0.0083
8100.0,2.8e-06,0.0095
8200.0,7.2e-06,0.0072
8300.0,5.5e-06,0.0067
8400.0,2.7e-06,0.0075
8500.0,6.5e-06,0.012
8600.0,5.2e-06,0.019
8700.0,6.7e-06,0.0099
8800.0,4.5e-06,0.017
8900.0,4.3e-06,0.0074
9000.0,4.6e-06,0.0079
9100.0,5e-06,0.012
9200.0,7.3e-06,0.009
9300.0,2.9e-06,0.0074
9400.0,4.7e-06,0.0061
9500.0,6.1e-06,0.0097
9600.0,4.3e-06,0.0082
9700.0,5.3e-06,0.0068
9800.0,2.9e-06,0.0064
9900.0,3.6e-06,0.011
10001.0,4.267342e-06,0.004825757
10100.0,1.937525e-06,0.00279809
10200.0,1.043198e-06,0.001757408
10300.0,5.955476e-07,0.00153015
10400.0,2.750866e-07,0.001217134
10500.0,1.832302e-07,0.001266418
10600.0,1.169983e-07,0.000693023
10700.0,9.29107e-08,0.0005224514
10800.0,8.492903e-08,0.0004470933
10900.0,7.731749e-08,0.0004433784
11000.0,5.971347e-08,0.0004872395
11100.0,4.760429e-08,0.0005259973
11200.0,3.848974e-08,0.0004777852
11300.0,3.579105e-08,0.0004443231
11379.0,3.579105e-08,0.0004029
