iteration,DV__seed2__loss,DV__seed2__rel_l2_error,DV__seed3__loss,DV__seed3__rel_l2_error,DV__seed20__loss,DV__seed20__rel_l2_error,DV__seed42__loss,DV__seed42__rel_l2_error,DV__seed88__loss,DV__seed88__rel_l2_error,DV__seed123__loss,DV__seed123__rel_l2_error,DV__seed456__loss,DV__seed456__rel_l2_error,DV__seed487__loss,DV__seed487__rel_l2_error,DV__seed578__loss,DV__seed578__rel_l2_error,DV__seed965__loss,DV__seed965__rel_l2_error,PINN__seed2__loss,PINN__seed2__rel_l2_error,PINN__seed3__loss,PINN__seed3__rel_l2_error,PINN__seed20__loss,PINN__seed20__rel_l2_error,PINN__seed42__loss,PINN__seed42__rel_l2_error,PINN__seed88__loss,PINN__seed88__rel_l2_error,PINN__seed123__loss,PINN__seed123__rel_l2_error,PINN__seed456__loss,PINN__seed456__rel_l2_error,PINN__seed487__loss,PINN__seed487__rel_l2_error,PINN__seed578__loss,PINN__seed578__rel_l2_error,PINN__seed965__loss,PINN__seed965__rel_l2_error,pinn-rar-s__seed2__loss,pinn-rar-s__seed2__rel_l2_error,pinn-rar-s__seed3__loss,pinn-rar-s__seed3__rel_l2_error,pinn-rar-s__seed20__loss,pinn-rar-s__seed20__rel_l2_error,pinn-rar-s__seed42__loss,pinn-rar-s__seed42__rel_l2_error,pinn-rar-s__seed88__loss,pinn-rar-s__seed88__rel_l2_error,pinn-rar-s__seed123__loss,pinn-rar-s__seed123__rel_l2_error,pinn-rar-s__seed456__loss,pinn-rar-s__seed456__rel_l2_error,pinn-rar-s__seed487__loss,pinn-rar-s__seed487__rel_l2_error,pinn-rar-s__seed578__loss,pinn-rar-s__seed578__rel_l2_error,pinn-rar-s__seed965__loss,pinn-rar-s__seed965__rel_l2_error
7000,1.7e-05,0.003,2.3e-05,0.0046,2.4e-05,0.0023,5.3e-05,0.0056,2.8e-05,0.0031,3.9e-05,0.0038,3.7e-05,0.011,2.6e-05,0.0044,4e-05,0.0067,4.4e-05,0.0041,4.1e-05,0.0068,0.00014,0.0095,4.1e-05,0.004,8e-05,0.016,9.3e-05,0.019,3.8e-05,0.011,6.4e-05,0.029,5.9e-05,0.0077,2e-05,0.012,3.3e-05,0.0038,5.1e-05,0.0047,0.00012,0.0067,6.2e-05,0.011,7.3e-05,0.024,0.0001,0.0091,6.8e-05,0.024,3.2e-05,0.0075,0.00013,0.024,4e-05,0.009,3.9e-05,0.003
7100,1.6e-05,0.0028,2.8e-05,0.0036,3.5e-05,0.01,5.8e-05,0.006,6.6e-05,0.0041,5.2e-05,0.015,5.1e-05,0.0071,1.3e-05,0.0063,3.3e-05,0.0026,5.3e-05,0.0054,4.5e-05,0.0051,6.6e-05,0.011,7.1e-05,0.0045,7.3e-05,0.0093,0.00015,0.014,3.6e-05,0.0086,2.8e-05,0.011,9.1e-05,0.014,2.6e-05,0.01,4.5e-05,0.0096,5.2e-05,0.0044,0.00012,0.017,9.3e-05,0.0025,6.2e-05,0.0059,0.00014,0.016,6.4e-05,0.0067,6.1e-05,0.0077,7.9e-05,0.013,3.4e-05,0.008,5.3e-05,0.0034
7200,2.2e-05,0.0045,4.1e-05,0.0069,3e-05,0.0026,5.9e-05,0.0085,2.4e-05,0.0038,4.4e-05,0.0097,1.9e-05,0.0065,3.3e-05,0.0028,2.9e-05,0.011,6.1e-05,0.0026,2.6e-05,0.02,6.4e-05,0.009,9.1e-05,0.025,8.2e-05,0.0064,0.00013,0.0064,3.1e-05,0.0049,1.5e-05,0.0042,9.1e-05,0.0072,0.00017,0.052,4.7e-05,0.0066,4.9e-05,0.0073,0.00013,0.0098,7e-05,0.0037,0.0001,0.0058,0.00011,0.0096,6e-05,0.004,3.2e-05,0.016,9.7e-05,0.015,5.2e-05,0.0041,4.2e-05,0.0028
7300,1.3e-05,0.006,2.4e-05,0.0043,1.2e-05,0.0048,8.9e-05,0.011,4.4e-05,0.0062,3.7e-05,0.0052,2.7e-05,0.0076,2.2e-05,0.0059,3.6e-05,0.0033,5.3e-05,0.0025,5.3e-05,0.0062,8e-05,0.017,6.8e-05,0.01,0.00011,0.037,7.6e-05,0.0072,5.9e-05,0.0074,3.5e-05,0.022,6.8e-05,0.014,4.8e-05,0.0027,4.2e-05,0.0096,5.1e-05,0.0069,0.00011,0.0098,5.7e-05,0.012,8.1e-05,0.0059,0.00013,0.015,8e-05,0.017,6.5e-05,0.028,8.7e-05,0.013,7.2e-05,0.0065,4.8e-05,0.011
7400,1.8e-05,0.0037,7e-05,0.011,1.5e-05,0.0046,6.3e-05,0.0046,2.4e-05,0.0086,3.9e-05,0.0071,3.1e-05,0.0045,2.3e-05,0.0078,5.5e-05,0.0038,6.1e-05,0.01,5.1e-05,0.0077,0.0001,0.007,7.2e-05,0.018,7.9e-05,0.0051,0.00018,0.017,4.4e-05,0.0067,2.2e-05,0.0072,9e-05,0.0095,2.4e-05,0.0029,2.8e-05,0.0083,3.9e-05,0.011,0.00016,0.012,4.9e-05,0.011,7.2e-05,0.012,0.00013,0.0096,6.3e-05,0.023,5.1e-05,0.018,0.00017,0.018,7.1e-05,0.012,3.8e-05,0.0063
7500,2.1e-05,0.0036,3e-05,0.0037,1.4e-05,0.0033,8.3e-05,0.0072,3.8e-05,0.01,2.5e-05,0.0037,2.1e-05,0.0037,2.2e-05,0.0085,3.7e-05,0.0056,3.9e-05,0.0036,4.7e-05,0.0061,9.1e-05,0.011,3.4e-05,0.0029,3.1e-05,0.0035,0.00016,0.011,2.8e-05,0.012,2.5e-05,0.018,6.9e-05,0.0071,2.9e-05,0.0022,5.1e-05,0.0067,5.1e-05,0.021,0.00011,0.014,5e-05,0.012,7.7e-05,0.0094,0.00014,0.016,6.7e-05,0.016,4.4e-05,0.0047,0.00014,0.021,4.6e-05,0.013,3.7e-05,0.012
7600,1.4e-05,0.0035,2.9e-05,0.0068,1.6e-05,0.0021,6.6e-05,0.0059,2.5e-05,0.0054,3.5e-05,0.0048,2.5e-05,0.0067,2.6e-05,0.0046,4.2e-05,0.0079,5.4e-05,0.0045,4.3e-05,0.0035,0.00011,0.0092,3.2e-05,0.0037,5.3e-05,0.0067,0.00016,0.017,4.1e-05,0.014,4.7e-05,0.014,7.4e-05,0.014,3.1e-05,0.0047,4.1e-05,0.0045,7e-05,0.0066,0.00011,0.016,6.6e-05,0.0057,5.6e-05,0.014,0.00015,0.015,9.5e-05,0.011,4.2e-05,0.0056,0.00011,0.01,2.9e-05,0.017,3.4e-05,0.051
7700,2.1e-05,0.0074,3e-05,0.0071,1.5e-05,0.0053,4.7e-05,0.0095,3.3e-05,0.006,3e-05,0.0026,1.4e-05,0.0053,2e-05,0.0069,4.1e-05,0.0064,3.6e-05,0.0085,7.4e-05,0.0047,6.3e-05,0.013,2.6e-05,0.0066,4.2e-05,0.0035,0.00017,0.02,2.9e-05,0.0098,1.5e-05,0.0095,7.3e-05,0.0049,2.2e-05,0.006,3.7e-05,0.017,7.7e-05,0.016,0.00011,0.011,4.9e-05,0.005,6.9e-05,0.017,7.2e-05,0.012,7.1e-05,0.02,3.1e-05,0.0029,0.00011,0.016,5.8e-05,0.014,3.7e-05,0.0082
7800,1.5e-05,0.0046,3e-05,0.0021,1.8e-05,0.0041,5e-05,0.0067,3.7e-05,0.0058,4.5e-05,0.0038,1.5e-05,0.0063,2.2e-05,0.0035,5.4e-05,0.0036,3.6e-05,0.0039,2.4e-05,0.0051,0.00011,0.015,2e-05,0.0087,4.2e-05,0.007,4e-05,0.0095,7.2e-05,0.015,2.7e-05,0.0079,8.2e-05,0.022,1.5e-05,0.0035,4e-05,0.015,8e-05,0.013,5.8e-05,0.0097,6.5e-05,0.01,5.7e-05,0.007,0.00013,0.0084,8e-05,0.0057,5.4e-05,0.0058,9.9e-05,0.017,2.1e-05,0.0044,3.9e-05,0.012
7900,2e-05,0.0087,8.1e-06,0.0033,1.8e-05,0.0027,7.4e-05,0.01,2.6e-05,0.006,3.6e-05,0.0053,2.6e-05,0.003,2.6e-05,0.0047,4.1e-05,0.0058,4.1e-05,0.0049,4.7e-05,0.019,0.0001,0.012,3.7e-05,0.016,6.7e-05,0.02,0.00013,0.0058,2.7e-05,0.0045,1.9e-05,0.011,0.0001,0.012,1.7e-05,0.0096,3.5e-05,0.01,2.6e-05,0.0097,7.6e-05,0.0044,5e-05,0.0076,0.00011,0.038,8.3e-05,0.015,4.1e-05,0.0034,3.3e-05,0.0067,0.0001,0.014,3.1e-05,0.0058,3.9e-05,0.0098
8000,1.5e-05,0.0024,2.4e-05,0.0049,1.4e-05,0.0029,7.8e-05,0.0048,2.5e-05,0.006,2.6e-05,0.0081,2.9e-05,0.0061,3.2e-05,0.0056,2e-05,0.0041,3.7e-05,0.0081,3.9e-05,0.016,0.00011,0.0044,4e-05,0.0071,4.6e-05,0.011,9.6e-05,0.018,2.9e-05,0.023,2.5e-05,0.017,9.8e-05,0.0076,2.5e-05,0.0059,0.00067,0.2,5.6e-05,0.0055,9.7e-05,0.015,4.8e-05,0.0041,6.2e-05,0.0046,0.0001,0.0076,5.9e-05,0.0046,3.3e-05,0.014,6.9e-05,0.013,2.8e-05,0.005,4.7e-05,0.0035
8100,2.2e-05,0.0023,1.5e-05,0.0066,1.8e-05,0.0044,4.9e-05,0.0064,2.6e-05,0.0028,4.2e-05,0.0069,2.7e-05,0.0038,2e-05,0.01,3.1e-05,0.0051,4.7e-05,0.0047,3.1e-05,0.012,8.9e-05,0.014,4.5e-05,0.0088,0.0001,0.011,8.6e-05,0.011,4.7e-05,0.012,2.6e-05,0.0075,8.3e-05,0.013,2.9e-05,0.0022,3.4e-05,0.0038,4.1e-05,0.0049,0.0001,0.02,5.5e-05,0.0032,9.3e-05,0.0074,0.00011,0.0081,5e-05,0.005,2.6e-05,0.0085,0.00023,0.017,6.9e-05,0.005,4.7e-05,0.0051
8200,1.3e-05,0.0032,2.1e-05,0.006,1.4e-05,0.0079,4.7e-05,0.0098,3.1e-05,0.011,3.3e-05,0.008,2.3e-05,0.0061,2.3e-05,0.0043,2.7e-05,0.0024,3.8e-05,0.0024,1.2e-05,0.0025,7.8e-05,0.0048,5.1e-05,0.009,5.8e-05,0.0055,5.8e-05,0.015,3.2e-05,0.0039,3.8e-05,0.0043,9.7e-05,0.013,4.3e-05,0.0053,3.7e-05,0.0022,4.6e-05,0.0089,6.7e-05,0.01,3.4e-05,0.0061,9.7e-05,0.0072,0.00012,0.006,8.2e-05,0.0061,4.5e-05,0.003,9.9e-05,0.0084,4.4e-05,0.015,5.2e-05,0.0052
8300,1.5e-05,0.0026,1.4e-05,0.0045,3.3e-05,0.0069,3.8e-05,0.009,1.6e-05,0.0075,3.4e-05,0.0096,2.2e-05,0.0057,2.6e-05,0.0057,1.5e-05,0.0032,4e-05,0.0023,3.6e-05,0.014,5.2e-05,0.0072,2.4e-05,0.0023,3.4e-05,0.017,0.0001,0.014,6.9e-05,0.0098,2.3e-05,0.0037,8.1e-05,0.0068,3.2e-05,0.021,4.3e-05,0.0041,4.3e-05,0.018,6.1e-05,0.0062,4.3e-05,0.0036,6.8e-05,0.0067,0.00012,0.0073,7.3e-05,0.017,3e-05,0.011,9.4e-05,0.0065,3.7e-05,0.0027,5e-05,0.0085
8400,2.3e-05,0.003,2.2e-05,0.0029,1.8e-05,0.0019,5.3e-05,0.0043,2.1e-05,0.0035,1.9e-05,0.0047,2e-05,0.0051,2.9e-05,0.0068,2.3e-05,0.0025,5.2e-05,0.011,3.1e-05,0.013,9.6e-05,0.019,3.3e-05,0.0038,3.7e-05,0.02,6.1e-05,0.0081,4.9e-05,0.0054,2.6e-05,0.0076,7.2e-05,0.0077,2.3e-05,0.0072,3e-05,0.004,5e-05,0.0095,5.7e-05,0.0074,9.9e-05,0.023,0.00011,0.014,0.00015,0.011,3.9e-05,0.0051,3.1e-05,0.0062,6.8e-05,0.008,5.5e-05,0.025,6.7e-05,0.0066
8500,3.9e-05,0.0038,2.9e-05,0.0039,1.3e-05,0.0056,3.9e-05,0.0035,1.7e-05,0.0048,3.1e-05,0.0074,2.6e-05,0.0057,3.5e-05,0.0058,1.1e-05,0.0042,3e-05,0.0034,2e-05,0.0051,3.7e-05,0.0041,4.3e-05,0.0057,6.5e-05,0.023,8e-05,0.014,2.1e-05,0.0032,3.6e-05,0.0071,7e-05,0.018,2.6e-05,0.0069,1.9e-05,0.006,5.1e-05,0.0096,6.5e-05,0.013,3.7e-05,0.0069,8.6e-05,0.0046,0.0001,0.0051,0.00012,0.005,2.8e-05,0.0073,8.7e-05,0.017,0.00077,0.11,4.2e-05,0.0056
8600,2.1e-05,0.0046,2.6e-05,0.007,1.3e-05,0.005,7.1e-05,0.0025,1.8e-05,0.004,3.1e-05,0.0073,4.5e-05,0.0046,1.3e-05,0.0022,2.6e-05,0.0034,5.4e-05,0.0043,2.8e-05,0.0032,9e-05,0.016,2.7e-05,0.0056,3.8e-05,0.0023,9.7e-05,0.014,2.2e-05,0.012,3.2e-05,0.015,0.0001,0.0055,2.5e-05,0.0033,2.1e-05,0.0071,6.6e-05,0.013,6.8e-05,0.007,6.8e-05,0.0063,6.5e-05,0.01,9.2e-05,0.0045,5.1e-05,0.0095,2.8e-05,0.0025,0.00011,0.0077,3.3e-05,0.0039,5.4e-05,0.013
8700,3.9e-05,0.0052,1.4e-05,0.0038,1.4e-05,0.0028,4.9e-05,0.0073,1.5e-05,0.0035,2.7e-05,0.0023,3.2e-05,0.0048,2.3e-05,0.0062,1.4e-05,0.0028,4.3e-05,0.0056,2.1e-05,0.0047,0.00011,0.0088,4e-05,0.0028,3.9e-05,0.026,6.4e-05,0.021,5.3e-05,0.017,3.6e-05,0.0094,4.8e-05,0.01,4.5e-05,0.0059,3.7e-05,0.0074,6.7e-05,0.0059,2.8e-05,0.0083,6.7e-05,0.0086,0.00015,0.021,0.00017,0.017,4.6e-05,0.026,3e-05,0.011,9.7e-05,0.0069,4.3e-05,0.0046,4.5e-05,0.0032
8800,1.3e-05,0.0039,2e-05,0.0019,1.2e-05,0.0046,3.2e-05,0.0058,3.8e-05,0.005,1.9e-05,0.0041,2e-05,0.0031,2.4e-05,0.005,1.2e-05,0.0027,3.7e-05,0.0049,2e-05,0.0068,4.9e-05,0.018,4.1e-05,0.0054,2.4e-05,0.015,4.8e-05,0.015,4.3e-05,0.0059,3.3e-05,0.015,6.4e-05,0.0037,2.1e-05,0.011,8.3e-05,0.04,3.5e-05,0.0058,3.7e-05,0.0063,4.2e-05,0.0026,9.2e-05,0.012,9.2e-05,0.015,7.3e-05,0.0088,3.9e-05,0.015,0.00013,0.018,5.3e-05,0.0072,5.5e-05,0.0086
8900,1.8e-05,0.0039,3.3e-05,0.01,1.5e-05,0.0039,4.6e-05,0.0066,2.8e-05,0.0092,2.9e-05,0.0046,2.5e-05,0.0053,1.3e-05,0.0026,3.7e-05,0.004,6.1e-05,0.0045,4.5e-05,0.0027,4.6e-05,0.011,4.6e-05,0.015,3.6e-05,0.0066,0.00012,0.0051,5.3e-05,0.0085,2.5e-05,0.013,6.6e-05,0.013,2.4e-05,0.0055,4.6e-05,0.0026,5.1e-05,0.018,6.1e-05,0.005,5.7e-05,0.0065,0.00012,0.018,0.00011,0.013,5.5e-05,0.013,3.6e-05,0.0072,0.00013,0.018,3.8e-05,0.0026,5.2e-05,0.0041
9000,9.8e-06,0.0028,9e-06,0.0029,1.8e-05,0.0033,8.6e-05,0.0085,1.7e-05,0.0063,4.4e-05,0.0053,1.3e-05,0.0033,2.3e-05,0.006,3.4e-05,0.0049,4.7e-05,0.006,2.6e-05,0.009,6.8e-05,0.0045,3.5e-05,0.0077,6.1e-05,0.011,7.8e-05,0.023,3.4e-05,0.0044,4.6e-05,0.014,6.7e-05,0.0072,4.6e-05,0.012,3.9e-05,0.0052,4.7e-05,0.013,5.1e-05,0.011,8e-05,0.006,6.9e-05,0.0048,0.0001,0.0034,5.2e-05,0.011,3.1e-05,0.0088,8e-05,0.0088,3.9e-05,0.0038,4.3e-05,0.006
9100,1e-05,0.0044,2.4e-05,0.0024,1.4e-05,0.0036,5.6e-05,0.0027,1.6e-05,0.0036,1.9e-05,0.0028,2e-05,0.0054,1.9e-05,0.0041,3.2e-05,0.0058,4.2e-05,0.0032,3.8e-05,0.013,7.5e-05,0.0077,3.9e-05,0.0059,4.1e-05,0.021,8.8e-05,0.0058,3.7e-05,0.0096,2.3e-05,0.0071,5.6e-05,0.013,3.4e-05,0.0051,4.1e-05,0.0039,3.9e-05,0.0068,3.6e-05,0.0023,5e-05,0.008,5.8e-05,0.0043,8.7e-05,0.011,3.2e-05,0.0069,3.3e-05,0.01,9.7e-05,0.013,3.2e-05,0.0052,5.1e-05,0.0037
9200,3e-05,0.0053,1.5e-05,0.0035,1.9e-05,0.0041,5.6e-05,0.0035,1.7e-05,0.0048,2.7e-05,0.0066,2.1e-05,0.0037,6.8e-06,0.0051,2.4e-05,0.0059,5.1e-05,0.0049,3.1e-05,0.013,6.6e-05,0.0047,3.1e-05,0.0087,5.5e-05,0.011,7.9e-05,0.0093,3.1e-05,0.007,2.5e-05,0.0075,6.3e-05,0.01,2.9e-05,0.007,4e-05,0.0075,3.5e-05,0.0097,6.1e-05,0.018,5.2e-05,0.0021,8.1e-05,0.013,8.7e-05,0.0073,6.3e-05,0.015,3.3e-05,0.0047,5.2e-05,0.0055,3.4e-05,0.0049,3.6e-05,0.0059
9300,1.6e-05,0.0031,2.8e-05,0.0025,1.6e-05,0.0048,2.3e-05,0.0026,1.8e-05,0.0035,3.4e-05,0.0068,2e-05,0.0081,1.3e-05,0.002,2e-05,0.002,4.5e-05,0.0059,2.2e-05,0.013,5.5e-05,0.0037,3e-05,0.003,6.1e-05,0.036,9.2e-05,0.03,2.5e-05,0.0045,2.2e-05,0.0083,8.9e-05,0.0063,1.6e-05,0.021,4.5e-05,0.015,3.5e-05,0.014,3.5e-05,0.0028,6.5e-05,0.0068,4.2e-05,0.018,0.0001,0.0084,5.8e-05,0.012,4.7e-05,0.0081,5.6e-05,0.0085,4.1e-05,0.0045,3e-05,0.0029
9400,1.5e-05,0.0033,1.1e-05,0.0045,1.7e-05,0.0037,3e-05,0.0025,2.4e-05,0.0071,3e-05,0.0049,1.7e-05,0.0045,3.7e-05,0.0056,1.3e-05,0.0026,4.2e-05,0.0026,2.3e-05,0.0083,5.1e-05,0.012,4.5e-05,0.016,4.1e-05,0.0079,9.1e-05,0.013,2.2e-05,0.011,1.9e-05,0.0029,4.9e-05,0.01,2.4e-05,0.0023,2.8e-05,0.0038,2.5e-05,0.0054,4.5e-05,0.0088,4.3e-05,0.0059,8e-05,0.009,7.6e-05,0.0081,3.9e-05,0.0061,4.4e-05,0.01,6.3e-05,0.006,6.7e-05,0.02,3.6e-05,0.0039
9500,1.6e-05,0.0052,1.8e-05,0.0028,1.8e-05,0.0036,5.3e-05,0.0061,2.3e-05,0.0037,2.6e-05,0.0047,1.6e-05,0.0026,1.8e-05,0.0043,2.9e-05,0.0032,3.2e-05,0.004,2.9e-05,0.0077,6.9e-05,0.012,5.5e-05,0.0042,5.2e-05,0.0064,0.00011,0.0089,2.9e-05,0.0087,2.7e-05,0.0073,0.00011,0.0049,2.5e-05,0.0095,2.5e-05,0.0036,3.5e-05,0.0062,2.8e-05,0.0093,5.8e-05,0.012,6.6e-05,0.013,0.00011,0.022,5e-05,0.0097,6.5e-05,0.025,6.8e-05,0.021,3.2e-05,0.017,5.8e-05,0.013
9600,1.4e-05,0.0047,2.1e-05,0.0037,1.9e-05,0.0043,3.2e-05,0.0042,2.5e-05,0.0037,1.7e-05,0.0028,1.8e-05,0.0066,1e-05,0.0047,1e-05,0.0023,3.2e-05,0.0058,2.8e-05,0.0032,4.9e-05,0.0028,3.3e-05,0.0025,6e-05,0.0049,7.9e-05,0.013,3.5e-05,0.015,1.3e-05,0.0043,8.1e-05,0.0075,2.3e-05,0.0045,3.2e-05,0.0048,2.8e-05,0.0053,5.5e-05,0.011,3.8e-05,0.0027,8.2e-05,0.011,0.00013,0.015,2.6e-05,0.0064,3.2e-05,0.0045,5.6e-05,0.012,2.4e-05,0.0082,4.2e-05,0.018
9700,1.2e-05,0.0036,1.5e-05,0.0042,2.2e-05,0.0028,1.6e-05,0.0035,1.2e-05,0.0056,2.9e-05,0.009,1.8e-05,0.0056,1.9e-05,0.0028,2.2e-05,0.0049,3.3e-05,0.0046,2.5e-05,0.0041,5e-05,0.0033,4.1e-05,0.0053,8.2e-05,0.021,7.6e-05,0.018,2.4e-05,0.024,2.7e-05,0.0059,5.3e-05,0.016,1.4e-05,0.0063,2.7e-05,0.0034,3.8e-05,0.0076,7.9e-05,0.0044,0.00018,0.0079,5.5e-05,0.012,6.2e-05,0.0037,6.4e-05,0.0065,5.7e-05,0.0033,5.7e-05,0.015,2.6e-05,0.0072,6.2e-05,0.028
9800,1.7e-05,0.0028,1.6e-05,0.0049,7.9e-06,0.0051,3.4e-05,0.0072,1.8e-05,0.004,3.4e-05,0.0039,1.3e-05,0.0029,1.4e-05,0.0055,1.9e-05,0.0028,3e-05,0.0076,1.7e-05,0.0025,3.4e-05,0.017,2.5e-05,0.0079,4.5e-05,0.0037,4.1e-05,0.0064,3.5e-05,0.011,2.3e-05,0.01,5.5e-05,0.017,1.8e-05,0.0047,2.7e-05,0.009,5.6e-05,0.0056,4.2e-05,0.012,4.6e-05,0.013,0.0001,0.011,8.1e-05,0.016,5.8e-05,0.017,2.8e-05,0.0057,5.7e-05,0.012,4e-05,0.003,3.1e-05,0.0092
9900,1.5e-05,0.0051,2e-05,0.0033,1.8e-05,0.0071,5.8e-05,0.0029,1.3e-05,0.0063,4.3e-05,0.0023,1.7e-05,0.0079,1.5e-05,0.0043,3.2e-05,0.0024,2.4e-05,0.006,2.3e-05,0.0048,7e-05,0.006,4.2e-05,0.011,3.5e-05,0.0055,5.4e-05,0.013,3.5e-05,0.0026,2.6e-05,0.016,7.9e-05,0.012,2.4e-05,0.012,2.8e-05,0.0042,3.2e-05,0.0049,0.00012,0.013,3.8e-05,0.0068,5.8e-05,0.027,6.1e-05,0.0071,3.5e-05,0.0033,2.4e-05,0.007,8.2e-05,0.0044,3.2e-05,0.0055,6.6e-05,0.033
10000,3.029761e-05,,5.935244e-05,,4.164527e-05,,9.311807e-05,,7.539711e-05,,4.872069e-05,,4.53637e-05,,5.781774e-05,,5.564022e-05,,5.226587e-05,,0.0001089145,,6.328817e-05,,6.385088e-05,,0.0001044513,,0.0005530612,,0.0001499589,,6.732874e-05,,0.0002510721,,0.0001033288,,0.0005032296,,0.0001126196,,3.385251e-05,,0.0001244813,,0.0001285944,,0.0001472149,,0.000103193,,6.148854e-05,,0.0001552245,,3.972021e-05,,9.725847e-05,
10001,2.625251e-05,0.002114671,2.507281e-05,0.002332757,3.072105e-05,0.002680966,5.891288e-05,0.003364472,4.491956e-05,0.004713239,4.666046e-05,0.00383927,3.504492e-05,0.003032889,4.485558e-05,0.003619225,3.86438e-05,0.001986193,4.578137e-05,0.00236807,3.070937e-05,0.002013787,5.691553e-05,0.002739999,3.834325e-05,0.002923438,5.412129e-05,0.002193615,0.000433635,0.01905312,4.039485e-05,0.002409414,2.641745e-05,0.002046512,9.067819e-05,0.00339116,2.769381e-05,0.002058928,4.05377e-05,0.003062893,3.822716e-05,0.003326622,3.176947e-05,0.001817243,3.28354e-05,0.002505121,5.718914e-05,0.002814425,9.215519e-05,0.004000092,3.69115e-05,0.002422784,3.301725e-05,0.003837357,8.90316e-05,0.003791418,3.055092e-05,0.002706443,3.510288e-05,0.00331415
10100,1.288394e-05,0.001347513,9.360277e-06,0.00106573,1.317725e-05,0.001278249,3.276078e-05,0.001725008,1.747272e-05,0.001484011,1.647181e-05,0.001266271,1.403078e-05,0.001304096,1.317009e-05,0.001073377,1.757506e-05,0.001936688,1.683052e-05,0.001310418,1.258554e-05,0.001042105,1.906136e-05,0.001286833,2.334043e-05,0.001387922,3.122337e-05,0.001471431,3.64157e-05,0.001833838,1.906008e-05,0.001308357,1.749119e-05,0.001542912,4.293792e-05,0.002276553,1.53988e-05,0.001026652,1.743846e-05,0.001378963,1.250452e-05,0.001084797,1.441663e-05,0.001273581,1.783769e-05,0.00143776,3.103968e-05,0.001359352,3.736693e-05,0.001536108,1.60484e-05,0.001279095,1.688216e-05,0.001369004,3.777284e-05,0.002503969,1.42155e-05,0.0009453126,1.267704e-05,0.0008964968
10200,8.245711e-06,0.001200834,4.723748e-06,0.000623159,4.626923e-06,0.0008719058,1.602011e-05,0.001462646,7.466237e-06,0.000993804,7.069851e-06,0.0008510467,7.872583e-06,0.000996984,7.574683e-06,0.001004772,7.202657e-06,0.0009161832,6.432587e-06,0.0008987856,4.853677e-06,0.0005010843,9.219893e-06,0.0009947589,1.154521e-05,0.001218323,1.643113e-05,0.00133835,1.965336e-05,0.00114176,9.806226e-06,0.0008797236,1.017367e-05,0.00122719,2.559791e-05,0.001688605,8.871844e-06,0.0008058899,1.014179e-05,0.001416337,5.984537e-06,0.0006108002,5.757806e-06,0.0007184432,7.864584e-06,0.001038701,1.752266e-05,0.001331433,1.70303e-05,0.001328611,7.465151e-06,0.0008103191,9.501043e-06,0.001086356,2.280819e-05,0.00171439,8.85987e-06,0.0007465135,6.0443e-06,0.000641497
10300,5.486102e-06,0.0008528034,2.256871e-06,0.0004721494,1.904891e-06,0.0005093684,9.768251e-06,0.001049209,4.766342e-06,0.0007006164,3.41418e-06,0.0007878681,4.280829e-06,0.000789384,3.581777e-06,0.0004854135,3.841604e-06,0.0007680375,1.784049e-06,0.0004680305,2.532167e-06,0.000302144,3.890408e-06,0.0005644106,7.278259e-06,0.0008171274,1.050889e-05,0.0009855183,1.000808e-05,0.000866681,5.810712e-06,0.0007651037,6.002921e-06,0.000912347,1.291316e-05,0.0009351799,5.097369e-06,0.0005214807,5.023418e-06,0.0006365642,2.403361e-06,0.0003377491,2.460824e-06,0.000374112,4.61032e-06,0.0006165485,8.262133e-06,0.0009184945,9.958699e-06,0.0009926133,4.6885e-06,0.000588147,5.694802e-06,0.0008373391,1.109058e-05,0.0009616008,,,1.912184e-06,0.0005749593
10400,2.267318e-06,0.0004327112,1.104067e-06,0.0003078529,1.067064e-06,0.0003027629,5.184435e-06,0.0007753203,2.635074e-06,0.0006757681,1.890475e-06,0.0005187064,2.455495e-06,0.0005371239,2.414191e-06,0.0004042451,2.221289e-06,0.000438661,1.022827e-06,0.0002857455,1.101877e-06,0.0002207095,1.810539e-06,0.0002917495,5.112324e-06,0.0007397387,6.257178e-06,0.0006328886,5.850018e-06,0.0008651374,3.876345e-06,0.0005024733,3.698701e-06,0.0007373476,6.188699e-06,0.0007853922,2.886262e-06,0.000392753,1.957169e-06,0.0004202218,1.077855e-06,0.0002189715,1.469743e-06,0.0003418744,2.755517e-06,0.0004911351,4.826282e-06,0.0006670692,4.724922e-06,0.0008461671,2.984271e-06,0.0004204377,4.656929e-06,0.0005598651,6.883241e-06,0.0006767338,,,,
10500,1.442383e-06,0.0002567763,,,7.781745e-07,0.0003075231,3.371897e-06,0.0005389018,1.462856e-06,0.0004026579,1.261406e-06,0.000443552,1.021388e-06,0.0003843433,,,1.613572e-06,0.0003879297,6.209076e-07,0.0002018445,7.108731e-07,0.0001563569,1.117913e-06,0.0002333692,3.740248e-06,0.0005215089,3.528477e-06,0.0004669693,3.637477e-06,0.0007542105,3.017028e-06,0.0003862401,3.111624e-06,0.000636162,4.508948e-06,0.0006570784,2.283515e-06,0.0003328238,9.921862e-07,0.0003542505,5.681837e-07,0.0001451492,8.651327e-07,0.0002384713,1.799458e-06,0.0004173688,2.950805e-06,0.000473903,2.716825e-06,0.0007621172,2.209621e-06,0.0002891803,3.260006e-06,0.0005984512,4.062985e-06,0.0005303695,,,,
