iteration,PINN__seed2__loss,PINN__seed3__loss,PINN__seed20__loss,PINN__seed42__loss,PINN__seed88__loss,PINN__seed123__loss,PINN__seed456__loss,PINN__seed487__loss,PINN__seed578__loss,PINN__seed965__loss,PINN-RAR__seed2__loss,PINN-RAR__seed3__loss,PINN-RAR__seed20__loss,PINN-RAR__seed42__loss,PINN-RAR__seed88__loss,PINN-RAR__seed123__loss,PINN-RAR__seed456__loss,PINN-RAR__seed487__loss,PINN-RAR__seed578__loss,PINN-RAR__seed965__loss,QPINN__seed2__loss,QPINN__seed3__loss,QPINN__seed20__loss,QPINN__seed42__loss,QPINN__seed88__loss,QPINN__seed123__loss,QPINN__seed456__loss,QPINN__seed487__loss,QPINN__seed578__loss,QPINN__seed965__loss,QPINN-RAR__seed2__loss,QPINN-RAR__seed3__loss,QPINN-RAR__seed20__loss,QPINN-RAR__seed42__loss,QPINN-RAR__seed88__loss,QPINN-RAR__seed123__loss,QPINN-RAR__seed456__loss,QPINN-RAR__seed487__loss,QPINN-RAR__seed578__loss,QPINN-RAR__seed965__loss
4300,0.0001,0.00034,4.1e-05,0.00018,0.00027,0.00011,4.6e-05,0.00017,7.9e-05,0.00016,0.00014,0.00029,8e-05,0.00018,0.00039,9.3e-05,0.00016,0.00013,9.3e-05,0.00012,5.1e-05,5.1e-05,1.4e-05,0.0001,2.6e-05,5.6e-05,5.5e-05,9.2e-05,8.5e-05,5.4e-05,4.4e-05,4.4e-05,5.9e-05,0.00013,4.5e-05,2.8e-05,6.1e-05,7.1e-05,9.6e-05,0.0001
4400,0.00011,0.00024,0.0001,0.00012,0.00041,0.00012,3.3e-05,0.0001,6.4e-05,0.00011,0.00011,0.00027,9.6e-05,0.0001,0.00023,0.00017,4.6e-05,0.00015,9.2e-05,9.6e-05,4.1e-05,5.5e-05,1.3e-05,7.5e-05,9.2e-05,5.1e-05,5e-05,4.6e-05,6.1e-05,4e-05,4.1e-05,5e-05,3.8e-05,8.1e-05,8.1e-05,0.0001,5.1e-05,4.8e-05,8.3e-05,8.1e-05
4500,0.0001,0.00019,7.7e-05,0.00017,0.00026,7.8e-05,4.9e-05,0.00011,7.4e-05,8e-05,0.00012,0.00023,7.8e-05,0.00018,0.00023,0.0001,6.5e-05,0.00013,5.9e-05,9.4e-05,3.6e-05,4.5e-05,3.6e-05,9e-05,2.6e-05,4.3e-05,3.4e-05,6.4e-05,6.1e-05,2.8e-05,2.8e-05,5.4e-05,5.6e-05,0.00012,4.4e-05,6e-05,4.2e-05,5.7e-05,5.9e-05,8.9e-05
4600,8.2e-05,0.00016,6.6e-05,0.00015,0.00035,5.5e-05,4.3e-05,0.00012,6.1e-05,8e-05,0.00013,0.0003,8.6e-05,0.00057,0.00022,0.00013,3.9e-05,0.00019,7.3e-05,6.6e-05,4.6e-05,3.5e-05,6.3e-05,7.2e-05,3.2e-05,3.5e-05,4.3e-05,6.8e-05,4.9e-05,4.4e-05,3.8e-05,5.1e-05,5e-05,9.4e-05,3e-05,5.4e-05,3.3e-05,6.5e-05,7.3e-05,7.6e-05
4700,0.00011,0.00013,4.4e-05,0.0003,0.00023,4e-05,4.9e-05,0.00011,6.6e-05,4.1e-05,0.00015,0.00021,7e-05,0.00011,0.00031,3.6e-05,4.7e-05,0.00012,0.0001,0.00012,3e-05,2.4e-05,2.8e-05,0.00016,3.2e-05,3e-05,6.8e-05,5.1e-05,7.8e-05,3.4e-05,5.7e-05,3.8e-05,5.1e-05,5.9e-05,5.6e-05,9.9e-05,8.4e-05,2.9e-05,5e-05,0.00011
4800,0.0001,0.00024,2.6e-05,0.00025,0.0002,6.1e-05,4.4e-05,9e-05,5.7e-05,8.1e-05,9.7e-05,0.00026,5.9e-05,0.00013,0.00034,9.3e-05,4.5e-05,0.00012,0.00012,9.5e-05,3.1e-05,6.1e-05,1.9e-05,0.00011,7.6e-05,2.9e-05,9.3e-05,4e-05,8.8e-05,2e-05,4.2e-05,2.9e-05,2.4e-05,0.00012,4.6e-05,7.5e-05,2.8e-05,3e-05,4.4e-05,6.2e-05
4900,6.2e-05,0.0002,5.1e-05,0.00013,0.00021,5.3e-05,4e-05,0.00011,8.8e-05,5.4e-05,0.00017,0.00024,0.00017,0.00019,0.00023,7.9e-05,4.5e-05,0.00019,9.6e-05,5.8e-05,4e-05,3.2e-05,4.1e-05,6.8e-05,5.3e-05,3.7e-05,7.3e-05,3.2e-05,6.3e-05,1.3e-05,2.6e-05,2.6e-05,4e-05,0.00012,4.9e-05,6.2e-05,4.5e-05,7.6e-05,6.3e-05,6.2e-05
5000,5.6e-05,0.00019,3.8e-05,0.00022,0.00013,0.00011,3.1e-05,9.8e-05,0.00034,4.6e-05,0.00012,0.00016,0.00012,0.0001,0.00015,8.9e-05,6.3e-05,0.00013,6.6e-05,0.0001,4.1e-05,3.9e-05,1.2e-05,0.00015,2e-05,3.8e-05,4.7e-05,4.1e-05,5.1e-05,3.6e-05,2.4e-05,2e-05,2.3e-05,0.00014,7.3e-05,5.4e-05,6.2e-05,5.3e-05,8.9e-05,6.9e-05
5100,7.6e-05,0.00015,8e-05,8.3e-05,0.0003,4.4e-05,3.9e-05,0.00016,5.9e-05,5.9e-05,9.2e-05,0.00026,6.6e-05,0.00015,0.00025,6.5e-05,4.7e-05,0.00013,7.1e-05,7.3e-05,4.1e-05,2.6e-05,2.4e-05,8.7e-05,8.8e-05,3.2e-05,4.3e-05,5.8e-05,4e-05,3.2e-05,4.5e-05,2e-05,4.3e-05,6.8e-05,4e-05,5.6e-05,5.4e-05,5.5e-05,7.1e-05,5.9e-05
5200,7.4e-05,0.00016,2.8e-05,0.00014,0.00016,5.6e-05,3.6e-05,7.8e-05,9e-05,5.4e-05,8.5e-05,0.00016,7.5e-05,6.5e-05,0.00016,6.3e-05,4.3e-05,0.00012,6.1e-05,5.9e-05,3.3e-05,5.1e-05,1.3e-05,7.6e-05,1.6e-05,3.3e-05,6.9e-05,4.8e-05,4.8e-05,3e-05,3.4e-05,2.4e-05,3.5e-05,6e-05,3.9e-05,4.7e-05,4.3e-05,4.4e-05,4.3e-05,5.9e-05
5300,5.8e-05,6.4e-05,8.6e-05,0.00014,0.00025,7.8e-05,4.1e-05,0.0001,3.5e-05,4.8e-05,6.2e-05,0.00021,9.8e-05,0.00021,0.00016,8.5e-05,2.9e-05,0.00013,7.2e-05,8.5e-05,3.2e-05,1.7e-05,2.4e-05,6.4e-05,3.7e-05,2.7e-05,3.2e-05,5.8e-05,4.9e-05,2.1e-05,2.6e-05,3.4e-05,3.9e-05,9.8e-05,4.8e-05,4.8e-05,3.8e-05,5.3e-05,4e-05,6.3e-05
5400,5.5e-05,0.00012,5.4e-05,8.2e-05,0.00019,4.3e-05,2.2e-05,7.7e-05,4.9e-05,8e-05,0.00012,0.00025,3.5e-05,0.00022,0.00024,0.00013,3.1e-05,0.0001,5.8e-05,4.8e-05,2.8e-05,2.2e-05,3.4e-05,5.9e-05,3.2e-05,3.3e-05,3.5e-05,3.1e-05,3.8e-05,2.5e-05,1.8e-05,3.3e-05,3.9e-05,0.00015,4.1e-05,3.1e-05,3.3e-05,5.8e-05,5e-05,5.2e-05
5500,7.9e-05,8.8e-05,3.4e-05,7.5e-05,0.00019,6.5e-05,2.4e-05,0.00012,4.5e-05,4.8e-05,8.2e-05,0.00018,8.7e-05,0.00011,0.00028,6.4e-05,5.3e-05,9.3e-05,4.2e-05,7.5e-05,2.9e-05,3e-05,3.8e-05,4.2e-05,3.2e-05,2.8e-05,2.9e-05,3.6e-05,3e-05,1.5e-05,3.9e-05,1.9e-05,3.4e-05,7.3e-05,6.2e-05,3.5e-05,3.9e-05,3.5e-05,3.1e-05,6.6e-05
5600,7e-05,0.00015,4.1e-05,0.0001,0.00013,6.6e-05,3.3e-05,0.00012,8.1e-05,7.6e-05,8.8e-05,0.00013,0.00011,9.8e-05,0.0002,7.8e-05,4.7e-05,0.0001,4.7e-05,4.7e-05,6.5e-05,4.7e-05,2.1e-05,6.9e-05,2.6e-05,2.8e-05,3.9e-05,3.5e-05,3.3e-05,3.7e-05,3.4e-05,1.7e-05,3.5e-05,7.5e-05,3.6e-05,6.5e-05,4.2e-05,3.3e-05,5.9e-05,6.7e-05
5700,8.7e-05,0.00018,6.5e-05,0.00017,0.00023,2.3e-05,4.8e-05,8.8e-05,4e-05,3.9e-05,0.00011,0.00023,5.9e-05,8.9e-05,0.00011,7e-05,2.8e-05,0.00014,6.5e-05,7.6e-05,2.9e-05,3e-05,4.4e-05,0.00014,4.8e-05,2.1e-05,4e-05,5.2e-05,4.9e-05,3.5e-05,3.9e-05,2.7e-05,2.8e-05,0.00012,3.9e-05,5.2e-05,1.9e-05,3.2e-05,2.9e-05,8.9e-05
5800,6.6e-05,0.00015,6.5e-05,6.5e-05,0.00026,7.3e-05,4.7e-05,6.7e-05,5.9e-05,4.8e-05,0.00011,0.00017,8e-05,4.7e-05,0.00014,0.0001,0.0001,0.00015,3.7e-05,4.8e-05,2.7e-05,1.2e-05,2.1e-05,5.5e-05,2.9e-05,2.8e-05,6.6e-05,4.6e-05,5.9e-05,2.6e-05,6.3e-05,2.8e-05,3.2e-05,6.6e-05,4.6e-05,5.4e-05,2.6e-05,5.3e-05,4.6e-05,6.1e-05
5900,9.3e-05,0.00011,4e-05,9e-05,0.00018,6.1e-05,4.5e-05,0.00037,3.4e-05,5.3e-05,8e-05,0.00019,8.1e-05,0.00013,0.00026,0.00013,4.4e-05,0.00012,8.9e-05,0.00017,3.2e-05,3e-05,2.3e-05,7e-05,3.7e-05,2.8e-05,4.9e-05,2.3e-05,3.3e-05,3.1e-05,1.9e-05,3.6e-05,3.6e-05,7.6e-05,5.7e-05,3.2e-05,4e-05,2.6e-05,6.2e-05,5.1e-05
6000,6.8e-05,9.8e-05,3.1e-05,9.2e-05,5e-05,6.9e-05,3.4e-05,0.0013,8.5e-05,4.2e-05,7.2e-05,0.00019,3.8e-05,0.00013,0.00027,0.00017,2.7e-05,9.1e-05,0.00015,8.5e-05,3.8e-05,3.2e-05,9.8e-06,6.1e-05,1.1e-05,4.1e-05,3.6e-05,6.3e-05,0.0001,2.3e-05,2.8e-05,2.1e-05,3.1e-05,0.00011,3.8e-05,4.4e-05,4.5e-05,1.5e-05,6.9e-05,6.5e-05
6100,5.3e-05,0.00013,2.7e-05,8.3e-05,0.00014,7.6e-05,3.2e-05,0.00025,6.9e-05,4.1e-05,9.8e-05,0.0002,6.9e-05,0.00024,0.00014,5.4e-05,6.9e-05,0.00015,5.7e-05,4.3e-05,2.1e-05,2.8e-05,1.2e-05,8.2e-05,3.2e-05,3.4e-05,3.7e-05,4.2e-05,5.2e-05,4.7e-05,1.9e-05,2.5e-05,3.4e-05,9.1e-05,5.3e-05,3.6e-05,4.1e-05,1.4e-05,1.5e-05,5.7e-05
6200,6.2e-05,0.00015,4.8e-05,0.00015,7.7e-05,4.5e-05,2.3e-05,0.00019,6.2e-05,6.6e-05,0.00013,0.00019,6.2e-05,0.00015,0.00018,0.00014,3.7e-05,0.00012,5.4e-05,4.8e-05,3.7e-05,2.3e-05,1e-05,8.2e-05,1.9e-05,2e-05,2.1e-05,4.9e-05,7.4e-05,2.3e-05,3.1e-05,2.2e-05,3.4e-05,6.3e-05,2.7e-05,2.8e-05,2.6e-05,2.4e-05,2.6e-05,6.2e-05
6300,3.8e-05,0.00015,0.0001,7.1e-05,0.00011,8.1e-05,4.5e-05,9.1e-05,3.8e-05,6.8e-05,7.9e-05,0.00017,8.7e-05,0.00015,0.00017,7.7e-05,5e-05,0.00011,4.9e-05,7.8e-05,3.1e-05,1.6e-05,3.3e-05,7.4e-05,2.4e-05,2.9e-05,3.2e-05,1.8e-05,3.2e-05,2.4e-05,2.5e-05,2.9e-05,6.2e-05,9.6e-05,5.2e-05,6.6e-05,2.3e-05,5e-05,3.7e-05,3.8e-05
6400,3.5e-05,6.6e-05,5.5e-05,6.3e-05,0.00018,8.4e-05,6.1e-05,0.00011,3.7e-05,0.00013,6.9e-05,0.00014,6e-05,9e-05,0.00015,0.00011,4.9e-05,0.00011,4e-05,6.3e-05,2e-05,2.1e-05,1.4e-05,4.3e-05,2.2e-05,4e-05,3.3e-05,3.1e-05,4.8e-05,1.9e-05,1.9e-05,4.9e-05,3.2e-05,0.00011,2.8e-05,7.4e-05,3.3e-05,3.4e-05,5.1e-05,4.3e-05
6500,3e-05,0.00015,0.00044,3e-05,0.00014,7.2e-05,2.5e-05,0.00013,4.5e-05,8.9e-05,0.00011,0.00013,4.5e-05,7.7e-05,0.00014,0.0001,5.2e-05,9.9e-05,4.8e-05,5.5e-05,2e-05,2e-05,7.9e-06,3.7e-05,1.6e-05,1.3e-05,4.7e-05,4.1e-05,3.5e-05,3e-05,3e-05,4.3e-05,2.6e-05,5.9e-05,3.7e-05,5.7e-05,1.8e-05,5.3e-05,4.1e-05,5e-05
6600,3.8e-05,0.00026,6e-05,7.7e-05,0.00011,4.2e-05,4.4e-05,0.00015,5.3e-05,4.2e-05,6.9e-05,0.00016,5.9e-05,8.8e-05,0.00012,6.9e-05,5.1e-05,0.00011,3.9e-05,5.8e-05,2.2e-05,4.2e-05,1.6e-05,3.1e-05,2.2e-05,1.7e-05,6.5e-05,3.1e-05,2.4e-05,1.7e-05,1.8e-05,1.9e-05,3.9e-05,8.3e-05,3.2e-05,4e-05,1.8e-05,1.6e-05,4.8e-05,7.7e-05
6700,4.4e-05,7.4e-05,6.4e-05,0.00025,9.5e-05,7.3e-05,3e-05,0.0001,4.1e-05,7.3e-05,6.7e-05,0.0001,5.5e-05,6.7e-05,0.00014,9.6e-05,5.6e-05,0.0001,5.3e-05,6.1e-05,4.5e-05,2.9e-05,2e-05,8e-05,2.3e-05,2.9e-05,3.6e-05,2.9e-05,2.2e-05,3.3e-05,2.9e-05,1.8e-05,3.3e-05,5.5e-05,3.1e-05,4.7e-05,5.4e-05,3e-05,4.7e-05,4.9e-05
6800,4.5e-05,7.3e-05,4.1e-05,7.3e-05,9.7e-05,5.4e-05,2.7e-05,8.9e-05,3e-05,3e-05,5.9e-05,0.00018,5.5e-05,0.00012,0.00014,4.6e-05,5.1e-05,0.00012,3.5e-05,5.7e-05,2e-05,2e-05,4.6e-05,5.4e-05,2.3e-05,1.1e-05,4.7e-05,2.1e-05,3e-05,1.6e-05,1.6e-05,2.6e-05,3.2e-05,0.00012,3e-05,4.4e-05,1.6e-05,2.3e-05,2.3e-05,5.3e-05
6900,2.6e-05,0.00019,5.8e-05,7e-05,8.8e-05,3.8e-05,3.4e-05,7.2e-05,2.9e-05,5.7e-05,4.9e-05,0.00019,5.4e-05,6.1e-05,0.00011,0.00016,5.6e-05,0.00012,6.4e-05,4.9e-05,1.7e-05,2.4e-05,2.7e-05,6e-05,1.6e-05,2.7e-05,1.5e-05,4.2e-05,1.5e-05,2.3e-05,2.3e-05,3.5e-05,3.1e-05,4.5e-05,4.3e-05,6.7e-05,2.6e-05,1.9e-05,4e-05,6.9e-05
7000,4.1e-05,0.00014,4.1e-05,8e-05,9.3e-05,3.8e-05,6.4e-05,5.9e-05,2e-05,3.3e-05,5.1e-05,0.00012,6.2e-05,7.3e-05,0.0001,6.8e-05,3.2e-05,0.00013,4e-05,3.9e-05,3.3e-05,2.6e-05,2.9e-05,6.8e-05,1.9e-05,1.9e-05,2.5e-05,3e-05,1.8e-05,1.3e-05,1.7e-05,2.3e-05,2.4e-05,5.3e-05,2.8e-05,3.9e-05,3.7e-05,2.6e-05,4e-05,4.4e-05
7100,4.5e-05,6.6e-05,7.1e-05,7.3e-05,0.00015,3.6e-05,2.8e-05,9.1e-05,2.6e-05,4.5e-05,5.2e-05,0.00012,9.3e-05,6.2e-05,0.00014,6.4e-05,6.1e-05,7.9e-05,3.4e-05,5.3e-05,3e-05,2.3e-05,1.1e-05,6e-05,3.7e-05,3.7e-05,2.9e-05,3.9e-05,3.8e-05,1.8e-05,1.6e-05,2.8e-05,3.5e-05,5.8e-05,6.6e-05,5.2e-05,5.1e-05,1.3e-05,3.3e-05,5.3e-05
7200,2.6e-05,6.4e-05,9.1e-05,8.2e-05,0.00013,3.1e-05,1.5e-05,9.1e-05,0.00017,4.7e-05,4.9e-05,0.00013,7e-05,0.0001,0.00011,6e-05,3.2e-05,9.7e-05,5.2e-05,4.2e-05,2.2e-05,2.6e-05,2.5e-05,7.1e-05,2.1e-05,1.5e-05,2.5e-05,5.2e-05,2.8e-05,1.5e-05,2.2e-05,4.1e-05,3e-05,5.9e-05,2.4e-05,4.4e-05,1.9e-05,3.3e-05,2.9e-05,6.1e-05
7300,5.3e-05,8e-05,6.8e-05,0.00011,7.6e-05,5.9e-05,3.5e-05,6.8e-05,4.8e-05,4.2e-05,5.1e-05,0.00011,5.7e-05,8.1e-05,0.00013,8e-05,6.5e-05,8.7e-05,7.2e-05,4.8e-05,1.6e-05,1.1e-05,1.1e-05,8.7e-05,1.2e-05,1.4e-05,3.7e-05,1.8e-05,2.3e-05,1.9e-05,1.3e-05,2.4e-05,1.2e-05,8.9e-05,4.4e-05,3.7e-05,2.7e-05,2.2e-05,3.6e-05,5.3e-05
7400,5.1e-05,0.0001,7.2e-05,7.9e-05,0.00018,4.4e-05,2.2e-05,9e-05,2.4e-05,2.8e-05,3.9e-05,0.00016,4.9e-05,7.2e-05,0.00013,6.3e-05,5.1e-05,0.00017,7.1e-05,3.8e-05,6e-05,1.9e-05,1.6e-05,6.3e-05,4.3e-05,1.6e-05,4.1e-05,2e-05,1.4e-05,2.2e-05,1.8e-05,7e-05,1.5e-05,6.3e-05,2.4e-05,3.9e-05,3.1e-05,2.3e-05,5.5e-05,6.1e-05
7500,4.7e-05,9.1e-05,3.4e-05,3.1e-05,0.00016,2.8e-05,2.5e-05,6.9e-05,2.9e-05,5.1e-05,5.1e-05,0.00011,5e-05,7.7e-05,0.00014,6.7e-05,4.4e-05,0.00014,4.6e-05,3.7e-05,2.4e-05,1.5e-05,2.5e-05,3.8e-05,3.2e-05,9.6e-06,1.9e-05,1.6e-05,3.9e-05,1.7e-05,2.1e-05,3e-05,1.4e-05,8.3e-05,3.8e-05,2.5e-05,2.1e-05,2.2e-05,3.7e-05,3.9e-05
7600,4.3e-05,0.00011,3.2e-05,5.3e-05,0.00016,4.1e-05,4.7e-05,7.4e-05,3.1e-05,4.1e-05,7e-05,0.00011,6.6e-05,5.6e-05,0.00015,9.5e-05,4.2e-05,0.00011,2.9e-05,3.4e-05,3.3e-05,2.1e-05,3.2e-05,4.5e-05,2.6e-05,1.4e-05,3.7e-05,2.1e-05,2.5e-05,1.9e-05,1.4e-05,2.9e-05,1.6e-05,6.6e-05,2.5e-05,3.5e-05,2.5e-05,2.6e-05,4.2e-05,5.4e-05
7700,7.4e-05,6.3e-05,2.6e-05,4.2e-05,0.00017,2.9e-05,1.5e-05,7.3e-05,2.2e-05,3.7e-05,7.7e-05,0.00011,4.9e-05,6.9e-05,7.2e-05,7.1e-05,3.1e-05,0.00011,5.8e-05,3.7e-05,3e-05,2.3e-05,1.2e-05,7.1e-05,4.3e-05,1.6e-05,1.5e-05,2.2e-05,4.6e-05,2.3e-05,2.1e-05,3e-05,1.5e-05,4.7e-05,3.3e-05,3e-05,1.4e-05,2e-05,4.1e-05,3.6e-05
7800,2.4e-05,0.00011,2e-05,4.2e-05,4e-05,7.2e-05,2.7e-05,8.2e-05,1.5e-05,4e-05,8e-05,5.8e-05,6.5e-05,5.7e-05,0.00013,8e-05,5.4e-05,9.9e-05,2.1e-05,3.9e-05,2.6e-05,1.9e-05,1.1e-05,3.8e-05,1.3e-05,1.1e-05,1.6e-05,1.8e-05,2.5e-05,1.8e-05,1.5e-05,3e-05,1.8e-05,5e-05,3.7e-05,4.5e-05,1.5e-05,2.2e-05,5.4e-05,3.6e-05
7900,4.7e-05,0.0001,3.7e-05,6.7e-05,0.00013,2.7e-05,1.9e-05,0.0001,1.7e-05,3.5e-05,2.6e-05,7.6e-05,5e-05,0.00011,8.3e-05,4.1e-05,3.3e-05,0.0001,3.1e-05,3.9e-05,2.8e-05,2.7e-05,1e-05,7.5e-05,3.6e-05,1.5e-05,5.6e-05,2.4e-05,3.8e-05,2.6e-05,2e-05,8.1e-06,1.8e-05,7.4e-05,2.6e-05,3.6e-05,2.6e-05,2.6e-05,4.1e-05,4.1e-05
8000,3.9e-05,0.00011,4e-05,4.6e-05,9.6e-05,2.9e-05,2.5e-05,9.8e-05,2.5e-05,0.00067,5.6e-05,9.7e-05,4.8e-05,6.2e-05,0.0001,5.9e-05,3.3e-05,6.9e-05,2.8e-05,4.7e-05,2.5e-05,3.3e-05,2.4e-05,4.3e-05,3.3e-05,1.3e-05,3.7e-05,2.2e-05,2.2e-05,2.5e-05,1.5e-05,2.4e-05,1.4e-05,7.8e-05,2.5e-05,2.6e-05,2.9e-05,3.2e-05,2e-05,3.7e-05
8100,3.1e-05,8.9e-05,4.5e-05,0.0001,8.6e-05,4.7e-05,2.6e-05,8.3e-05,2.9e-05,3.4e-05,4.1e-05,0.0001,5.5e-05,9.3e-05,0.00011,5e-05,2.6e-05,0.00023,6.9e-05,4.7e-05,7.7e-06,2.2e-05,1e-05,4.2e-05,2.6e-05,2.5e-05,3.4e-05,3.4e-05,2.6e-05,1.3e-05,2.2e-05,1.5e-05,1.8e-05,4.9e-05,2.6e-05,4.2e-05,2.7e-05,2e-05,3.1e-05,4.7e-05
8200,1.2e-05,7.8e-05,5.1e-05,5.8e-05,5.8e-05,3.2e-05,3.8e-05,9.7e-05,4.3e-05,3.7e-05,4.6e-05,6.7e-05,3.4e-05,9.7e-05,0.00012,8.2e-05,4.5e-05,9.9e-05,4.4e-05,5.2e-05,1.6e-05,2.2e-05,1.6e-05,4.3e-05,1.9e-05,7.5e-06,3.8e-05,2.4e-05,5.3e-05,2.2e-05,1.3e-05,2.1e-05,1.4e-05,4.7e-05,3.1e-05,3.3e-05,2.3e-05,2.3e-05,2.7e-05,3.8e-05
8300,3.6e-05,5.2e-05,2.4e-05,3.4e-05,0.0001,6.9e-05,2.3e-05,8.1e-05,3.2e-05,4.3e-05,4.3e-05,6.1e-05,4.3e-05,6.8e-05,0.00012,7.3e-05,3e-05,9.4e-05,3.7e-05,5e-05,1.6e-05,1.1e-05,9e-06,2.4e-05,2.4e-05,6.2e-06,2e-05,2.8e-05,3.4e-05,2e-05,1.5e-05,1.4e-05,3.3e-05,3.8e-05,1.6e-05,3.4e-05,2.2e-05,2.6e-05,1.5e-05,4e-05
8400,3.1e-05,9.6e-05,3.3e-05,3.7e-05,6.1e-05,4.9e-05,2.6e-05,7.2e-05,2.3e-05,3e-05,5e-05,5.7e-05,9.9e-05,0.00011,0.00015,3.9e-05,3.1e-05,6.8e-05,5.5e-05,6.7e-05,1.2e-05,2.3e-05,1.7e-05,5.8e-05,2.2e-05,7.9e-06,4.9e-05,2.5e-05,3e-05,1.5e-05,2.3e-05,2.2e-05,1.8e-05,5.3e-05,2.1e-05,1.9e-05,2e-05,2.9e-05,2.3e-05,5.2e-05
8500,2e-05,3.7e-05,4.3e-05,6.5e-05,8e-05,2.1e-05,3.6e-05,7e-05,2.6e-05,1.9e-05,5.1e-05,6.5e-05,3.7e-05,8.6e-05,0.0001,0.00012,2.8e-05,8.7e-05,0.00077,4.2e-05,2.4e-05,8.4e-06,1.4e-05,5.7e-05,1.1e-05,1.2e-05,2.7e-05,6.2e-05,2.3e-05,1.1e-05,3.9e-05,2.9e-05,1.3e-05,3.9e-05,1.7e-05,3.1e-05,2.6e-05,3.5e-05,1.1e-05,3e-05
8600,2.8e-05,9e-05,2.7e-05,3.8e-05,9.7e-05,2.2e-05,3.2e-05,0.0001,2.5e-05,2.1e-05,6.6e-05,6.8e-05,6.8e-05,6.5e-05,9.2e-05,5.1e-05,2.8e-05,0.00011,3.3e-05,5.4e-05,2.3e-05,1.1e-05,1.7e-05,3.1e-05,1.3e-05,9.2e-06,2.2e-05,2.3e-05,3.6e-05,6.3e-06,2.1e-05,2.6e-05,1.3e-05,7.1e-05,1.8e-05,3.1e-05,4.5e-05,1.3e-05,2.6e-05,5.4e-05
8700,2.1e-05,0.00011,4e-05,3.9e-05,6.4e-05,5.3e-05,3.6e-05,4.8e-05,4.5e-05,3.7e-05,6.7e-05,2.8e-05,6.7e-05,0.00015,0.00017,4.6e-05,3e-05,9.7e-05,4.3e-05,4.5e-05,1.8e-05,2.3e-05,1.5e-05,3.3e-05,1.4e-05,1.3e-05,2.9e-05,2.2e-05,3.4e-05,1.7e-05,3.9e-05,1.4e-05,1.4e-05,4.9e-05,1.5e-05,2.7e-05,3.2e-05,2.3e-05,1.4e-05,4.3e-05
8800,2e-05,4.9e-05,4.1e-05,2.4e-05,4.8e-05,4.3e-05,3.3e-05,6.4e-05,2.1e-05,8.3e-05,3.5e-05,3.7e-05,4.2e-05,9.2e-05,9.2e-05,7.3e-05,3.9e-05,0.00013,5.3e-05,5.5e-05,1.2e-05,1.4e-05,7.1e-06,2.8e-05,2e-05,1.1e-05,1.5e-05,1.8e-05,1.3e-05,1.7e-05,1.3e-05,2e-05,1.2e-05,3.2e-05,3.8e-05,1.9e-05,2e-05,2.4e-05,1.2e-05,3.7e-05
8900,4.5e-05,4.6e-05,4.6e-05,3.6e-05,0.00012,5.3e-05,2.5e-05,6.6e-05,2.4e-05,4.6e-05,5.1e-05,6.1e-05,5.7e-05,0.00012,0.00011,5.5e-05,3.6e-05,0.00013,3.8e-05,5.2e-05,2e-05,1.4e-05,2.6e-05,2.3e-05,2.5e-05,7.4e-06,1.6e-05,6.7e-05,2.2e-05,1.9e-05,1.8e-05,3.3e-05,1.5e-05,4.6e-05,2.8e-05,2.9e-05,2.5e-05,1.3e-05,3.7e-05,6.1e-05
9000,2.6e-05,6.8e-05,3.5e-05,6.1e-05,7.8e-05,3.4e-05,4.6e-05,6.7e-05,4.6e-05,3.9e-05,4.7e-05,5.1e-05,8e-05,6.9e-05,0.0001,5.2e-05,3.1e-05,8e-05,3.9e-05,4.3e-05,1.4e-05,1.3e-05,2e-05,4.3e-05,1.7e-05,1.4e-05,2.1e-05,3.2e-05,1.8e-05,2.2e-05,9.8e-06,9e-06,1.8e-05,8.6e-05,1.7e-05,4.4e-05,1.3e-05,2.3e-05,3.4e-05,4.7e-05
9100,3.8e-05,7.5e-05,3.9e-05,4.1e-05,8.8e-05,3.7e-05,2.3e-05,5.6e-05,3.4e-05,4.1e-05,3.9e-05,3.6e-05,5e-05,5.8e-05,8.7e-05,3.2e-05,3.3e-05,9.7e-05,3.2e-05,5.1e-05,1.8e-05,1.9e-05,1.1e-05,2.8e-05,3e-05,9e-06,3.1e-05,2.4e-05,1.7e-05,1.7e-05,1e-05,2.4e-05,1.4e-05,5.6e-05,1.6e-05,1.9e-05,2e-05,1.9e-05,3.2e-05,4.2e-05
9200,3.1e-05,6.6e-05,3.1e-05,5.5e-05,7.9e-05,3.1e-05,2.5e-05,6.3e-05,2.9e-05,4e-05,3.5e-05,6.1e-05,5.2e-05,8.1e-05,8.7e-05,6.3e-05,3.3e-05,5.2e-05,3.4e-05,3.6e-05,1.6e-05,1.7e-05,1.4e-05,4.2e-05,3e-05,1.2e-05,1.8e-05,2.3e-05,3.5e-05,1.5e-05,3e-05,1.5e-05,1.9e-05,5.6e-05,1.7e-05,2.7e-05,2.1e-05,6.8e-06,2.4e-05,5.1e-05
