iteration,loss,rel_l2_error
0.0,2.5e-05,0.99
100.0,0.075,0.17
200.0,0.021,0.075
300.0,0.0052,0.048
400.0,0.0037,0.027
500.0,0.0018,0.018
600.0,0.0013,0.017
700.0,0.0011,0.015
800.0,0.00066,0.012
900.0,0.00069,0.011
1000.0,0.00065,0.013
1100.0,0.00045,0.01
1200.0,0.00039,0.01
1300.0,0.00047,0.0077
1400.0,0.00028,0.0081
1500.0,0.00038,0.0082
1600.0,0.00028,0.015
1700.0,0.00036,0.0075
1800.0,0.00024,0.0095
1900.0,0.00015,0.006
2000.0,0.00022,0.012
2100.0,0.00023,0.0094
2200.0,0.00014,0.011
2300.0,0.00011,0.0076
2400.0,0.00015,0.013
2500.0,0.00014,0.0049
2600.0,0.0001,0.014
2700.0,5.8e-05,0.0087
2800.0,0.00012,0.0063
2900.0,8.6e-05,0.0098
3000.0,8.1e-05,0.0092
3100.0,8.7e-05,0.0059
3200.0,0.00014,0.0069
3300.0,7.9e-05,0.0074
3400.0,0.00011,0.0054
3500.0,0.0001,0.0086
3600.0,9.1e-05,0.011
3700.0,7.7e-05,0.0055
3800.0,8.3e-05,0.0057
3900.0,0.00011,0.0032
4000.0,9.7e-05,0.0027
4100.0,5e-05,0.0045
4200.0,6.6e-05,0.0032
4300.0,0.0001,0.0053
4400.0,8.1e-05,0.0078
4500.0,8.9e-05,0.0056
4600.0,7.6e-05,0.0088
4700.0,0.00011,0.0074
4800.0,6.2e-05,0.0032
4900.0,6.2e-05,0.008
5000.0,6.9e-05,0.0082
5100.0,5.9e-05,0.011
5200.0,5.9e-05,0.0033
5300.0,6.3e-05,0.0051
5400.0,5.2e-05,0.0049
5500.0,6.6e-05,0.012
5600.0,6.7e-05,0.0084
5700.0,8.9e-05,0.012
5800.0,6.1e-05,0.0061
5900.0,5.1e-05,0.0089
6000.0,6.5e-05,0.0024
6100.0,5.7e-05,0.0088
6200.0,6.2e-05,0.0044
6300.0,3.8e-05,0.011
6400.0,4.3e-05,0.0065
6500.0,5e-05,0.0047
6600.0,7.7e-05,0.01
6700.0,4.9e-05,0.0041
6800.0,5.3e-05,0.012
6900.0,6.9e-05,0.008
7000.0,4.4e-05,0.0041
7100.0,5.3e-05,0.0054
7200.0,6.1e-05,0.0026
7300.0,5.3e-05,0.0025
7400.0,6.1e-05,0.01
7500.0,3.9e-05,0.0036
7600.0,5.4e-05,0.0045
7700.0,3.6e-05,0.0085
7800.0,3.6e-05,0.0039
7900.0,4.1e-05,0.0049
8000.0,3.7e-05,0.0081
8100.0,4.7e-05,0.0047
8200.0,3.8e-05,0.0024
8300.0,4e-05,0.0023
8400.0,5.2e-05,0.011
8500.0,3e-05,0.0034
8600.0,5.4e-05,0.0043
8700.0,4.3e-05,0.0056
8800.0,3.7e-05,0.0049
8900.0,6.1e-05,0.0045
9000.0,4.7e-05,0.006
9100.0,4.2e-05,0.0032
9200.0,5.1e-05,0.0049
9300.0,4.5e-05,0.0059
9400.0,4.2e-05,0.0026
9500.0,3.2e-05,0.004
9600.0,3.2e-05,0.0058
9700.0,3.3e-05,0.0046
9800.0,3e-05,0.0076
9900.0,2.4e-05,0.006
10001.0,4.578137e-05,0.00236807
10100.0,1.683052e-05,0.001310418
10200.0,6.432587e-06,0.0008987856
10300.0,1.784049e-06,0.0004680305
10400.0,1.022827e-06,0.0002857455
10500.0,6.209076e-07,0.0002018445
10597.0,6.209076e-07,0.00013639999999999998
