iteration,loss,rel_l2_error
0.0,0.00051,1.2
100.0,0.00049,0.96
200.0,0.00055,0.92
300.0,0.0018,0.39
400.0,0.0014,0.37
500.0,0.0016,0.34
600.0,0.00088,0.31
700.0,0.00058,0.31
800.0,0.00071,0.29
900.0,0.00052,0.32
1000.0,0.00041,0.24
1100.0,0.00029,0.22
1200.0,0.00039,0.2
1300.0,0.00049,0.17
1400.0,0.00028,0.17
1500.0,0.0003,0.12
1600.0,0.00031,0.12
1700.0,0.00023,0.1
1800.0,0.00029,0.084
1900.0,0.00013,0.084
2000.0,0.00018,0.085
2100.0,0.00023,0.078
2200.0,0.00015,0.064
2300.0,9.4e-05,0.048
2400.0,0.00016,0.055
2500.0,0.00012,0.052
2600.0,6.3e-05,0.058
2700.0,9.9e-05,0.057
2800.0,5.9e-05,0.04
2900.0,6.4e-05,0.034
3000.0,7.2e-05,0.052
3100.0,7.3e-05,0.032
3200.0,5.7e-05,0.037
3300.0,3.8e-05,0.035
3400.0,3.7e-05,0.034
3500.0,4.6e-05,0.027
3600.0,2.8e-05,0.037
3700.0,2.6e-05,0.025
3800.0,3.2e-05,0.026
3900.0,3.6e-05,0.029
4000.0,2.9e-05,0.031
4100.0,2.3e-05,0.03
4200.0,1.9e-05,0.031
4300.0,2.1e-05,0.028
4400.0,1.7e-05,0.023
4500.0,1.5e-05,0.019
4600.0,2.2e-05,0.02
4700.0,1.4e-05,0.024
4800.0,8.4e-06,0.017
4900.0,8e-06,0.015
5000.0,1.4e-05,0.018
5100.0,1.5e-05,0.024
5200.0,8.5e-06,0.015
5300.0,9.8e-06,0.015
5400.0,8.9e-06,0.017
5500.0,1.5e-05,0.02
5600.0,1.2e-05,0.019
5700.0,8.7e-06,0.017
5800.0,9.9e-06,0.013
5900.0,8.9e-06,0.017
6000.0,8.3e-06,0.011
6100.0,8.9e-06,0.018
6200.0,8.3e-06,0.011
6300.0,8.4e-06,0.012
6400.0,8.5e-06,0.013
6500.0,6.3e-06,0.012
6600.0,5.6e-06,0.011
6700.0,6e-06,0.0072
6800.0,7.5e-06,0.011
6900.0,5.3e-06,0.013
7000.0,7.9e-06,0.0089
7100.0,9.3e-06,0.011
7200.0,4e-06,0.0089
7300.0,6.5e-06,0.012
7400.0,6.1e-06,0.0087
7500.0,3.8e-06,0.0062
7600.0,5.5e-06,0.016
7700.0,4.9e-06,0.015
7800.0,8.4e-06,0.013
7900.0,4.6e-06,0.01
8000.0,5.7e-06,0.014
8100.0,7.5e-06,0.0075
8200.0,3.2e-06,0.0052
8300.0,2.4e-06,0.0091
8400.0,5.9e-06,0.011
8500.0,4.7e-06,0.0063
8600.0,3.4e-06,0.0069
8700.0,3.3e-06,0.0065
8800.0,2e-06,0.0065
8900.0,2.6e-06,0.0061
9000.0,5.6e-06,0.018
9100.0,5.8e-06,0.0062
9200.0,4.3e-06,0.0069
9300.0,4.7e-06,0.0059
9400.0,2.6e-06,0.0065
9500.0,2.6e-06,0.009
9600.0,6.8e-06,0.0056
9700.0,6.6e-06,0.011
9800.0,6e-06,0.007
9900.0,2.1e-06,0.0075
10001.0,3.676336e-06,0.00389489
10100.0,1.888205e-06,0.002414436
10200.0,9.400934e-07,0.001844776
10300.0,3.79973e-07,0.0009579345
10400.0,2.240649e-07,0.0006722472
10500.0,1.523668e-07,0.0005784719
10600.0,1.082794e-07,0.0004097059
10700.0,6.725747e-08,0.0004505137
10790.0,6.725747e-08,0.0003762
