problem,run_id,output_log,final_iteration,final_rel_l2_error,best_rel_l2_error,best_rel_l2_iteration,seed
diffusion_exact,2026-03-02_15-08-49-378795,checkpoints\diffusion_exact\2026-03-02_15-08-49-378795\output.log,839,0.0002574145,0.0002574145,10800,42
