iteration,loss,rel_l2_error
0.0,0.00045,0.99
100.0,0.021,0.52
200.0,0.021,0.073
300.0,0.0053,0.047
400.0,0.0021,0.032
500.0,0.0016,0.02
600.0,0.0011,0.028
700.0,0.0013,0.023
800.0,0.00081,0.025
900.0,0.00042,0.016
1000.0,0.0006,0.021
1100.0,0.00046,0.013
1200.0,0.00064,0.015
1300.0,0.00052,0.015
1400.0,0.00042,0.013
1500.0,0.00035,0.017
1600.0,0.0003,0.014
1700.0,0.00041,0.022
1800.0,0.00031,0.01
1900.0,0.00055,0.018
2000.0,0.00026,0.0079
2100.0,0.00022,0.008
2200.0,0.00016,0.012
2300.0,0.00013,0.0092
2400.0,0.00023,0.0075
2500.0,0.00021,0.0088
2600.0,8.5e-05,0.0092
2700.0,9.5e-05,0.009
2800.0,0.00015,0.0079
2900.0,9.8e-05,0.0099
3000.0,0.00011,0.0086
3100.0,8.1e-05,0.0071
3200.0,0.00011,0.0052
3300.0,0.00013,0.0052
3400.0,0.00011,0.0067
3500.0,7.8e-05,0.0074
3600.0,0.00015,0.0066
3700.0,5.9e-05,0.0057
3800.0,0.00012,0.0083
3900.0,0.00016,0.0055
4000.0,4.8e-05,0.0059
4100.0,0.00011,0.012
4200.0,0.00011,0.0096
4300.0,0.00013,0.006
4400.0,8.1e-05,0.0052
4500.0,0.00012,0.01
4600.0,9.4e-05,0.0058
4700.0,5.9e-05,0.0045
4800.0,0.00012,0.0044
4900.0,0.00012,0.008
5000.0,0.00014,0.009
5100.0,6.8e-05,0.0056
5200.0,6e-05,0.0053
5300.0,9.8e-05,0.0048
5400.0,0.00015,0.0045
5500.0,7.3e-05,0.0039
5600.0,7.5e-05,0.0073
5700.0,0.00012,0.0096
5800.0,6.6e-05,0.0042
5900.0,7.6e-05,0.0081
6000.0,0.00011,0.004
6100.0,9.1e-05,0.0056
6200.0,6.3e-05,0.0068
6300.0,9.6e-05,0.0076
6400.0,0.00011,0.006
6500.0,5.9e-05,0.0078
6600.0,8.3e-05,0.0073
6700.0,5.5e-05,0.006
6800.0,0.00012,0.0033
6900.0,4.5e-05,0.0086
7000.0,5.3e-05,0.0056
7100.0,5.8e-05,0.006
7200.0,5.9e-05,0.0085
7300.0,8.9e-05,0.011
7400.0,6.3e-05,0.0046
7500.0,8.3e-05,0.0072
7600.0,6.6e-05,0.0059
7700.0,4.7e-05,0.0095
7800.0,5e-05,0.0067
7900.0,7.4e-05,0.01
8000.0,7.8e-05,0.0048
8100.0,4.9e-05,0.0064
8200.0,4.7e-05,0.0098
8300.0,3.8e-05,0.009
8400.0,5.3e-05,0.0043
8500.0,3.9e-05,0.0035
8600.0,7.1e-05,0.0025
8700.0,4.9e-05,0.0073
8800.0,3.2e-05,0.0058
8900.0,4.6e-05,0.0066
9000.0,8.6e-05,0.0085
9100.0,5.6e-05,0.0027
9200.0,5.6e-05,0.0035
9300.0,2.3e-05,0.0026
9400.0,3e-05,0.0025
9500.0,5.3e-05,0.0061
9600.0,3.2e-05,0.0042
9700.0,1.6e-05,0.0035
9800.0,3.4e-05,0.0072
9900.0,5.8e-05,0.0029
10001.0,5.891288e-05,0.003364472
10100.0,3.276078e-05,0.001725008
10200.0,1.602011e-05,0.001462646
10300.0,9.768251e-06,0.001049209
10400.0,5.184435e-06,0.0007753203
10500.0,3.371897e-06,0.0005389018
10600.0,1.698324e-06,0.0003893978
10700.0,1.30559e-06,0.000293677
10800.0,1.166678e-06,0.0002574145
10839.0,1.166678e-06,0.0002765
