iteration,loss,rel_l2_error
0.0,0.099,1.2
100.0,0.04,0.4
200.0,0.0053,0.11
300.0,0.0028,0.035
400.0,0.0017,0.051
500.0,0.0011,0.051
600.0,0.00048,0.024
700.0,0.0005,0.05
800.0,0.00077,0.035
900.0,0.00056,0.044
1000.0,0.00074,0.02
1100.0,0.00044,0.023
1200.0,0.0003,0.018
1300.0,0.00054,0.016
1400.0,0.00044,0.032
1500.0,0.00032,0.032
1600.0,0.00056,0.031
1700.0,0.00028,0.014
1800.0,0.00032,0.017
1900.0,0.00025,0.012
2000.0,0.0002,0.015
2100.0,0.00045,0.022
2200.0,0.00031,0.018
2300.0,0.00058,0.091
2400.0,0.00062,0.098
2500.0,0.00035,0.016
2600.0,0.00025,0.016
2700.0,0.00021,0.015
2800.0,0.00024,0.026
2900.0,0.00011,0.016
3000.0,0.00012,0.013
3100.0,0.00012,0.0087
3200.0,0.00011,0.0086
3300.0,8e-05,0.0069
3400.0,0.00014,0.012
3500.0,0.00011,0.015
3600.0,0.00013,0.028
3700.0,0.00014,0.015
3800.0,0.0001,0.022
3900.0,0.00012,0.022
4000.0,0.00015,0.029
4100.0,0.00024,0.028
4200.0,0.00011,0.011
4300.0,9.3e-05,0.019
4400.0,0.00017,0.025
4500.0,0.0001,0.012
4600.0,0.00013,0.0097
4700.0,3.6e-05,0.0091
4800.0,9.3e-05,0.0066
4900.0,7.9e-05,0.0056
5000.0,8.9e-05,0.021
5100.0,6.5e-05,0.011
5200.0,6.3e-05,0.01
5300.0,8.5e-05,0.013
5400.0,0.00013,0.04
5500.0,6.4e-05,0.0066
5600.0,7.8e-05,0.0092
5700.0,7e-05,0.016
5800.0,0.0001,0.018
5900.0,0.00013,0.0096
6000.0,0.00017,0.017
6100.0,5.4e-05,0.0081
6200.0,0.00014,0.024
6300.0,7.7e-05,0.012
6400.0,0.00011,0.012
6500.0,0.0001,0.011
6600.0,6.9e-05,0.0048
6700.0,9.6e-05,0.0077
6800.0,4.6e-05,0.0057
6900.0,0.00016,0.027
7000.0,6.8e-05,0.024
7100.0,6.4e-05,0.0067
7200.0,6e-05,0.004
7300.0,8e-05,0.017
7400.0,6.3e-05,0.023
7500.0,6.7e-05,0.016
7600.0,9.5e-05,0.011
7700.0,7.1e-05,0.02
7800.0,8e-05,0.0057
7900.0,4.1e-05,0.0034
8000.0,5.9e-05,0.0046
8100.0,5e-05,0.005
8200.0,8.2e-05,0.0061
8300.0,7.3e-05,0.017
8400.0,3.9e-05,0.0051
8500.0,0.00012,0.005
8600.0,5.1e-05,0.0095
8700.0,4.6e-05,0.026
8800.0,7.3e-05,0.0088
8900.0,5.5e-05,0.013
9000.0,5.2e-05,0.011
9100.0,3.2e-05,0.0069
9200.0,6.3e-05,0.015
9300.0,5.8e-05,0.012
9400.0,3.9e-05,0.0061
9500.0,5e-05,0.0097
9600.0,2.6e-05,0.0064
9700.0,6.4e-05,0.0065
9800.0,5.8e-05,0.017
9900.0,3.5e-05,0.0033
10001.0,3.69115e-05,0.002422784
10100.0,1.60484e-05,0.001279095
10200.0,7.465151e-06,0.0008103191
10300.0,4.6885e-06,0.000588147
10400.0,2.984271e-06,0.0004204377
10500.0,2.209621e-06,0.0002891803
10600.0,1.658367e-06,0.0002856433
10700.0,1.517111e-06,0.0002652731
10800.0,1.261441e-06,0.0002546659
10900.0,1.159657e-06,0.0002467009
11000.0,9.367968e-07,0.0002840674
11100.0,8.572609e-07,0.0002752472
11200.0,7.6011e-07,0.0002605226
11254.0,7.6011e-07,0.00025309999999999997
