iteration,PINN__seed3__rel_l2_error,PINN__seed20__rel_l2_error,PINN__seed57__rel_l2_error,PINN__seed73__rel_l2_error,PINN__seed88__rel_l2_error,PINN__seed487__rel_l2_error,PINN__seed672__rel_l2_error,PINN__seed954__rel_l2_error,PINN__seed3407__rel_l2_error,PINN__seed114514__rel_l2_error,PINN-RAR__seed3__rel_l2_error,PINN-RAR__seed20__rel_l2_error,PINN-RAR__seed57__rel_l2_error,PINN-RAR__seed73__rel_l2_error,PINN-RAR__seed88__rel_l2_error,PINN-RAR__seed487__rel_l2_error,PINN-RAR__seed672__rel_l2_error,PINN-RAR__seed954__rel_l2_error,PINN-RAR__seed3407__rel_l2_error,PINN-RAR__seed114514__rel_l2_error,QPINN__seed3__rel_l2_error,QPINN__seed20__rel_l2_error,QPINN__seed57__rel_l2_error,QPINN__seed73__rel_l2_error,QPINN__seed88__rel_l2_error,QPINN__seed487__rel_l2_error,QPINN__seed672__rel_l2_error,QPINN__seed954__rel_l2_error,QPINN__seed3407__rel_l2_error,QPINN__seed114514__rel_l2_error,QPINN-RAR__seed3__rel_l2_error,QPINN-RAR__seed20__rel_l2_error,QPINN-RAR__seed57__rel_l2_error,QPINN-RAR__seed73__rel_l2_error,QPINN-RAR__seed88__rel_l2_error,QPINN-RAR__seed487__rel_l2_error,QPINN-RAR__seed672__rel_l2_error,QPINN-RAR__seed954__rel_l2_error,QPINN-RAR__seed3407__rel_l2_error,QPINN-RAR__seed114514__rel_l2_error
7000,0.0099,0.0099,0.0078,0.012,0.026,0.0076,0.024,0.014,0.011,0.024,0.0088,0.0093,0.019,0.012,0.02,0.0095,0.013,0.015,0.0061,0.015,0.018,0.0075,0.0085,0.0089,0.013,0.0067,0.0099,0.014,0.011,0.0093,0.014,0.0069,0.011,0.012,0.015,0.0074,0.013,0.0099,0.016,0.0077
7100,0.012,0.02,0.014,0.022,0.018,0.0054,0.0078,0.032,0.0073,0.013,0.014,0.0051,0.01,0.013,0.012,0.0065,0.0076,0.0078,0.0051,0.035,0.0083,0.0058,0.014,0.011,0.02,0.0082,0.0075,0.013,0.011,0.01,0.0094,0.009,0.014,0.0087,0.013,0.0091,0.014,0.017,0.013,0.011
7200,0.01,0.021,0.0097,0.016,0.03,0.018,0.0067,0.0097,0.016,0.012,0.017,0.01,0.017,0.014,0.012,0.047,0.011,0.027,0.0043,0.027,0.013,0.0046,0.0098,0.0089,0.0091,0.0055,0.0078,0.014,0.012,0.0074,0.024,0.012,0.0075,0.018,0.013,0.014,0.0084,0.02,0.011,0.0073
7300,0.024,0.029,0.0057,0.012,0.018,0.041,0.014,0.012,0.012,0.029,0.018,0.0075,0.0046,0.034,0.015,0.016,0.0088,0.012,0.0056,0.02,0.016,0.0049,0.0096,0.012,0.011,0.011,0.015,0.026,0.0084,0.011,0.014,0.0072,0.012,0.0065,0.013,0.012,0.012,0.011,0.01,0.007
7400,0.013,0.014,0.014,0.0099,0.022,0.0064,0.014,0.018,0.0084,0.017,0.01,0.0093,0.016,0.017,0.013,0.0072,0.0067,0.0095,0.008,0.013,0.0079,0.0083,0.016,0.0087,0.016,0.01,0.0083,0.013,0.0085,0.0054,0.011,0.0078,0.014,0.007,0.013,0.0071,0.0084,0.017,0.0096,0.006
7500,0.024,0.0091,0.0076,0.014,0.015,0.0053,0.0071,0.007,0.023,0.015,0.0084,0.014,0.012,0.01,0.014,0.0058,0.0078,0.014,0.01,0.033,0.011,0.008,0.013,0.0062,0.011,0.015,0.011,0.014,0.0095,0.0084,0.013,0.012,0.0084,0.0092,0.014,0.014,0.0082,0.023,0.011,0.0077
7600,0.0081,0.011,0.0031,0.0099,0.013,0.015,0.018,0.014,0.0022,0.021,0.012,0.04,0.0062,0.011,0.041,0.0096,0.007,0.028,0.028,0.016,0.014,0.0078,0.01,0.016,0.01,0.0064,0.013,0.01,0.01,0.0062,0.01,0.0068,0.0078,0.0076,0.0096,0.011,0.0081,0.012,0.012,0.0068
7700,0.0085,0.0075,0.0059,0.018,0.016,0.023,0.021,0.019,0.0067,0.025,0.014,0.017,0.013,0.012,0.018,0.013,0.017,0.011,0.0084,0.018,0.0094,0.0067,0.015,0.015,0.012,0.011,0.0085,0.0094,0.0083,0.0058,0.015,0.0068,0.0066,0.011,0.015,0.0085,0.01,0.015,0.0074,0.0088
7800,0.011,0.012,0.0067,0.018,0.026,0.014,0.0083,0.0093,0.0025,0.013,0.02,0.017,0.0059,0.037,0.015,0.022,0.0094,0.019,0.0052,0.018,0.013,0.0059,0.0092,0.013,0.01,0.0062,0.0089,0.017,0.0098,0.0049,0.011,0.0082,0.0085,0.0072,0.015,0.0072,0.0067,0.012,0.011,0.0076
7900,0.011,0.011,0.015,0.012,0.024,0.014,0.0091,0.0069,0.0097,0.028,0.015,0.0086,0.018,0.0095,0.013,0.014,0.026,0.0055,0.015,0.022,0.0084,0.012,0.0069,0.01,0.02,0.011,0.012,0.012,0.0081,0.0079,0.024,0.0089,0.0089,0.009,0.0096,0.005,0.0072,0.015,0.0096,0.011
8000,0.0095,0.012,0.0094,0.0082,0.025,0.016,0.0083,0.006,0.0056,0.021,0.0084,0.009,0.014,0.0087,0.016,0.012,0.0074,0.0086,0.016,0.015,0.0083,0.0057,0.0083,0.014,0.014,0.0059,0.0057,0.011,0.011,0.0076,0.013,0.0052,0.0092,0.0091,0.017,0.0078,0.015,0.011,0.0083,0.007
8100,0.0087,0.01,0.0069,0.0081,0.017,0.0083,0.016,0.013,0.007,0.019,0.0089,0.014,0.0043,0.013,0.012,0.015,0.011,0.013,0.0061,0.014,0.0095,0.0065,0.0086,0.0075,0.012,0.01,0.011,0.017,0.014,0.0078,0.012,0.0047,0.011,0.012,0.014,0.016,0.0075,0.0076,0.013,0.0058
8200,0.013,0.022,0.0058,0.011,0.051,0.022,0.0053,0.012,0.0065,0.035,0.016,0.023,0.012,0.012,0.017,0.022,0.017,0.011,0.0099,0.011,0.0072,0.0079,0.0058,0.0052,0.0077,0.008,0.011,0.008,0.0092,0.0098,0.0081,0.0053,0.01,0.0066,0.017,0.0064,0.007,0.01,0.017,0.0091
8300,0.0086,0.013,0.0087,0.012,0.013,0.021,0.018,0.017,0.0048,0.013,0.0045,0.01,0.0095,0.0091,0.013,0.0084,0.0062,0.013,0.0065,0.029,0.0067,0.0028,0.0061,0.0091,0.015,0.013,0.015,0.009,0.0068,0.0076,0.0062,0.0049,0.0082,0.012,0.011,0.0078,0.011,0.011,0.0083,0.0058
8400,0.0065,0.0084,0.028,0.034,0.028,0.0063,0.0074,0.015,0.019,0.016,0.016,0.0094,0.009,0.041,0.0094,0.013,0.0074,0.0051,0.012,0.012,0.0075,0.0038,0.0052,0.011,0.011,0.0055,0.0074,0.016,0.011,0.006,0.017,0.0057,0.012,0.0067,0.014,0.0097,0.01,0.015,0.0084,0.0073
8500,0.016,0.0067,0.015,0.01,0.016,0.0076,0.011,0.01,0.034,0.04,0.006,0.0097,0.012,0.01,0.032,0.012,0.018,0.014,0.011,0.0084,0.012,0.0031,0.0078,0.0063,0.014,0.0088,0.013,0.016,0.014,0.0085,0.0087,0.0087,0.012,0.0053,0.013,0.0081,0.014,0.013,0.0087,0.011
8600,0.019,0.029,0.0056,0.01,0.021,0.012,0.0092,0.015,0.0047,0.03,0.022,0.0053,0.0071,0.012,0.011,0.013,0.008,0.0087,0.0043,0.016,0.019,0.0031,0.0082,0.0069,0.01,0.011,0.006,0.012,0.017,0.016,0.0085,0.006,0.0076,0.019,0.0099,0.0097,0.0062,0.0085,0.0058,0.0047
8700,0.0086,0.0068,0.0059,0.014,0.031,0.024,0.013,0.015,0.0037,0.016,0.016,0.017,0.0076,0.018,0.018,0.0068,0.017,0.015,0.0087,0.013,0.0099,0.0043,0.012,0.0065,0.0098,0.0079,0.0061,0.015,0.0081,0.007,0.012,0.0055,0.012,0.0056,0.009,0.0052,0.0069,0.019,0.0086,0.0056
8800,0.016,0.005,0.0059,0.0096,0.024,0.027,0.0061,0.014,0.011,0.019,0.007,0.0068,0.0085,0.0063,0.022,0.012,0.011,0.0061,0.0058,0.012,0.017,0.0048,0.0069,0.0065,0.013,0.012,0.0074,0.006,0.01,0.0079,0.013,0.0067,0.0086,0.0078,0.0098,0.006,0.0066,0.018,0.0082,0.0055
8900,0.019,0.01,0.0082,0.0079,0.029,0.013,0.013,0.0098,0.0084,0.034,0.015,0.007,0.01,0.011,0.022,0.012,0.011,0.026,0.014,0.018,0.0074,0.0063,0.0056,0.0061,0.015,0.0065,0.0094,0.012,0.0078,0.012,0.0079,0.0036,0.0062,0.01,0.017,0.0073,0.0056,0.01,0.011,0.0092
9000,0.025,0.033,0.0037,0.018,0.022,0.015,0.0094,0.0076,0.01,0.019,0.012,0.0066,0.014,0.022,0.015,0.0094,0.008,0.023,0.011,0.0095,0.0079,0.0051,0.0064,0.018,0.012,0.017,0.0071,0.0071,0.0056,0.0062,0.014,0.0062,0.0065,0.0052,0.011,0.0089,0.01,0.016,0.0087,0.0052
9100,0.024,0.0088,0.0098,0.018,0.026,0.0088,0.014,0.016,0.0039,0.015,0.01,0.0082,0.0046,0.0061,0.011,0.0077,0.0076,0.0074,0.0058,0.055,0.012,0.0022,0.007,0.0062,0.0096,0.0093,0.011,0.0063,0.008,0.0073,0.0075,0.0048,0.0079,0.0083,0.015,0.0034,0.0097,0.0088,0.0076,0.0067
9200,0.014,0.024,0.0093,0.0051,0.013,0.011,0.008,0.023,0.0099,0.016,0.0061,0.006,0.0089,0.016,0.012,0.015,0.0068,0.01,0.0048,0.029,0.009,0.0098,0.0051,0.0069,0.0094,0.0048,0.0077,0.014,0.012,0.0061,0.0086,0.0078,0.0051,0.0057,0.01,0.0062,0.0087,0.008,0.0074,0.0068
9300,0.01,0.0086,0.0076,0.0078,0.013,0.0094,0.0049,0.014,0.0086,0.025,0.0092,0.016,0.0041,0.019,0.0094,0.0091,0.0055,0.0062,0.0048,0.0073,0.0074,0.0043,0.0079,0.0059,0.011,0.0089,0.0089,0.0095,0.0086,0.0045,0.0081,0.0078,0.01,0.0097,0.013,0.0071,0.0072,0.015,0.007,0.0054
9400,0.0058,0.016,0.01,0.0085,0.017,0.019,0.012,0.0058,0.0089,0.017,0.0051,0.015,0.012,0.0083,0.017,0.023,0.012,0.0088,0.0055,0.021,0.0061,0.0071,0.012,0.0065,0.016,0.0043,0.0077,0.0084,0.0086,0.0062,0.008,0.012,0.0098,0.0043,0.0067,0.0076,0.011,0.01,0.0092,0.0057
9500,0.011,0.014,0.007,0.011,0.0063,0.0061,0.0063,0.016,0.0087,0.02,0.031,0.0042,0.01,0.017,0.016,0.0073,0.015,0.0096,0.0042,0.011,0.0097,0.0065,0.006,0.009,0.011,0.0042,0.014,0.018,0.0064,0.0096,0.0069,0.0048,0.0051,0.011,0.0095,0.0087,0.013,0.015,0.012,0.0082
9600,0.011,0.0045,0.0059,0.021,0.014,0.015,0.012,0.01,0.0068,0.013,0.0059,0.0058,0.0094,0.02,0.034,0.019,0.0078,0.0088,0.015,0.0075,0.0082,0.0041,0.0075,0.0056,0.0081,0.0096,0.015,0.0093,0.0055,0.0056,0.014,0.0054,0.0058,0.0063,0.0098,0.0058,0.021,0.012,0.0086,0.0064
9700,0.0074,0.041,0.01,0.017,0.011,0.012,0.025,0.024,0.0097,0.015,0.0065,0.01,0.018,0.014,0.019,0.0068,0.021,0.0063,0.0038,0.023,0.0068,0.0032,0.0048,0.011,0.0096,0.0064,0.0054,0.012,0.011,0.0054,0.0059,0.0059,0.016,0.01,0.011,0.012,0.0077,0.0096,0.0091,0.01
9800,0.0074,0.0048,0.0066,0.0067,0.014,0.018,0.018,0.0075,0.0085,0.014,0.0064,0.0099,0.012,0.013,0.014,0.0081,0.012,0.012,0.015,0.0091,0.0064,0.0035,0.0069,0.007,0.0081,0.0089,0.0038,0.0097,0.0073,0.0074,0.0068,0.006,0.0083,0.012,0.011,0.0076,0.0067,0.012,0.012,0.0058
9900,0.005,0.0075,0.011,0.011,0.02,0.011,0.015,0.0079,0.0037,0.012,0.0056,0.0096,0.0046,0.016,0.035,0.008,0.024,0.0062,0.0047,0.011,0.011,0.0029,0.0061,0.0075,0.0086,0.011,0.011,0.0095,0.011,0.0051,0.0096,0.0062,0.011,0.0055,0.0078,0.0044,0.0085,0.0058,0.011,0.0042
10001,0.0040192,0.009916409,0.005859715,0.007436583,0.01076781,0.007755895,0.003484449,0.006187899,0.002982995,0.01550973,0.01039319,0.004853691,0.007360118,0.004910905,0.01282845,0.006923567,0.004850152,0.01507339,0.004199124,0.005131504,0.004825757,0.00644078,0.005847961,0.00389489,0.007778176,0.005301856,0.004110088,0.006433357,0.005961787,0.003588192,0.006831753,0.004288448,0.009786885,0.007987275,0.007979752,0.006880248,0.01286422,0.01064983,0.005990458,0.00403384
10100,0.002336784,0.001579418,0.001566593,0.001989962,0.003077222,0.003468939,0.00173171,0.003016255,0.001124168,0.003640117,0.002695755,0.001798709,0.002719608,0.002531564,0.004632172,0.003618509,0.002778368,0.002960009,0.001248531,0.002009586,0.00279809,0.001595929,0.002311125,0.002414436,0.003472045,0.002803713,0.003103321,0.002997068,0.003746875,0.002321609,0.0030693,0.001651085,0.002635919,0.002657464,0.00421438,0.003003873,0.002511577,0.003236968,0.004158473,0.002185541
10194,,,,,,,0.0016259999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200,0.00193108,0.001179063,0.001116905,0.001559015,0.00242024,0.001874277,,0.002684925,0.0009790791,0.002025218,0.001400133,0.0008735437,0.001174242,0.001583446,0.002175265,0.00208038,0.001538839,0.002914175,0.0009231984,0.001676745,0.001757408,0.001006648,0.001546575,0.001844776,0.003032599,0.002331404,0.002529423,0.002166261,0.002113977,0.001651727,0.001638019,0.000989456,0.001552863,0.001750035,0.003267209,0.002312086,0.002275353,0.002087542,0.002241864,0.001554461
10239,,,,,,,,,,,,0.0010090000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300,0.001503768,0.001052742,0.0008628925,0.001242244,0.001829199,0.001119843,,0.002018222,0.000781492,0.001646173,0.001395392,,0.001098617,0.001268603,0.001645148,0.001342949,0.001307361,0.001974488,0.0007981466,0.00162991,0.00153015,0.0008495024,0.001417195,0.0009579345,0.001806074,0.001879508,0.002173961,0.001596386,0.001264326,0.001622502,0.0009079835,0.0008379344,0.001600514,0.001065455,0.002097649,0.001864496,0.001996425,0.001672836,0.001673897,0.001520334
10355,,0.001055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10400,0.001108726,,0.0007757479,0.0008840959,0.001525619,0.0007922939,,0.001545765,0.0006280165,0.001441057,0.001097027,,0.0008091499,0.0008568724,0.001369733,0.0007989898,0.0009325592,0.001750516,0.0006564701,0.001092849,0.001217134,0.0005461983,0.001120443,0.0006722472,0.001667711,0.001396138,0.001408075,0.001503219,0.001273563,0.001359627,0.001017577,0.0005061209,0.001308762,0.0007473243,0.001850351,0.001348933,0.001355275,0.001576156,0.001100243,0.001397751
10415,,,,,,,,,,,,,0.0007367,,,,,,,,,,,,,,,,,,,,,,,,,,,
10440,,,,,,,,,0.0007001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10443,,,,,,,,,,,,,,,,,,,0.0006104,,,,,,,,,,,,,,,,,,,,,
10467,,,,,0.001372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10473,,,,,,,,,,,,,,,,,,,,,,0.0004043,,,,,,,,,,,,,,,,,,
10480,,,0.0006117000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10500,0.0006454837,,,0.0005932819,,0.0006092683,,0.001407071,,0.001093973,0.0007102675,,,0.0006372737,0.001159003,0.0005842199,0.0008415155,0.001031202,,0.0005857489,0.001266418,,0.0009441791,0.0005784719,0.001238047,0.001252607,0.001267191,0.001381296,0.00115077,0.001227868,0.0009817806,0.0004181607,0.0008327274,0.0006188773,0.001527356,0.001154868,0.001030254,0.001474349,0.001041395,0.001408093
10520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00035150000000000003,,,,,,,,
10530,,,,,,,,,,,0.0006095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10534,,,,,,,,,,,,,,,,,0.0007931,,,,,,,,,,,,,,,,,,,,,,,
10599,0.0005438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10600,,,,0.0005169281,,0.0004269248,,0.0008551381,,0.0008548914,,,,0.0005793427,0.001287085,0.0003859697,,0.0009306892,,0.0006612721,0.000693023,,0.0008161523,0.0004097059,0.0009861132,0.0007847224,0.0008349385,0.001152932,0.001212516,0.001019596,0.0007925534,,0.0007200936,0.0005460934,0.00123206,0.001004742,0.0008518702,0.001251483,0.0009279555,0.00101602
10695,,,,,,,,0.0008135000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10700,,,,0.0004742813,,0.0003471337,,,,0.0007915889,,,,0.0005177184,0.001032917,0.0003204502,,0.00074079,,0.0004521126,0.0005224514,,0.0006431233,0.0004505137,0.0009297446,0.0008248499,0.0008948693,0.001042652,0.001107762,0.0008793775,0.0005933161,,0.000618735,0.0004527324,0.000885192,0.0008588647,0.0008124857,0.001266945,0.0007436819,0.0009626867
10714,,,,,,,,,,,,,,,,,,,,,,,0.0006339000000000001,,,,,,,,,,,,,,,,,
10718,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0009954,,,,,,,,,,,,
10790,,,,,,,,,,,,,,,,,,,,,,,,0.0003762,,,,,,,,,,,,,,,,
10791,,,,,,,,,,,,,,,,,,,,,,,,,,0.000721,,,,,,,,,,,,,,
10800,,,,0.000432975,,0.0002910912,,,,0.0005733258,,,,0.0004573592,0.0008748025,0.0003035947,,0.0007845155,,0.0004578945,0.0004470933,,,,0.0009701885,,0.0007822072,,0.001089509,0.0007600185,0.0004777476,,0.0005680526,0.0003961205,0.0008586352,0.0007472336,0.0007103783,0.0009500945,0.000598848,0.0007390326
10827,,,,,,,,,,,,,,,,0.0003083,,,,,,,,,,,,,,,,,,,,,,,,
10892,,,,0.00040419999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10900,,,,,,0.0003898497,,,,0.0005672005,,,,0.0004371318,0.0007147968,,,0.0007154679,,0.000373945,0.0004433784,,,,0.0009291041,,0.0007953243,,0.000905333,0.0007345937,0.0005446375,,0.0005131597,0.0003917541,0.0008489962,0.0006678547,0.0007121051,0.0008899735,0.0005853035,0.0006530898
10911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006397999999999999
10936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005812,
10937,,,,,,0.0003294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005914,,,,
11000,,,,,,,,,,0.000454017,,,,0.000442728,0.0006611602,,,0.0006835846,,0.0003658812,0.0004872395,,,,0.0009796912,,0.0008305428,,0.0008189882,0.0007221828,0.0004204218,,0.0004995069,0.0004121657,0.0008009204,,0.0006857013,0.0008514184,,
11011,,,,,,,,,,,,,,0.0004475,,,,,,,,,,,,,,,,,,,,,,,,,,
11031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00035299999999999996,,,,,,,,,
11035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006602,,,
11096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007167,,,,,,,,,,,
11100,,,,,,,,,,0.000422122,,,,,0.0006316506,,,0.0006814694,,0.0004217593,0.0005259973,,,,0.0007682515,,0.0007678018,,,0.0007468818,,,0.0004724521,0.0003674865,0.0008239434,,,0.0008579744,,
11105,,,,,,,,,,,,,,,,,,0.0006907,,,,,,,,,,,,,,,,,,,,,,
11183,,,,,,,,,,,,,,,0.0005978,,,,,,,,,,,,,,,,,,,,,,,,,
11200,,,,,,,,,,0.0004802614,,,,,,,,,,0.0004152713,0.0004777852,,,,0.0007333609,,0.0006862981,,,0.0005405127,,,0.0003936578,0.0002996649,0.0006792307,,,0.000797926,,
11216,,,,,,,,,,,,,,,,,,,,0.000401,,,,,,,,,,,,,,,,,,,,
11289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004324,,,,,,,
11300,,,,,,,,,,0.000462685,,,,,,,,,,,0.0004443231,,,,0.0006964061,,0.000605559,,,0.0004290274,,,,0.0002869686,0.0006198012,,,0.0007863476,,
11356,,,,,,,,,,0.00044540000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11379,,,,,,,,,,,,,,,,,,,,,0.0004029,,,,,,,,,,,,,,,,,,,
11400,,,,,,,,,,,,,,,,,,,,,,,,,0.0005745746,,0.0005172474,,,0.0004466128,,,,0.0002712127,0.0005474087,,,0.0006731325,,
11416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005344999999999999,,,,,
11500,,,,,,,,,,,,,,,,,,,,,,,,,0.0005617343,,0.0004691998,,,0.0004090606,,,,0.0002660991,,,,0.0005519666,,
11600,,,,,,,,,,,,,,,,,,,,,,,,,0.0004871432,,0.000327715,,,0.0003711719,,,,0.0002764615,,,,0.0005053006,,
11620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000555,,
11692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002569,,,,,,
11700,,,,,,,,,,,,,,,,,,,,,,,,,0.0004509256,,0.0003454821,,,0.0003354084,,,,,,,,,,
11769,,,,,,,,,,,,,,,,,,,,,,,,,0.0003918,,,,,,,,,,,,,,,
11800,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003030037,,,0.0003025876,,,,,,,,,,
11900,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002917395,,,0.0003149901,,,,,,,,,,
12000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002948103,,,0.0002747498,,,,,,,,,,
12028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002599,,,,,,,,,,
12100,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003106732,,,,,,,,,,,,,
12200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002582099,,,,,,,,,,,,,
12248,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00022579999999999999,,,,,,,,,,,,,
