iteration,loss,rel_l2_error
0.0,0.0012,1.0
100.0,0.0098,0.64
200.0,0.011,0.093
300.0,0.005,0.051
400.0,0.0021,0.025
500.0,0.0012,0.019
600.0,0.0008,0.017
700.0,0.0006,0.015
800.0,0.00054,0.016
900.0,0.0004,0.012
1000.0,0.00052,0.01
1100.0,0.00026,0.013
1200.0,0.00033,0.014
1300.0,0.00027,0.014
1400.0,0.00025,0.013
1500.0,0.00033,0.015
1600.0,0.00027,0.011
1700.0,0.00017,0.011
1800.0,0.00024,0.012
1900.0,0.0003,0.009
2000.0,0.00021,0.011
2100.0,0.00022,0.012
2200.0,0.00013,0.012
2300.0,9.8e-05,0.008
2400.0,0.00014,0.0058
2500.0,0.00015,0.0088
2600.0,0.00018,0.013
2700.0,7.9e-05,0.0059
2800.0,9.8e-05,0.0069
2900.0,7.9e-05,0.0066
3000.0,9.4e-05,0.0078
3100.0,0.00011,0.012
3200.0,0.00011,0.0095
3300.0,5.8e-05,0.0068
3400.0,7e-05,0.0058
3500.0,7.9e-05,0.0093
3600.0,8.8e-05,0.0049
3700.0,6.9e-05,0.0059
3800.0,5.1e-05,0.0064
3900.0,3.9e-05,0.0045
4000.0,7.9e-05,0.0048
4100.0,6.9e-05,0.0043
4200.0,4.4e-05,0.0064
4300.0,6.1e-05,0.0077
4400.0,5.1e-05,0.0064
4500.0,4.2e-05,0.0058
4600.0,3.3e-05,0.0095
4700.0,8.4e-05,0.0034
4800.0,2.8e-05,0.008
4900.0,4.5e-05,0.0067
5000.0,6.2e-05,0.0047
5100.0,5.4e-05,0.0074
5200.0,4.3e-05,0.0068
5300.0,3.8e-05,0.0074
5400.0,3.3e-05,0.0089
5500.0,3.9e-05,0.013
5600.0,4.2e-05,0.0043
5700.0,1.9e-05,0.0041
5800.0,2.6e-05,0.004
5900.0,4e-05,0.0033
6000.0,4.5e-05,0.005
6100.0,4.1e-05,0.0058
6200.0,2.6e-05,0.0027
6300.0,2.3e-05,0.0076
6400.0,3.3e-05,0.0063
6500.0,1.8e-05,0.0045
6600.0,1.8e-05,0.0057
6700.0,5.4e-05,0.0069
6800.0,1.6e-05,0.0044
6900.0,2.6e-05,0.0062
7000.0,3.7e-05,0.011
7100.0,5.1e-05,0.0071
7200.0,1.9e-05,0.0065
7300.0,2.7e-05,0.0076
7400.0,3.1e-05,0.0045
7500.0,2.1e-05,0.0037
7600.0,2.5e-05,0.0067
7700.0,1.4e-05,0.0053
7800.0,1.5e-05,0.0063
7900.0,2.6e-05,0.003
8000.0,2.9e-05,0.0061
8100.0,2.7e-05,0.0038
8200.0,2.3e-05,0.0061
8300.0,2.2e-05,0.0057
8400.0,2e-05,0.0051
8500.0,2.6e-05,0.0057
8600.0,4.5e-05,0.0046
8700.0,3.2e-05,0.0048
8800.0,2e-05,0.0031
8900.0,2.5e-05,0.0053
9000.0,1.3e-05,0.0033
9100.0,2e-05,0.0054
9200.0,2.1e-05,0.0037
9300.0,2e-05,0.0081
9400.0,1.7e-05,0.0045
9500.0,1.6e-05,0.0026
9600.0,1.8e-05,0.0066
9700.0,1.8e-05,0.0056
9800.0,1.3e-05,0.0029
9900.0,1.7e-05,0.0079
10001.0,3.504492e-05,0.003032889
10100.0,1.403078e-05,0.001304096
10200.0,7.872583e-06,0.000996984
10300.0,4.280829e-06,0.000789384
10400.0,2.455495e-06,0.0005371239
10500.0,1.021388e-06,0.0003843433
10600.0,7.380373e-07,0.0002550226
10628.0,7.380373e-07,0.0002579
