iteration,loss,rel_l2_error
0.0,0.0034,1.1
100.0,0.0055,0.74
200.0,0.0052,0.65
300.0,0.0035,0.57
400.0,0.0041,0.51
500.0,0.0042,0.44
600.0,0.0024,0.37
700.0,0.0045,0.29
800.0,0.002,0.28
900.0,0.0039,0.25
1000.0,0.005,0.24
1100.0,0.0027,0.22
1200.0,0.0028,0.23
1300.0,0.0014,0.22
1400.0,0.0038,0.21
1500.0,0.0028,0.2
1600.0,0.0014,0.2
1700.0,0.0017,0.2
1800.0,0.0016,0.2
1900.0,0.0027,0.22
2000.0,0.0019,0.19
2100.0,0.0018,0.18
2200.0,0.0016,0.19
2300.0,0.0015,0.18
2400.0,0.001,0.18
2500.0,0.0014,0.17
2600.0,0.0006,0.17
2700.0,0.0008,0.16
2800.0,0.0012,0.17
2900.0,0.001,0.15
3000.0,0.00056,0.15
3100.0,0.00079,0.16
3200.0,0.00084,0.15
3300.0,0.00097,0.14
3400.0,0.00045,0.14
3500.0,0.00073,0.14
3600.0,0.00085,0.13
3700.0,0.00083,0.13
3800.0,0.00042,0.12
3900.0,0.00027,0.12
4000.0,0.00076,0.12
4100.0,0.00038,0.13
4200.0,0.00042,0.11
4300.0,0.00025,0.11
4400.0,0.00049,0.1
4500.0,0.00059,0.11
4600.0,0.00028,0.097
4700.0,0.00057,0.099
4800.0,0.00039,0.099
4900.0,0.0002,0.098
5000.0,0.00028,0.1
5100.0,0.0002,0.092
5200.0,0.00017,0.11
5300.0,0.00016,0.11
5400.0,0.00028,0.098
5500.0,0.00025,0.092
5600.0,0.00032,0.089
5700.0,0.00025,0.092
5800.0,0.00019,0.096
5900.0,0.00033,0.083
6000.0,0.00018,0.079
6100.0,0.00032,0.098
6200.0,0.00029,0.088
6300.0,0.00029,0.085
6400.0,0.00015,0.084
6500.0,0.00023,0.079
6600.0,0.00011,0.075
6700.0,0.00015,0.084
6800.0,0.00013,0.09
6900.0,0.00012,0.07
7000.0,0.00015,0.077
7100.0,0.00026,0.074
7200.0,0.00021,0.091
7300.0,6.8e-05,0.076
7400.0,0.00011,0.088
7500.0,6.1e-05,0.085
7600.0,0.00019,0.074
7700.0,0.00013,0.079
7800.0,9.4e-05,0.08
7900.0,0.00013,0.083
8000.0,0.00011,0.079
8100.0,0.00015,0.071
8200.0,0.0001,0.073
8300.0,0.0002,0.086
8400.0,9.9e-05,0.075
8500.0,0.00015,0.076
8600.0,0.00021,0.1
8700.0,0.00012,0.067
8800.0,6.8e-05,0.078
8900.0,0.00013,0.065
9000.0,9.4e-05,0.079
9100.0,0.00011,0.07
9200.0,8e-05,0.068
9300.0,9.9e-05,0.069
9400.0,7.1e-05,0.074
9500.0,7.9e-05,0.071
9600.0,7.9e-05,0.071
9700.0,0.00018,0.099
9800.0,8.7e-05,0.068
9900.0,0.00015,0.069
10001.0,0.0002399455,0.06635558
10100.0,0.0001098051,0.05268313
10200.0,6.628707e-05,0.03860664
10300.0,4.982995e-05,0.03693933
10400.0,4.069509e-05,0.03614517
10500.0,3.402129e-05,0.03321907
10600.0,2.893604e-05,0.03080356
10700.0,2.555317e-05,0.031626
10800.0,2.229253e-05,0.03116966
10900.0,1.957212e-05,0.03229321
11000.0,1.735452e-05,0.0307214
11100.0,1.562582e-05,0.03099608
11200.0,1.434874e-05,0.03022159
11300.0,1.292535e-05,0.03153271
11400.0,1.177994e-05,0.03062978
11500.0,1.092089e-05,0.0308106
11600.0,1.021849e-05,0.03212366
11700.0,9.492352e-06,0.03083569
11800.0,8.884415e-06,0.03385205
11900.0,8.358101e-06,0.03039192
12000.0,7.865837e-06,0.02957631
12100.0,7.26312e-06,0.03109783
12200.0,6.78924e-06,0.02983309
12300.0,6.357253e-06,0.02955263
12400.0,5.922293e-06,0.03109694
12500.0,5.538141e-06,0.03086948
12600.0,5.212336e-06,0.02909187
12700.0,4.93609e-06,0.02898459
12800.0,4.693558e-06,0.02924369
12900.0,4.449323e-06,0.02857604
13000.0,4.220813e-06,0.0296398
13100.0,4.026093e-06,0.02970082
13200.0,3.858013e-06,0.02880816
13300.0,3.708827e-06,0.02902677
13400.0,3.514088e-06,0.02860899
13500.0,3.354279e-06,0.02928846
13600.0,3.213174e-06,0.02688853
13700.0,3.103605e-06,0.02916211
13800.0,2.996598e-06,0.02809247
13900.0,2.882113e-06,0.02574337
14000.0,2.770671e-06,0.02737477
14100.0,2.659105e-06,0.02997012
14200.0,2.554366e-06,0.02773977
14268.0,2.554366e-06,0.0256
