iteration_normalized,iteration,loss,rel_l2_error
0,0,0.026,0.96
0.0091432751,100,0.00094,0.76
0.0182865502,200,0.0016,0.4
0.0274298254,300,0.0013,0.39
0.0365731005,400,0.0012,0.39
0.0457163756,500,0.00089,0.38
0.0548596507,600,0.00077,0.35
0.0640029258,700,0.00051,0.35
0.073146201,800,0.00043,0.29
0.0822894761,900,0.0003,0.29
0.0914327512,1000,0.00036,0.3
0.1005760263,1100,0.00028,0.29
0.1097193015,1200,0.00037,0.23
0.1188625766,1300,0.0004,0.24
0.1280058517,1400,0.00032,0.2
0.1371491268,1500,0.00036,0.19
0.1462924019,1600,0.00026,0.15
0.1554356771,1700,0.00018,0.13
0.1645789522,1800,0.00018,0.1
0.1737222273,1900,0.00012,0.11
0.1828655024,2000,0.00018,0.068
0.1920087775,2100,8.4e-05,0.05
0.2011520527,2200,8.6e-05,0.038
0.2102953278,2300,8.8e-05,0.047
0.2194386029,2400,8.9e-05,0.03
0.228581878,2500,6.3e-05,0.026
0.2377251531,2600,3.9e-05,0.039
0.2468684283,2700,3.3e-05,0.02
0.2560117034,2800,2.1e-05,0.023
0.2651549785,2900,3e-05,0.023
0.2742982536,3000,2.1e-05,0.019
0.2834415288,3100,1.7e-05,0.017
0.2925848039,3200,1.8e-05,0.017
0.301728079,3300,1.3e-05,0.019
0.3108713541,3400,1.6e-05,0.015
0.3200146292,3500,1.7e-05,0.015
0.3291579044,3600,9e-06,0.011
0.3383011795,3700,1.5e-05,0.013
0.3474444546,3800,5.8e-06,0.018
0.3565877297,3900,8.4e-06,0.017
0.3657310048,4000,1.3e-05,0.0092
0.37487428,4100,1.1e-05,0.0078
0.3840175551,4200,6.6e-06,0.011
0.3931608302,4300,8.9e-06,0.01
0.4023041053,4400,1.4e-05,0.018
0.4114473805,4500,7.9e-06,0.0092
0.4205906556,4600,9.2e-06,0.012
0.4297339307,4700,8.9e-06,0.019
0.4388772058,4800,1.3e-05,0.022
0.4480204809,4900,6.5e-06,0.016
0.4571637561,5000,1.1e-05,0.019
0.4663070312,5100,5.5e-06,0.015
0.4754503063,5200,7.8e-06,0.011
0.4845935814,5300,8e-06,0.018
0.4937368565,5400,5.5e-06,0.014
0.5028801317,5500,6.7e-06,0.011
0.5120234068,5600,5.1e-06,0.012
0.5211666819,5700,5e-06,0.017
0.530309957,5800,5.2e-06,0.0084
0.5394532321,5900,9.1e-06,0.0078
0.5485965073,6000,4.7e-06,0.01
0.5577397824,6100,3e-06,0.016
0.5668830575,6200,7.6e-06,0.015
0.5760263326,6300,1e-05,0.016
0.5851696078,6400,4.6e-06,0.013
0.5943128829,6500,4.5e-06,0.0061
0.603456158,6600,5.7e-06,0.014
0.6125994331,6700,3.5e-06,0.0092
0.6217427082,6800,4.5e-06,0.01
0.6308859834,6900,1.4e-05,0.013
0.6400292585,7000,3.8e-06,0.0076
0.6491725336,7100,5.8e-06,0.0054
0.6583158087,7200,1.3e-05,0.018
0.6674590838,7300,5.6e-06,0.041
0.676602359,7400,3.2e-06,0.0064
0.6857456341,7500,3e-06,0.0053
0.6948889092,7600,3.8e-06,0.015
0.7040321843,7700,6.5e-06,0.023
0.7131754594,7800,1.1e-05,0.014
0.7223187346,7900,3.7e-06,0.014
0.7314620097,8000,4.6e-06,0.016
0.7406052848,8100,5.6e-06,0.0083
0.7497485599,8200,1.1e-05,0.022
0.7588918351,8300,9.5e-06,0.021
0.7680351102,8400,1.1e-06,0.0063
0.7771783853,8500,3.3e-06,0.0076
0.7863216604,8600,4.8e-06,0.012
0.7954649355,8700,8.7e-06,0.024
0.8046082107,8800,1.2e-05,0.027
0.8137514858,8900,2.3e-06,0.013
0.8228947609,9000,8.3e-06,0.015
0.832038036,9100,5.6e-06,0.0088
0.8411813111,9200,4.1e-06,0.011
0.8503245863,9300,1.5e-06,0.0094
0.8594678614,9400,3.5e-05,0.019
0.8686111365,9500,1.7e-06,0.0061
0.8777544116,9600,2.8e-06,0.015
0.8868976868,9700,2.1e-06,0.012
0.8960409619,9800,5e-06,0.018
0.905184237,9900,1.4e-06,0.011
0.9144189449,10001,4.984279e-06,0.007755895
0.9234707872,10100,1.167441e-06,0.003468939
0.9326140624,10200,5.696729e-07,0.001874277
0.9417573375,10300,3.21381e-07,0.001119843
0.9509006126,10400,1.702532e-07,0.0007922939
0.9600438877,10500,9.841409e-08,0.0006092683
0.9691871628,10600,6.435546e-08,0.0004269248
0.978330438,10700,4.848084e-08,0.0003471337
0.9874737131,10800,4.135777e-08,0.0002910912
0.9966169882,10900,3.58021e-08,0.0003898497
1,10937,3.58021e-08,0.0003294
