iteration,PINN__seed1__loss,PINN__seed2__loss,PINN__seed3__loss,PINN__seed10__loss,PINN__seed42__loss,PINN__seed68__loss,PINN__seed79__loss,PINN__seed88__loss,PINN__seed203__loss,PINN__seed3407__loss,PINN-RAR__seed1__loss,PINN-RAR__seed2__loss,PINN-RAR__seed3__loss,PINN-RAR__seed10__loss,PINN-RAR__seed42__loss,PINN-RAR__seed68__loss,PINN-RAR__seed79__loss,PINN-RAR__seed88__loss,PINN-RAR__seed203__loss,PINN-RAR__seed3407__loss,QPINN__seed1__loss,QPINN__seed2__loss,QPINN__seed3__loss,QPINN__seed10__loss,QPINN__seed42__loss,QPINN__seed68__loss,QPINN__seed79__loss,QPINN__seed88__loss,QPINN__seed203__loss,QPINN__seed3407__loss,QPINN-RAR__seed1__loss,QPINN-RAR__seed2__loss,QPINN-RAR__seed3__loss,QPINN-RAR__seed10__loss,QPINN-RAR__seed42__loss,QPINN-RAR__seed68__loss,QPINN-RAR__seed79__loss,QPINN-RAR__seed88__loss,QPINN-RAR__seed203__loss,QPINN-RAR__seed3407__loss
11600,1.71343e-05,1.99716e-05,1.371314e-05,1.893002e-05,3.538541e-05,1.000334e-05,1.505496e-05,1.021849e-05,2.408078e-05,1.012999e-05,1.479456e-05,2.338009e-05,1.332742e-05,1.939692e-05,3.155262e-05,8.337576e-06,2.34219e-05,1.004881e-05,2.102747e-05,1.074352e-05,5.442103e-05,0.0001107183,2.229368e-05,4.475741e-05,4.467576e-05,4.90695e-05,9.920353e-05,3.804154e-05,6.912161e-05,6.146383e-05,2.497737e-05,5.002703e-05,4.530233e-05,3.266461e-05,2.783242e-05,8.092468e-05,8.484913e-05,5.639442e-05,7.183463e-05,3.257367e-05
11700,1.585418e-05,1.880082e-05,1.269779e-05,1.751196e-05,3.294411e-05,9.344076e-06,1.399282e-05,9.492352e-06,2.251632e-05,9.572307e-06,1.366708e-05,2.140439e-05,1.232831e-05,1.81825e-05,2.935738e-05,7.617011e-06,2.106739e-05,9.040885e-06,1.964145e-05,9.761519e-06,5.079077e-05,0.0001036002,2.0968e-05,4.131675e-05,4.050295e-05,4.488055e-05,8.718848e-05,3.597744e-05,6.390193e-05,5.708858e-05,2.28274e-05,4.580516e-05,4.124428e-05,3.056093e-05,2.652748e-05,7.538674e-05,7.426515e-05,5.194662e-05,6.449947e-05,2.983866e-05
11800,1.466641e-05,1.769093e-05,1.172e-05,1.64313e-05,3.094439e-05,8.594494e-06,1.295815e-05,8.884415e-06,2.091879e-05,9.00074e-06,1.275574e-05,1.983366e-05,1.161445e-05,1.722506e-05,2.724799e-05,7.053757e-06,1.921996e-05,8.34851e-06,1.836573e-05,9.06841e-06,4.688786e-05,9.743514e-05,1.963247e-05,3.844158e-05,3.687878e-05,4.200153e-05,7.912936e-05,3.375289e-05,5.990853e-05,5.375191e-05,2.064996e-05,4.228331e-05,3.83511e-05,2.875587e-05,2.484764e-05,7.127133e-05,6.434954e-05,4.766837e-05,5.732896e-05,2.736346e-05
11900,1.341159e-05,1.67335e-05,1.094765e-05,1.534075e-05,2.920509e-05,8.042261e-06,1.197831e-05,8.358101e-06,1.957747e-05,8.460433e-06,1.194267e-05,1.852822e-05,1.08787e-05,1.631825e-05,2.566404e-05,6.547818e-06,1.770954e-05,7.546678e-06,1.704934e-05,8.416075e-06,4.308666e-05,9.163891e-05,1.824893e-05,3.532935e-05,3.312897e-05,3.848923e-05,7.293875e-05,3.183121e-05,5.579703e-05,4.957305e-05,1.880133e-05,3.997283e-05,3.584638e-05,2.712542e-05,2.371643e-05,6.741847e-05,5.643905e-05,4.491615e-05,5.135912e-05,2.536654e-05
12000,1.250305e-05,1.559702e-05,1.034555e-05,1.430256e-05,2.72538e-05,7.597512e-06,1.114004e-05,7.865837e-06,1.833416e-05,8.033017e-06,1.123124e-05,1.749464e-05,1.011565e-05,1.560265e-05,2.406258e-05,6.132394e-06,1.645603e-05,7.034368e-06,1.585757e-05,7.708387e-06,4.04062e-05,8.694266e-05,1.716362e-05,3.257778e-05,3.075898e-05,3.550905e-05,6.635314e-05,2.984944e-05,5.141205e-05,4.595319e-05,1.715959e-05,3.762008e-05,3.33668e-05,2.574438e-05,2.247285e-05,6.399707e-05,5.065063e-05,4.287626e-05,4.667904e-05,2.313301e-05
12100,1.179389e-05,1.473973e-05,9.794414e-06,1.363642e-05,2.576406e-05,7.022429e-06,1.046065e-05,7.26312e-06,1.703732e-05,7.603061e-06,1.047416e-05,1.665503e-05,9.255094e-06,1.441253e-05,2.242436e-05,5.665121e-06,1.53104e-05,6.568939e-06,1.465007e-05,7.167581e-06,3.761947e-05,8.237854e-05,1.622703e-05,3.061306e-05,2.867433e-05,3.288272e-05,6.06906e-05,2.812285e-05,4.851074e-05,4.29433e-05,1.603576e-05,3.551129e-05,3.095037e-05,2.426585e-05,2.146467e-05,6.087757e-05,4.395029e-05,4.008643e-05,4.281311e-05,2.119504e-05
12200,1.104038e-05,1.388126e-05,9.245936e-06,1.299933e-05,2.434974e-05,6.588439e-06,9.852641e-06,6.78924e-06,1.597762e-05,7.160657e-06,9.854323e-06,1.583161e-05,8.522034e-06,1.351423e-05,2.093374e-05,5.231446e-06,1.412778e-05,6.181721e-06,1.363596e-05,6.714282e-06,3.595975e-05,7.843084e-05,1.539564e-05,2.872467e-05,2.723383e-05,3.107332e-05,5.58705e-05,2.642269e-05,4.544163e-05,3.984778e-05,1.469665e-05,3.344045e-05,2.896463e-05,2.274105e-05,2.022623e-05,5.732696e-05,3.812154e-05,3.769658e-05,3.964389e-05,1.983841e-05
12300,1.033964e-05,1.312179e-05,8.80303e-06,1.216671e-05,2.306547e-05,6.211615e-06,9.388595e-06,6.357253e-06,1.49322e-05,6.640721e-06,9.392884e-06,1.500537e-05,7.995303e-06,1.280356e-05,1.988166e-05,4.929993e-06,1.294541e-05,5.77868e-06,1.280327e-05,6.27366e-06,3.394765e-05,7.3821e-05,1.454155e-05,2.665641e-05,2.579855e-05,2.917313e-05,5.195088e-05,2.484774e-05,4.284343e-05,3.748293e-05,1.364018e-05,3.17474e-05,2.755661e-05,2.159628e-05,1.928058e-05,5.402194e-05,3.365413e-05,3.552203e-05,3.731615e-05,1.836379e-05
12400,9.740941e-06,1.243686e-05,8.360441e-06,1.154102e-05,2.20175e-05,5.885866e-06,8.860029e-06,5.922293e-06,1.413313e-05,6.23069e-06,8.943446e-06,1.416424e-05,7.479963e-06,1.190483e-05,1.898711e-05,4.681707e-06,1.210961e-05,5.427712e-06,1.205601e-05,5.869397e-06,3.21591e-05,6.978645e-05,1.380242e-05,2.487093e-05,2.439978e-05,2.796863e-05,4.894607e-05,2.367093e-05,4.069244e-05,3.516207e-05,1.287472e-05,2.981928e-05,2.612635e-05,2.06441e-05,1.845913e-05,5.154916e-05,3.068503e-05,3.33142e-05,3.529619e-05,1.720071e-05
12500,9.234203e-06,1.182799e-05,8.033815e-06,1.097033e-05,2.088447e-05,5.561915e-06,8.336888e-06,5.538141e-06,1.341239e-05,5.923904e-06,8.510508e-06,1.352999e-05,6.98949e-06,1.114764e-05,1.799819e-05,4.402621e-06,1.130875e-05,5.117254e-06,1.119601e-05,5.512943e-06,3.113502e-05,6.689147e-05,1.314463e-05,2.308665e-05,2.334823e-05,2.679545e-05,4.491729e-05,2.269277e-05,3.871496e-05,3.357515e-05,1.220055e-05,2.851381e-05,2.489301e-05,1.967889e-05,1.758085e-05,4.937227e-05,2.796225e-05,3.147691e-05,3.330055e-05,1.574166e-05
12600,8.638981e-06,1.134162e-05,7.712321e-06,1.053353e-05,1.982434e-05,5.337276e-06,7.890559e-06,5.212336e-06,1.268317e-05,5.654298e-06,8.015059e-06,1.279497e-05,6.604659e-06,1.053186e-05,1.71922e-05,4.100954e-06,1.043942e-05,4.855498e-06,1.045676e-05,5.136587e-06,2.997062e-05,6.362571e-05,1.251362e-05,2.116982e-05,2.210674e-05,2.555987e-05,4.217926e-05,2.178242e-05,3.6493e-05,3.208844e-05,1.143205e-05,2.727074e-05,2.398592e-05,1.845742e-05,1.686339e-05,4.711938e-05,2.553787e-05,3.004288e-05,3.148719e-05,1.455582e-05
12700,8.065612e-06,1.071417e-05,7.427681e-06,1.020129e-05,1.891722e-05,5.113651e-06,7.392002e-06,4.93609e-06,1.201653e-05,5.302217e-06,7.621431e-06,1.232014e-05,6.217351e-06,9.937241e-06,1.649023e-05,3.817466e-06,9.618666e-06,4.550826e-06,9.740634e-06,4.759129e-06,2.870166e-05,6.055714e-05,1.190224e-05,1.952959e-05,2.116659e-05,2.444268e-05,3.890647e-05,2.051015e-05,3.464176e-05,3.01801e-05,1.067797e-05,2.594532e-05,2.271812e-05,1.768169e-05,1.595574e-05,4.492686e-05,2.324104e-05,2.855191e-05,2.970489e-05,1.366679e-05
12800,7.676237e-06,1.024451e-05,7.064076e-06,9.873827e-06,1.789965e-05,4.899733e-06,6.992303e-06,4.693558e-06,1.149877e-05,4.930296e-06,7.195432e-06,1.167094e-05,5.869364e-06,9.395619e-06,1.569652e-05,3.571288e-06,9.022258e-06,4.283516e-06,9.156895e-06,4.449042e-06,2.765924e-05,5.810385e-05,1.149037e-05,1.772904e-05,2.006041e-05,2.342812e-05,3.656172e-05,1.943457e-05,3.329846e-05,2.862272e-05,9.97452e-06,2.47214e-05,2.150988e-05,1.688964e-05,1.523855e-05,4.227414e-05,2.176842e-05,2.734361e-05,2.820908e-05,1.2713e-05
12900,7.288652e-06,9.740293e-06,6.754681e-06,9.631778e-06,1.712201e-05,4.676941e-06,6.585483e-06,4.449323e-06,1.10067e-05,4.575404e-06,6.802538e-06,1.113415e-05,5.542475e-06,8.989645e-06,1.510457e-05,3.407427e-06,8.34417e-06,4.064108e-06,8.564962e-06,4.134827e-06,2.669641e-05,5.6069e-05,1.103733e-05,1.658998e-05,1.921995e-05,2.240906e-05,3.426827e-05,1.842589e-05,3.191772e-05,2.709323e-05,9.269163e-06,2.383818e-05,2.031565e-05,1.584619e-05,1.45714e-05,4.038142e-05,2.032119e-05,2.627901e-05,2.681027e-05,1.169756e-05
13000,6.92606e-06,9.31917e-06,6.44368e-06,9.376959e-06,1.636833e-05,4.483566e-06,6.272231e-06,4.220813e-06,1.052642e-05,4.29181e-06,6.508573e-06,1.048403e-05,5.247515e-06,8.557359e-06,1.448829e-05,3.245465e-06,7.763862e-06,3.825387e-06,8.100733e-06,3.89152e-06,2.555733e-05,5.458828e-05,1.068491e-05,1.546618e-05,1.829649e-05,2.140274e-05,3.228568e-05,1.762429e-05,3.09678e-05,2.576878e-05,8.5233e-06,2.274989e-05,1.879845e-05,1.521302e-05,1.379424e-05,3.861172e-05,1.894504e-05,2.521458e-05,2.516805e-05,1.104176e-05
13100,6.571395e-06,8.885801e-06,6.20862e-06,9.083767e-06,1.570725e-05,4.310373e-06,5.925988e-06,4.026093e-06,1.012613e-05,3.988436e-06,6.253712e-06,9.96515e-06,4.977807e-06,8.174045e-06,1.389843e-05,3.125427e-06,7.309928e-06,3.577891e-06,7.66667e-06,3.64546e-06,2.42886e-05,5.184593e-05,1.006514e-05,1.44747e-05,1.768417e-05,2.058414e-05,3.08166e-05,1.695726e-05,3.003307e-05,2.472815e-05,8.0523e-06,2.183195e-05,1.765775e-05,1.469623e-05,1.312277e-05,3.727225e-05,1.735969e-05,2.434452e-05,2.388924e-05,1.043797e-05
13200,6.271098e-06,8.558662e-06,6.001359e-06,8.811388e-06,1.51276e-05,4.137517e-06,5.69023e-06,3.858013e-06,9.735007e-06,3.728223e-06,6.001353e-06,9.510045e-06,4.706295e-06,7.777607e-06,1.329146e-05,2.983513e-06,6.960996e-06,3.371782e-06,7.197524e-06,3.419856e-06,2.311585e-05,4.961373e-05,9.660048e-06,1.342032e-05,1.676263e-05,1.950872e-05,2.90081e-05,1.645568e-05,2.891117e-05,2.385229e-05,7.733187e-06,2.099489e-05,1.670735e-05,1.395015e-05,1.252139e-05,3.575776e-05,1.633145e-05,2.326938e-05,2.271846e-05,9.810179e-06
13300,6.014483e-06,8.18087e-06,5.81671e-06,8.439901e-06,1.43971e-05,3.971525e-06,5.412466e-06,3.708827e-06,9.265425e-06,3.472866e-06,5.755931e-06,9.095424e-06,4.484023e-06,7.350293e-06,1.272825e-05,2.879793e-06,6.668269e-06,3.209203e-06,6.891795e-06,3.266258e-06,2.227932e-05,4.769411e-05,9.257744e-06,1.266081e-05,1.600837e-05,1.861172e-05,2.745742e-05,1.580835e-05,2.775047e-05,2.30405e-05,7.459167e-06,2.004836e-05,1.572868e-05,1.328197e-05,1.160018e-05,3.45969e-05,1.534417e-05,2.205991e-05,2.158871e-05,9.159303e-06
13400,5.746178e-06,7.789036e-06,5.55548e-06,8.092293e-06,1.388852e-05,3.821677e-06,5.161974e-06,3.514088e-06,8.912773e-06,3.263419e-06,5.509576e-06,8.736351e-06,4.290744e-06,6.995512e-06,1.214604e-05,2.781043e-06,6.418712e-06,3.051341e-06,6.539513e-06,3.109818e-06,2.147208e-05,4.575053e-05,8.860283e-06,1.211661e-05,1.529566e-05,1.795485e-05,2.625919e-05,1.510646e-05,2.655393e-05,2.196851e-05,7.215659e-06,1.924353e-05,1.483784e-05,1.256639e-05,1.092667e-05,3.325205e-05,1.431852e-05,2.106519e-05,2.052265e-05,8.647276e-06
13500,5.534076e-06,7.510722e-06,5.267115e-06,7.82265e-06,1.346685e-05,3.670121e-06,4.926806e-06,3.354279e-06,8.563798e-06,3.097269e-06,5.264792e-06,8.350345e-06,4.123074e-06,6.678399e-06,1.167127e-05,2.66286e-06,6.021653e-06,2.88342e-06,6.165514e-06,2.963593e-06,2.068219e-05,4.420046e-05,8.628567e-06,1.164582e-05,1.471371e-05,1.732934e-05,2.512043e-05,1.439625e-05,2.549034e-05,2.130249e-05,6.864788e-06,1.838951e-05,1.38229e-05,1.216234e-05,1.049629e-05,3.229109e-05,1.354363e-05,2.038172e-05,1.962719e-05,8.093016e-06
13600,5.319545e-06,7.195827e-06,5.083974e-06,7.556428e-06,1.307283e-05,3.532288e-06,4.729279e-06,3.213174e-06,8.157371e-06,2.943805e-06,5.039062e-06,8.006562e-06,3.983013e-06,6.421879e-06,1.12566e-05,2.548533e-06,5.6539e-06,2.71859e-06,5.90464e-06,2.811041e-06,,4.290829e-05,8.393346e-06,1.126131e-05,1.408971e-05,1.675351e-05,2.400265e-05,1.379368e-05,2.457969e-05,2.063716e-05,6.554216e-06,1.767914e-05,1.315021e-05,1.159808e-05,9.991999e-06,3.111274e-05,1.297649e-05,1.963955e-05,1.862277e-05,7.675452e-06
13700,5.148235e-06,6.922862e-06,4.884329e-06,7.299317e-06,1.25462e-05,3.369727e-06,4.523431e-06,3.103605e-06,7.82941e-06,2.819774e-06,4.832473e-06,7.690489e-06,3.859318e-06,6.177448e-06,1.086308e-05,2.426799e-06,5.430491e-06,2.576296e-06,5.616802e-06,2.664174e-06,,4.175981e-05,8.07803e-06,1.076325e-05,1.354726e-05,1.626004e-05,2.288839e-05,1.315279e-05,2.363889e-05,2.002951e-05,6.245379e-06,1.7098e-05,1.260814e-05,1.092889e-05,9.585629e-06,3.002326e-05,1.222255e-05,1.88848e-05,1.781476e-05,7.373473e-06
13800,4.973409e-06,6.647893e-06,4.687281e-06,7.043045e-06,1.210069e-05,3.219409e-06,4.312245e-06,2.996598e-06,7.486357e-06,2.684245e-06,4.667915e-06,7.399178e-06,3.717088e-06,5.874251e-06,1.043562e-05,2.311839e-06,5.154127e-06,2.41998e-06,5.337505e-06,2.539026e-06,,4.055021e-05,7.870166e-06,1.022371e-05,1.309023e-05,1.570828e-05,2.173124e-05,1.257654e-05,2.276438e-05,1.926341e-05,5.965046e-06,1.654718e-05,1.201085e-05,1.0406e-05,9.248341e-06,2.887962e-05,1.157932e-05,1.817182e-05,1.703005e-05,6.987663e-06
13900,4.781436e-06,6.394632e-06,4.553918e-06,6.798873e-06,1.161975e-05,3.082999e-06,4.130919e-06,2.882113e-06,7.242582e-06,2.55181e-06,4.469925e-06,7.056187e-06,3.592549e-06,5.609666e-06,9.999413e-06,2.201444e-06,4.893839e-06,2.302346e-06,5.089169e-06,2.43087e-06,,3.932043e-05,7.578269e-06,9.764433e-06,1.26077e-05,1.514397e-05,2.090112e-05,1.2227e-05,2.177644e-05,1.840895e-05,5.781462e-06,1.591455e-05,1.144576e-05,1.008863e-05,8.878812e-06,2.776091e-05,1.09024e-05,1.728198e-05,1.622597e-05,6.666122e-06
14000,4.616288e-06,6.120899e-06,4.395168e-06,6.571127e-06,1.113012e-05,2.982361e-06,3.978953e-06,2.770671e-06,7.058434e-06,2.434804e-06,4.276359e-06,6.741326e-06,3.486125e-06,5.341763e-06,9.558455e-06,2.088855e-06,4.697819e-06,2.209746e-06,4.885495e-06,2.310476e-06,,3.834082e-05,7.316453e-06,9.300232e-06,1.214821e-05,1.473908e-05,2.010186e-05,1.186391e-05,2.089003e-05,1.771713e-05,5.609065e-06,1.526943e-05,1.100734e-05,9.725567e-06,8.404033e-06,2.676291e-05,1.034709e-05,1.642998e-05,1.565269e-05,6.416947e-06
14100,4.478718e-06,5.876773e-06,4.220598e-06,6.376988e-06,1.071237e-05,2.887012e-06,3.820546e-06,2.659105e-06,6.813281e-06,2.33544e-06,4.104427e-06,6.436924e-06,3.374916e-06,5.165209e-06,9.225349e-06,2.00799e-06,4.475335e-06,2.113645e-06,4.716164e-06,2.190246e-06,,3.720544e-05,7.027168e-06,9.003034e-06,1.172663e-05,1.430544e-05,1.919797e-05,1.155427e-05,2.037454e-05,1.712045e-05,5.430886e-06,1.473981e-05,1.057246e-05,9.457381e-06,8.03888e-06,2.588677e-05,9.806336e-06,1.57767e-05,1.51992e-05,6.200753e-06
14200,4.347784e-06,5.667834e-06,4.054364e-06,6.197763e-06,1.031217e-05,2.788138e-06,3.689181e-06,2.554366e-06,6.584967e-06,2.198379e-06,3.962001e-06,6.229468e-06,3.277762e-06,4.942282e-06,8.914029e-06,1.922125e-06,4.313543e-06,2.03908e-06,4.519287e-06,2.089545e-06,,3.622647e-05,6.808424e-06,8.697768e-06,1.132222e-05,1.394518e-05,1.80929e-05,1.127009e-05,1.960848e-05,1.660018e-05,5.214798e-06,1.415335e-05,1.003566e-05,9.23368e-06,7.641122e-06,2.494532e-05,9.29422e-06,1.523964e-05,1.467807e-05,5.931242e-06
14300,4.195511e-06,5.483133e-06,3.898572e-06,6.045395e-06,9.906691e-06,2.693326e-06,3.578013e-06,,6.36791e-06,2.080079e-06,3.797009e-06,6.03679e-06,3.173936e-06,4.742429e-06,8.600239e-06,1.856142e-06,4.121893e-06,1.952547e-06,4.321129e-06,2.008969e-06,,3.511983e-05,6.592678e-06,8.384774e-06,1.092747e-05,1.363372e-05,1.716594e-05,1.08994e-05,1.88269e-05,1.592393e-05,5.032196e-06,1.361506e-05,9.544833e-06,8.964677e-06,7.30367e-06,2.408761e-05,8.880529e-06,1.467121e-05,1.412893e-05,5.715954e-06
14400,4.026472e-06,5.29111e-06,3.751185e-06,5.895081e-06,9.517574e-06,2.564915e-06,3.467946e-06,,6.181358e-06,1.981187e-06,3.68016e-06,5.841041e-06,3.051843e-06,4.605266e-06,8.335864e-06,1.810136e-06,3.977555e-06,1.865625e-06,4.114038e-06,1.916128e-06,,3.422666e-05,6.326813e-06,8.034599e-06,1.056478e-05,1.330538e-05,1.618861e-05,1.049951e-05,1.829647e-05,1.539831e-05,4.873377e-06,1.324015e-05,9.164687e-06,8.732411e-06,7.069166e-06,2.309261e-05,8.576376e-06,1.426417e-05,1.366784e-05,5.539638e-06
14500,3.861729e-06,5.061087e-06,3.638006e-06,5.741705e-06,9.259107e-06,2.459296e-06,3.366485e-06,,6.032958e-06,1.896266e-06,3.557332e-06,5.65377e-06,2.926301e-06,4.431304e-06,8.102234e-06,1.75173e-06,3.858137e-06,1.794145e-06,3.913386e-06,1.831351e-06,,3.289249e-05,6.125498e-06,7.710545e-06,1.023245e-05,1.298523e-05,1.549977e-05,1.017991e-05,1.746763e-05,1.48293e-05,4.740111e-06,1.28018e-05,8.780335e-06,8.438771e-06,6.777826e-06,2.212313e-05,8.272275e-06,1.371424e-05,1.307818e-05,5.328856e-06
14600,3.71991e-06,4.883289e-06,3.506325e-06,5.583933e-06,9.02942e-06,2.366923e-06,3.267872e-06,,5.808104e-06,1.828743e-06,3.467047e-06,5.484379e-06,2.832031e-06,4.27253e-06,7.85955e-06,1.67722e-06,3.73684e-06,1.723569e-06,3.720026e-06,1.756335e-06,,3.203683e-05,5.932766e-06,7.409577e-06,9.910671e-06,1.262787e-05,1.48845e-05,9.861735e-06,1.685781e-05,1.445402e-05,4.61527e-06,1.241941e-05,8.387941e-06,8.179524e-06,6.490946e-06,2.123023e-05,7.94917e-06,1.328689e-05,1.248769e-05,5.164348e-06
14700,3.588106e-06,4.672848e-06,3.373823e-06,5.447568e-06,8.807909e-06,2.283399e-06,3.16364e-06,,5.543689e-06,1.769789e-06,3.362622e-06,5.302249e-06,2.731373e-06,4.141508e-06,7.633026e-06,1.625334e-06,3.618324e-06,1.660656e-06,3.537313e-06,1.683046e-06,,3.11782e-05,5.714196e-06,7.102876e-06,9.644112e-06,1.230402e-05,1.428782e-05,9.593085e-06,1.625225e-05,1.402058e-05,4.473194e-06,1.206525e-05,8.043578e-06,7.882517e-06,6.204941e-06,2.05483e-05,7.510616e-06,1.290928e-05,1.20596e-05,4.999707e-06
14800,3.477481e-06,4.47702e-06,3.264236e-06,5.307077e-06,8.536112e-06,2.212599e-06,3.061002e-06,,5.377974e-06,1.711676e-06,3.259035e-06,5.165682e-06,2.625605e-06,3.999674e-06,7.360285e-06,1.56126e-06,3.527165e-06,1.602051e-06,3.408411e-06,1.619257e-06,,3.03626e-05,5.577118e-06,6.789905e-06,9.35695e-06,1.202723e-05,1.363128e-05,9.213242e-06,1.578747e-05,1.360376e-05,4.33626e-06,1.17005e-05,7.751803e-06,7.411038e-06,5.956885e-06,1.981257e-05,7.171989e-06,1.264455e-05,1.158193e-05,4.853482e-06
14900,3.371037e-06,4.296764e-06,3.164918e-06,5.20255e-06,8.270512e-06,2.137831e-06,2.959604e-06,,5.209248e-06,1.658868e-06,3.166273e-06,4.950987e-06,2.538066e-06,3.898644e-06,7.100023e-06,1.507822e-06,3.431525e-06,1.534251e-06,3.260286e-06,1.556508e-06,,2.935293e-05,5.433564e-06,6.546624e-06,9.09453e-06,1.171359e-05,1.295093e-05,8.863322e-06,1.540562e-05,1.31417e-05,4.23146e-06,1.133581e-05,7.503415e-06,7.134221e-06,5.756659e-06,1.925034e-05,6.870291e-06,1.24084e-05,1.123687e-05,4.739818e-06
15000,3.234481e-06,4.139843e-06,3.057239e-06,5.109641e-06,8.025875e-06,2.073126e-06,2.874592e-06,,5.052342e-06,1.609384e-06,3.060427e-06,4.758063e-06,2.453454e-06,3.805925e-06,6.874083e-06,1.460672e-06,3.336577e-06,1.470606e-06,3.101809e-06,1.488541e-06,,2.844862e-05,5.28037e-06,6.310704e-06,8.792434e-06,1.142476e-05,1.2484e-05,8.564959e-06,1.504082e-05,1.277861e-05,4.113117e-06,1.097738e-05,7.254137e-06,6.821494e-06,5.563414e-06,1.859399e-05,6.564916e-06,1.205577e-05,1.082791e-05,4.616635e-06
15100,3.115089e-06,4.017259e-06,2.911429e-06,4.985498e-06,7.818328e-06,2.024613e-06,2.784498e-06,,4.886951e-06,1.560423e-06,2.98177e-06,4.555055e-06,2.380478e-06,3.699136e-06,6.673964e-06,1.413776e-06,3.246444e-06,1.414031e-06,2.980595e-06,1.438437e-06,,2.761497e-05,,6.02822e-06,,1.112634e-05,1.205096e-05,8.355248e-06,1.462167e-05,1.246474e-05,4.015846e-06,1.066682e-05,6.990879e-06,6.561331e-06,5.402015e-06,1.774984e-05,6.356806e-06,1.16979e-05,1.052509e-05,4.49909e-06
15200,3.035788e-06,3.911468e-06,2.794752e-06,4.859384e-06,7.620137e-06,1.975001e-06,2.708186e-06,,4.736968e-06,1.510451e-06,2.901873e-06,4.393674e-06,2.28346e-06,3.59441e-06,,1.360945e-06,3.142397e-06,1.369479e-06,2.85788e-06,1.386889e-06,,2.694322e-05,,5.846355e-06,,1.09131e-05,1.156151e-05,8.125963e-06,1.414474e-05,1.212493e-05,3.897555e-06,1.043087e-05,6.752203e-06,6.358314e-06,5.275796e-06,1.697371e-05,6.176538e-06,1.136164e-05,1.020183e-05,4.413183e-06
15300,2.956807e-06,3.800452e-06,2.695748e-06,4.732656e-06,7.417633e-06,1.91329e-06,,,4.578544e-06,1.466517e-06,2.802025e-06,4.249025e-06,2.195465e-06,3.478618e-06,,1.318058e-06,3.048156e-06,1.328651e-06,2.744466e-06,1.327832e-06,,2.619741e-05,,5.681994e-06,,1.07116e-05,1.110897e-05,7.930661e-06,1.364471e-05,1.181445e-05,3.726603e-06,1.02047e-05,6.548179e-06,6.15448e-06,5.138569e-06,1.638506e-05,6.024514e-06,1.103036e-05,9.808326e-06,4.333245e-06
15400,2.88895e-06,3.691782e-06,2.598649e-06,4.604721e-06,7.212e-06,1.868926e-06,,,4.422137e-06,1.42635e-06,2.691735e-06,4.122437e-06,2.119766e-06,3.405481e-06,,1.275358e-06,2.94533e-06,,2.666525e-06,1.294188e-06,,2.547195e-05,,5.522244e-06,,1.050294e-05,1.061303e-05,7.79355e-06,1.324609e-05,1.153405e-05,3.597808e-06,9.955708e-06,6.398024e-06,6.00697e-06,4.990396e-06,1.585666e-05,5.814757e-06,1.061819e-05,9.519652e-06,4.2244e-06
15500,,3.586924e-06,2.49401e-06,4.488152e-06,6.990972e-06,,,,4.278324e-06,1.389502e-06,2.617248e-06,4.003825e-06,2.045926e-06,3.315377e-06,,1.231402e-06,,,2.582902e-06,1.247926e-06,,2.48703e-05,,5.302675e-06,,1.030273e-05,1.017624e-05,7.661978e-06,1.276708e-05,1.128669e-05,3.484107e-06,9.748123e-06,6.251205e-06,5.877878e-06,4.831546e-06,1.540962e-05,5.570015e-06,1.029215e-05,9.290337e-06,4.116976e-06
15600,,3.48945e-06,2.41858e-06,4.389911e-06,6.821086e-06,,,,4.149902e-06,1.347098e-06,2.534961e-06,3.908051e-06,1.961605e-06,,,1.184719e-06,,,2.489581e-06,1.209578e-06,,2.419817e-05,,5.116962e-06,,1.007712e-05,9.780631e-06,7.50479e-06,1.239438e-05,1.103573e-05,3.338449e-06,9.453869e-06,6.055241e-06,5.741869e-06,4.68503e-06,1.49697e-05,5.355066e-06,1.003651e-05,9.130753e-06,4.016137e-06
15700,,3.396427e-06,2.348487e-06,4.290694e-06,6.64361e-06,,,,4.022913e-06,1.305315e-06,2.467938e-06,3.813133e-06,1.900478e-06,,,1.145611e-06,,,2.404048e-06,1.172014e-06,,2.373611e-05,,4.884147e-06,,9.854382e-06,9.454381e-06,7.346229e-06,1.204806e-05,1.078883e-05,3.232605e-06,9.268604e-06,5.84785e-06,5.61695e-06,4.534177e-06,1.440498e-05,5.16488e-06,9.832016e-06,8.979307e-06,3.89567e-06
15800,,3.276352e-06,2.285451e-06,4.182768e-06,6.458421e-06,,,,3.893638e-06,1.276323e-06,2.401042e-06,,,,,1.093386e-06,,,2.320889e-06,1.141104e-06,,2.328565e-05,,4.730142e-06,,9.552651e-06,9.175898e-06,7.223597e-06,,1.058822e-05,3.048255e-06,9.042944e-06,5.676648e-06,5.491131e-06,4.429056e-06,1.39801e-05,,9.623249e-06,8.804069e-06,3.783273e-06
15900,,3.194052e-06,2.246635e-06,4.070835e-06,6.302416e-06,,,,3.76521e-06,1.240571e-06,2.338546e-06,,,,,1.05837e-06,,,2.246398e-06,1.109004e-06,,2.277237e-05,,4.580482e-06,,9.280563e-06,8.868108e-06,,,1.031158e-05,2.937813e-06,8.820347e-06,5.513616e-06,5.367685e-06,4.313207e-06,1.359085e-05,,9.328805e-06,8.611914e-06,3.683724e-06
