iteration,PINN__seed1__loss,PINN__seed2__loss,PINN__seed3__loss,PINN__seed10__loss,PINN__seed42__loss,PINN__seed68__loss,PINN__seed79__loss,PINN__seed88__loss,PINN__seed203__loss,PINN__seed3407__loss,PINN-RAR__seed1__loss,PINN-RAR__seed2__loss,PINN-RAR__seed3__loss,PINN-RAR__seed10__loss,PINN-RAR__seed42__loss,PINN-RAR__seed68__loss,PINN-RAR__seed79__loss,PINN-RAR__seed88__loss,PINN-RAR__seed203__loss,PINN-RAR__seed3407__loss,QPINN__seed1__loss,QPINN__seed2__loss,QPINN__seed3__loss,QPINN__seed10__loss,QPINN__seed42__loss,QPINN__seed68__loss,QPINN__seed79__loss,QPINN__seed88__loss,QPINN__seed203__loss,QPINN__seed3407__loss,QPINN-RAR__seed1__loss,QPINN-RAR__seed2__loss,QPINN-RAR__seed3__loss,QPINN-RAR__seed10__loss,QPINN-RAR__seed42__loss,QPINN-RAR__seed68__loss,QPINN-RAR__seed79__loss,QPINN-RAR__seed88__loss,QPINN-RAR__seed203__loss,QPINN-RAR__seed3407__loss
5900,0.00055,0.0016,0.00053,0.00051,0.00024,0.00035,0.00016,0.00033,0.00061,0.00021,0.00062,0.0011,0.0015,0.00084,0.00066,0.00056,0.00099,0.00035,0.00076,0.00069,0.0012,0.0019,0.00041,0.00033,0.00081,0.0006,0.00046,0.00067,0.00058,0.0012,0.00062,0.0014,0.0014,0.001,0.0012,0.0029,0.00094,0.00084,0.001,0.00093
6000,0.00027,0.0012,0.0007,0.00045,0.00037,0.00049,0.00094,0.00018,0.00052,0.0002,0.00051,0.0021,0.0013,0.0004,0.00094,0.00075,0.00093,0.00058,0.00063,0.00068,0.00071,0.0023,0.0004,0.0012,0.0016,0.00076,0.0011,0.00068,0.0008,0.0018,0.00045,0.0016,0.00096,0.00071,0.00096,0.0022,0.0012,0.0013,0.0024,0.00076
6100,0.00025,0.0014,0.00048,0.00078,0.00028,0.0003,0.00038,0.00032,0.00027,0.0003,0.0011,0.0023,0.0018,0.0011,0.0016,0.0017,0.0012,0.00097,0.0011,0.00095,0.0004,0.0012,0.00046,0.0013,0.001,0.00045,0.00053,0.0005,0.00063,0.00052,0.0012,0.0024,0.002,0.00052,0.0014,0.0029,0.0016,0.0016,0.0011,0.00057
6200,0.00022,0.0015,0.00091,0.00044,0.00076,0.0005,0.00059,0.00029,0.00045,0.0002,0.0007,0.0013,0.0017,0.001,0.0016,0.00086,0.0012,0.0008,0.0011,0.00091,0.00075,0.0012,0.00081,0.0012,0.0015,0.00066,0.00069,0.0005,0.00098,0.0011,0.00041,0.0017,0.0015,0.001,0.00075,0.0028,0.0014,0.0011,0.0024,0.00083
6300,0.00024,0.001,0.0004,0.00044,0.00062,0.0003,0.0004,0.00029,0.00039,0.00021,0.00072,0.0015,0.0013,0.0013,0.0011,0.00087,0.00097,0.00085,0.00068,0.00069,0.00086,0.001,0.00079,0.0023,0.0015,0.00082,0.0011,0.00087,0.0008,0.00075,0.00056,0.0024,0.0022,0.00098,0.00083,0.0029,0.0011,0.0016,0.0022,0.0006
6400,0.00038,0.00097,0.00042,0.0003,0.00071,0.00042,0.00051,0.00015,0.0005,0.00019,0.00069,0.001,0.0012,0.0012,0.0013,0.0013,0.001,0.00055,0.0008,0.00068,0.0011,0.00092,0.00086,0.00073,0.0013,0.00089,0.0018,0.00053,0.00079,0.0011,0.00096,0.0014,0.0019,0.00098,0.0016,0.0027,0.00089,0.0014,0.0018,0.0006
6500,0.00033,0.00066,0.00085,0.00043,0.00046,0.00039,0.00021,0.00023,0.00042,0.00019,0.00085,0.0013,0.0014,0.0013,0.0011,0.00083,0.00078,0.00053,0.00075,0.00071,0.00054,0.0016,0.00086,0.00038,0.0014,0.0012,0.00082,0.00061,0.00096,0.00073,0.00051,0.0017,0.00098,0.0011,0.0012,0.0023,0.0014,0.0012,0.001,0.00096
6600,0.00041,0.00052,0.00022,0.00074,0.00044,0.00033,0.00037,0.00011,0.00033,0.0002,0.00047,0.00085,0.0016,0.00081,0.00079,0.00072,0.00091,0.00056,0.00065,0.00065,0.00039,0.0016,0.00032,0.0012,0.001,0.00067,0.0017,0.0008,0.00041,0.0014,0.00057,0.0017,0.0015,0.0011,0.0011,0.003,0.0011,0.00098,0.0015,0.0007
6700,0.00022,0.00061,0.0005,0.00059,0.00018,0.00023,0.00039,0.00015,0.00034,9.5e-05,0.00072,0.0015,0.00085,0.00074,0.0014,0.00048,0.00073,0.00035,0.00092,0.0006,0.00084,0.0011,0.00029,0.00059,0.00036,0.00095,0.0012,0.001,0.00062,0.00069,0.0006,0.0016,0.0018,0.00071,0.0015,0.0016,0.0011,0.001,0.0021,0.00047
6800,0.00019,0.00091,0.00053,0.0005,0.001,0.00016,0.00033,0.00013,0.00046,0.00022,0.00037,0.0013,0.0017,0.00084,0.00092,0.0011,0.00084,0.00048,0.00063,0.00065,0.00056,0.0013,0.00065,0.00082,0.0011,0.001,0.0014,0.00069,0.00038,0.0006,0.00073,0.0014,0.0015,0.00058,0.00073,0.0018,0.0014,0.00095,0.0025,0.00063
6900,0.0003,0.00057,0.00035,0.00062,0.00074,0.00018,0.00058,0.00012,0.00036,0.00012,0.00057,0.0014,0.0011,0.00062,0.0012,0.00069,0.00074,0.00049,0.00086,0.00042,0.001,0.0012,0.00032,0.00073,0.00083,0.00061,0.0015,0.00035,0.00076,0.0008,0.0008,0.00072,0.0023,0.001,0.00093,0.0019,0.0014,0.0015,0.0012,0.00095
7000,0.00023,0.0007,0.00023,0.00034,0.00054,0.00035,0.00036,0.00015,0.00027,0.00012,0.00087,0.00064,0.001,0.00048,0.00089,0.00087,0.00061,0.00055,0.0012,0.00058,0.00042,0.00085,0.00028,0.00036,0.0018,0.0018,0.0016,0.00045,0.00075,0.0008,0.00072,0.0014,0.0014,0.00073,0.00089,0.0016,0.00077,0.0016,0.0017,0.0009
7100,0.00037,0.0005,0.00042,0.00028,0.00029,0.00025,0.00038,0.00026,0.00057,0.00032,0.00076,0.0013,0.00059,0.00053,0.00083,0.00081,0.0007,0.00051,0.00061,0.00038,0.00076,0.00085,0.0005,0.00062,0.00033,0.0011,0.00082,0.00085,0.00054,0.0011,0.00065,0.00089,0.0019,0.00069,0.0012,0.0014,0.0011,0.0016,0.0013,0.00061
7200,0.00023,0.00059,0.0003,0.00045,0.00036,0.00013,0.00038,0.00021,0.00033,0.00017,0.00052,0.0017,0.00084,0.00089,0.00087,0.0007,0.0008,0.00025,0.0007,0.00057,0.00052,0.001,0.00034,0.001,0.0012,0.00053,0.00074,0.00087,0.00052,0.00063,0.00053,0.0013,0.0018,0.0011,0.00072,0.0012,0.00088,0.0013,0.0015,0.001
7300,0.0002,0.0006,0.00025,0.00038,0.00077,0.00018,0.00037,6.8e-05,0.00058,0.0001,0.00036,0.0011,0.001,0.00056,0.001,0.00032,0.00078,0.00032,0.00029,0.00043,0.00061,0.0011,0.00057,0.0012,0.0013,0.00049,0.00081,0.00039,0.00057,0.00069,0.00047,0.00093,0.002,0.0011,0.00065,0.0021,0.00091,0.0011,0.0018,0.0011
7400,0.00038,0.00051,0.00045,0.00075,0.00029,0.00027,0.00014,0.00011,0.00023,0.00011,0.00059,0.0011,0.0011,0.00064,0.00089,0.00058,0.00082,0.00052,0.00037,0.00039,0.0012,0.0012,0.00053,0.00077,0.00094,0.00081,0.0013,0.00043,0.00033,0.00035,0.00077,0.0011,0.0012,0.0011,0.001,0.0017,0.001,0.0014,0.00081,0.00051
7500,0.00047,0.00049,0.0003,0.0004,0.00022,0.00017,0.0005,6.1e-05,0.00024,0.00011,0.00066,0.00094,0.00072,0.0005,0.0012,0.00032,0.00052,0.00039,0.00036,0.00071,0.00072,0.0011,0.00061,0.00031,0.00072,0.00066,0.0011,0.00069,0.0005,0.00066,0.00074,0.00084,0.00078,0.00093,0.00077,0.0022,0.00087,0.0013,0.0012,0.00048
7600,0.00016,0.00047,0.0003,0.00053,0.00038,0.00016,0.0004,0.00019,0.00014,0.00016,0.00054,0.00078,0.0012,0.00048,0.00095,0.00073,0.00047,0.00034,0.00061,0.00052,0.0008,0.00099,0.00058,0.0005,0.00086,0.00054,0.00047,0.00049,0.00036,0.00057,0.00027,0.0015,0.0009,0.0014,0.00081,0.0019,0.00065,0.00088,0.0028,0.00068
7700,0.00014,0.00075,0.00014,0.00029,0.0002,0.00018,0.00018,0.00013,0.00034,0.00018,0.00045,0.0015,0.0007,0.00067,0.00063,0.00073,0.00044,0.00048,0.00045,0.00036,0.00033,0.0011,0.00035,0.00091,0.0006,0.0007,0.00066,0.00057,0.00018,0.00067,0.00069,0.0014,0.00084,0.001,0.00062,0.0016,0.00072,0.00069,0.0016,0.00068
7800,0.00015,0.0006,0.00023,0.00036,0.00024,0.00034,0.00038,9.4e-05,0.00039,0.00016,0.00053,0.00098,0.00097,0.00045,0.00095,0.00057,0.00069,0.0004,0.00025,0.00039,0.001,0.0017,0.00027,0.00045,0.00064,0.00093,0.00068,0.00093,0.00049,0.00076,0.00042,0.0016,0.0015,0.00092,0.00061,0.0024,0.0015,0.00065,0.0011,0.00071
7900,0.00021,0.0003,0.00017,0.00034,0.00022,0.00044,0.00032,0.00013,0.00018,0.00012,0.00055,0.00078,0.00072,0.00055,0.00096,0.00056,0.00037,0.00025,0.00045,0.0003,0.00079,0.0011,0.00066,0.00045,0.00062,0.0014,0.00058,0.00032,0.00033,0.00086,0.0012,0.0011,0.0011,0.0005,0.00067,0.0011,0.00083,0.00077,0.001,0.00093
8000,0.00033,0.0004,0.00029,0.00023,0.00042,0.00027,0.00032,0.00011,0.00014,0.0001,0.0007,0.0014,0.00093,0.00045,0.00072,0.00063,0.00089,0.00031,0.00034,0.00061,0.0015,0.0011,0.00078,0.00071,0.00061,0.0013,0.00084,0.00066,0.00056,0.00097,0.00078,0.0012,0.00095,0.00074,0.00077,0.0025,0.0011,0.00085,0.00079,0.00095
8100,0.00024,0.00044,0.00014,0.00026,0.00044,0.00012,0.00016,0.00015,0.00032,0.00014,0.00033,0.0015,0.0013,0.00046,0.0014,0.00075,0.00086,0.00071,0.0012,0.00071,0.00073,0.00065,0.00075,0.00067,0.00095,0.00085,0.00053,0.00037,0.00031,0.00072,0.00067,0.00092,0.0019,0.00064,0.00084,0.0011,0.0011,0.0013,0.00082,0.00099
8200,0.00021,0.00056,0.0004,0.00034,0.00025,0.00032,0.00017,0.0001,0.00041,0.0001,0.00063,0.00099,0.0008,0.00049,0.0011,0.00063,0.0012,0.00046,0.00074,0.00053,0.00083,0.0011,0.00058,0.00064,0.00044,0.00093,0.00058,0.00058,0.00048,0.00059,0.00096,0.00056,0.0011,0.0017,0.0009,0.0015,0.0014,0.0013,0.0011,0.0012
8300,0.00028,0.00031,0.0002,0.00048,0.00021,0.00012,0.00026,0.0002,0.00045,9.9e-05,0.00065,0.0015,0.0012,0.00082,0.00083,0.00074,0.00067,0.00051,0.00046,0.0004,0.00095,0.00081,0.00049,0.0004,0.00065,0.00072,0.00061,0.00085,0.00041,0.00088,0.00072,0.0026,0.0021,0.0017,0.00074,0.0019,0.00091,0.0013,0.0012,0.001
8400,0.00022,0.00049,0.00029,0.00027,0.0002,0.0002,0.00018,9.9e-05,0.00022,0.00013,0.00076,0.0014,0.0011,0.00053,0.00081,0.00091,0.00065,0.00045,0.00034,0.00055,0.00055,0.00091,0.00029,0.00039,0.00081,0.00093,0.00067,0.00058,0.00017,0.00039,0.00057,0.00046,0.00063,0.00084,0.00059,0.0014,0.00071,0.00096,0.0018,0.0013
8500,0.00018,0.00048,0.00019,0.00027,0.00023,0.0002,0.00015,0.00015,0.0003,5.2e-05,0.00061,0.00091,0.0012,0.00099,0.00079,0.0012,0.00075,0.00038,0.0008,0.00036,0.00062,0.0011,0.00026,0.0003,0.00049,0.00076,0.00073,0.00067,0.00048,0.00047,0.00047,0.0015,0.00097,0.0008,0.00056,0.0012,0.0011,0.00046,0.00088,0.00061
8600,0.00022,0.00039,0.00037,0.00012,0.00051,7e-05,0.00018,0.00021,0.00027,0.00011,0.00059,0.0011,0.00037,0.00063,0.00079,0.00059,0.0005,0.00049,0.00041,0.00054,0.00068,0.00081,0.00041,0.0007,0.00054,0.00035,0.00056,0.00091,0.00046,0.00082,0.00048,0.00063,0.00054,0.00047,0.00053,0.0017,0.00075,0.001,0.00089,0.00093
8700,0.00021,0.00038,0.00035,0.00034,0.00045,0.00022,0.00021,0.00012,0.0002,0.00015,0.00041,0.00081,0.00097,0.00041,0.00089,0.00086,0.00078,0.00035,0.00062,0.0011,0.00049,0.00055,0.00069,0.0005,0.00052,0.00059,0.00071,0.00077,0.00044,0.00033,0.00049,0.0011,0.00073,0.0011,0.00062,0.0018,0.00073,0.0016,0.00085,0.001
8800,0.00023,0.00059,0.00013,0.00033,0.00026,0.00015,0.00039,6.8e-05,0.00013,7.9e-05,0.0002,0.001,0.00089,0.00063,0.00088,0.00039,0.00053,0.00043,0.00042,0.00043,0.00057,0.0012,0.00021,0.00064,0.00052,0.00046,0.00045,0.0004,0.00032,0.00032,0.00062,0.0011,0.0011,0.00053,0.00042,0.0017,0.00079,0.00094,0.0011,0.0013
8900,0.00014,0.00028,0.0002,0.00052,0.00032,0.00033,0.0002,0.00013,0.00049,8.4e-05,0.00031,0.001,0.0013,0.00063,0.00071,0.00065,0.00049,0.00045,0.00066,0.00038,0.00033,0.0015,0.00046,0.0009,0.00042,0.00073,0.0004,0.00038,0.00049,0.00083,0.00056,0.0015,0.00068,0.00099,0.00054,0.0012,0.00078,0.001,0.001,0.0007
9000,0.00024,0.00076,0.00019,0.00029,0.00013,0.00019,0.00019,9.4e-05,0.00032,7.7e-05,0.0004,0.0014,0.00077,0.00081,0.00086,0.0005,0.00052,0.00017,0.00053,0.00084,0.00031,0.00089,0.00062,0.00066,0.00063,0.00052,0.00066,0.00052,0.00032,0.00057,0.00026,0.0016,0.00071,0.0004,0.00044,0.002,0.00097,0.00078,0.00078,0.00047
9100,0.00017,0.00024,0.0002,0.00019,0.00027,0.00013,0.00022,0.00011,0.00026,0.0001,0.00039,0.0013,0.00074,0.00055,0.00077,0.00065,0.00043,0.00036,0.0004,0.00057,0.00083,0.0005,0.00086,0.00049,0.00041,0.00093,0.0005,0.00031,0.00037,0.00042,0.00041,0.0011,0.00045,0.00078,0.00068,0.002,0.0011,0.0011,0.00077,0.00078
9200,0.00016,0.00024,0.0003,0.00085,0.00022,0.00014,0.00015,8e-05,0.00029,9.6e-05,0.00043,0.0016,0.00072,0.00037,0.00076,0.00039,0.00044,0.00025,0.00049,0.00026,0.00078,0.0014,0.00058,0.00061,0.00064,0.00075,0.00061,0.00032,0.00051,0.00054,0.00033,0.0016,0.0012,0.00045,0.00054,0.0011,0.00083,0.0012,0.0015,0.0006
9300,0.00016,0.00021,0.00023,0.00018,0.00024,0.00011,0.00031,9.9e-05,0.00023,0.00016,0.00027,0.00097,0.001,0.0004,0.00076,0.00052,0.00041,0.00046,0.00049,0.00029,0.00083,0.00051,0.00062,0.00042,0.00038,0.00088,0.00064,0.0004,0.00025,0.00097,0.00057,0.0022,0.00066,0.00068,0.00056,0.0022,0.00055,0.00072,0.00082,0.0011
9400,0.00017,0.0005,0.00021,0.00038,0.00062,0.00011,0.00018,7.1e-05,0.00022,0.00011,0.00034,0.0012,0.00061,0.00037,0.00065,0.00047,0.00038,0.00027,0.00043,0.00042,0.00058,0.00062,0.00073,0.00042,0.00066,0.00097,0.00033,0.00062,0.00033,0.00061,0.00059,0.00091,0.00056,0.00057,0.00054,0.00098,0.00093,0.001,0.0011,0.00094
9500,0.00014,0.00038,0.0002,0.00016,0.00038,0.00018,0.00018,7.9e-05,9.9e-05,7.9e-05,0.00021,0.00087,0.00046,0.00059,0.00054,0.00058,0.00055,0.00039,0.00035,0.00044,0.00039,0.0012,0.0005,0.00042,0.00062,0.00055,0.00078,0.00035,0.00034,0.00051,0.00047,0.0012,0.00088,0.00061,0.00052,0.002,0.00078,0.00079,0.002,0.00099
9600,0.00013,0.00021,0.00019,0.00028,0.00017,0.00019,0.00019,7.9e-05,0.00012,9e-05,0.00024,0.00075,0.00058,0.00038,0.00061,0.00043,0.00072,0.00047,0.00045,0.00035,0.00063,0.00071,0.0006,0.00071,0.00045,0.0012,0.00058,0.00019,0.00034,0.00056,0.00041,0.0013,0.0012,0.0014,0.00073,0.0019,0.0016,0.00073,0.00086,0.00095
9700,0.00018,0.00024,0.00018,0.00052,0.00023,0.00018,0.00013,0.00018,0.00011,7.7e-05,0.00044,0.0011,0.00091,0.00032,0.00058,0.00041,0.00033,0.0003,0.00052,0.00061,0.00077,0.00065,0.00023,0.00081,0.00043,0.00045,0.00068,0.00058,0.00029,0.00054,0.00058,0.0011,0.0012,0.00037,0.00054,0.0016,0.00051,0.0013,0.001,0.00079
9800,0.00019,0.00023,0.0003,0.00021,0.00021,0.00028,8.4e-05,8.7e-05,0.00014,9.6e-05,0.00032,0.00079,0.00052,0.00048,0.00076,0.00062,0.0004,0.0006,0.00033,0.00035,0.00076,0.00063,0.00048,0.00033,0.00041,0.00082,0.00042,0.0011,0.00029,0.00055,0.00038,0.00091,0.0012,0.0011,0.00042,0.00091,0.00066,0.00075,0.0015,0.00054
9900,0.00015,0.00028,0.00025,0.00016,0.00049,0.00014,0.00016,0.00015,0.00017,3e-05,0.0003,0.0012,0.00056,0.00019,0.00084,0.00044,0.00044,0.00034,0.0002,0.00022,0.00072,0.00053,0.00037,0.00044,0.00068,0.00074,0.00031,0.00056,0.00032,0.00017,0.00078,0.0007,0.002,0.0007,0.00055,0.0015,0.00035,0.001,0.00078,0.00079
10001,0.0003983292,0.0005324397,0.0004714735,0.0005566851,0.0008352044,0.0003735991,0.0005697176,0.0002399455,0.0004175417,0.0001846923,0.0006980717,0.001700214,0.0007363657,0.001021284,0.001111332,0.0007037678,0.0009542049,0.0004476141,0.0007419382,0.0007665546,0.003148071,0.002225934,0.0009358999,0.00272356,0.001345011,0.001312905,0.002414467,0.001480339,0.001113581,0.001204706,0.001547911,0.003281915,0.002683823,0.001043172,0.001111623,0.002249277,0.002155674,0.001598771,0.002684082,0.002497827
10100,0.0001727105,0.00024179,0.0001976522,0.0002541145,0.0003831164,0.0001826704,0.0003455104,0.0001098051,0.0001924422,0.0001021905,0.0002631347,0.0006436449,0.0002637948,0.0004001455,0.000487123,0.000260241,0.0004949257,0.0001864053,0.0003290691,0.0002029814,0.001964564,0.001391952,0.000442869,0.001635388,0.0007921092,0.0008251497,0.001331404,0.0008217327,0.0006517699,0.0006498961,0.0006282477,0.001635146,0.0009345326,0.0005696637,0.0004274453,0.001144059,0.001204578,0.000853074,0.001363823,0.0008991635
10200,0.0001242911,0.0001562761,0.0001299595,0.0001534169,0.0002689971,0.0001205004,0.0002333775,6.628707e-05,0.0001354089,6.926042e-05,0.0001561645,0.0002950125,0.0001378257,0.0002206056,0.000278089,0.0001512219,0.000335588,0.0001061588,0.0001883611,0.0001125637,0.001171658,0.0009306136,0.0002548124,0.001032748,0.0004988771,0.0005237506,0.0008925054,0.0005616015,0.0004145354,0.0004624931,0.0003616879,0.0008015463,0.0004728331,0.0003963213,0.000225345,0.0007787519,0.0008506512,0.0005817224,0.0006929087,0.0004387737
10300,9.398376e-05,0.0001107837,9.284008e-05,0.0001105167,0.0001856851,8.707583e-05,0.0001587746,4.982995e-05,0.0001023089,5.23059e-05,0.0001138868,0.0001879373,8.151059e-05,0.0001385447,0.0001807631,9.571113e-05,0.000227885,7.163476e-05,0.0001260368,7.780959e-05,0.0007232142,0.0006591631,0.0001590996,0.0007014608,0.0003487277,0.0003417713,0.0006786964,0.0003690945,0.0003047511,0.0003532705,0.0002373961,0.0004615075,0.0003089271,0.0002495411,0.0001432805,0.0005366758,0.0006038618,0.0004341479,0.0005021198,0.0002630438
10400,7.482982e-05,8.691682e-05,6.698987e-05,8.173825e-05,0.000137105,6.360332e-05,0.0001097539,4.069509e-05,8.348032e-05,4.242145e-05,8.257892e-05,0.0001369497,5.821604e-05,9.988534e-05,0.0001294919,6.580284e-05,0.0001640709,5.324709e-05,9.078064e-05,5.960104e-05,0.0004982774,0.0004956643,0.0001155873,0.0004862903,0.0002683261,0.0002495014,0.0005424613,0.0002554803,0.0002354263,0.0002842066,0.0001682711,0.000303018,0.0002440191,0.0001564062,0.0001074326,0.0003888693,0.0004485291,0.0003364819,0.0004057819,0.0001910949
10500,6.184474e-05,6.879048e-05,5.001069e-05,6.385531e-05,0.0001077963,4.682868e-05,8.121226e-05,3.402129e-05,7.068322e-05,3.599136e-05,6.487311e-05,0.0001049808,4.680084e-05,7.78583e-05,0.0001047999,4.87349e-05,0.0001309056,4.088175e-05,7.396455e-05,4.742249e-05,0.000354293,0.0003870785,8.799435e-05,0.000317236,0.0002113559,0.000190959,0.0004309573,0.0001872131,0.0001998643,0.0002412295,0.0001237258,0.0002305928,0.0001972948,0.0001168594,8.764606e-05,0.0003004005,0.0003535292,0.0002714577,0.0003337456,0.0001500277
10600,5.269633e-05,5.568171e-05,4.080316e-05,5.291395e-05,9.069896e-05,3.541398e-05,6.429187e-05,2.893604e-05,6.252237e-05,3.029201e-05,5.452324e-05,8.209317e-05,3.778869e-05,6.458579e-05,8.990721e-05,3.907407e-05,0.0001053683,3.291812e-05,6.328575e-05,3.975865e-05,0.0002646664,0.0003279023,7.196238e-05,0.0002355415,0.0001693973,0.0001573184,0.0003761706,0.0001509285,0.0001713485,0.0002012105,9.538961e-05,0.0001926745,0.0001642608,9.422871e-05,7.14004e-05,0.0002494846,0.0002908848,0.0002114855,0.0002845375,0.000119409
10700,4.497541e-05,4.728395e-05,3.402886e-05,4.483464e-05,7.659477e-05,3.014718e-05,5.207016e-05,2.555317e-05,5.649765e-05,2.592126e-05,4.56222e-05,6.771141e-05,3.230028e-05,5.216389e-05,7.98362e-05,3.085872e-05,8.612317e-05,2.780609e-05,5.535916e-05,3.305554e-05,0.0002077451,0.0002818579,5.794673e-05,0.000189576,0.0001400551,0.0001295698,0.000313227,0.0001231164,0.0001488972,0.0001663435,7.701296e-05,0.000158812,0.0001329858,7.94411e-05,6.169711e-05,0.0002142449,0.0002528044,0.0001729651,0.0002387195,0.0001013015
10800,3.778877e-05,4.072588e-05,2.962809e-05,3.92276e-05,6.757117e-05,2.500624e-05,4.289065e-05,2.229253e-05,5.124628e-05,2.232933e-05,3.73844e-05,5.712057e-05,2.836905e-05,4.454518e-05,6.948082e-05,2.529872e-05,7.051234e-05,2.414215e-05,4.91901e-05,2.806419e-05,0.0001669098,0.0002427059,4.806064e-05,0.0001553813,0.0001208276,0.0001115419,0.0002805461,0.0001034911,0.000134024,0.0001430855,6.685805e-05,0.0001306715,0.0001091137,6.733702e-05,5.368212e-05,0.0001853263,0.0002234605,0.0001447336,0.000202968,8.763312e-05
10900,3.277208e-05,3.520711e-05,2.628733e-05,3.489328e-05,6.151878e-05,2.148889e-05,3.62166e-05,1.957212e-05,4.63887e-05,1.952987e-05,3.176839e-05,4.809591e-05,2.440993e-05,3.846011e-05,6.068291e-05,2.106553e-05,5.923049e-05,2.143543e-05,4.34668e-05,2.412955e-05,0.0001361216,0.0002144958,4.18448e-05,0.0001259319,0.0001036309,9.755549e-05,0.0002411338,8.769581e-05,0.000117434,0.0001259492,5.73972e-05,0.0001097589,9.065151e-05,5.863835e-05,4.71831e-05,0.0001629562,0.0001931526,0.0001215343,0.0001762164,7.378597e-05
11000,2.943664e-05,3.143338e-05,2.352901e-05,3.120707e-05,5.533934e-05,1.823178e-05,3.148396e-05,1.735452e-05,4.173279e-05,1.743344e-05,2.736736e-05,4.317011e-05,2.191165e-05,3.348886e-05,5.471739e-05,1.743659e-05,5.100204e-05,1.879274e-05,3.876169e-05,2.113968e-05,0.0001137447,0.0001874741,3.724062e-05,0.000104597,9.012496e-05,8.625641e-05,0.0002128147,7.657855e-05,0.0001040941,0.0001132066,5.020785e-05,9.007613e-05,7.813168e-05,5.159546e-05,4.240949e-05,0.0001462544,0.0001720871,0.0001053061,0.0001578251,6.402588e-05
11100,2.664794e-05,2.926094e-05,2.098767e-05,2.805607e-05,5.094822e-05,1.588029e-05,2.701553e-05,1.562582e-05,3.790078e-05,1.557827e-05,2.376985e-05,3.767388e-05,1.972889e-05,2.96025e-05,4.992452e-05,1.468048e-05,4.496262e-05,1.676697e-05,3.501116e-05,1.910088e-05,9.590637e-05,0.0001660943,3.330749e-05,8.712676e-05,7.92834e-05,7.872345e-05,0.0001911464,6.543417e-05,9.671205e-05,0.0001020934,4.377968e-05,7.974414e-05,6.991932e-05,4.688229e-05,3.9149e-05,0.0001319874,0.000154729,9.288172e-05,0.0001395176,5.504224e-05
11200,2.41316e-05,2.676609e-05,1.912827e-05,2.541753e-05,4.77473e-05,1.41403e-05,2.338787e-05,1.434874e-05,3.475723e-05,1.415543e-05,2.113604e-05,3.356912e-05,1.829319e-05,2.701023e-05,4.497642e-05,1.283659e-05,3.965501e-05,1.509736e-05,3.113043e-05,1.72771e-05,8.402895e-05,0.00015179,2.931408e-05,7.608229e-05,7.043516e-05,7.033054e-05,0.0001708448,5.925116e-05,8.92943e-05,9.051016e-05,3.853277e-05,7.265639e-05,6.324593e-05,4.278862e-05,3.645112e-05,0.0001197756,0.0001350717,8.234238e-05,0.0001213291,4.808538e-05
11300,2.222888e-05,2.465423e-05,1.763121e-05,2.354262e-05,4.424392e-05,1.284958e-05,2.06301e-05,1.292535e-05,3.172641e-05,1.271153e-05,1.938134e-05,3.070052e-05,1.696744e-05,2.459997e-05,4.124799e-05,1.129941e-05,3.358009e-05,1.35036e-05,2.769199e-05,1.507533e-05,7.298532e-05,0.0001377576,2.662131e-05,6.577039e-05,6.235621e-05,6.279774e-05,0.0001493045,5.257582e-05,8.26808e-05,8.036014e-05,3.451169e-05,6.519762e-05,5.746558e-05,4.003121e-05,3.416156e-05,0.000108681,0.0001223984,7.324352e-05,0.0001027737,4.216442e-05
11400,2.01706e-05,2.285592e-05,1.630446e-05,2.180614e-05,4.149786e-05,1.170617e-05,1.822736e-05,1.177994e-05,2.861232e-05,1.176601e-05,1.800443e-05,2.798368e-05,1.564043e-05,2.243084e-05,3.753897e-05,1.012936e-05,2.961973e-05,1.235467e-05,2.471118e-05,1.330256e-05,6.664196e-05,0.0001268903,2.468749e-05,5.729188e-05,5.657462e-05,5.720951e-05,0.0001314312,4.641875e-05,7.752803e-05,7.300299e-05,3.097599e-05,5.93676e-05,5.301327e-05,3.711766e-05,3.189212e-05,9.908396e-05,0.0001083222,6.553706e-05,8.950634e-05,3.8456e-05
11500,1.850425e-05,2.120282e-05,1.491711e-05,2.030884e-05,3.838355e-05,1.080282e-05,1.644511e-05,1.092089e-05,2.590094e-05,1.083986e-05,1.627092e-05,2.564918e-05,1.439763e-05,2.086503e-05,3.449274e-05,9.192839e-06,2.582373e-05,1.114305e-05,2.273842e-05,1.196034e-05,6.026154e-05,0.0001180021,2.32815e-05,4.996502e-05,5.031001e-05,5.334385e-05,0.0001135717,4.183576e-05,7.33929e-05,6.639901e-05,2.79475e-05,5.407903e-05,4.878746e-05,3.497791e-05,2.946404e-05,8.928064e-05,9.490976e-05,6.070844e-05,7.964957e-05,3.543398e-05
