iteration,DV__seed1__loss,DV__seed1__rel_l2_error,DV__seed2__loss,DV__seed2__rel_l2_error,DV__seed3__loss,DV__seed3__rel_l2_error,DV__seed10__loss,DV__seed10__rel_l2_error,DV__seed42__loss,DV__seed42__rel_l2_error,DV__seed68__loss,DV__seed68__rel_l2_error,DV__seed79__loss,DV__seed79__rel_l2_error,DV__seed88__loss,DV__seed88__rel_l2_error,DV__seed203__loss,DV__seed203__rel_l2_error,DV__seed3407__loss,DV__seed3407__rel_l2_error,PINN__seed1__loss,PINN__seed1__rel_l2_error,PINN__seed2__loss,PINN__seed2__rel_l2_error,PINN__seed3__loss,PINN__seed3__rel_l2_error,PINN__seed10__loss,PINN__seed10__rel_l2_error,PINN__seed42__loss,PINN__seed42__rel_l2_error,PINN__seed68__loss,PINN__seed68__rel_l2_error,PINN__seed79__loss,PINN__seed79__rel_l2_error,PINN__seed88__loss,PINN__seed88__rel_l2_error,PINN__seed203__loss,PINN__seed203__rel_l2_error,PINN__seed3407__loss,PINN__seed3407__rel_l2_error,pinn-rar-s__seed1__loss,pinn-rar-s__seed1__rel_l2_error,pinn-rar-s__seed2__loss,pinn-rar-s__seed2__rel_l2_error,pinn-rar-s__seed3__loss,pinn-rar-s__seed3__rel_l2_error,pinn-rar-s__seed10__loss,pinn-rar-s__seed10__rel_l2_error,pinn-rar-s__seed42__loss,pinn-rar-s__seed42__rel_l2_error,pinn-rar-s__seed68__loss,pinn-rar-s__seed68__rel_l2_error,pinn-rar-s__seed79__loss,pinn-rar-s__seed79__rel_l2_error,pinn-rar-s__seed88__loss,pinn-rar-s__seed88__rel_l2_error,pinn-rar-s__seed203__loss,pinn-rar-s__seed203__rel_l2_error,pinn-rar-s__seed3407__loss,pinn-rar-s__seed3407__rel_l2_error
3000,0.0015,0.23,0.0036,0.37,0.0039,0.22,0.0015,0.29,0.0021,0.19,0.0033,0.19,0.002,0.28,0.0025,0.17,0.002,0.25,0.004,0.23,0.00088,0.18,0.0009,0.2,0.0013,0.14,0.0037,0.25,0.0021,0.19,0.0015,0.14,0.00079,0.22,0.00056,0.15,0.001,0.22,0.0017,0.16,0.0029,0.16,0.0033,0.22,0.0035,0.15,0.0021,0.23,0.0022,0.17,0.0025,0.16,0.0017,0.23,0.0024,0.16,0.0027,0.19,0.00076,0.16
3100,0.0014,0.2,0.0025,0.39,0.0018,0.21,0.0029,0.28,0.0033,0.19,0.005,0.2,0.0027,0.23,0.003,0.17,0.0035,0.27,0.00089,0.22,0.0011,0.18,0.0012,0.19,0.0015,0.14,0.0014,0.23,0.0019,0.18,0.00092,0.14,0.0013,0.21,0.00079,0.16,0.0011,0.22,0.00046,0.17,0.00096,0.19,0.0019,0.23,0.0025,0.16,0.0021,0.23,0.0019,0.16,0.002,0.17,0.0021,0.24,0.0015,0.15,0.0013,0.2,0.00052,0.15
3200,0.0033,0.19,0.0029,0.35,0.0025,0.2,0.0037,0.28,0.0031,0.18,0.0058,0.18,0.0036,0.22,0.0034,0.17,0.0021,0.25,0.0011,0.23,0.0015,0.17,0.0013,0.2,0.0014,0.13,0.0025,0.24,0.0025,0.19,0.0011,0.13,0.001,0.2,0.00084,0.15,0.0016,0.21,0.00085,0.16,0.0024,0.16,0.0019,0.22,0.0029,0.16,0.0025,0.22,0.0032,0.17,0.0019,0.15,0.0019,0.22,0.0014,0.15,0.0015,0.19,0.00064,0.15
3300,0.002,0.21,0.0041,0.36,0.0025,0.22,0.0019,0.27,0.002,0.18,0.0041,0.17,0.0041,0.23,0.0024,0.17,0.0017,0.26,0.0014,0.22,0.0014,0.16,0.0015,0.18,0.0012,0.13,0.00092,0.24,0.0012,0.18,0.0012,0.13,0.00061,0.2,0.00097,0.14,0.001,0.21,0.00044,0.14,0.0023,0.16,0.0027,0.22,0.0019,0.14,0.0015,0.21,0.0024,0.17,0.0025,0.15,0.0019,0.23,0.00096,0.15,0.0021,0.21,0.00091,0.15
3400,0.0016,0.19,0.0037,0.35,0.0035,0.2,0.0034,0.26,0.0026,0.17,0.0057,0.17,0.0027,0.24,0.0017,0.17,0.002,0.26,0.001,0.23,0.0012,0.17,0.0015,0.19,0.0014,0.14,0.00099,0.22,0.0012,0.19,0.0015,0.13,0.0011,0.21,0.00045,0.14,0.0022,0.2,0.00039,0.15,0.0014,0.16,0.0021,0.2,0.0018,0.14,0.0017,0.2,0.0031,0.16,0.0017,0.15,0.0011,0.19,0.0011,0.15,0.0014,0.19,0.0013,0.15
3500,0.0017,0.19,0.005,0.35,0.0038,0.21,0.0034,0.24,0.003,0.18,0.0039,0.17,0.0045,0.21,0.0018,0.16,0.0015,0.24,0.0014,0.21,0.00091,0.18,0.0014,0.18,0.0015,0.13,0.0014,0.22,0.0012,0.18,0.001,0.14,0.0012,0.19,0.00073,0.14,0.0013,0.19,0.00054,0.15,0.0028,0.15,0.0025,0.2,0.0035,0.14,0.0017,0.21,0.0015,0.16,0.002,0.14,0.0017,0.2,0.0011,0.13,0.0011,0.18,0.0012,0.15
3600,0.001,0.19,0.003,0.32,0.0022,0.2,0.0023,0.24,0.0023,0.18,0.0029,0.16,0.004,0.21,0.0026,0.15,0.0022,0.23,0.0014,0.23,0.00098,0.16,0.0009,0.17,0.0019,0.13,0.0011,0.21,0.00058,0.18,0.00087,0.14,0.00076,0.19,0.00085,0.13,0.0029,0.18,0.001,0.15,0.0014,0.15,0.0025,0.2,0.0017,0.13,0.0021,0.2,0.0022,0.24,0.0014,0.14,0.001,0.2,0.0011,0.13,0.00066,0.17,0.0006,0.15
3700,0.0028,0.18,0.0036,0.32,0.0022,0.19,0.003,0.23,0.0023,0.18,0.0048,0.15,0.0018,0.23,0.0013,0.16,0.0042,0.24,0.0014,0.21,0.0013,0.16,0.001,0.17,0.001,0.14,0.0024,0.21,0.0011,0.17,0.001,0.12,0.0006,0.2,0.00083,0.13,0.00089,0.19,0.0005,0.15,0.002,0.14,0.0025,0.2,0.0025,0.13,0.0014,0.18,0.0017,0.16,0.0022,0.15,0.0012,0.19,0.0012,0.14,0.0014,0.19,0.00085,0.13
3800,0.0011,0.18,0.0029,0.32,0.0024,0.21,0.001,0.24,0.0018,0.16,0.004,0.14,0.0023,0.21,0.0027,0.15,0.0029,0.22,0.0013,0.22,0.0011,0.17,0.0011,0.17,0.0011,0.13,0.0012,0.2,0.0016,0.18,0.0017,0.13,0.0007,0.19,0.00042,0.12,0.0012,0.17,0.00042,0.13,0.00077,0.15,0.0015,0.19,0.002,0.13,0.0021,0.18,0.0015,0.15,0.0013,0.15,0.0012,0.22,0.0014,0.12,0.001,0.17,0.00072,0.14
3900,0.0016,0.19,0.0019,0.3,0.002,0.19,0.0013,0.22,0.0023,0.17,0.002,0.15,0.00094,0.22,0.0023,0.15,0.0012,0.22,0.00061,0.22,0.00089,0.16,0.0015,0.18,0.0012,0.14,0.00064,0.22,0.0012,0.18,0.0009,0.12,0.0013,0.18,0.00027,0.12,0.001,0.18,0.0004,0.13,0.00071,0.15,0.0019,0.18,0.00095,0.12,0.0016,0.18,0.0017,0.16,0.0013,0.14,0.00097,0.19,0.0013,0.12,0.00076,0.18,0.00055,0.13
4000,0.0016,0.18,0.0024,0.31,0.0033,0.18,0.0027,0.2,0.0015,0.17,0.0026,0.15,0.0036,0.23,0.0016,0.15,0.003,0.23,0.001,0.22,0.00059,0.15,0.00059,0.17,0.00089,0.13,0.00068,0.19,0.0011,0.17,0.00083,0.12,0.00066,0.18,0.00076,0.12,0.0011,0.18,0.00061,0.13,0.0015,0.14,0.0015,0.19,0.0028,0.15,0.0015,0.17,0.0016,0.15,0.0017,0.14,0.00081,0.18,0.0012,0.11,0.0011,0.19,0.00065,0.13
4100,0.0017,0.18,0.0027,0.3,0.0038,0.18,0.0018,0.22,0.0013,0.16,0.0032,0.15,0.002,0.21,0.0022,0.16,0.0025,0.24,0.001,0.22,0.0012,0.14,0.0019,0.16,0.0008,0.14,0.0011,0.19,0.00098,0.18,0.00046,0.11,0.00066,0.19,0.00038,0.13,0.0009,0.16,0.00054,0.12,0.002,0.15,0.0023,0.2,0.0029,0.15,0.0018,0.18,0.0019,0.17,0.0018,0.14,0.0015,0.19,0.0015,0.12,0.0019,0.19,0.0014,0.15
4200,0.0014,0.19,0.002,0.29,0.0033,0.18,0.0029,0.2,0.0021,0.17,0.003,0.14,0.0027,0.24,0.0026,0.16,0.002,0.23,0.00071,0.21,0.00078,0.15,0.0009,0.17,0.0014,0.12,0.0015,0.18,0.0009,0.19,0.00059,0.13,0.00058,0.18,0.00042,0.11,0.00087,0.22,0.00086,0.16,0.0019,0.17,0.0014,0.2,0.0042,0.16,0.0017,0.17,0.0016,0.17,0.0013,0.15,0.0023,0.2,0.0013,0.13,0.0016,0.19,0.00073,0.14
4300,0.0011,0.17,0.0022,0.28,0.002,0.18,0.0013,0.19,0.0029,0.17,0.0035,0.13,0.0021,0.23,0.0018,0.15,0.0015,0.22,0.0011,0.2,0.00077,0.15,0.00079,0.15,0.00089,0.2,0.00083,0.2,0.00072,0.16,0.00066,0.11,0.00096,0.18,0.00025,0.11,0.00081,0.17,0.00083,0.13,0.0019,0.15,0.0016,0.19,0.002,0.14,0.0021,0.18,0.0021,0.16,0.0015,0.12,0.0014,0.19,0.00097,0.12,0.0015,0.17,0.00088,0.13
4400,0.0013,0.17,0.0018,0.27,0.0035,0.18,0.0018,0.21,0.0013,0.16,0.0021,0.13,0.0017,0.21,0.0016,0.14,0.0015,0.23,0.00058,0.22,0.00064,0.15,0.0015,0.17,0.00097,0.12,0.00053,0.17,0.0014,0.18,0.00088,0.15,0.00053,0.2,0.00049,0.1,0.001,0.15,0.00022,0.13,0.00091,0.15,0.0018,0.19,0.0017,0.14,0.0017,0.17,0.0014,0.15,0.0012,0.13,0.0016,0.18,0.00083,0.13,0.0016,0.24,0.00088,0.14
4500,0.0013,0.16,0.0015,0.27,0.0017,0.18,0.0014,0.19,0.002,0.17,0.0027,0.13,0.0021,0.21,0.001,0.15,0.0027,0.22,0.00073,0.21,0.00073,0.14,0.002,0.16,0.0019,0.13,0.0014,0.16,0.0012,0.17,0.00067,0.12,0.00044,0.17,0.00059,0.11,0.0004,0.18,0.00071,0.12,0.0011,0.14,0.0022,0.22,0.0013,0.12,0.0017,0.16,0.0018,0.16,0.0014,0.15,0.002,0.19,0.00063,0.11,0.002,0.18,0.00084,0.15
4600,0.0014,0.17,0.0022,0.27,0.0022,0.18,0.0018,0.18,0.0019,0.15,0.0038,0.15,0.0021,0.22,0.0023,0.14,0.002,0.23,0.0012,0.21,0.00076,0.14,0.0016,0.15,0.00095,0.14,0.0012,0.17,0.00097,0.18,0.00065,0.12,0.00063,0.17,0.00028,0.097,0.0012,0.15,0.00046,0.11,0.00059,0.14,0.002,0.22,0.0019,0.12,0.0019,0.16,0.0018,0.18,0.0018,0.12,0.0011,0.18,0.001,0.11,0.00088,0.18,0.00081,0.14
4700,0.00079,0.16,0.0033,0.25,0.003,0.18,0.00076,0.19,0.0016,0.15,0.0027,0.12,0.0014,0.2,0.0021,0.16,0.0017,0.22,0.00067,0.2,0.00052,0.15,0.00079,0.16,0.00068,0.12,0.0013,0.17,0.00066,0.17,0.0005,0.13,0.00066,0.18,0.00057,0.099,0.00039,0.14,0.00042,0.12,0.0011,0.13,0.0015,0.17,0.0013,0.12,0.0014,0.16,0.0013,0.15,0.0012,0.12,0.0013,0.18,0.0013,0.11,0.0013,0.17,0.00078,0.13
4800,0.00077,0.17,0.0027,0.25,0.0024,0.19,0.00087,0.19,0.0016,0.15,0.0033,0.15,0.0022,0.21,0.00099,0.14,0.0015,0.24,0.0011,0.2,0.00049,0.15,0.0014,0.15,0.001,0.11,0.00054,0.17,0.00061,0.17,0.00034,0.12,0.00073,0.17,0.00039,0.099,0.00062,0.14,0.00031,0.12,0.0011,0.14,0.0011,0.17,0.0017,0.12,0.0015,0.14,0.0019,0.17,0.00071,0.13,0.0015,0.18,0.0007,0.1,0.0011,0.17,0.0011,0.12
4900,0.0013,0.18,0.0018,0.27,0.0026,0.19,0.0015,0.18,0.00078,0.16,0.0023,0.13,0.0012,0.2,0.0014,0.14,0.0026,0.22,0.0006,0.2,0.0006,0.14,0.0007,0.15,0.0013,0.11,0.0011,0.18,0.00073,0.16,0.0006,0.11,0.00069,0.16,0.0002,0.098,0.0012,0.13,0.00046,0.11,0.00074,0.13,0.0021,0.18,0.0016,0.18,0.0013,0.16,0.0015,0.17,0.0012,0.12,0.0013,0.19,0.00054,0.1,0.00094,0.18,0.00056,0.12
5000,0.00089,0.16,0.0024,0.26,0.0026,0.17,0.0013,0.18,0.0024,0.15,0.0037,0.12,0.002,0.2,0.0012,0.15,0.001,0.21,0.00076,0.21,0.00035,0.13,0.0013,0.16,0.001,0.12,0.0006,0.16,0.00064,0.16,0.00073,0.1,0.00065,0.17,0.00028,0.1,0.00072,0.14,0.00011,0.13,0.00089,0.13,0.0014,0.19,0.0025,0.11,0.002,0.16,0.0017,0.14,0.0015,0.11,0.00073,0.19,0.00059,0.1,0.0011,0.18,0.00083,0.12
5100,0.00086,0.16,0.0021,0.24,0.0023,0.17,0.0011,0.19,0.00082,0.15,0.0013,0.12,0.001,0.2,0.0022,0.14,0.0012,0.21,0.0012,0.21,0.00066,0.14,0.0012,0.15,0.0012,0.12,0.00075,0.16,0.0014,0.16,0.00071,0.11,0.0004,0.16,0.0002,0.092,0.00083,0.13,0.00035,0.11,0.0013,0.15,0.0017,0.18,0.0026,0.13,0.00072,0.16,0.00096,0.14,0.0018,0.14,0.0014,0.18,0.00087,0.092,0.00065,0.16,0.00085,0.13
5200,0.00082,0.16,0.0015,0.23,0.0024,0.17,0.00099,0.17,0.0022,0.15,0.003,0.14,0.0013,0.2,0.0014,0.13,0.0012,0.22,0.00069,0.2,0.00031,0.14,0.0016,0.16,0.0005,0.12,0.0012,0.15,0.00046,0.16,0.00039,0.11,0.00048,0.16,0.00017,0.11,0.00033,0.14,0.00012,0.11,0.00077,0.13,0.0011,0.17,0.0015,0.18,0.0011,0.15,0.0019,0.15,0.00074,0.12,0.0013,0.17,0.00056,0.11,0.00056,0.15,0.00043,0.12
5300,0.00083,0.17,0.0017,0.23,0.0017,0.18,0.001,0.17,0.0012,0.15,0.0039,0.13,0.0017,0.21,0.0013,0.14,0.002,0.21,0.00054,0.2,0.00044,0.14,0.00082,0.16,0.00064,0.11,0.0013,0.16,0.0007,0.16,0.0003,0.11,0.00086,0.17,0.00016,0.11,0.00062,0.16,0.00024,0.11,0.00068,0.14,0.0021,0.2,0.0012,0.11,0.001,0.15,0.002,0.16,0.0007,0.13,0.0011,0.17,0.00034,0.086,0.0017,0.17,0.00059,0.12
5400,0.00083,0.15,0.0016,0.22,0.0015,0.17,0.00082,0.15,0.0017,0.13,0.002,0.15,0.0021,0.2,0.0015,0.13,0.0014,0.19,0.00061,0.2,0.00044,0.13,0.00048,0.17,0.00079,0.11,0.0007,0.14,0.00071,0.17,0.00022,0.11,0.00062,0.15,0.00028,0.098,0.00035,0.14,0.00027,0.1,0.00077,0.13,0.00088,0.16,0.0013,0.1,0.00098,0.14,0.001,0.14,0.00077,0.14,0.0011,0.17,0.001,0.11,0.0007,0.18,0.00065,0.11
5500,0.00069,0.16,0.0014,0.23,0.0031,0.18,0.0014,0.16,0.00084,0.14,0.0023,0.12,0.0018,0.23,0.002,0.13,0.0026,0.2,0.00084,0.21,0.0004,0.13,0.00098,0.15,0.00042,0.11,0.00066,0.15,0.0011,0.18,0.00059,0.11,0.0007,0.17,0.00025,0.092,0.00034,0.13,0.0002,0.1,0.00068,0.12,0.0014,0.15,0.0017,0.1,0.0011,0.15,0.001,0.15,0.00096,0.11,0.0012,0.18,0.00057,0.083,0.00078,0.15,0.00087,0.12
5600,0.00078,0.16,0.0028,0.25,0.0026,0.16,0.0011,0.15,0.0014,0.13,0.0023,0.13,0.0016,0.19,0.0014,0.13,0.0019,0.2,0.00057,0.21,0.00039,0.13,0.00087,0.14,0.00064,0.11,0.00054,0.14,0.00064,0.15,0.00052,0.11,0.00079,0.15,0.00032,0.089,0.00024,0.13,0.00013,0.11,0.00059,0.13,0.001,0.17,0.00086,0.18,0.00099,0.14,0.0012,0.14,0.00076,0.11,0.00096,0.16,0.00062,0.089,0.00076,0.16,0.00089,0.12
5700,0.00092,0.16,0.0016,0.23,0.0011,0.17,0.0016,0.16,0.0012,0.13,0.0012,0.12,0.0014,0.19,0.0014,0.13,0.0018,0.2,0.001,0.19,0.00042,0.13,0.00056,0.15,0.00074,0.1,0.00093,0.13,0.00059,0.15,0.00052,0.11,0.00053,0.16,0.00025,0.092,0.00044,0.12,0.00038,0.1,0.0011,0.12,0.0015,0.15,0.001,0.25,0.001,0.13,0.00096,0.17,0.00063,0.11,0.00066,0.16,0.00084,0.1,0.0012,0.16,0.00065,0.11
5800,0.00033,0.15,0.0012,0.22,0.0021,0.16,0.00076,0.14,0.0013,0.14,0.0021,0.13,0.0014,0.19,0.0016,0.14,0.0022,0.21,0.00066,0.2,0.00025,0.13,0.0013,0.13,0.00078,0.11,0.00032,0.13,0.00071,0.16,0.0004,0.11,0.00041,0.16,0.00019,0.096,0.00061,0.13,0.00018,0.11,0.00083,0.12,0.00081,0.15,0.0013,0.098,0.00068,0.14,0.00089,0.13,0.0009,0.12,0.0011,0.18,0.00054,0.085,0.00083,0.15,0.00049,0.12
5900,0.00062,0.14,0.0014,0.22,0.0014,0.16,0.001,0.14,0.0012,0.15,0.0029,0.11,0.00094,0.19,0.00084,0.14,0.001,0.18,0.00093,0.21,0.00055,0.12,0.0016,0.14,0.00053,0.094,0.00051,0.13,0.00024,0.17,0.00035,0.099,0.00016,0.14,0.00033,0.083,0.00061,0.13,0.00021,0.1,0.00062,0.12,0.0011,0.16,0.0015,0.1,0.00084,0.13,0.00066,0.13,0.00056,0.1,0.00099,0.17,0.00035,0.086,0.00076,0.15,0.00069,0.11
6000,0.00045,0.15,0.0016,0.23,0.00096,0.16,0.00071,0.15,0.00096,0.13,0.0022,0.12,0.0012,0.21,0.0013,0.13,0.0024,0.2,0.00076,0.19,0.00027,0.13,0.0012,0.14,0.0007,0.097,0.00045,0.13,0.00037,0.15,0.00049,0.099,0.00094,0.14,0.00018,0.079,0.00052,0.12,0.0002,0.11,0.00051,0.11,0.0021,0.17,0.0013,0.1,0.0004,0.14,0.00094,0.14,0.00075,0.12,0.00093,0.16,0.00058,0.082,0.00063,0.19,0.00068,0.099
6100,0.0012,0.15,0.0024,0.21,0.002,0.18,0.00052,0.16,0.0014,0.14,0.0029,0.18,0.0016,0.19,0.0016,0.13,0.0011,0.19,0.00057,0.19,0.00025,0.13,0.0014,0.13,0.00048,0.1,0.00078,0.13,0.00028,0.15,0.0003,0.098,0.00038,0.15,0.00032,0.098,0.00027,0.12,0.0003,0.13,0.0011,0.13,0.0023,0.19,0.0018,0.11,0.0011,0.14,0.0016,0.15,0.0017,0.12,0.0012,0.17,0.00097,0.12,0.0011,0.19,0.00095,0.12
6200,0.00041,0.15,0.0017,0.22,0.0015,0.16,0.001,0.14,0.00075,0.13,0.0028,0.13,0.0014,0.19,0.0011,0.13,0.0024,0.2,0.00083,0.2,0.00022,0.12,0.0015,0.13,0.00091,0.095,0.00044,0.13,0.00076,0.16,0.0005,0.096,0.00059,0.15,0.00029,0.088,0.00045,0.15,0.0002,0.1,0.0007,0.13,0.0013,0.16,0.0017,0.11,0.001,0.14,0.0016,0.14,0.00086,0.12,0.0012,0.17,0.0008,0.081,0.0011,0.18,0.00091,0.11
6300,0.00056,0.14,0.0024,0.21,0.0022,0.16,0.00098,0.13,0.00083,0.12,0.0029,0.12,0.0011,0.19,0.0016,0.13,0.0022,0.2,0.0006,0.19,0.00024,0.12,0.001,0.13,0.0004,0.089,0.00044,0.12,0.00062,0.16,0.0003,0.1,0.0004,0.14,0.00029,0.085,0.00039,0.12,0.00021,0.11,0.00072,0.12,0.0015,0.17,0.0013,0.11,0.0013,0.14,0.0011,0.16,0.00087,0.1,0.00097,0.16,0.00085,0.081,0.00068,0.16,0.00069,0.12
6400,0.00096,0.17,0.0014,0.22,0.0019,0.16,0.00098,0.13,0.0016,0.13,0.0027,0.12,0.00089,0.18,0.0014,0.15,0.0018,0.2,0.0006,0.19,0.00038,0.13,0.00097,0.13,0.00042,0.11,0.0003,0.13,0.00071,0.16,0.00042,0.097,0.00051,0.14,0.00015,0.084,0.0005,0.11,0.00019,0.09,0.00069,0.14,0.001,0.16,0.0012,0.1,0.0012,0.15,0.0013,0.14,0.0013,0.14,0.001,0.16,0.00055,0.081,0.0008,0.15,0.00068,0.11
6500,0.00051,0.14,0.0017,0.21,0.00098,0.17,0.0011,0.12,0.0012,0.12,0.0023,0.13,0.0014,0.19,0.0012,0.12,0.001,0.2,0.00096,0.19,0.00033,0.12,0.00066,0.13,0.00085,0.091,0.00043,0.12,0.00046,0.14,0.00039,0.1,0.00021,0.15,0.00023,0.079,0.00042,0.16,0.00019,0.095,0.00085,0.12,0.0013,0.16,0.0014,0.13,0.0013,0.13,0.0011,0.14,0.00083,0.11,0.00078,0.17,0.00053,0.073,0.00075,0.14,0.00071,0.11
6600,0.00057,0.14,0.0017,0.21,0.0015,0.15,0.0011,0.14,0.0011,0.12,0.003,0.14,0.0011,0.18,0.00098,0.13,0.0015,0.2,0.0007,0.19,0.00041,0.13,0.00052,0.13,0.00022,0.099,0.00074,0.12,0.00044,0.14,0.00033,0.1,0.00037,0.13,0.00011,0.075,0.00033,0.11,0.0002,0.098,0.00047,0.11,0.00085,0.18,0.0016,0.093,0.00081,0.14,0.00079,0.14,0.00072,0.11,0.00091,0.15,0.00056,0.079,0.00065,0.15,0.00065,0.12
6700,0.0006,0.14,0.0016,0.2,0.0018,0.15,0.00071,0.11,0.0015,0.12,0.0016,0.13,0.0011,0.19,0.001,0.12,0.0021,0.18,0.00047,0.19,0.00022,0.12,0.00061,0.12,0.0005,0.091,0.00059,0.12,0.00018,0.15,0.00023,0.1,0.00039,0.13,0.00015,0.084,0.00034,0.14,9.5e-05,0.1,0.00072,0.11,0.0015,0.16,0.00085,0.13,0.00074,0.12,0.0014,0.14,0.00048,0.11,0.00073,0.16,0.00035,0.078,0.00092,0.15,0.0006,0.12
6800,0.00073,0.13,0.0014,0.22,0.0015,0.16,0.00058,0.12,0.00073,0.12,0.0018,0.15,0.0014,0.17,0.00095,0.13,0.0025,0.19,0.00063,0.19,0.00019,0.11,0.00091,0.13,0.00053,0.1,0.0005,0.11,0.001,0.15,0.00016,0.089,0.00033,0.14,0.00013,0.09,0.00046,0.12,0.00022,0.094,0.00037,0.12,0.0013,0.18,0.0017,0.096,0.00084,0.12,0.00092,0.13,0.0011,0.1,0.00084,0.15,0.00048,0.09,0.00063,0.15,0.00065,0.12
6900,0.0008,0.13,0.00072,0.19,0.0023,0.15,0.001,0.11,0.00093,0.13,0.0019,0.13,0.0014,0.18,0.0015,0.12,0.0012,0.19,0.00095,0.19,0.0003,0.13,0.00057,0.12,0.00035,0.089,0.00062,0.11,0.00074,0.16,0.00018,0.091,0.00058,0.12,0.00012,0.07,0.00036,0.11,0.00012,0.099,0.00057,0.11,0.0014,0.16,0.0011,0.099,0.00062,0.12,0.0012,0.14,0.00069,0.094,0.00074,0.16,0.00049,0.08,0.00086,0.14,0.00042,0.1
7000,0.00072,0.13,0.0014,0.2,0.0014,0.15,0.00073,0.12,0.00089,0.12,0.0016,0.12,0.00077,0.17,0.0016,0.13,0.0017,0.2,0.0009,0.2,0.00023,0.11,0.0007,0.14,0.00023,0.098,0.00034,0.12,0.00054,0.15,0.00035,0.097,0.00036,0.13,0.00015,0.077,0.00027,0.12,0.00012,0.1,0.00087,0.11,0.00064,0.16,0.001,0.093,0.00048,0.13,0.00089,0.14,0.00087,0.1,0.00061,0.15,0.00055,0.071,0.0012,0.16,0.00058,0.11
7100,0.00065,0.14,0.00089,0.19,0.0019,0.14,0.00069,0.12,0.0012,0.11,0.0014,0.13,0.0011,0.18,0.0016,0.13,0.0013,0.19,0.00061,0.19,0.00037,0.11,0.0005,0.13,0.00042,0.086,0.00028,0.11,0.00029,0.15,0.00025,0.094,0.00038,0.12,0.00026,0.074,0.00057,0.11,0.00032,0.1,0.00076,0.11,0.0013,0.15,0.00059,0.088,0.00053,0.12,0.00083,0.13,0.00081,0.1,0.0007,0.14,0.00051,0.075,0.00061,0.13,0.00038,0.1
7200,0.00053,0.13,0.0013,0.19,0.0018,0.15,0.0011,0.11,0.00072,0.13,0.0012,0.11,0.00088,0.18,0.0013,0.14,0.0015,0.17,0.001,0.18,0.00023,0.12,0.00059,0.12,0.0003,0.089,0.00045,0.12,0.00036,0.16,0.00013,0.094,0.00038,0.14,0.00021,0.091,0.00033,0.1,0.00017,0.093,0.00052,0.1,0.0017,0.16,0.00084,0.1,0.00089,0.12,0.00087,0.13,0.0007,0.11,0.0008,0.14,0.00025,0.065,0.0007,0.14,0.00057,0.11
7300,0.00047,0.13,0.00093,0.19,0.002,0.15,0.0011,0.1,0.00065,0.11,0.0021,0.13,0.00091,0.18,0.0011,0.12,0.0018,0.19,0.0011,0.19,0.0002,0.13,0.0006,0.12,0.00025,0.08,0.00038,0.1,0.00077,0.15,0.00018,0.1,0.00037,0.12,6.8e-05,0.076,0.00058,0.1,0.0001,0.1,0.00036,0.12,0.0011,0.15,0.001,0.092,0.00056,0.13,0.001,0.13,0.00032,0.1,0.00078,0.15,0.00032,0.072,0.00029,0.14,0.00043,0.1
7400,0.00077,0.13,0.0011,0.19,0.0012,0.15,0.0011,0.1,0.001,0.12,0.0017,0.11,0.001,0.17,0.0014,0.14,0.00081,0.19,0.00051,0.19,0.00038,0.12,0.00051,0.12,0.00045,0.093,0.00075,0.11,0.00029,0.14,0.00027,0.089,0.00014,0.12,0.00011,0.088,0.00023,0.1,0.00011,0.099,0.00059,0.1,0.0011,0.14,0.0011,0.095,0.00064,0.12,0.00089,0.13,0.00058,0.094,0.00082,0.15,0.00052,0.085,0.00037,0.14,0.00039,0.098
7500,0.00074,0.14,0.00084,0.17,0.00078,0.15,0.00093,0.1,0.00077,0.12,0.0022,0.12,0.00087,0.17,0.0013,0.12,0.0012,0.19,0.00048,0.19,0.00047,0.13,0.00049,0.11,0.0003,0.086,0.0004,0.12,0.00022,0.16,0.00017,0.11,0.0005,0.23,6.1e-05,0.085,0.00024,0.11,0.00011,0.096,0.00066,0.11,0.00094,0.13,0.00072,0.11,0.0005,0.11,0.0012,0.13,0.00032,0.11,0.00052,0.14,0.00039,0.073,0.00036,0.14,0.00071,0.1
7600,0.00027,0.12,0.0015,0.19,0.0009,0.14,0.0014,0.093,0.00081,0.11,0.0019,0.11,0.00065,0.18,0.00088,0.13,0.0028,0.18,0.00068,0.18,0.00016,0.11,0.00047,0.11,0.0003,0.091,0.00053,0.1,0.00038,0.14,0.00016,0.089,0.0004,0.12,0.00019,0.074,0.00014,0.11,0.00016,0.095,0.00054,0.1,0.00078,0.14,0.0012,0.15,0.00048,0.11,0.00095,0.12,0.00073,0.093,0.00047,0.14,0.00034,0.1,0.00061,0.16,0.00052,0.095
7700,0.00069,0.13,0.0014,0.18,0.00084,0.15,0.001,0.1,0.00062,0.1,0.0016,0.11,0.00072,0.17,0.00069,0.12,0.0016,0.17,0.00068,0.18,0.00014,0.11,0.00075,0.13,0.00014,0.078,0.00029,0.092,0.0002,0.14,0.00018,0.089,0.00018,0.11,0.00013,0.079,0.00034,0.094,0.00018,0.094,0.00045,0.099,0.0015,0.13,0.0007,0.099,0.00067,0.12,0.00063,0.12,0.00073,0.1,0.00044,0.17,0.00048,0.081,0.00045,0.14,0.00036,0.1
