iteration,DV__seed1__loss,DV__seed1__rel_l2_error,DV__seed2__loss,DV__seed2__rel_l2_error,DV__seed3__loss,DV__seed3__rel_l2_error,DV__seed10__loss,DV__seed10__rel_l2_error,DV__seed42__loss,DV__seed42__rel_l2_error,DV__seed68__loss,DV__seed68__rel_l2_error,DV__seed79__loss,DV__seed79__rel_l2_error,DV__seed88__loss,DV__seed88__rel_l2_error,DV__seed203__loss,DV__seed203__rel_l2_error,DV__seed3407__loss,DV__seed3407__rel_l2_error,PINN__seed1__loss,PINN__seed1__rel_l2_error,PINN__seed2__loss,PINN__seed2__rel_l2_error,PINN__seed3__loss,PINN__seed3__rel_l2_error,PINN__seed10__loss,PINN__seed10__rel_l2_error,PINN__seed42__loss,PINN__seed42__rel_l2_error,PINN__seed68__loss,PINN__seed68__rel_l2_error,PINN__seed79__loss,PINN__seed79__rel_l2_error,PINN__seed88__loss,PINN__seed88__rel_l2_error,PINN__seed203__loss,PINN__seed203__rel_l2_error,PINN__seed3407__loss,PINN__seed3407__rel_l2_error,pinn-rar-s__seed1__loss,pinn-rar-s__seed1__rel_l2_error,pinn-rar-s__seed2__loss,pinn-rar-s__seed2__rel_l2_error,pinn-rar-s__seed3__loss,pinn-rar-s__seed3__rel_l2_error,pinn-rar-s__seed10__loss,pinn-rar-s__seed10__rel_l2_error,pinn-rar-s__seed42__loss,pinn-rar-s__seed42__rel_l2_error,pinn-rar-s__seed68__loss,pinn-rar-s__seed68__rel_l2_error,pinn-rar-s__seed79__loss,pinn-rar-s__seed79__rel_l2_error,pinn-rar-s__seed88__loss,pinn-rar-s__seed88__rel_l2_error,pinn-rar-s__seed203__loss,pinn-rar-s__seed203__rel_l2_error,pinn-rar-s__seed3407__loss,pinn-rar-s__seed3407__rel_l2_error
11700,2.28274e-05,0.01776293,4.580516e-05,0.035175,4.124428e-05,0.03937439,3.056093e-05,0.01795539,2.652748e-05,0.02937648,7.538674e-05,0.04047993,7.426515e-05,0.04930553,5.194662e-05,0.03387102,6.449947e-05,0.04467515,2.983866e-05,0.0269524,1.585418e-05,0.03576771,1.880082e-05,0.03710744,1.269779e-05,0.034435,1.751196e-05,0.04789499,3.294411e-05,0.0831269,9.344076e-06,0.02590731,1.399282e-05,0.04744364,9.492352e-06,0.03083569,2.251632e-05,0.0377741,9.572307e-06,0.04249142,1.366708e-05,0.0307197,2.140439e-05,0.02530004,1.232831e-05,0.03548069,1.81825e-05,0.02924443,2.935738e-05,0.03563742,7.617011e-06,0.01820664,2.106739e-05,0.03652003,9.040885e-06,0.0241518,1.964145e-05,0.03430936,9.761519e-06,0.03212604
11800,2.064996e-05,0.01908441,4.228331e-05,0.03682218,3.83511e-05,0.03696755,2.875587e-05,0.01761163,2.484764e-05,0.02934906,7.127133e-05,0.03894224,6.434954e-05,0.04152794,4.766837e-05,0.0316051,5.732896e-05,0.04151162,2.736346e-05,0.02671311,1.466641e-05,0.03564683,1.769093e-05,0.03533787,1.172e-05,0.03409809,1.64313e-05,0.04752865,3.094439e-05,0.07813434,8.594494e-06,0.02403,1.295815e-05,0.0473997,8.884415e-06,0.03385205,2.091879e-05,0.03507183,9.00074e-06,0.04012707,1.275574e-05,0.03304702,1.983366e-05,0.02617525,1.161445e-05,0.03297132,1.722506e-05,0.02777728,2.724799e-05,0.03343859,7.053757e-06,0.01867131,1.921996e-05,0.03487906,8.34851e-06,0.02297756,1.836573e-05,0.03354147,9.06841e-06,0.03337254
11900,1.880133e-05,0.01744823,3.997283e-05,0.0367768,3.584638e-05,0.0357962,2.712542e-05,0.01826856,2.371643e-05,0.03110803,6.741847e-05,0.0396637,5.643905e-05,0.03619639,4.491615e-05,0.03226705,5.135912e-05,0.0421959,2.536654e-05,0.02455992,1.341159e-05,0.0311547,1.67335e-05,0.03624376,1.094765e-05,0.0334492,1.534075e-05,0.04674658,2.920509e-05,0.07395503,8.042261e-06,0.02423389,1.197831e-05,0.04447635,8.358101e-06,0.03039192,1.957747e-05,0.03563751,8.460433e-06,0.04303909,1.194267e-05,0.03214757,1.852822e-05,0.02525576,1.08787e-05,0.03335985,1.631825e-05,0.02798052,2.566404e-05,0.0375494,6.547818e-06,0.01787764,1.770954e-05,0.03269964,7.546678e-06,0.02349718,1.704934e-05,0.03322452,8.416075e-06,0.03024099
12000,1.715959e-05,0.01744193,3.762008e-05,0.03575537,3.33668e-05,0.03453569,2.574438e-05,0.01726333,2.247285e-05,0.03102002,6.399707e-05,0.03768621,5.065063e-05,0.03645433,4.287626e-05,0.03179668,4.667904e-05,0.04164119,2.313301e-05,0.02413599,1.250305e-05,0.03154119,1.559702e-05,0.03458716,1.034555e-05,0.03327858,1.430256e-05,0.04828526,2.72538e-05,0.07736654,7.597512e-06,0.02513456,1.114004e-05,0.04585593,7.865837e-06,0.02957631,1.833416e-05,0.03751407,8.033017e-06,0.04203281,1.123124e-05,0.0322792,1.749464e-05,0.02497669,1.011565e-05,0.03151188,1.560265e-05,0.02745743,2.406258e-05,0.03494455,6.132394e-06,0.01833679,1.645603e-05,0.03244758,7.034368e-06,0.02345113,1.585757e-05,0.03210801,7.708387e-06,0.03162447
12100,1.603576e-05,0.01621544,3.551129e-05,0.03718982,3.095037e-05,0.03548715,2.426585e-05,0.01665251,2.146467e-05,0.02992216,6.087757e-05,0.03862019,4.395029e-05,0.03331463,4.008643e-05,0.02932655,4.281311e-05,0.03909417,2.119504e-05,0.02405993,1.179389e-05,0.03411376,1.473973e-05,0.03406616,9.794414e-06,0.03363365,1.363642e-05,0.0464844,2.576406e-05,0.07703505,7.022429e-06,0.02335784,1.046065e-05,0.04410154,7.26312e-06,0.03109783,1.703732e-05,0.03566236,7.603061e-06,0.04186581,1.047416e-05,0.03201408,1.665503e-05,0.02432197,9.255094e-06,0.03170841,1.441253e-05,0.0260761,2.242436e-05,0.03334884,5.665121e-06,0.01798203,1.53104e-05,0.03205575,6.568939e-06,0.02147875,1.465007e-05,0.02981834,7.167581e-06,0.03121186
12200,1.469665e-05,0.01540753,3.344045e-05,0.03625885,2.896463e-05,0.03484647,2.274105e-05,0.01648607,2.022623e-05,0.0293285,5.732696e-05,0.03753671,3.812154e-05,0.03320632,3.769658e-05,0.03012754,3.964389e-05,0.03527129,1.983841e-05,0.02198301,1.104038e-05,0.03194898,1.388126e-05,0.03444777,9.245936e-06,0.03152508,1.299933e-05,0.04811556,2.434974e-05,0.07311042,6.588439e-06,0.02223428,9.852641e-06,0.04146064,6.78924e-06,0.02983309,1.597762e-05,0.03455946,7.160657e-06,0.0436543,9.854323e-06,0.02962867,1.583161e-05,0.0249917,8.522034e-06,0.03167977,1.351423e-05,0.0259544,2.093374e-05,0.03371602,5.231446e-06,0.01806145,1.412778e-05,0.02970657,6.181721e-06,0.0209667,1.363596e-05,0.02882897,6.714282e-06,0.03280557
12300,1.364018e-05,0.01623639,3.17474e-05,0.03769741,2.755661e-05,0.03472075,2.159628e-05,0.01641537,1.928058e-05,0.02932377,5.402194e-05,0.03847453,3.365413e-05,0.02937462,3.552203e-05,0.02930135,3.731615e-05,0.03904929,1.836379e-05,0.0209014,1.033964e-05,0.03404865,1.312179e-05,0.03421211,8.80303e-06,0.03116646,1.216671e-05,0.04569124,2.306547e-05,0.07226858,6.211615e-06,0.02066042,9.388595e-06,0.04217871,6.357253e-06,0.02955263,1.49322e-05,0.03543113,6.640721e-06,0.04275451,9.392884e-06,0.02988229,1.500537e-05,0.02496136,7.995303e-06,0.0322425,1.280356e-05,0.02493389,1.988166e-05,0.03414844,4.929993e-06,0.01893433,1.294541e-05,0.03097619,5.77868e-06,0.01993844,1.280327e-05,0.03003363,6.27366e-06,0.03071207
12400,1.287472e-05,0.01655377,2.981928e-05,0.03924251,2.612635e-05,0.03294682,2.06441e-05,0.01710079,1.845913e-05,0.03108736,5.154916e-05,0.03737286,3.068503e-05,0.03151749,3.33142e-05,0.02747415,3.529619e-05,0.03511395,1.720071e-05,0.0210555,9.740941e-06,0.03167362,1.243686e-05,0.03286641,8.360441e-06,0.03218837,1.154102e-05,0.04442717,2.20175e-05,0.07201485,5.885866e-06,0.0202747,8.860029e-06,0.04168814,5.922293e-06,0.03109694,1.413313e-05,0.03190231,6.23069e-06,0.03937006,8.943446e-06,0.03007196,1.416424e-05,0.02403648,7.479963e-06,0.03001218,1.190483e-05,0.02496007,1.898711e-05,0.03533624,4.681707e-06,0.01782375,1.210961e-05,0.02981433,5.427712e-06,0.01940354,1.205601e-05,0.02765357,5.869397e-06,0.03072073
12500,1.220055e-05,0.01672396,2.851381e-05,0.03633014,2.489301e-05,0.03250954,1.967889e-05,0.01646439,1.758085e-05,0.0312889,4.937227e-05,0.03639013,2.796225e-05,0.02992624,3.147691e-05,0.02977339,3.330055e-05,0.0343616,1.574166e-05,0.02046741,9.234203e-06,0.0331765,1.182799e-05,0.03500891,8.033815e-06,0.03261836,1.097033e-05,0.0461132,2.088447e-05,0.07334514,5.561915e-06,0.02061239,8.336888e-06,0.03916014,5.538141e-06,0.03086948,1.341239e-05,0.03345514,5.923904e-06,0.04008505,8.510508e-06,0.0303585,1.352999e-05,0.02384651,6.98949e-06,0.03075262,1.114764e-05,0.02305606,1.799819e-05,0.03453872,4.402621e-06,0.01668924,1.130875e-05,0.02902825,5.117254e-06,0.02014676,1.119601e-05,0.02721659,5.512943e-06,0.03021239
12600,1.143205e-05,0.01495694,2.727074e-05,0.03782372,2.398592e-05,0.03388802,1.845742e-05,0.01440195,1.686339e-05,0.02943271,4.711938e-05,0.03461178,2.553787e-05,0.02485163,3.004288e-05,0.02954639,3.148719e-05,0.03360936,1.455582e-05,0.01906393,8.638981e-06,0.03047808,1.134162e-05,0.03278095,7.712321e-06,0.02972738,1.053353e-05,0.04591197,1.982434e-05,0.06902909,5.337276e-06,0.02022198,7.890559e-06,0.04235316,5.212336e-06,0.02909187,1.268317e-05,0.0324441,5.654298e-06,0.0363422,8.015059e-06,0.02620474,1.279497e-05,0.02457084,6.604659e-06,0.03084153,1.053186e-05,0.0211045,1.71922e-05,0.03427723,4.100954e-06,0.016256,1.043942e-05,0.02887709,4.855498e-06,0.01943194,1.045676e-05,0.02609543,5.136587e-06,0.03140928
12700,1.067797e-05,0.01477597,2.594532e-05,0.03998737,2.271812e-05,0.03084645,1.768169e-05,0.01515887,1.595574e-05,0.02889086,4.492686e-05,0.03340355,2.324104e-05,0.02521867,2.855191e-05,0.02751462,2.970489e-05,0.03388163,1.366679e-05,0.01920854,8.065612e-06,0.02871492,1.071417e-05,0.03111348,7.427681e-06,0.0288353,1.020129e-05,0.04644447,1.891722e-05,0.06660566,5.113651e-06,0.01823744,7.392002e-06,0.04064468,4.93609e-06,0.02898459,1.201653e-05,0.03282499,5.302217e-06,0.03693334,7.621431e-06,0.02660321,1.232014e-05,0.02372538,6.217351e-06,0.02866024,9.937241e-06,0.02096544,1.649023e-05,0.0325906,3.817466e-06,0.01665811,9.618666e-06,0.02923265,4.550826e-06,0.01843456,9.740634e-06,0.02559355,4.759129e-06,0.03147075
12800,9.97452e-06,0.0158071,2.47214e-05,0.03659186,2.150988e-05,0.03495708,1.688964e-05,0.01476604,1.523855e-05,0.0294495,4.227414e-05,0.0337874,2.176842e-05,0.02366314,2.734361e-05,0.02775382,2.820908e-05,0.03462861,1.2713e-05,0.01940791,7.676237e-06,0.02995828,1.024451e-05,0.03120115,7.064076e-06,0.02924339,9.873827e-06,0.04490356,1.789965e-05,0.07325708,4.899733e-06,0.01921909,6.992303e-06,0.03764,4.693558e-06,0.02924369,1.149877e-05,0.03158001,4.930296e-06,0.03677132,7.195432e-06,0.02761634,1.167094e-05,0.02173924,5.869364e-06,0.03185852,9.395619e-06,0.02029947,1.569652e-05,0.03153022,3.571288e-06,0.01585369,9.022258e-06,0.02787885,4.283516e-06,0.01941734,9.156895e-06,0.02551804,4.449042e-06,0.03065181
12900,9.269163e-06,0.01432889,2.383818e-05,0.03678843,2.031565e-05,0.02929432,1.584619e-05,0.01522287,1.45714e-05,0.02804956,4.038142e-05,0.03507394,2.032119e-05,0.02613442,2.627901e-05,0.02793559,2.681027e-05,0.03557682,1.169756e-05,0.01784811,7.288652e-06,0.029401,9.740293e-06,0.03068109,6.754681e-06,0.02831769,9.631778e-06,0.04500138,1.712201e-05,0.06771699,4.676941e-06,0.01824478,6.585483e-06,0.03918617,4.449323e-06,0.02857604,1.10067e-05,0.03283684,4.575404e-06,0.03544241,6.802538e-06,0.02571183,1.113415e-05,0.02262582,5.542475e-06,0.02965619,8.989645e-06,0.02020994,1.510457e-05,0.03063388,3.407427e-06,0.01736254,8.34417e-06,0.03016989,4.064108e-06,0.01761608,8.564962e-06,0.02636901,4.134827e-06,0.03005542
13000,8.5233e-06,0.01512363,2.274989e-05,0.03599309,1.879845e-05,0.02965789,1.521302e-05,0.0150037,1.379424e-05,0.02796425,3.861172e-05,0.03199789,1.894504e-05,0.02283059,2.521458e-05,0.02600483,2.516805e-05,0.0338072,1.104176e-05,0.01904631,6.92606e-06,0.02903111,9.31917e-06,0.03034771,6.44368e-06,0.02889621,9.376959e-06,0.04407196,1.636833e-05,0.06638203,4.483566e-06,0.01859183,6.272231e-06,0.0366332,4.220813e-06,0.0296398,1.052642e-05,0.02765957,4.29181e-06,0.03733711,6.508573e-06,0.02569164,1.048403e-05,0.02228472,5.247515e-06,0.02821854,8.557359e-06,0.01905399,1.448829e-05,0.03317264,3.245465e-06,0.01653526,7.763862e-06,0.02814535,3.825387e-06,0.0190275,8.100733e-06,0.02517774,3.89152e-06,0.03172445
13100,8.0523e-06,0.0150394,2.183195e-05,0.03628568,1.765775e-05,0.02896869,1.469623e-05,0.01498377,1.312277e-05,0.0288556,3.727225e-05,0.03209385,1.735969e-05,0.02421183,2.434452e-05,0.02572623,2.388924e-05,0.03171102,1.043797e-05,0.0184403,6.571395e-06,0.02816707,8.885801e-06,0.03119423,6.20862e-06,0.02854981,9.083767e-06,0.0452546,1.570725e-05,0.06684281,4.310373e-06,0.01785952,5.925988e-06,0.03869948,4.026093e-06,0.02970082,1.012613e-05,0.03140577,3.988436e-06,0.03526145,6.253712e-06,0.02584226,9.96515e-06,0.02224931,4.977807e-06,0.02835284,8.174045e-06,0.01970794,1.389843e-05,0.03097917,3.125427e-06,0.01624802,7.309928e-06,0.02878017,3.577891e-06,0.01811654,7.66667e-06,0.0233129,3.64546e-06,0.03291741
13200,7.733187e-06,0.01513532,2.099489e-05,0.03522591,1.670735e-05,0.02847904,1.395015e-05,0.01507314,1.252139e-05,0.02904803,3.575776e-05,0.03175107,1.633145e-05,0.0232009,2.326938e-05,0.02562509,2.271846e-05,0.03047052,9.810179e-06,0.01830977,6.271098e-06,0.02833452,8.558662e-06,0.02870215,6.001359e-06,0.02850272,8.811388e-06,0.04214003,1.51276e-05,0.06623299,4.137517e-06,0.01746901,5.69023e-06,0.03915454,3.858013e-06,0.02880816,9.735007e-06,0.02963835,3.728223e-06,0.03608003,6.001353e-06,0.02483428,9.510045e-06,0.0231848,4.706295e-06,0.02881728,7.777607e-06,0.01929781,1.329146e-05,0.0317326,2.983513e-06,0.01590587,6.960996e-06,0.02760101,3.371782e-06,0.01892564,7.197524e-06,0.02329159,3.419856e-06,0.03375941
13300,7.459167e-06,0.0148024,2.004836e-05,0.03642402,1.572868e-05,0.02759299,1.328197e-05,0.01470078,1.160018e-05,0.02786832,3.45969e-05,0.03161149,1.534417e-05,0.02140302,2.205991e-05,0.02490786,2.158871e-05,0.0292915,9.159303e-06,0.01814808,6.014483e-06,0.02839124,8.18087e-06,0.0271844,5.81671e-06,0.02868243,8.439901e-06,0.04527432,1.43971e-05,0.06359541,3.971525e-06,0.01770968,5.412466e-06,0.03976192,3.708827e-06,0.02902677,9.265425e-06,0.02977308,3.472866e-06,0.03424442,5.755931e-06,0.0250032,9.095424e-06,0.02371552,4.484023e-06,0.02585268,7.350293e-06,0.01905671,1.272825e-05,0.0312596,2.879793e-06,0.01594302,6.668269e-06,0.0280018,3.209203e-06,0.01816808,6.891795e-06,0.02242267,3.266258e-06,0.03574023
13400,7.215659e-06,0.01434731,1.924353e-05,0.03494416,1.483784e-05,0.02692534,1.256639e-05,0.01452166,1.092667e-05,0.02968181,3.325205e-05,0.03166376,1.431852e-05,0.01919007,2.106519e-05,0.02354593,2.052265e-05,0.02885665,8.647276e-06,0.01705468,5.746178e-06,0.02932053,7.789036e-06,0.02949284,5.55548e-06,0.0292342,8.092293e-06,0.04434308,1.388852e-05,0.06817728,3.821677e-06,0.01677735,5.161974e-06,0.03816271,3.514088e-06,0.02860899,8.912773e-06,0.02921647,3.263419e-06,0.03419252,5.509576e-06,0.02390463,8.736351e-06,0.02115635,4.290744e-06,0.02761905,6.995512e-06,0.01888963,1.214604e-05,0.0325891,2.781043e-06,0.01525799,6.418712e-06,0.02653276,3.051341e-06,0.01725741,6.539513e-06,0.02301471,3.109818e-06,0.03499796
13500,6.864788e-06,0.01381038,1.838951e-05,0.03224687,1.38229e-05,0.02517731,1.216234e-05,0.01422796,1.049629e-05,0.02775042,3.229109e-05,0.03053145,1.354363e-05,0.02233239,2.038172e-05,0.02444692,1.962719e-05,0.02712485,8.093016e-06,0.01711593,5.534076e-06,0.02762187,7.510722e-06,0.02917525,5.267115e-06,0.02720855,7.82265e-06,0.04244064,1.346685e-05,0.06859636,3.670121e-06,0.01598352,4.926806e-06,0.03675168,3.354279e-06,0.02928846,8.563798e-06,0.02931756,3.097269e-06,0.0331744,5.264792e-06,0.02315418,8.350345e-06,0.02133584,4.123074e-06,0.02583108,6.678399e-06,0.0181701,1.167127e-05,0.03142101,2.66286e-06,0.01561128,6.021653e-06,0.02871205,2.88342e-06,0.01736831,6.165514e-06,0.02160078,2.963593e-06,0.03357725
13600,6.554216e-06,0.01286944,1.767914e-05,0.03039866,1.315021e-05,0.02644234,1.159808e-05,0.0132924,9.991999e-06,0.02706847,3.111274e-05,0.03152112,1.297649e-05,0.02053815,1.963955e-05,0.02302655,1.862277e-05,0.02746883,7.675452e-06,0.01669948,5.319545e-06,0.02889288,7.195827e-06,0.03006202,5.083974e-06,0.02678996,7.556428e-06,0.04154063,1.307283e-05,0.06626918,3.532288e-06,0.01739372,4.729279e-06,0.03939261,3.213174e-06,0.02688853,8.157371e-06,0.0314059,2.943805e-06,0.03279873,5.039062e-06,0.02152395,8.006562e-06,0.01821958,3.983013e-06,0.02703574,6.421879e-06,0.01749565,1.12566e-05,0.02988828,2.548533e-06,0.01552951,5.6539e-06,0.02697121,2.71859e-06,0.01763067,5.90464e-06,0.0221568,2.811041e-06,0.0339495
13700,6.245379e-06,0.01327374,1.7098e-05,0.03511973,1.260814e-05,0.02629879,1.092889e-05,0.01372442,9.585629e-06,0.02696542,3.002326e-05,0.02903507,1.222255e-05,0.02001337,1.88848e-05,0.02451611,1.781476e-05,0.02499141,7.373473e-06,0.01644514,5.148235e-06,0.02730202,6.922862e-06,0.02909651,4.884329e-06,0.02946842,7.299317e-06,0.0446129,1.25462e-05,0.06517058,3.369727e-06,0.01566236,4.523431e-06,0.03617508,3.103605e-06,0.02916211,7.82941e-06,0.03153474,2.819774e-06,0.03240563,4.832473e-06,0.02175217,7.690489e-06,0.02049078,3.859318e-06,0.02671955,6.177448e-06,0.01723266,1.086308e-05,0.03067954,2.426799e-06,0.01492464,5.430491e-06,0.02618006,2.576296e-06,0.01811925,5.616802e-06,0.02115884,2.664174e-06,0.03196572
13800,5.965046e-06,0.01289638,1.654718e-05,0.03292217,1.201085e-05,0.02676549,1.0406e-05,0.01382176,9.248341e-06,0.02721039,2.887962e-05,0.03058945,1.157932e-05,0.0185352,1.817182e-05,0.0238299,1.703005e-05,0.02504242,6.987663e-06,0.01668563,4.973409e-06,0.02806763,6.647893e-06,0.02960553,4.687281e-06,0.02763018,7.043045e-06,0.04143403,1.210069e-05,0.06541583,3.219409e-06,0.0162503,4.312245e-06,0.03627678,2.996598e-06,0.02809247,7.486357e-06,0.02866494,2.684245e-06,0.03194695,4.667915e-06,0.02261868,7.399178e-06,0.01850645,3.717088e-06,0.02810541,5.874251e-06,0.01739217,1.043562e-05,0.03175269,2.311839e-06,0.01546251,5.154127e-06,0.02597095,2.41998e-06,0.01966277,5.337505e-06,0.02213535,2.539026e-06,0.03283582
13900,5.781462e-06,0.01154015,1.591455e-05,0.03178343,1.144576e-05,0.02542339,1.008863e-05,0.01362795,8.878812e-06,0.02760744,2.776091e-05,0.02869071,1.09024e-05,0.01746765,1.728198e-05,0.02403156,1.622597e-05,0.02428275,6.666122e-06,0.01663742,4.781436e-06,0.02789725,6.394632e-06,0.02900819,4.553918e-06,0.02591749,6.798873e-06,0.04186076,1.161975e-05,0.06274097,3.082999e-06,0.01488296,4.130919e-06,0.0350356,2.882113e-06,0.02574337,7.242582e-06,0.03009071,2.55181e-06,0.03044926,4.469925e-06,0.02109505,7.056187e-06,0.01850185,3.592549e-06,0.02600368,5.609666e-06,0.01739762,9.999413e-06,0.03033854,2.201444e-06,0.01496376,4.893839e-06,0.02621864,2.302346e-06,0.01884151,5.089169e-06,0.0204308,2.43087e-06,0.03209683
14000,5.609065e-06,0.01263863,1.526943e-05,0.03025811,1.100734e-05,0.02556107,9.725567e-06,0.01284102,8.404033e-06,0.02613551,2.676291e-05,0.02758472,1.034709e-05,0.0170219,1.642998e-05,0.02273467,1.565269e-05,0.02394778,6.416947e-06,0.01592597,4.616288e-06,0.02740043,6.120899e-06,0.027876,4.395168e-06,0.02845535,6.571127e-06,0.04302879,1.113012e-05,0.05785523,2.982361e-06,0.01585554,3.978953e-06,0.03672623,2.770671e-06,0.02737477,7.058434e-06,0.03207704,2.434804e-06,0.03043854,4.276359e-06,0.02144174,6.741326e-06,0.01840335,3.486125e-06,0.02617007,5.341763e-06,0.01655344,9.558455e-06,0.03058667,2.088855e-06,0.01440122,4.697819e-06,0.02640736,2.209746e-06,0.01803986,4.885495e-06,0.02110058,2.310476e-06,0.03206966
14100,5.430886e-06,0.01236599,1.473981e-05,0.02932067,1.057246e-05,0.02602034,9.457381e-06,0.01377682,8.03888e-06,0.02707102,2.588677e-05,0.02672277,9.806336e-06,0.01864655,1.57767e-05,0.0247707,1.51992e-05,0.02569147,6.200753e-06,0.0166263,4.478718e-06,0.02541981,5.876773e-06,0.02847344,4.220598e-06,0.02665436,6.376988e-06,0.04221585,1.071237e-05,0.05911209,2.887012e-06,0.01542433,3.820546e-06,0.03524328,2.659105e-06,0.02997012,6.813281e-06,0.02865854,2.33544e-06,0.03023466,4.104427e-06,0.02095985,6.436924e-06,0.01786155,3.374916e-06,0.02690643,5.165209e-06,0.01762082,9.225349e-06,0.03004782,2.00799e-06,0.01435504,4.475335e-06,0.02389716,2.113645e-06,0.01679531,4.716164e-06,0.02103608,2.190246e-06,0.03285599
14200,5.214798e-06,0.01232857,1.415335e-05,0.02903545,1.003566e-05,0.02485764,9.23368e-06,0.01354966,7.641122e-06,0.02481666,2.494532e-05,0.02740681,9.29422e-06,0.01934679,1.523964e-05,0.02520663,1.467807e-05,0.02389686,5.931242e-06,0.01599948,4.347784e-06,0.02524143,5.667834e-06,0.03073256,4.054364e-06,0.02594107,6.197763e-06,0.04404553,1.031217e-05,0.06390014,2.788138e-06,0.01491815,3.689181e-06,0.03413051,2.554366e-06,0.02773977,6.584967e-06,0.02997774,2.198379e-06,0.02967433,3.962001e-06,0.02041029,6.229468e-06,0.01816627,3.277762e-06,0.0256279,4.942282e-06,0.01672031,8.914029e-06,0.03016386,1.922125e-06,0.01430949,4.313543e-06,0.02459223,2.03908e-06,0.0182786,4.519287e-06,0.0209791,2.089545e-06,0.03169859
14300,5.032196e-06,0.01295769,1.361506e-05,0.03036081,9.544833e-06,0.02573279,8.964677e-06,0.01261435,7.30367e-06,0.02559462,2.408761e-05,0.02580447,8.880529e-06,0.01910151,1.467121e-05,0.02426938,1.412893e-05,0.02434282,5.715954e-06,0.01561046,4.195511e-06,0.02591716,5.483133e-06,0.02834234,3.898572e-06,0.02565379,6.045395e-06,0.03918371,9.906691e-06,0.05958455,2.693326e-06,0.01486171,3.578013e-06,0.03445634,,,6.36791e-06,0.02971845,2.080079e-06,0.03047539,3.797009e-06,0.0211379,6.03679e-06,0.01668057,3.173936e-06,0.02724224,4.742429e-06,0.0163397,8.600239e-06,0.02948678,1.856142e-06,0.01364251,4.121893e-06,0.02632021,1.952547e-06,0.01791029,4.321129e-06,0.02101242,2.008969e-06,0.03133361
14400,4.873377e-06,0.01285917,1.324015e-05,0.02745625,9.164687e-06,0.02642604,8.732411e-06,0.01216945,7.069166e-06,0.02436022,2.309261e-05,0.02548219,8.576376e-06,0.01834576,1.426417e-05,0.02347471,1.366784e-05,0.02399511,5.539638e-06,0.01608668,4.026472e-06,0.02572432,5.29111e-06,0.02930149,3.751185e-06,0.02483189,5.895081e-06,0.04339955,9.517574e-06,0.05831025,2.564915e-06,0.01407589,3.467946e-06,0.03588008,,,6.181358e-06,0.02890853,1.981187e-06,0.02904194,3.68016e-06,0.02147927,5.841041e-06,0.01808785,3.051843e-06,0.02728104,4.605266e-06,0.01614121,8.335864e-06,0.02988056,1.810136e-06,0.01365371,3.977555e-06,0.02639677,1.865625e-06,0.01782796,4.114038e-06,0.02096068,1.916128e-06,0.03204678
14500,4.740111e-06,0.01275038,1.28018e-05,0.0297928,8.780335e-06,0.02443936,8.438771e-06,0.01234369,6.777826e-06,0.02404549,2.212313e-05,0.02627078,8.272275e-06,0.01529777,1.371424e-05,0.02373089,1.307818e-05,0.02362354,5.328856e-06,0.01489009,3.861729e-06,0.02641433,5.061087e-06,0.03003295,3.638006e-06,0.02461597,5.741705e-06,0.03969942,9.259107e-06,0.0600041,2.459296e-06,0.01436636,3.366485e-06,0.03559142,,,6.032958e-06,0.02848726,1.896266e-06,0.029717,3.557332e-06,0.02039457,5.65377e-06,0.01813783,2.926301e-06,0.02536901,4.431304e-06,0.01619276,8.102234e-06,0.03007154,1.75173e-06,0.01423477,3.858137e-06,0.0252976,1.794145e-06,0.0195518,3.913386e-06,0.0207033,1.831351e-06,0.03017921
14600,4.61527e-06,0.01352786,1.241941e-05,0.03067167,8.387941e-06,0.02393898,8.179524e-06,0.01151455,6.490946e-06,0.02396708,2.123023e-05,0.02689266,7.94917e-06,0.01579623,1.328689e-05,0.02288695,1.248769e-05,0.0242543,5.164348e-06,0.01589499,3.71991e-06,0.02454184,4.883289e-06,0.0279689,3.506325e-06,0.02310321,5.583933e-06,0.04022301,9.02942e-06,0.06139828,2.366923e-06,0.01501433,3.267872e-06,0.03576305,,,5.808104e-06,0.02522087,1.828743e-06,0.02944113,3.467047e-06,0.02251441,5.484379e-06,0.01785409,2.832031e-06,0.02446222,4.27253e-06,0.01569876,7.85955e-06,0.02898436,1.67722e-06,0.01423305,3.73684e-06,0.02611341,1.723569e-06,0.01776172,3.720026e-06,0.02154676,1.756335e-06,0.02963965
14700,4.473194e-06,0.01193803,1.206525e-05,0.03097235,8.043578e-06,0.0240862,7.882517e-06,0.01180026,6.204941e-06,0.02498708,2.05483e-05,0.02544378,7.510616e-06,0.01637664,1.290928e-05,0.02448758,1.20596e-05,0.02393863,4.999707e-06,0.01392846,3.588106e-06,0.02465871,4.672848e-06,0.02902015,3.373823e-06,0.02536513,5.447568e-06,0.03697039,8.807909e-06,0.0632702,2.283399e-06,0.01364554,3.16364e-06,0.03259823,,,5.543689e-06,0.03048974,1.769789e-06,0.03006263,3.362622e-06,0.02099427,5.302249e-06,0.01731649,2.731373e-06,0.0240487,4.141508e-06,0.01563857,7.633026e-06,0.02955816,1.625334e-06,0.01402346,3.618324e-06,0.02539094,1.660656e-06,0.01870163,3.537313e-06,0.02040501,1.683046e-06,0.02844841
