iteration_normalized,iteration,loss,rel_l2_error
0,0,9.2e-05,1.1
0.0095748755,100,0.061,0.29
0.0191497511,200,0.027,0.098
0.0287246266,300,0.0049,0.04
0.0382995021,400,0.0015,0.023
0.0478743776,500,0.0012,0.017
0.0574492532,600,0.00052,0.02
0.0670241287,700,0.00053,0.02
0.0765990042,800,0.00043,0.013
0.0861738797,900,0.00039,0.014
0.0957487553,1000,0.00037,0.011
0.1053236308,1100,0.0002,0.0093
0.1148985063,1200,0.00031,0.01
0.1244733818,1300,0.00017,0.014
0.1340482574,1400,0.00025,0.011
0.1436231329,1500,0.00022,0.015
0.1531980084,1600,0.00015,0.0099
0.162772884,1700,0.00014,0.0085
0.1723477595,1800,0.00015,0.011
0.181922635,1900,0.00013,0.014
0.1914975105,2000,6.8e-05,0.0089
0.2010723861,2100,0.00011,0.0062
0.2106472616,2200,0.00016,0.0058
0.2202221371,2300,0.0001,0.0082
0.2297970126,2400,0.00018,0.01
0.2393718882,2500,4.7e-05,0.0056
0.2489467637,2600,7.8e-05,0.0084
0.2585216392,2700,5.5e-05,0.0049
0.2680965147,2800,6.6e-05,0.0036
0.2776713903,2900,5.8e-05,0.0083
0.2872462658,3000,4.1e-05,0.0068
0.2968211413,3100,2.7e-05,0.006
0.3063960169,3200,7.2e-05,0.0077
0.3159708924,3300,6.4e-05,0.0061
0.3255457679,3400,6.7e-05,0.0058
0.3351206434,3500,3.3e-05,0.0032
0.344695519,3600,7.7e-05,0.0029
0.3542703945,3700,3.7e-05,0.0079
0.36384527,3800,2e-05,0.007
0.3734201455,3900,5.9e-05,0.0094
0.3829950211,4000,5.7e-05,0.0039
0.3925698966,4100,2e-05,0.0055
0.4021447721,4200,2.1e-05,0.0072
0.4117196476,4300,1.4e-05,0.0034
0.4212945232,4400,1.3e-05,0.0027
0.4308693987,4500,3.6e-05,0.0043
0.4404442742,4600,6.3e-05,0.0082
0.4500191498,4700,2.8e-05,0.0069
0.4595940253,4800,1.9e-05,0.0044
0.4691689008,4900,4.1e-05,0.0041
0.4787437763,5000,1.2e-05,0.0088
0.4883186519,5100,2.4e-05,0.0047
0.4978935274,5200,1.3e-05,0.0061
0.5074684029,5300,2.4e-05,0.0051
0.5170432784,5400,3.4e-05,0.0047
0.526618154,5500,3.8e-05,0.007
0.5361930295,5600,2.1e-05,0.0073
0.545767905,5700,4.4e-05,0.0051
0.5553427805,5800,2.1e-05,0.0029
0.5649176561,5900,2.3e-05,0.0072
0.5744925316,6000,9.8e-06,0.011
0.5840674071,6100,1.2e-05,0.0028
0.5936422827,6200,1e-05,0.0052
0.6032171582,6300,3.3e-05,0.0042
0.6127920337,6400,1.4e-05,0.0026
0.6223669092,6500,7.9e-06,0.007
0.6319417848,6600,1.6e-05,0.0065
0.6415166603,6700,2e-05,0.0042
0.6510915358,6800,4.6e-05,0.0049
0.6606664113,6900,2.7e-05,0.0067
0.6702412869,7000,2.9e-05,0.0039
0.6798161624,7100,1.1e-05,0.0087
0.6893910379,7200,2.5e-05,0.0074
0.6989659134,7300,1.1e-05,0.004
0.708540789,7400,1.6e-05,0.0047
0.7181156645,7500,2.5e-05,0.0046
0.72769054,7600,3.2e-05,0.002
0.7372654155,7700,1.2e-05,0.0061
0.7468402911,7800,1.1e-05,0.0027
0.7564151666,7900,1e-05,0.0035
0.7659900421,8000,2.4e-05,0.009
0.7755649177,8100,1e-05,0.0039
0.7851397932,8200,1.6e-05,0.005
0.7947146687,8300,9e-06,0.0033
0.8042895442,8400,1.7e-05,0.0025
0.8138644198,8500,1.4e-05,0.0038
0.8234392953,8600,1.7e-05,0.0025
0.8330141708,8700,1.5e-05,0.0021
0.8425890463,8800,7.1e-06,0.0037
0.8521639219,8900,2.6e-05,0.0026
0.8617387974,9000,2e-05,0.0043
0.8713136729,9100,1.1e-05,0.0036
0.8808885484,9200,1.4e-05,0.0044
0.890463424,9300,1.4e-05,0.0051
0.9000382995,9400,2e-05,0.0052
0.909613175,9500,1.9e-05,0.0057
0.9191880506,9600,1.3e-05,0.0024
0.9287629261,9700,7.1e-06,0.0047
0.9383378016,9800,1.7e-05,0.0025
0.9479126771,9900,9.1e-06,0.0026
0.9575833014,10001,2.072948e-05,0.001883303
0.9670624282,10100,1.188383e-05,0.001254918
0.9766373037,10200,5.541194e-06,0.0007544961
0.9862121792,10300,2.574156e-06,0.0005268659
0.9957870548,10400,1.749882e-06,0.0004944106
1,10444,1.749882e-06,0.00036990000000000005
