iteration,loss,rel_l2_error
0.0,9.2e-05,1.1
100.0,0.061,0.29
200.0,0.027,0.098
300.0,0.0049,0.04
400.0,0.0015,0.023
500.0,0.0012,0.017
600.0,0.00052,0.02
700.0,0.00053,0.02
800.0,0.00043,0.013
900.0,0.00039,0.014
1000.0,0.00037,0.011
1100.0,0.0002,0.0093
1200.0,0.00031,0.01
1300.0,0.00017,0.014
1400.0,0.00025,0.011
1500.0,0.00022,0.015
1600.0,0.00015,0.0099
1700.0,0.00014,0.0085
1800.0,0.00015,0.011
1900.0,0.00013,0.014
2000.0,6.8e-05,0.0089
2100.0,0.00011,0.0062
2200.0,0.00016,0.0058
2300.0,0.0001,0.0082
2400.0,0.00018,0.01
2500.0,4.7e-05,0.0056
2600.0,7.8e-05,0.0084
2700.0,5.5e-05,0.0049
2800.0,6.6e-05,0.0036
2900.0,5.8e-05,0.0083
3000.0,4.1e-05,0.0068
3100.0,2.7e-05,0.006
3200.0,7.2e-05,0.0077
3300.0,6.4e-05,0.0061
3400.0,6.7e-05,0.0058
3500.0,3.3e-05,0.0032
3600.0,7.7e-05,0.0029
3700.0,3.7e-05,0.0079
3800.0,2e-05,0.007
3900.0,5.9e-05,0.0094
4000.0,5.7e-05,0.0039
4100.0,2e-05,0.0055
4200.0,2.1e-05,0.0072
4300.0,1.4e-05,0.0034
4400.0,1.3e-05,0.0027
4500.0,3.6e-05,0.0043
4600.0,6.3e-05,0.0082
4700.0,2.8e-05,0.0069
4800.0,1.9e-05,0.0044
4900.0,4.1e-05,0.0041
5000.0,1.2e-05,0.0088
5100.0,2.4e-05,0.0047
5200.0,1.3e-05,0.0061
5300.0,2.4e-05,0.0051
5400.0,3.4e-05,0.0047
5500.0,3.8e-05,0.007
5600.0,2.1e-05,0.0073
5700.0,4.4e-05,0.0051
5800.0,2.1e-05,0.0029
5900.0,2.3e-05,0.0072
6000.0,9.8e-06,0.011
6100.0,1.2e-05,0.0028
6200.0,1e-05,0.0052
6300.0,3.3e-05,0.0042
6400.0,1.4e-05,0.0026
6500.0,7.9e-06,0.007
6600.0,1.6e-05,0.0065
6700.0,2e-05,0.0042
6800.0,4.6e-05,0.0049
6900.0,2.7e-05,0.0067
7000.0,2.9e-05,0.0039
7100.0,1.1e-05,0.0087
7200.0,2.5e-05,0.0074
7300.0,1.1e-05,0.004
7400.0,1.6e-05,0.0047
7500.0,2.5e-05,0.0046
7600.0,3.2e-05,0.002
7700.0,1.2e-05,0.0061
7800.0,1.1e-05,0.0027
7900.0,1e-05,0.0035
8000.0,2.4e-05,0.009
8100.0,1e-05,0.0039
8200.0,1.6e-05,0.005
8300.0,9e-06,0.0033
8400.0,1.7e-05,0.0025
8500.0,1.4e-05,0.0038
8600.0,1.7e-05,0.0025
8700.0,1.5e-05,0.0021
8800.0,7.1e-06,0.0037
8900.0,2.6e-05,0.0026
9000.0,2e-05,0.0043
9100.0,1.1e-05,0.0036
9200.0,1.4e-05,0.0044
9300.0,1.4e-05,0.0051
9400.0,2e-05,0.0052
9500.0,1.9e-05,0.0057
9600.0,1.3e-05,0.0024
9700.0,7.1e-06,0.0047
9800.0,1.7e-05,0.0025
9900.0,9.1e-06,0.0026
10001.0,2.072948e-05,0.001883303
10100.0,1.188383e-05,0.001254918
10200.0,5.541194e-06,0.0007544961
10300.0,2.574156e-06,0.0005268659
10400.0,1.749882e-06,0.0004944106
10444.0,1.749882e-06,0.00036990000000000005
