iteration,loss,rel_l2_error
0.0,0.061,1.1
100.0,0.0022,0.42
200.0,0.0022,0.39
300.0,0.0017,0.38
400.0,0.0011,0.35
500.0,0.00069,0.35
600.0,0.00058,0.34
700.0,0.00042,0.3
800.0,0.00052,0.31
900.0,0.00036,0.3
1000.0,0.00035,0.26
1100.0,0.00029,0.26
1200.0,0.00025,0.23
1300.0,0.00024,0.19
1400.0,0.00021,0.19
1500.0,0.0002,0.12
1600.0,0.00013,0.1
1700.0,0.00011,0.065
1800.0,7.8e-05,0.063
1900.0,6.8e-05,0.047
2000.0,0.00015,0.042
2100.0,6.8e-05,0.053
2200.0,9.2e-05,0.038
2300.0,7.4e-05,0.032
2400.0,3.4e-05,0.024
2500.0,4.1e-05,0.03
2600.0,5.3e-05,0.033
2700.0,2.6e-05,0.025
2800.0,4.5e-05,0.017
2900.0,2.8e-05,0.021
3000.0,2.4e-05,0.017
3100.0,2.9e-05,0.014
3200.0,3.1e-05,0.016
3300.0,1.8e-05,0.016
3400.0,1.3e-05,0.02
3500.0,2.6e-05,0.02
3600.0,1.5e-05,0.013
3700.0,1.1e-05,0.012
3800.0,1.8e-05,0.025
3900.0,1.2e-05,0.013
4000.0,7.3e-06,0.014
4100.0,8.6e-06,0.014
4200.0,9.7e-06,0.013
4300.0,1.4e-05,0.011
4400.0,8.2e-06,0.0069
4500.0,2.8e-05,0.027
4600.0,5.7e-06,0.0079
4700.0,8.3e-06,0.011
4800.0,7.5e-06,0.014
4900.0,5.1e-06,0.013
5000.0,1.4e-05,0.017
5100.0,3.8e-05,0.031
5200.0,7.3e-06,0.021
5300.0,1.1e-05,0.011
5400.0,9.2e-06,0.016
5500.0,5.8e-06,0.013
5600.0,7.3e-06,0.015
5700.0,7.9e-06,0.02
5800.0,4.6e-06,0.01
5900.0,9e-06,0.022
6000.0,5e-06,0.013
6100.0,9.6e-06,0.02
6200.0,4.1e-06,0.011
6300.0,4e-06,0.0082
6400.0,3.3e-05,0.039
6500.0,7.5e-06,0.013
6600.0,4.4e-06,0.0077
6700.0,2.9e-06,0.01
6800.0,5.1e-06,0.015
6900.0,3.1e-06,0.0064
7000.0,9.4e-06,0.014
7100.0,8.3e-06,0.032
7200.0,3.8e-06,0.0097
7300.0,3.8e-06,0.012
7400.0,6.3e-06,0.018
7500.0,4.4e-06,0.007
7600.0,1.4e-05,0.014
7700.0,5.2e-06,0.019
7800.0,9.6e-06,0.0093
7900.0,2.1e-06,0.0069
8000.0,2.7e-06,0.006
8100.0,4.3e-06,0.013
8200.0,4.3e-06,0.012
8300.0,7.3e-06,0.017
8400.0,6.5e-06,0.015
8500.0,5e-06,0.01
8600.0,2.1e-05,0.015
8700.0,2.2e-05,0.015
8800.0,4.2e-06,0.014
8900.0,5.2e-06,0.0098
9000.0,2.5e-06,0.0076
9100.0,9.8e-06,0.016
9200.0,8.3e-06,0.023
9300.0,2.2e-06,0.014
9400.0,2.4e-06,0.0058
9500.0,1.2e-05,0.016
9600.0,3.7e-06,0.01
9700.0,2.2e-06,0.024
9800.0,3e-06,0.0075
9900.0,1.9e-06,0.0079
10001.0,3.499111e-06,0.006187899
10100.0,1.636446e-06,0.003016255
10200.0,1.193915e-06,0.002684925
10300.0,6.226483e-07,0.002018222
10400.0,3.540472e-07,0.001545765
10500.0,2.501713e-07,0.001407071
10600.0,1.640928e-07,0.0008551381
10695.0,1.640928e-07,0.0008135000000000001
