t_norm,loss,rel_l2_error
0.0,0.0016,1.0
0.009174311926605505,0.067,0.38
0.01834862385321101,0.016,0.077
0.027522935779816515,0.0052,0.027
0.03669724770642202,0.0022,0.018
0.045871559633027525,0.0014,0.016
0.05504587155963303,0.00056,0.016
0.06422018348623854,0.00039,0.02
0.07339449541284404,0.00027,0.014
0.08256880733944955,0.00039,0.016
0.09174311926605505,0.0003,0.015
0.10091743119266056,0.00035,0.015
0.11009174311926606,0.0003,0.018
0.11926605504587157,0.00025,0.012
0.12844036697247707,0.00036,0.012
0.13761467889908258,0.00012,0.013
0.14678899082568808,0.00021,0.017
0.1559633027522936,0.00014,0.015
0.1651376146788991,0.00016,0.0078
0.1743119266055046,0.00014,0.0076
0.1834862385321101,0.0002,0.012
0.1926605504587156,9.6e-05,0.011
0.2018348623853211,6.3e-05,0.0066
0.21100917431192662,0.0001,0.0087
0.22018348623853212,9.2e-05,0.0086
0.22935779816513763,0.00012,0.0072
0.23853211009174313,7.6e-05,0.011
0.24770642201834864,0.00011,0.0065
0.25688073394495414,7.1e-05,0.0053
0.26605504587155965,5.1e-05,0.011
0.27522935779816515,6.1e-05,0.012
0.28440366972477066,4.2e-05,0.007
0.29357798165137616,0.00012,0.0087
0.30275229357798167,6.7e-05,0.0086
0.3119266055045872,4.9e-05,0.0045
0.3211009174311927,7.9e-05,0.0049
0.3302752293577982,6.4e-05,0.0036
0.3394495412844037,5.9e-05,0.0088
0.3486238532110092,3.9e-05,0.0045
0.3577981651376147,5.8e-05,0.0083
0.3669724770642202,7.7e-05,0.0064
0.3761467889908257,6.8e-05,0.0062
0.3853211009174312,4.7e-05,0.005
0.3944954128440367,2.8e-05,0.0064
0.4036697247706422,0.0001,0.0049
0.41284403669724773,6e-05,0.0073
0.42201834862385323,5.4e-05,0.0091
0.43119266055045874,9.9e-05,0.011
0.44036697247706424,7.5e-05,0.0081
0.44954128440366975,6.2e-05,0.0041
0.45871559633027525,5.4e-05,0.0067
0.46788990825688076,5.6e-05,0.0077
0.47706422018348627,4.7e-05,0.0054
0.48623853211009177,4.8e-05,0.012
0.4954128440366973,3.1e-05,0.0055
0.5045871559633027,3.5e-05,0.0064
0.5137614678899083,6.5e-05,0.0049
0.5229357798165137,5.2e-05,0.0084
0.5321100917431193,5.4e-05,0.0051
0.5412844036697247,3.2e-05,0.0063
0.5504587155963303,4.4e-05,0.0046
0.5596330275229358,3.6e-05,0.0076
0.5688073394495413,2.8e-05,0.011
0.5779816513761468,6.6e-05,0.0063
0.5871559633027523,7.4e-05,0.0096
0.5963302752293578,5.7e-05,0.0033
0.6055045871559633,4e-05,0.0035
0.6146788990825688,4.7e-05,0.011
0.6238532110091743,4.4e-05,0.004
0.6330275229357798,6.7e-05,0.0052
0.6422018348623854,3.9e-05,0.0038
0.6513761467889908,5.2e-05,0.015
0.6605504587155964,4.4e-05,0.0097
0.6697247706422018,3.7e-05,0.0052
0.6788990825688074,3.9e-05,0.0071
0.6880733944954128,2.5e-05,0.0037
0.6972477064220184,3.5e-05,0.0048
0.7064220183486238,3e-05,0.0026
0.7155963302752294,4.5e-05,0.0038
0.7247706422018348,3.6e-05,0.0053
0.7339449541284404,2.6e-05,0.0081
0.7431192660550459,4.2e-05,0.0069
0.7522935779816514,3.3e-05,0.008
0.7614678899082569,3.4e-05,0.0096
0.7706422018348624,1.9e-05,0.0047
0.7798165137614679,3.1e-05,0.0074
0.7889908256880734,3.1e-05,0.0073
0.7981651376146789,2.7e-05,0.0023
0.8073394495412844,1.9e-05,0.0041
0.8165137614678899,2.9e-05,0.0046
0.8256880733944955,4.4e-05,0.0053
0.8348623853211009,1.9e-05,0.0028
0.8440366972477065,2.7e-05,0.0066
0.8532110091743119,3.4e-05,0.0068
0.8623853211009175,3e-05,0.0049
0.8715596330275229,2.6e-05,0.0047
0.8807339449541285,1.7e-05,0.0028
0.8899082568807339,2.9e-05,0.009
0.8990825688073395,3.4e-05,0.0039
0.908256880733945,4.3e-05,0.0023
0.9174311926605505,4.872069e-05,
0.9175229357798165,4.666046e-05,0.00383927
0.926605504587156,1.647181e-05,0.001266271
0.9357798165137615,7.069851e-06,0.0008510467
0.944954128440367,3.41418e-06,0.0007878681
0.9541284403669725,1.890475e-06,0.0005187064
0.963302752293578,1.261406e-06,0.000443552
0.9724770642201835,9.75443e-07,0.0003314302
0.981651376146789,6.641152e-07,0.0002548398
0.9908256880733946,5.203137e-07,0.0002056478
1.0,3.354651e-07,0.0001770349
