problem,run_id,output_log,final_iteration,final_rel_l2_error,best_rel_l2_error,best_rel_l2_iteration,seed
burgers_exact,2026-03-04_14-59-13-573289,checkpoints\burgers_exact\2026-03-04_14-59-13-573289\output.log,1416,0.0005474087,0.0005474087,11400,88
