iteration,loss,rel_l2_error
0.0,0.00038,1.0
100.0,0.00057,0.97
200.0,0.0032,0.45
300.0,0.0011,0.38
400.0,0.00092,0.35
500.0,0.00086,0.34
600.0,0.00065,0.32
700.0,0.00036,0.3
800.0,0.0006,0.28
900.0,0.00037,0.24
1000.0,0.0004,0.25
1100.0,0.00054,0.21
1200.0,0.00031,0.18
1300.0,0.00031,0.18
1400.0,0.00035,0.14
1500.0,0.0004,0.13
1600.0,0.0003,0.12
1700.0,0.00035,0.092
1800.0,0.00031,0.091
1900.0,0.00019,0.082
2000.0,0.00012,0.063
2100.0,0.00012,0.055
2200.0,0.00014,0.057
2300.0,8.8e-05,0.048
2400.0,8.1e-05,0.047
2500.0,7.5e-05,0.052
2600.0,7.3e-05,0.043
2700.0,0.00012,0.032
2800.0,5e-05,0.032
2900.0,7.7e-05,0.035
3000.0,5.3e-05,0.034
3100.0,6.1e-05,0.037
3200.0,5.3e-05,0.024
3300.0,4.4e-05,0.036
3400.0,6.9e-05,0.027
3500.0,2.5e-05,0.029
3600.0,3.9e-05,0.025
3700.0,3.9e-05,0.021
3800.0,3.4e-05,0.029
3900.0,2.3e-05,0.025
4000.0,3.7e-05,0.023
4100.0,2.7e-05,0.022
4200.0,2.8e-05,0.021
4300.0,4.5e-05,0.022
4400.0,2.5e-05,0.022
4500.0,2.6e-05,0.018
4600.0,2.3e-05,0.02
4700.0,1.7e-05,0.018
4800.0,1.3e-05,0.018
4900.0,1.6e-05,0.019
5000.0,2.2e-05,0.019
5100.0,1.8e-05,0.017
5200.0,1.2e-05,0.019
5300.0,1.4e-05,0.023
5400.0,1.9e-05,0.023
5500.0,7.8e-06,0.018
5600.0,6.1e-06,0.015
5700.0,1.1e-05,0.016
5800.0,7.9e-06,0.012
5900.0,1.6e-05,0.023
6000.0,7.2e-06,0.012
6100.0,5e-06,0.019
6200.0,9.1e-06,0.014
6300.0,1.4e-05,0.018
6400.0,9.9e-06,0.018
6500.0,7.6e-06,0.016
6600.0,9.5e-06,0.014
6700.0,8.7e-06,0.011
6800.0,1.2e-05,0.016
6900.0,8.4e-06,0.011
7000.0,1.1e-05,0.015
7100.0,7.2e-06,0.013
7200.0,8.4e-06,0.013
7300.0,9.6e-06,0.013
7400.0,7e-06,0.013
7500.0,6.6e-06,0.014
7600.0,6e-06,0.0096
7700.0,1e-05,0.015
7800.0,6.1e-06,0.015
7900.0,6.2e-06,0.0096
8000.0,6.5e-06,0.017
8100.0,5.4e-06,0.014
8200.0,6.7e-06,0.017
8300.0,6e-06,0.011
8400.0,6.6e-06,0.014
8500.0,7.5e-06,0.013
8600.0,8.3e-06,0.0099
8700.0,5.3e-06,0.009
8800.0,5.3e-06,0.0098
8900.0,7.4e-06,0.017
9000.0,5.2e-06,0.011
9100.0,3.9e-06,0.015
9200.0,4.6e-06,0.01
9300.0,7.7e-06,0.013
9400.0,3.6e-06,0.0067
9500.0,5.3e-06,0.0095
9600.0,8.3e-06,0.0098
9700.0,6.8e-06,0.011
9800.0,6.7e-06,0.011
9900.0,3.8e-06,0.0078
10001.0,7.172728e-06,0.007979752
10100.0,3.550754e-06,0.00421438
10200.0,1.747598e-06,0.003267209
10300.0,1.116087e-06,0.002097649
10400.0,8.162351e-07,0.001850351
10500.0,5.752368e-07,0.001527356
10600.0,4.410413e-07,0.00123206
10700.0,3.314916e-07,0.000885192
10800.0,2.889659e-07,0.0008586352
10900.0,1.938347e-07,0.0008489962
11000.0,1.791767e-07,0.0008009204
11100.0,1.500094e-07,0.0008239434
11200.0,1.164829e-07,0.0006792307
11300.0,9.683453e-08,0.0006198012
11400.0,7.896826e-08,0.0005474087
11416.0,7.896826e-08,0.0005344999999999999
