iteration,loss,rel_l2_error
0.0,0.00057,0.96
100.0,0.037,0.31
200.0,0.012,0.098
300.0,0.0035,0.076
400.0,0.0022,0.047
500.0,0.0016,0.031
600.0,0.0012,0.024
700.0,0.0016,0.028
800.0,0.00079,0.014
900.0,0.0011,0.016
1000.0,0.00051,0.0099
1100.0,0.00041,0.0085
1200.0,0.00032,0.01
1300.0,0.00029,0.0089
1400.0,0.00035,0.009
1500.0,0.00025,0.0091
1600.0,0.0001,0.0078
1700.0,7.4e-05,0.0048
1800.0,0.00017,0.0092
1900.0,5.8e-05,0.0057
2000.0,0.00019,0.0049
2100.0,0.00017,0.0085
2200.0,6.6e-05,0.0061
2300.0,0.00013,0.0086
2400.0,8.6e-05,0.011
2500.0,8.8e-05,0.0046
2600.0,5e-05,0.0048
2700.0,8.4e-05,0.0055
2800.0,3.4e-05,0.0031
2900.0,5.9e-05,0.0035
3000.0,0.00013,0.0068
3100.0,3e-05,0.0057
3200.0,4e-05,0.0061
3300.0,6.1e-05,0.006
3400.0,3.8e-05,0.0039
3500.0,4e-05,0.0039
3600.0,3.7e-05,0.004
3700.0,6.4e-05,0.0064
3800.0,3.5e-05,0.0043
3900.0,2.3e-05,0.0048
4000.0,7.8e-05,0.0056
4100.0,0.00012,0.012
4200.0,1.6e-05,0.0036
4300.0,2.6e-05,0.0052
4400.0,9.2e-05,0.0036
4500.0,2.6e-05,0.0065
4600.0,3.2e-05,0.0084
4700.0,3.2e-05,0.0044
4800.0,7.6e-05,0.0069
4900.0,5.3e-05,0.0044
5000.0,2e-05,0.0032
5100.0,8.8e-05,0.01
5200.0,1.6e-05,0.0028
5300.0,3.7e-05,0.0045
5400.0,3.2e-05,0.0043
5500.0,3.2e-05,0.0034
5600.0,2.6e-05,0.0022
5700.0,4.8e-05,0.0083
5800.0,2.9e-05,0.0044
5900.0,3.7e-05,0.0058
6000.0,1.1e-05,0.0049
6100.0,3.2e-05,0.0089
6200.0,1.9e-05,0.004
6300.0,2.4e-05,0.006
6400.0,2.2e-05,0.0034
6500.0,1.6e-05,0.0028
6600.0,2.2e-05,0.0046
6700.0,2.3e-05,0.0064
6800.0,2.3e-05,0.0025
6900.0,1.6e-05,0.0063
7000.0,1.9e-05,0.0038
7100.0,3.7e-05,0.0024
7200.0,2.1e-05,0.0034
7300.0,1.2e-05,0.0031
7400.0,4.3e-05,0.0036
7500.0,3.2e-05,0.0061
7600.0,2.6e-05,0.0047
7700.0,4.3e-05,0.0058
7800.0,1.3e-05,0.0022
7900.0,3.6e-05,0.0043
8000.0,3.3e-05,0.0044
8100.0,2.6e-05,0.0022
8200.0,1.9e-05,0.0059
8300.0,2.4e-05,0.0029
8400.0,2.2e-05,0.0029
8500.0,1.1e-05,0.0028
8600.0,1.3e-05,0.0045
8700.0,1.4e-05,0.0035
8800.0,2e-05,0.0034
8900.0,2.5e-05,0.0037
9000.0,1.7e-05,0.0028
9100.0,3e-05,0.0024
9200.0,3e-05,0.0047
9300.0,2.4e-05,0.0023
9400.0,1.3e-05,0.0024
9500.0,3.4e-05,0.0042
9600.0,1.9e-05,0.0038
9700.0,2.4e-05,0.0036
9800.0,1.1e-05,0.002
9900.0,2.2e-05,0.0034
10001.0,2.612612e-05,0.001782304
10100.0,1.033455e-05,0.001109191
10200.0,3.826928e-06,0.001001689
10300.0,2.315324e-06,0.0005145988
10400.0,1.253719e-06,0.0003039834
10498.0,1.253719e-06,0.0002615
