iteration,loss,rel_l2_error
0.0,0.19,2.7
100.0,0.0056,0.73
200.0,0.0045,0.72
300.0,0.0035,0.64
400.0,0.0031,0.57
500.0,0.0035,0.52
600.0,0.0036,0.54
700.0,0.0039,0.46
800.0,0.0043,0.45
900.0,0.0043,0.45
1000.0,0.0051,0.41
1100.0,0.0024,0.38
1200.0,0.0051,0.37
1300.0,0.0034,0.34
1400.0,0.0055,0.33
1500.0,0.0049,0.34
1600.0,0.0034,0.33
1700.0,0.0029,0.34
1800.0,0.004,0.32
1900.0,0.0026,0.3
2000.0,0.0046,0.31
2100.0,0.0023,0.3
2200.0,0.0023,0.29
2300.0,0.0043,0.28
2400.0,0.002,0.26
2500.0,0.0027,0.26
2600.0,0.0017,0.27
2700.0,0.0015,0.24
2800.0,0.0018,0.26
2900.0,0.0027,0.22
3000.0,0.001,0.22
3100.0,0.0011,0.22
3200.0,0.0016,0.21
3300.0,0.001,0.21
3400.0,0.0022,0.2
3500.0,0.0013,0.19
3600.0,0.0029,0.18
3700.0,0.00089,0.19
3800.0,0.0012,0.17
3900.0,0.001,0.18
4000.0,0.0011,0.18
4100.0,0.0009,0.16
4200.0,0.00087,0.22
4300.0,0.00081,0.17
4400.0,0.001,0.15
4500.0,0.0004,0.18
4600.0,0.0012,0.15
4700.0,0.00039,0.14
4800.0,0.00062,0.14
4900.0,0.0012,0.13
5000.0,0.00072,0.14
5100.0,0.00083,0.13
5200.0,0.00033,0.14
5300.0,0.00062,0.16
5400.0,0.00035,0.14
5500.0,0.00034,0.13
5600.0,0.00024,0.13
5700.0,0.00044,0.12
5800.0,0.00061,0.13
5900.0,0.00061,0.13
6000.0,0.00052,0.12
6100.0,0.00027,0.12
6200.0,0.00045,0.15
6300.0,0.00039,0.12
6400.0,0.0005,0.11
6500.0,0.00042,0.16
6600.0,0.00033,0.11
6700.0,0.00034,0.14
6800.0,0.00046,0.12
6900.0,0.00036,0.11
7000.0,0.00027,0.12
7100.0,0.00057,0.11
7200.0,0.00033,0.1
7300.0,0.00058,0.1
7400.0,0.00023,0.1
7500.0,0.00024,0.11
7600.0,0.00014,0.11
7700.0,0.00034,0.094
7800.0,0.00039,0.099
7900.0,0.00018,0.11
8000.0,0.00014,0.098
8100.0,0.00032,0.092
8200.0,0.00041,0.13
8300.0,0.00045,0.093
8400.0,0.00022,0.1
8500.0,0.0003,0.095
8600.0,0.00027,0.11
8700.0,0.0002,0.093
8800.0,0.00013,0.087
8900.0,0.00049,0.13
9000.0,0.00032,0.093
9100.0,0.00026,0.087
9200.0,0.00029,0.11
9300.0,0.00023,0.09
