iteration_normalized,iteration,loss,rel_l2_error
0,0,0.21,1.5
0.0097665788,100,0.00036,0.81
0.0195331575,200,0.0023,0.43
0.0292997363,300,0.0012,0.38
0.0390663151,400,0.0014,0.36
0.0488328938,500,0.00061,0.35
0.0585994726,600,0.00029,0.36
0.0683660514,700,0.00038,0.3
0.0781326301,800,0.00047,0.27
0.0878992089,900,0.00031,0.28
0.0976657877,1000,0.0005,0.28
0.1074323664,1100,0.00035,0.24
0.1171989452,1200,0.00026,0.2
0.126965524,1300,0.00025,0.17
0.1367321027,1400,0.00023,0.14
0.1464986815,1500,0.00026,0.11
0.1562652603,1600,0.00021,0.097
0.166031839,1700,0.0002,0.085
0.1757984178,1800,0.00019,0.063
0.1855649966,1900,0.00023,0.059
0.1953315753,2000,6.8e-05,0.047
0.2050981541,2100,8.4e-05,0.056
0.2148647329,2200,0.00012,0.034
0.2246313117,2300,5.7e-05,0.029
0.2343978904,2400,4.3e-05,0.028
0.2441644692,2500,3.6e-05,0.03
0.253931048,2600,2.5e-05,0.027
0.2636976267,2700,3.9e-05,0.026
0.2734642055,2800,2.1e-05,0.023
0.2832307843,2900,3.3e-05,0.021
0.292997363,3000,2e-05,0.019
0.3027639418,3100,1.7e-05,0.016
0.3125305206,3200,2.2e-05,0.018
0.3222970993,3300,1.9e-05,0.023
0.3320636781,3400,1.6e-05,0.017
0.3418302569,3500,1.6e-05,0.02
0.3515968356,3600,1.5e-05,0.015
0.3613634144,3700,2.3e-05,0.024
0.3711299932,3800,1.4e-05,0.015
0.3808965719,3900,8e-06,0.018
0.3906631507,4000,8.8e-06,0.012
0.4004297295,4100,8.8e-06,0.015
0.4101963082,4200,1.6e-05,0.014
0.419962887,4300,9.9e-06,0.011
0.4297294658,4400,8.8e-06,0.014
0.4394960445,4500,9.9e-06,0.014
0.4492626233,4600,6.7e-06,0.017
0.4590292021,4700,1e-05,0.013
0.4687957808,4800,6e-06,0.013
0.4785623596,4900,6.2e-06,0.011
0.4883289384,5000,1.2e-05,0.0079
0.4980955171,5100,7.1e-06,0.0076
0.5078620959,5200,7.7e-06,0.012
0.5176286747,5300,2.9e-06,0.012
0.5273952534,5400,4e-06,0.016
0.5371618322,5500,5.7e-06,0.008
0.546928411,5600,4.2e-06,0.008
0.5566949897,5700,2.9e-06,0.011
0.5664615685,5800,3.8e-06,0.0079
0.5762281473,5900,5.7e-06,0.02
0.585994726,6000,1.9e-05,0.031
0.5957613048,6100,3.1e-05,0.018
0.6055278836,6200,4.2e-06,0.0059
0.6152944623,6300,5.6e-06,0.007
0.6250610411,6400,8e-06,0.019
0.6348276199,6500,3.7e-06,0.0093
0.6445941987,6600,5e-06,0.011
0.6543607774,6700,4.6e-06,0.021
0.6641273562,6800,3.2e-06,0.0092
0.673893935,6900,3.8e-06,0.0064
0.6836605137,7000,8.7e-06,0.0093
0.6934270925,7100,2.2e-06,0.0051
0.7031936713,7200,6e-06,0.01
0.71296025,7300,2.6e-06,0.0075
0.7227268288,7400,3e-06,0.0093
0.7324934076,7500,4.2e-06,0.014
0.7422599863,7600,2.7e-05,0.04
0.7520265651,7700,1.4e-05,0.017
0.7617931439,7800,8.4e-06,0.017
0.7715597226,7900,4.5e-06,0.0086
0.7813263014,8000,1.8e-06,0.009
0.7910928802,8100,5.3e-06,0.014
0.8008594589,8200,6.3e-06,0.023
0.8106260377,8300,3.2e-06,0.01
0.8203926165,8400,2.8e-06,0.0094
0.8301591952,8500,2.8e-06,0.0097
0.839925774,8600,1.8e-06,0.0053
0.8496923528,8700,8.6e-06,0.017
0.8594589315,8800,4.3e-06,0.0068
0.8692255103,8900,1.9e-06,0.007
0.8789920891,9000,2.2e-06,0.0066
0.8887586678,9100,4.2e-06,0.0082
0.8985252466,9200,1.9e-06,0.006
0.9082918254,9300,4.1e-06,0.016
0.9180584041,9400,2.9e-06,0.015
0.9278249829,9500,2.1e-06,0.0042
0.9375915617,9600,3.3e-06,0.0058
0.9473581404,9700,5.8e-06,0.01
0.9571247192,9800,6.4e-06,0.0099
0.966891298,9900,2.1e-06,0.0096
0.9767555425,10001,2.40084e-06,0.004853691
0.9864244555,10100,6.81595e-07,0.001798709
0.9961910343,10200,3.107277e-07,0.0008735437
1,10239,3.107277e-07,0.0010090000000000001
