iteration,loss,rel_l2_error
0.0,0.0028,1.8
100.0,0.0032,0.75
200.0,0.0033,0.65
300.0,0.0042,0.55
400.0,0.0045,0.5
500.0,0.0049,0.43
600.0,0.0051,0.38
700.0,0.0053,0.35
800.0,0.004,0.33
900.0,0.0048,0.33
1000.0,0.0079,0.28
1100.0,0.0044,0.28
1200.0,0.0031,0.26
1300.0,0.0044,0.22
1400.0,0.0041,0.21
1500.0,0.0032,0.21
1600.0,0.0023,0.21
1700.0,0.0035,0.2
1800.0,0.0039,0.17
1900.0,0.0024,0.17
2000.0,0.0025,0.17
2100.0,0.0089,0.21
2200.0,0.0056,0.22
2300.0,0.006,0.22
2400.0,0.0083,0.21
2500.0,0.0054,0.18
2600.0,0.0027,0.18
2700.0,0.0039,0.18
2800.0,0.0048,0.16
2900.0,0.0023,0.16
3000.0,0.0035,0.15
3100.0,0.0025,0.16
3200.0,0.0029,0.16
3300.0,0.0019,0.14
3400.0,0.0018,0.14
3500.0,0.0035,0.14
3600.0,0.0017,0.13
3700.0,0.0025,0.13
3800.0,0.002,0.13
3900.0,0.00095,0.12
4000.0,0.0028,0.15
4100.0,0.0029,0.15
4200.0,0.0042,0.16
4300.0,0.002,0.14
4400.0,0.0017,0.14
4500.0,0.0013,0.12
4600.0,0.0019,0.12
4700.0,0.0013,0.12
4800.0,0.0017,0.12
4900.0,0.0016,0.18
5000.0,0.0025,0.11
5100.0,0.0026,0.13
5200.0,0.0015,0.18
5300.0,0.0012,0.11
5400.0,0.0013,0.1
5500.0,0.0017,0.1
5600.0,0.00086,0.18
5700.0,0.001,0.25
5800.0,0.0013,0.098
5900.0,0.0015,0.1
6000.0,0.0013,0.1
6100.0,0.0018,0.11
6200.0,0.0017,0.11
6300.0,0.0013,0.11
6400.0,0.0012,0.1
6500.0,0.0014,0.13
6600.0,0.0016,0.093
6700.0,0.00085,0.13
6800.0,0.0017,0.096
6900.0,0.0011,0.099
7000.0,0.001,0.093
7100.0,0.00059,0.088
7200.0,0.00084,0.1
7300.0,0.001,0.092
7400.0,0.0011,0.095
7500.0,0.00072,0.11
7600.0,0.0012,0.15
7700.0,0.0007,0.099
7800.0,0.00097,0.087
7900.0,0.00072,0.079
8000.0,0.00093,0.081
8100.0,0.0013,0.087
8200.0,0.0008,0.087
8300.0,0.0012,0.098
8400.0,0.0011,0.087
8500.0,0.0012,0.15
8600.0,0.00037,0.088
8700.0,0.00097,0.089
8800.0,0.00089,0.1
8900.0,0.0013,0.083
9000.0,0.00077,0.078
9100.0,0.00074,0.087
9200.0,0.00072,0.075
9300.0,0.001,0.084
9400.0,0.00061,0.082
9500.0,0.00046,0.093
9600.0,0.00058,0.081
9700.0,0.00091,0.073
9800.0,0.00052,0.081
9900.0,0.00056,0.088
10001.0,0.0007363657,0.07089298
10100.0,0.0002637948,0.04976513
10200.0,0.0001378257,0.04244568
10300.0,8.151059e-05,0.04011915
10400.0,5.821604e-05,0.03924418
10500.0,4.680084e-05,0.04131985
10600.0,3.778869e-05,0.04004642
10700.0,3.230028e-05,0.03911413
10800.0,2.836905e-05,0.03773034
10900.0,2.440993e-05,0.03816081
11000.0,2.191165e-05,0.03799179
11100.0,1.972889e-05,0.0364085
11200.0,1.829319e-05,0.03429772
11300.0,1.696744e-05,0.0331485
11400.0,1.564043e-05,0.03831096
11500.0,1.439763e-05,0.03296929
11600.0,1.332742e-05,0.03369861
11700.0,1.232831e-05,0.03548069
11800.0,1.161445e-05,0.03297132
11900.0,1.08787e-05,0.03335985
12000.0,1.011565e-05,0.03151188
12100.0,9.255094e-06,0.03170841
12200.0,8.522034e-06,0.03167977
12300.0,7.995303e-06,0.0322425
12400.0,7.479963e-06,0.03001218
12500.0,6.98949e-06,0.03075262
12600.0,6.604659e-06,0.03084153
12700.0,6.217351e-06,0.02866024
12800.0,5.869364e-06,0.03185852
12900.0,5.542475e-06,0.02965619
13000.0,5.247515e-06,0.02821854
13100.0,4.977807e-06,0.02835284
13200.0,4.706295e-06,0.02881728
13300.0,4.484023e-06,0.02585268
13400.0,4.290744e-06,0.02761905
13500.0,4.123074e-06,0.02583108
13600.0,3.983013e-06,0.02703574
13700.0,3.859318e-06,0.02671955
13800.0,3.717088e-06,0.02810541
13900.0,3.592549e-06,0.02600368
14000.0,3.486125e-06,0.02617007
14100.0,3.374916e-06,0.02690643
14200.0,3.277762e-06,0.0256279
14300.0,3.173936e-06,0.02724224
14400.0,3.051843e-06,0.02728104
14500.0,2.926301e-06,0.02536901
14600.0,2.832031e-06,0.02446222
14700.0,2.731373e-06,0.0240487
14800.0,2.625605e-06,0.0241371
14900.0,2.538066e-06,0.02314659
15000.0,2.453454e-06,0.02345116
15100.0,2.380478e-06,0.02476821
15200.0,2.28346e-06,0.02237682
15300.0,2.195465e-06,0.02161221
15400.0,2.119766e-06,0.02326578
15500.0,2.045926e-06,0.02293402
15600.0,1.961605e-06,0.02285793
15700.0,1.900478e-06,0.0217917
15701.0,1.900478e-06,0.0218
