problem,run_id,output_log,final_iteration,final_rel_l2_error,best_rel_l2_error,best_rel_l2_iteration,seed
diffusion_exact,2026-03-02_21-04-55-912228,checkpoints\diffusion_exact\2026-03-02_21-04-55-912228\output.log,828,0.0001294515,0.0001294515,10800,2
