iteration,loss,rel_l2_error
0.0,0.003,1.0
100.0,0.0014,0.4
200.0,0.0014,0.37
300.0,0.0009,0.35
400.0,0.00065,0.34
500.0,0.00082,0.31
600.0,0.00071,0.3
700.0,0.00068,0.32
800.0,0.00047,0.29
900.0,0.00041,0.27
1000.0,0.00033,0.24
1100.0,0.00035,0.18
1200.0,0.00025,0.19
1300.0,0.00023,0.14
1400.0,0.00031,0.11
1500.0,0.00015,0.099
1600.0,8.6e-05,0.092
1700.0,7.5e-05,0.059
1800.0,7.4e-05,0.038
1900.0,7.3e-05,0.035
2000.0,4.7e-05,0.038
2100.0,6.8e-05,0.032
2200.0,4.1e-05,0.036
2300.0,3.2e-05,0.025
2400.0,4.7e-05,0.025
2500.0,3e-05,0.023
2600.0,3.6e-05,0.024
2700.0,2.7e-05,0.017
2800.0,2.1e-05,0.023
2900.0,2e-05,0.014
3000.0,2.1e-05,0.018
3100.0,2.3e-05,0.01
3200.0,1.2e-05,0.012
3300.0,1e-05,0.014
3400.0,1.1e-05,0.016
3500.0,1.1e-05,0.017
3600.0,1.3e-05,0.026
3700.0,1.6e-05,0.01
3800.0,7.7e-06,0.0097
3900.0,1e-05,0.014
4000.0,8.1e-06,0.011
4100.0,5.8e-05,0.014
4200.0,8.2e-06,0.0089
4300.0,6.2e-06,0.012
4400.0,4.6e-06,0.0096
4500.0,5.3e-06,0.019
4600.0,6.4e-06,0.011
4700.0,6.4e-06,0.01
4800.0,5.2e-06,0.01
4900.0,1.8e-05,0.017
5000.0,4.3e-06,0.016
5100.0,6.5e-06,0.0087
5200.0,7.2e-06,0.015
5300.0,1.9e-05,0.021
5400.0,4.9e-06,0.012
5500.0,1.6e-05,0.01
5600.0,1.6e-05,0.011
5700.0,2.4e-06,0.0058
5800.0,6.2e-06,0.012
5900.0,6e-06,0.0086
6000.0,1e-05,0.015
6100.0,4.3e-06,0.013
6200.0,4.3e-06,0.0064
6300.0,1.5e-05,0.024
6400.0,3.5e-06,0.0093
6500.0,4.4e-06,0.0083
6600.0,7.4e-06,0.0077
6700.0,5.2e-06,0.0085
6800.0,3.3e-05,0.023
6900.0,3.2e-06,0.0078
7000.0,5.4e-06,0.019
7100.0,2.1e-06,0.01
7200.0,2.5e-05,0.017
7300.0,3.5e-06,0.0046
7400.0,3e-06,0.016
7500.0,4.3e-06,0.012
7600.0,1.7e-06,0.0062
7700.0,2.3e-05,0.013
7800.0,3.3e-06,0.0059
7900.0,4.7e-06,0.018
8000.0,4.2e-06,0.014
8100.0,3e-06,0.0043
8200.0,3.4e-06,0.012
8300.0,4.4e-06,0.0095
8400.0,5.4e-06,0.009
8500.0,2.9e-06,0.012
8600.0,3e-06,0.0071
8700.0,4.4e-06,0.0076
8800.0,7.7e-06,0.0085
8900.0,3.3e-06,0.01
9000.0,1.8e-06,0.014
9100.0,4.1e-06,0.0046
9200.0,2.9e-06,0.0089
9300.0,1.6e-06,0.0041
9400.0,5.7e-06,0.012
9500.0,1.9e-06,0.01
9600.0,3e-06,0.0094
9700.0,1.7e-05,0.018
9800.0,7.2e-06,0.012
9900.0,2e-06,0.0046
10001.0,3.772622e-06,0.007360118
10100.0,7.435198e-07,0.002719608
10200.0,4.458677e-07,0.001174242
10300.0,1.985669e-07,0.001098617
10400.0,1.118519e-07,0.0008091499
10415.0,1.118519e-07,0.0007367
