iteration,loss,rel_l2_error
0.0,0.0001,1.1
100.0,0.0062,0.8
200.0,0.0046,0.72
300.0,0.0022,0.62
400.0,0.0029,0.58
500.0,0.0037,0.56
600.0,0.0041,0.55
700.0,0.0035,0.54
800.0,0.0024,0.52
900.0,0.0027,0.49
1000.0,0.0038,0.46
1100.0,0.0048,0.43
1200.0,0.002,0.4
1300.0,0.0024,0.38
1400.0,0.0027,0.38
1500.0,0.003,0.37
1600.0,0.0017,0.34
1700.0,0.0018,0.33
1800.0,0.0031,0.33
1900.0,0.0028,0.32
2000.0,0.0059,0.29
2100.0,0.0014,0.3
2200.0,0.0014,0.29
2300.0,0.0025,0.28
2400.0,0.0013,0.28
2500.0,0.004,0.27
2600.0,0.0019,0.28
2700.0,0.003,0.27
2800.0,0.0016,0.26
2900.0,0.0019,0.25
3000.0,0.0013,0.24
3100.0,0.002,0.25
3200.0,0.0019,0.25
3300.0,0.0013,0.24
3400.0,0.0015,0.24
3500.0,0.0018,0.24
3600.0,0.0014,0.23
3700.0,0.0018,0.23
3800.0,0.0015,0.24
3900.0,0.0016,0.23
4000.0,0.001,0.22
4100.0,0.0014,0.23
4200.0,0.0014,0.22
4300.0,0.0014,0.21
4400.0,0.00079,0.22
4500.0,0.0015,0.24
4600.0,0.0019,0.23
4700.0,0.0013,0.23
4800.0,0.0014,0.22
4900.0,0.00082,0.2
5000.0,0.0023,0.21
5100.0,0.0012,0.21
5200.0,0.0013,0.21
5300.0,0.00074,0.2
5400.0,0.0013,0.2
5500.0,0.0017,0.2
5600.0,0.00096,0.2
5700.0,0.001,0.2
5800.0,0.0011,0.19
5900.0,0.0019,0.19
6000.0,0.0023,0.18
6100.0,0.0012,0.19
6200.0,0.0012,0.19
6300.0,0.001,0.17
6400.0,0.00092,0.19
6500.0,0.0016,0.18
6600.0,0.0016,0.19
6700.0,0.0011,0.18
6800.0,0.0013,0.18
6900.0,0.0012,0.17
7000.0,0.00085,0.18
7100.0,0.00085,0.18
7200.0,0.001,0.17
7300.0,0.0011,0.16
7400.0,0.0012,0.16
7500.0,0.0011,0.18
7600.0,0.00099,0.17
7700.0,0.0011,0.17
7800.0,0.0017,0.18
7900.0,0.0011,0.17
8000.0,0.0011,0.16
8100.0,0.00065,0.16
8200.0,0.0011,0.16
8300.0,0.00081,0.16
8400.0,0.00091,0.16
8500.0,0.0011,0.15
8600.0,0.00081,0.17
8700.0,0.00055,0.15
8800.0,0.0012,0.17
8900.0,0.0015,0.15
9000.0,0.00089,0.15
9100.0,0.0005,0.15
9200.0,0.0014,0.15
9300.0,0.00051,0.15
9400.0,0.00062,0.15
9500.0,0.0012,0.14
9600.0,0.00071,0.14
9700.0,0.00065,0.14
9800.0,0.00063,0.14
9900.0,0.00053,0.14
10001.0,0.002225934,0.132605
10100.0,0.001391952,0.09826948
10200.0,0.0009306136,0.08519037
10300.0,0.0006591631,0.07007222
10400.0,0.0004956643,0.06172744
10500.0,0.0003870785,0.05794249
10600.0,0.0003279023,0.04934067
10700.0,0.0002818579,0.04852401
10800.0,0.0002427059,0.0518321
10900.0,0.0002144958,0.05297348
11000.0,0.0001874741,0.04929885
11100.0,0.0001660943,0.04763884
11200.0,0.00015179,0.04700087
11300.0,0.0001377576,0.0465789
11400.0,0.0001268903,0.04536312
11500.0,0.0001180021,0.04691382
11600.0,0.0001107183,0.04619953
11700.0,0.0001036002,0.0463584
11800.0,9.743514e-05,0.04472419
11900.0,9.163891e-05,0.04444448
12000.0,8.694266e-05,0.04369001
12100.0,8.237854e-05,0.04352967
12200.0,7.843084e-05,0.04204513
12300.0,7.3821e-05,0.04174871
12400.0,6.978645e-05,0.03881402
12500.0,6.689147e-05,0.04316889
12600.0,6.362571e-05,0.03974928
12700.0,6.055714e-05,0.04167928
12800.0,5.810385e-05,0.03816656
12900.0,5.6069e-05,0.04094426
13000.0,5.458828e-05,0.03993413
13100.0,5.184593e-05,0.04083916
13200.0,4.961373e-05,0.03861166
13300.0,4.769411e-05,0.03490077
13400.0,4.575053e-05,0.03753201
13500.0,4.420046e-05,0.03727564
13600.0,4.290829e-05,0.03815696
13700.0,4.175981e-05,0.03669021
13800.0,4.055021e-05,0.0375848
13900.0,3.932043e-05,0.03746209
14000.0,3.834082e-05,0.03517774
14100.0,3.720544e-05,0.03401592
14200.0,3.622647e-05,0.03628967
14300.0,3.511983e-05,0.03634486
14400.0,3.422666e-05,0.03528131
14500.0,3.289249e-05,0.03276114
14600.0,3.203683e-05,0.03332151
14700.0,3.11782e-05,0.03448553
14800.0,3.03626e-05,0.03177837
14900.0,2.935293e-05,0.03222608
15000.0,2.844862e-05,0.03316772
15100.0,2.761497e-05,0.03184386
15200.0,2.694322e-05,0.03214146
15300.0,2.619741e-05,0.03279878
15400.0,2.547195e-05,0.03346367
15500.0,2.48703e-05,0.02978251
15600.0,2.419817e-05,0.03245744
15700.0,2.373611e-05,0.03145754
15800.0,2.328565e-05,0.03223366
15900.0,2.277237e-05,0.03268506
16000.0,2.217115e-05,0.03177316
16100.0,2.149764e-05,0.03296053
16200.0,2.092918e-05,0.03167652
16300.0,2.018236e-05,0.02924453
16400.0,1.962489e-05,0.03252494
16500.0,1.914628e-05,0.03025332
16600.0,1.880344e-05,0.03315866
16700.0,1.840052e-05,0.03077936
16800.0,1.793044e-05,0.03127594
16900.0,1.75233e-05,0.02861651
17000.0,1.724672e-05,0.03112855
17100.0,1.700252e-05,0.03129884
17200.0,1.661037e-05,0.02952785
17300.0,1.630984e-05,0.03131495
17333.0,1.630984e-05,0.0298
