iteration,loss,rel_l2_error
0.0,0.022,1.2
100.0,0.00084,0.46
200.0,0.0019,0.37
300.0,0.0019,0.37
400.0,0.0015,0.35
500.0,0.0018,0.36
600.0,0.0017,0.35
700.0,0.00077,0.36
800.0,0.001,0.32
900.0,0.00053,0.32
1000.0,0.0008,0.31
1100.0,0.0005,0.3
1200.0,0.00055,0.26
1300.0,0.0006,0.26
1400.0,0.00056,0.26
1500.0,0.00055,0.24
1600.0,0.00051,0.25
1700.0,0.00066,0.23
1800.0,0.00071,0.22
1900.0,0.00044,0.21
2000.0,0.00053,0.21
2100.0,0.00069,0.21
2200.0,0.00047,0.18
2300.0,0.00048,0.18
2400.0,0.0007,0.15
2500.0,0.00059,0.17
2600.0,0.00054,0.15
2700.0,0.00048,0.14
2800.0,0.00044,0.13
2900.0,0.00045,0.11
3000.0,0.00054,0.12
3100.0,0.00041,0.12
3200.0,0.0005,0.15
3300.0,0.00042,0.092
3400.0,0.00041,0.11
3500.0,0.00028,0.093
3600.0,0.00019,0.092
3700.0,0.00028,0.073
3800.0,0.00013,0.06
3900.0,0.00013,0.068
4000.0,0.00011,0.041
4100.0,0.0001,0.041
4200.0,8.2e-05,0.027
4300.0,5.6e-05,0.026
4400.0,5.5e-05,0.025
4500.0,0.00011,0.036
4600.0,4.6e-05,0.035
4700.0,5.1e-05,0.03
4800.0,3e-05,0.03
4900.0,4.2e-05,0.031
5000.0,2.7e-05,0.028
5100.0,3e-05,0.021
5200.0,2.2e-05,0.016
5300.0,4.1e-05,0.019
5400.0,3.3e-05,0.027
5500.0,2.7e-05,0.019
5600.0,2.3e-05,0.022
5700.0,2.1e-05,0.018
5800.0,3.2e-05,0.026
5900.0,2.2e-05,0.018
6000.0,2.8e-05,0.025
6100.0,3.3e-05,0.034
6200.0,1.9e-05,0.016
6300.0,1.3e-05,0.02
6400.0,1.2e-05,0.014
6500.0,1.4e-05,0.019
6600.0,8.5e-06,0.03
6700.0,8.2e-06,0.016
6800.0,2.9e-05,0.022
6900.0,1.4e-05,0.021
7000.0,1.3e-05,0.026
7100.0,1.4e-05,0.018
7200.0,1.8e-05,0.03
7300.0,1.4e-05,0.018
7400.0,1e-05,0.022
7500.0,1.6e-05,0.015
7600.0,1.2e-05,0.013
7700.0,1.2e-05,0.016
7800.0,2.2e-05,0.026
7900.0,9.8e-06,0.024
8000.0,6.9e-06,0.025
8100.0,1.2e-05,0.017
8200.0,4.3e-05,0.051
8300.0,2.1e-06,0.013
8400.0,3.4e-05,0.028
8500.0,3.8e-06,0.016
8600.0,5.8e-06,0.021
8700.0,2.5e-05,0.031
8800.0,9.1e-06,0.024
8900.0,1.6e-05,0.029
9000.0,5.2e-06,0.022
9100.0,9.6e-06,0.026
9200.0,6.2e-06,0.013
9300.0,4.4e-06,0.013
9400.0,1.1e-05,0.017
9500.0,3.2e-06,0.0063
9600.0,6.4e-06,0.014
9700.0,1.1e-05,0.011
9800.0,5.4e-06,0.014
9900.0,9.1e-06,0.02
10001.0,7.532106e-06,0.01076781
10100.0,2.173786e-06,0.003077222
10200.0,1.017742e-06,0.00242024
10300.0,5.500953e-07,0.001829199
10400.0,3.779245e-07,0.001525619
10467.0,3.779245e-07,0.001372
