iteration_normalized,iteration,loss,rel_l2_error
0,0,7.9e-06,1.2
0.0092669817,100,0.00074,0.97
0.0185339635,200,0.0011,0.47
0.0278009452,300,0.0013,0.34
0.037067927,400,0.00074,0.33
0.0463349087,500,0.00049,0.28
0.0556018905,600,0.0007,0.26
0.0648688722,700,0.00051,0.25
0.074135854,800,0.00043,0.24
0.0834028357,900,0.00032,0.22
0.0926698174,1000,0.00041,0.21
0.1019367992,1100,0.00034,0.2
0.1112037809,1200,0.00025,0.18
0.1204707627,1300,0.00036,0.16
0.1297377444,1400,0.00018,0.12
0.1390047262,1500,0.00025,0.098
0.1482717079,1600,0.00013,0.071
0.1575386896,1700,0.00015,0.049
0.1668056714,1800,0.00013,0.041
0.1760726531,1900,7.8e-05,0.056
0.1853396349,2000,9.5e-05,0.032
0.1946066166,2100,7.4e-05,0.021
0.2038735984,2200,5.6e-05,0.024
0.2131405801,2300,3.3e-05,0.023
0.2224075619,2400,3.4e-05,0.023
0.2316745436,2500,4e-05,0.017
0.2409415253,2600,2.2e-05,0.021
0.2502085071,2700,2.7e-05,0.016
0.2594754888,2800,1.9e-05,0.023
0.2687424706,2900,2.3e-05,0.016
0.2780094523,3000,2e-05,0.013
0.2872764341,3100,1.6e-05,0.014
0.2965434158,3200,1.7e-05,0.015
0.3058103976,3300,1.3e-05,0.013
0.3150773793,3400,2.3e-05,0.011
0.324344361,3500,1.5e-05,0.014
0.3336113428,3600,1.3e-05,0.016
0.3428783245,3700,1.9e-05,0.013
0.3521453063,3800,1.3e-05,0.014
0.361412288,3900,1.2e-05,0.01
0.3706792698,4000,9.7e-06,0.011
0.3799462515,4100,1e-05,0.016
0.3892132332,4200,9.1e-06,0.0094
0.398480215,4300,1.5e-05,0.011
0.4077471967,4400,1.3e-05,0.011
0.4170141785,4500,1.1e-05,0.0076
0.4262811602,4600,1.4e-05,0.016
0.435548142,4700,1.5e-05,0.0094
0.4448151237,4800,9.2e-06,0.011
0.4540821055,4900,7.7e-06,0.0098
0.4633490872,5000,7e-06,0.013
0.4726160689,5100,7.5e-06,0.0083
0.4818830507,5200,1.3e-05,0.0074
0.4911500324,5300,6.7e-06,0.011
0.5004170142,5400,9.8e-06,0.01
0.5096839959,5500,6.1e-06,0.0089
0.5189509777,5600,9.6e-06,0.0087
0.5282179594,5700,6.4e-06,0.011
0.5374849412,5800,6.1e-06,0.012
0.5467519229,5900,8.8e-06,0.014
0.5560189046,6000,4.8e-06,0.0098
0.5652858864,6100,1.1e-05,0.016
0.5745528681,6200,4.7e-06,0.0068
0.5838198499,6300,7.2e-06,0.012
0.5930868316,6400,6.8e-06,0.0089
0.6023538134,6500,3.6e-06,0.0087
0.6116207951,6600,4.2e-06,0.01
0.6208877769,6700,7.2e-06,0.011
0.6301547586,6800,5.6e-06,0.0086
0.6394217403,6900,8.3e-06,0.014
0.6486887221,7000,4.1e-06,0.0067
0.6579557038,7100,4.5e-06,0.0082
0.6672226856,7200,5.2e-06,0.0055
0.6764896673,7300,5.6e-06,0.011
0.6857566491,7400,4.6e-06,0.01
0.6950236308,7500,3.5e-06,0.015
0.7042906125,7600,2.6e-06,0.0064
0.7135575943,7700,3.2e-06,0.011
0.722824576,7800,3.3e-06,0.0062
0.7320915578,7900,3.2e-06,0.011
0.7413585395,8000,2.6e-06,0.0059
0.7506255213,8100,6.1e-06,0.01
0.759892503,8200,3.7e-06,0.008
0.7691594848,8300,5.2e-06,0.013
0.7784264665,8400,1.9e-06,0.0055
0.7876934482,8500,3.5e-06,0.0088
0.79696043,8600,2.9e-06,0.011
0.8062274117,8700,3.5e-06,0.0079
0.8154943935,8800,1.2e-06,0.012
0.8247613752,8900,3.8e-06,0.0065
0.834028357,9000,1.1e-05,0.017
0.8432953387,9100,6.2e-06,0.0093
0.8525623205,9200,1.5e-06,0.0048
0.8618293022,9300,3e-06,0.0089
0.8710962839,9400,1.5e-06,0.0043
0.8803632657,9500,2.3e-06,0.0042
0.8896302474,9600,7.7e-06,0.0096
0.8988972292,9700,2.4e-06,0.0064
0.9081642109,9800,5.2e-06,0.0089
0.9174311927,9900,1.9e-06,0.011
0.9267908442,10001,3.350079e-06,0.005301856
0.9359651561,10100,1.131027e-06,0.002803713
0.9452321379,10200,7.948757e-07,0.002331404
0.9544991196,10300,5.18456e-07,0.001879508
0.9637661014,10400,2.976581e-07,0.001396138
0.9730330831,10500,1.73419e-07,0.001252607
0.9823000649,10600,1.342195e-07,0.0007847224
0.9915670466,10700,9.072266e-08,0.0008248499
1,10791,9.072266e-08,0.000721
