iteration,loss,rel_l2_error
0.0,0.00026,1.4
100.0,0.012,0.75
200.0,0.0083,0.66
300.0,0.0034,0.56
400.0,0.0068,0.48
500.0,0.0061,0.42
600.0,0.0041,0.4
700.0,0.0028,0.4
800.0,0.0023,0.33
900.0,0.0031,0.3
1000.0,0.0037,0.29
1100.0,0.0038,0.29
1200.0,0.0017,0.27
1300.0,0.0026,0.26
1400.0,0.0024,0.27
1500.0,0.002,0.25
1600.0,0.0019,0.26
1700.0,0.0013,0.24
1800.0,0.002,0.24
1900.0,0.0016,0.23
2000.0,0.0018,0.24
2100.0,0.0015,0.21
2200.0,0.0011,0.23
2300.0,0.0037,0.22
2400.0,0.0023,0.21
2500.0,0.0013,0.22
2600.0,0.0025,0.21
2700.0,0.0023,0.22
2800.0,0.0016,0.21
2900.0,0.002,0.2
3000.0,0.0012,0.21
3100.0,0.0011,0.22
3200.0,0.0013,0.2
3300.0,0.0015,0.21
3400.0,0.0012,0.21
3500.0,0.0013,0.21
3600.0,0.00076,0.22
3700.0,0.0043,0.21
3800.0,0.0011,0.2
3900.0,0.0028,0.2
4000.0,0.0013,0.21
4100.0,0.0031,0.2
4200.0,0.0045,0.21
4300.0,0.0011,0.2
4400.0,0.00076,0.2
4500.0,0.0033,0.19
4600.0,0.0012,0.2
4700.0,0.0011,0.2
4800.0,0.0009,0.21
4900.0,0.0012,0.2
5000.0,0.0021,0.19
5100.0,0.00089,0.2
5200.0,0.00095,0.21
5300.0,0.0012,0.21
5400.0,0.0023,0.19
5500.0,0.0017,0.2
5600.0,0.0011,0.19
5700.0,0.0016,0.19
5800.0,0.00094,0.19
5900.0,0.00046,0.21
6000.0,0.0011,0.19
6100.0,0.00053,0.21
6200.0,0.00069,0.2
6300.0,0.0011,0.19
6400.0,0.0018,0.19
6500.0,0.00082,0.2
6600.0,0.0017,0.19
6700.0,0.0012,0.18
6800.0,0.0014,0.18
6900.0,0.0015,0.17
7000.0,0.0016,0.18
7100.0,0.00082,0.18
7200.0,0.00074,0.19
7300.0,0.00081,0.18
7400.0,0.0013,0.18
7500.0,0.0011,0.18
7600.0,0.00047,0.18
7700.0,0.00066,0.16
7800.0,0.00068,0.17
7900.0,0.00058,0.18
8000.0,0.00084,0.16
8100.0,0.00053,0.18
8200.0,0.00058,0.17
8300.0,0.00061,0.17
8400.0,0.00067,0.17
8500.0,0.00073,0.16
8600.0,0.00056,0.17
8700.0,0.00071,0.15
8800.0,0.00045,0.17
8900.0,0.0004,0.15
9000.0,0.00066,0.18
9100.0,0.0005,0.16
9200.0,0.00061,0.21
9300.0,0.00064,0.16
9400.0,0.00033,0.16
9500.0,0.00078,0.16
9600.0,0.00058,0.15
9700.0,0.00068,0.17
9800.0,0.00042,0.16
9900.0,0.00031,0.15
10001.0,0.002414467,0.160073
10100.0,0.001331404,0.1248655
10200.0,0.0008925054,0.1108153
10300.0,0.0006786964,0.09070494
10400.0,0.0005424613,0.0919634
10500.0,0.0004309573,0.0795901
10600.0,0.0003761706,0.07578761
10700.0,0.000313227,0.06813294
10800.0,0.0002805461,0.06205926
10900.0,0.0002411338,0.05610202
11000.0,0.0002128147,0.05499461
11100.0,0.0001911464,0.05389948
11200.0,0.0001708448,0.0537972
11300.0,0.0001493045,0.05251987
11400.0,0.0001314312,0.04770224
11500.0,0.0001135717,0.04797452
11600.0,9.920353e-05,0.04916683
11700.0,8.718848e-05,0.04732192
11800.0,7.912936e-05,0.0433351
11900.0,7.293875e-05,0.04380969
12000.0,6.635314e-05,0.04371243
12100.0,6.06906e-05,0.04151693
12200.0,5.58705e-05,0.03870732
12300.0,5.195088e-05,0.03856431
12400.0,4.894607e-05,0.03945678
12500.0,4.491729e-05,0.03622669
12600.0,4.217926e-05,0.03792996
12700.0,3.890647e-05,0.03559489
12800.0,3.656172e-05,0.03542281
12900.0,3.426827e-05,0.0339638
13000.0,3.228568e-05,0.02967821
13100.0,3.08166e-05,0.03451551
13200.0,2.90081e-05,0.03408083
13300.0,2.745742e-05,0.03209425
13400.0,2.625919e-05,0.03273997
13500.0,2.512043e-05,0.03115456
13600.0,2.400265e-05,0.03121599
13700.0,2.288839e-05,0.02885166
13800.0,2.173124e-05,0.02660757
13900.0,2.090112e-05,0.02536445
14000.0,2.010186e-05,0.02646459
14100.0,1.919797e-05,0.02334997
14200.0,1.80929e-05,0.0245107
14300.0,1.716594e-05,0.02381947
14400.0,1.618861e-05,0.02406559
14500.0,1.549977e-05,0.02397489
14600.0,1.48845e-05,0.02474903
14700.0,1.428782e-05,0.02144646
14800.0,1.363128e-05,0.02231802
14900.0,1.295093e-05,0.02272118
15000.0,1.2484e-05,0.01960147
15100.0,1.205096e-05,0.01900448
15200.0,1.156151e-05,0.02041876
15300.0,1.110897e-05,0.01956615
15400.0,1.061303e-05,0.0191274
15500.0,1.017624e-05,0.01894503
15600.0,9.780631e-06,0.01840117
15700.0,9.454381e-06,0.01792938
15800.0,9.175898e-06,0.01716737
15900.0,8.868108e-06,0.01846665
16000.0,8.612737e-06,0.01786973
16100.0,8.350129e-06,0.01802437
16200.0,8.055576e-06,0.01852705
16279.0,8.055576e-06,0.0178
