iteration_normalized,iteration,loss,rel_l2_error
0,0,0.19,2.7
0.0060110604,100,0.0056,0.73
0.0120221207,200,0.0045,0.72
0.0180331811,300,0.0035,0.64
0.0240442414,400,0.0031,0.57
0.0300553018,500,0.0035,0.52
0.0360663621,600,0.0036,0.54
0.0420774225,700,0.0039,0.46
0.0480884828,800,0.0043,0.45
0.0540995432,900,0.0043,0.45
0.0601106035,1000,0.0051,0.41
0.0661216639,1100,0.0024,0.38
0.0721327242,1200,0.0051,0.37
0.0781437846,1300,0.0034,0.34
0.0841548449,1400,0.0055,0.33
0.0901659053,1500,0.0049,0.34
0.0961769656,1600,0.0034,0.33
0.102188026,1700,0.0029,0.34
0.1081990863,1800,0.004,0.32
0.1142101467,1900,0.0026,0.3
0.120221207,2000,0.0046,0.31
0.1262322674,2100,0.0047,0.33
0.1322433277,2200,0.0043,0.32
0.1382543881,2300,0.0044,0.28
0.1442654484,2400,0.0029,0.26
0.1502765088,2500,0.0023,0.24
0.1562875691,2600,0.0027,0.23
0.1622986295,2700,0.0016,0.22
0.1683096898,2800,0.0027,0.23
0.1743207502,2900,0.0015,0.21
0.1803318105,3000,0.0027,0.19
0.1863428709,3100,0.0013,0.2
0.1923539312,3200,0.0015,0.19
0.1983649916,3300,0.0021,0.21
0.2043760519,3400,0.0014,0.19
0.2103871123,3500,0.0011,0.18
0.2163981726,3600,0.00066,0.17
0.222409233,3700,0.0014,0.19
0.2284202933,3800,0.001,0.17
0.2344313537,3900,0.00076,0.18
0.240442414,4000,0.0011,0.19
0.2464534744,4100,0.0019,0.19
0.2524645347,4200,0.0016,0.19
0.2584755951,4300,0.0015,0.17
0.2644866554,4400,0.0016,0.24
0.2704977158,4500,0.002,0.18
0.2765087761,4600,0.00088,0.18
0.2825198365,4700,0.0013,0.17
0.2885308969,4800,0.0011,0.17
0.2945419572,4900,0.00094,0.18
0.3005530176,5000,0.0011,0.18
0.3065640779,5100,0.00065,0.16
0.3125751383,5200,0.00056,0.15
0.3185861986,5300,0.0017,0.17
0.324597259,5400,0.0007,0.18
0.3306083193,5500,0.00078,0.15
0.3366193797,5600,0.00076,0.16
0.34263044,5700,0.0012,0.16
0.3486415004,5800,0.00083,0.15
0.3546525607,5900,0.00076,0.15
0.3606636211,6000,0.00063,0.19
0.3666746814,6100,0.0011,0.19
0.3726857418,6200,0.0011,0.18
0.3786968021,6300,0.00068,0.16
0.3847078625,6400,0.0008,0.15
0.3907189228,6500,0.00075,0.14
0.3967299832,6600,0.00065,0.15
0.4027410435,6700,0.00092,0.15
0.4087521039,6800,0.00063,0.15
0.4147631642,6900,0.00086,0.14
0.4207742246,7000,0.0012,0.16
0.4267852849,7100,0.00061,0.13
0.4327963453,7200,0.0007,0.14
0.4388074056,7300,0.00029,0.14
0.444818466,7400,0.00037,0.14
0.4508295263,7500,0.00036,0.14
0.4568405867,7600,0.00061,0.16
0.462851647,7700,0.00045,0.14
0.4688627074,7800,0.00025,0.13
0.4748737677,7900,0.00045,0.16
0.4808848281,8000,0.00034,0.14
0.4868958884,8100,0.0012,0.14
0.4929069488,8200,0.00074,0.13
0.4989180091,8300,0.00046,0.13
0.5049290695,8400,0.00034,0.14
0.5109401298,8500,0.0008,0.12
0.5169511902,8600,0.00041,0.13
0.5229622505,8700,0.00062,0.12
0.5289733109,8800,0.00042,0.12
0.5349843712,8900,0.00066,0.12
0.5409954316,9000,0.00053,0.14
0.5470064919,9100,0.0004,0.12
0.5530175523,9200,0.00049,0.12
0.5590286126,9300,0.00049,0.11
0.565039673,9400,0.00043,0.13
0.5710507333,9500,0.00035,0.12
0.5770617937,9600,0.00045,0.14
0.5830728541,9700,0.00052,0.12
0.5890839144,9800,0.00033,0.12
0.5950949748,9900,0.0002,0.12
0.6011661457,10001,0.0007419382,0.1076317
0.6071170955,10100,0.0003290691,0.07562755
0.6131281558,10200,0.0001883611,0.05725338
0.6191392162,10300,0.0001260368,0.04770931
0.6251502765,10400,9.078064e-05,0.04794953
0.6311613369,10500,7.396455e-05,0.0419531
0.6371723972,10600,6.328575e-05,0.04447152
0.6431834576,10700,5.535916e-05,0.03907527
0.6491945179,10800,4.91901e-05,0.04036605
0.6552055783,10900,4.34668e-05,0.03787779
0.6612166386,11000,3.876169e-05,0.0372508
0.667227699,11100,3.501116e-05,0.03933109
0.6732387593,11200,3.113043e-05,0.03452061
0.6792498197,11300,2.769199e-05,0.03626325
0.68526088,11400,2.471118e-05,0.03502974
0.6912719404,11500,2.273842e-05,0.03525201
0.6972830007,11600,2.102747e-05,0.03603771
0.7032940611,11700,1.964145e-05,0.03430936
0.7093051214,11800,1.836573e-05,0.03354147
0.7153161818,11900,1.704934e-05,0.03322452
0.7213272421,12000,1.585757e-05,0.03210801
0.7273383025,12100,1.465007e-05,0.02981834
0.7333493628,12200,1.363596e-05,0.02882897
0.7393604232,12300,1.280327e-05,0.03003363
0.7453714835,12400,1.205601e-05,0.02765357
0.7513825439,12500,1.119601e-05,0.02721659
0.7573936042,12600,1.045676e-05,0.02609543
0.7634046646,12700,9.740634e-06,0.02559355
0.7694157249,12800,9.156895e-06,0.02551804
0.7754267853,12900,8.564962e-06,0.02636901
0.7814378456,13000,8.100733e-06,0.02517774
0.787448906,13100,7.66667e-06,0.0233129
0.7934599663,13200,7.197524e-06,0.02329159
0.7994710267,13300,6.891795e-06,0.02242267
0.805482087,13400,6.539513e-06,0.02301471
0.8114931474,13500,6.165514e-06,0.02160078
0.8175042077,13600,5.90464e-06,0.0221568
0.8235152681,13700,5.616802e-06,0.02115884
0.8295263284,13800,5.337505e-06,0.02213535
0.8355373888,13900,5.089169e-06,0.0204308
0.8415484491,14000,4.885495e-06,0.02110058
0.8475595095,14100,4.716164e-06,0.02103608
0.8535705698,14200,4.519287e-06,0.0209791
0.8595816302,14300,4.321129e-06,0.02101242
0.8655926906,14400,4.114038e-06,0.02096068
0.8716037509,14500,3.913386e-06,0.0207033
0.8776148113,14600,3.720026e-06,0.02154676
0.8836258716,14700,3.537313e-06,0.02040501
0.889636932,14800,3.408411e-06,0.02098962
0.8956479923,14900,3.260286e-06,0.02070622
0.9016590527,15000,3.101809e-06,0.02052511
0.907670113,15100,2.980595e-06,0.02065211
0.9136811734,15200,2.85788e-06,0.02031789
0.9196922337,15300,2.744466e-06,0.02191709
0.9257032941,15400,2.666525e-06,0.01958539
0.9317143544,15500,2.582902e-06,0.01999803
0.9377254148,15600,2.489581e-06,0.02173263
0.9437364751,15700,2.404048e-06,0.0216307
0.9497475355,15800,2.320889e-06,0.01995522
0.9557585958,15900,2.246398e-06,0.01988837
0.9617696562,16000,2.18536e-06,0.02298039
0.9677807165,16100,2.124687e-06,0.02023123
0.9737917769,16200,2.056218e-06,0.02068898
0.9798028372,16300,1.99313e-06,0.02004747
0.9858138976,16400,1.946372e-06,0.01984336
0.9918249579,16500,1.889969e-06,0.02080769
0.9978360183,16600,1.833857e-06,0.02052637
1,16636,1.833857e-06,0.0213
