iteration,loss,rel_l2_error
0.0,0.00033,0.86
100.0,0.00045,0.97
200.0,0.0014,0.54
300.0,0.0013,0.42
400.0,0.0013,0.39
500.0,0.001,0.37
600.0,0.0011,0.35
700.0,0.0011,0.36
800.0,0.00095,0.35
900.0,0.00086,0.35
1000.0,0.00064,0.34
1100.0,0.00052,0.34
1200.0,0.0006,0.35
1300.0,0.00064,0.33
1400.0,0.00072,0.34
1500.0,0.00068,0.33
1600.0,0.00074,0.33
1700.0,0.00067,0.33
1800.0,0.00071,0.31
1900.0,0.00078,0.3
2000.0,0.0012,0.3
2100.0,0.00091,0.27
2200.0,0.00052,0.27
2300.0,0.00047,0.22
2400.0,0.00051,0.19
2500.0,0.00034,0.16
2600.0,0.00046,0.14
2700.0,0.00042,0.13
2800.0,0.00041,0.15
2900.0,0.0004,0.14
3000.0,0.00031,0.12
3100.0,0.00033,0.1
3200.0,0.00027,0.11
3300.0,0.00025,0.12
3400.0,0.00015,0.074
3500.0,0.00019,0.087
3600.0,0.00018,0.067
3700.0,0.00012,0.067
3800.0,0.00011,0.064
3900.0,0.00011,0.05
4000.0,7.3e-05,0.037
4100.0,0.00011,0.036
4200.0,0.00012,0.044
4300.0,8.6e-05,0.036
4400.0,9.2e-05,0.023
4500.0,5.7e-05,0.02
4600.0,3.5e-05,0.018
4700.0,3.3e-05,0.015
4800.0,3e-05,0.024
4900.0,2.9e-05,0.014
5000.0,4e-05,0.017
5100.0,2.3e-05,0.015
5200.0,2.8e-05,0.011
5300.0,2e-05,0.013
5400.0,1.6e-05,0.019
5500.0,1.5e-05,0.019
5600.0,1.4e-05,0.012
5700.0,1.3e-05,0.017
5800.0,1.5e-05,0.02
5900.0,8.9e-06,0.012
6000.0,1.1e-05,0.015
6100.0,3.1e-05,0.027
6200.0,1.6e-05,0.01
6300.0,1.1e-05,0.0071
6400.0,1.6e-05,0.022
6500.0,1.2e-05,0.011
6600.0,1.8e-05,0.011
6700.0,5.7e-06,0.0077
6800.0,7.6e-06,0.0074
6900.0,1.2e-05,0.023
7000.0,7.9e-06,0.0088
7100.0,9.6e-06,0.014
7200.0,6.6e-06,0.017
7300.0,5.8e-06,0.018
7400.0,7.7e-06,0.01
7500.0,5.6e-06,0.0084
7600.0,5.1e-06,0.012
7700.0,5.6e-06,0.014
7800.0,6.6e-06,0.02
7900.0,3.9e-06,0.015
8000.0,5e-06,0.0084
8100.0,3.8e-06,0.0089
8200.0,6.7e-06,0.016
8300.0,4e-06,0.0045
8400.0,6.7e-06,0.016
8500.0,3.5e-06,0.006
8600.0,3.1e-05,0.022
8700.0,4.6e-06,0.016
8800.0,4.5e-06,0.007
8900.0,6.1e-06,0.015
9000.0,3.5e-06,0.012
9100.0,2.7e-06,0.01
9200.0,2.9e-06,0.0061
9300.0,8.4e-06,0.0092
9400.0,2.4e-06,0.0051
9500.0,5.1e-05,0.031
9600.0,2.7e-06,0.0059
9700.0,3.1e-06,0.0065
9800.0,2.4e-06,0.0064
9900.0,1.7e-06,0.0056
10001.0,8.743337e-06,0.01039319
10100.0,1.506931e-06,0.002695755
10200.0,6.64039e-07,0.001400133
10300.0,3.982333e-07,0.001395392
10400.0,1.593466e-07,0.001097027
10500.0,8.22623e-08,0.0007102675
10530.0,8.22623e-08,0.0006095
