problem,run_id,output_log,final_iteration,final_rel_l2_error,best_rel_l2_error,best_rel_l2_iteration,seed
heat3d_exact,2026-03-11_10-58-37-549641,checkpoints\heat3d_exact\2026-03-11_10-58-37-549641\output.log,7685,0.00877,0.008731834,17200,10
