problem,run_id,output_log,final_iteration,final_rel_l2_error,best_rel_l2_error,best_rel_l2_iteration,seed
heat3d_exact,2026-03-08_23-22-33-074825,checkpoints\heat3d_exact\2026-03-08_23-22-33-074825\output.log,6557,0.0203,0.01907817,16400,68
