problem,run_id,output_log,final_iteration,final_rel_l2_error,best_rel_l2_error,best_rel_l2_iteration,seed
heat3d_exact,2026-03-06_12-13-28-106103,checkpoints\heat3d_exact\2026-03-06_12-13-28-106103\output.log,6883,0.012,0.01253806,16700,3407
