problem,run_id,output_log,final_iteration,final_rel_l2_error,best_rel_l2_error,best_rel_l2_iteration,seed
heat3d_exact,2026-03-07_23-20-37-812844,checkpoints\heat3d_exact\2026-03-07_23-20-37-812844\output.log,6621,0.0189,0.01856393,16600,203
