t_norm,loss,rel_l2_error
0.0,0.018,1.4
0.0058823529411764705,0.0041,0.73
0.011764705882352941,0.0048,0.67
0.01764705882352941,0.0048,0.59
0.023529411764705882,0.0033,0.52
0.029411764705882353,0.0052,0.46
0.03529411764705882,0.0027,0.41
0.041176470588235294,0.0068,0.35
0.047058823529411764,0.0025,0.3
0.052941176470588235,0.0034,0.27
0.058823529411764705,0.0042,0.25
0.06470588235294118,0.003,0.24
0.07058823529411765,0.0026,0.22
0.07647058823529412,0.0042,0.22
0.08235294117647059,0.0022,0.21
0.08823529411764706,0.0016,0.21
0.09411764705882353,0.0025,0.18
0.1,0.0018,0.19
0.10588235294117647,0.0021,0.17
0.11176470588235295,0.0027,0.19
0.11764705882352941,0.0018,0.18
0.12352941176470589,0.0077,0.22
0.12941176470588237,0.0046,0.26
0.13529411764705881,0.0041,0.22
0.1411764705882353,0.0018,0.22
0.14705882352941177,0.0038,0.21
0.15294117647058825,0.0018,0.2
0.1588235294117647,0.002,0.19
0.16470588235294117,0.0027,0.2
0.17058823529411765,0.0027,0.17
0.17647058823529413,0.0025,0.16
0.18235294117647058,0.002,0.17
0.18823529411764706,0.0019,0.15
0.19411764705882353,0.0025,0.15
0.2,0.0017,0.15
0.20588235294117646,0.002,0.14
0.21176470588235294,0.0014,0.14
0.21764705882352942,0.0022,0.15
0.2235294117647059,0.0013,0.15
0.22941176470588234,0.0013,0.14
0.23529411764705882,0.0017,0.14
0.2411764705882353,0.0018,0.14
0.24705882352941178,0.0013,0.15
0.2529411764705882,0.0015,0.12
0.25882352941176473,0.0012,0.13
0.2647058823529412,0.0014,0.15
0.27058823529411763,0.0018,0.12
0.27647058823529413,0.0012,0.12
0.2823529411764706,0.00071,0.13
0.28823529411764703,0.0012,0.12
0.29411764705882354,0.0015,0.11
0.3,0.0018,0.14
0.3058823529411765,0.00074,0.12
0.31176470588235294,0.0007,0.13
0.3176470588235294,0.00077,0.14
0.3235294117647059,0.00096,0.11
0.32941176470588235,0.00076,0.11
0.3352941176470588,0.00063,0.11
0.3411764705882353,0.0009,0.12
