problem,run_id,output_log,final_iteration,final_rel_l2_error,best_rel_l2_error,best_rel_l2_iteration,seed
diffusion_exact,2026-03-02_17-59-08-221763,checkpoints\diffusion_exact\2026-03-02_17-59-08-221763\output.log,544,0.0004669693,0.0004669693,10500,42
