iteration,loss,rel_l2_error
0.0,0.21,1.5
100.0,0.012,0.58
200.0,0.012,0.076
300.0,0.002,0.045
400.0,0.0013,0.059
500.0,0.0009,0.03
600.0,0.00087,0.041
700.0,0.0011,0.022
800.0,0.0006,0.085
900.0,0.00055,0.023
1000.0,0.00061,0.08
1100.0,0.00052,0.022
1200.0,0.00073,0.047
1300.0,0.00058,0.019
1400.0,0.0006,0.032
1500.0,0.00051,0.026
1600.0,0.00048,0.017
1700.0,0.00075,0.018
1800.0,0.00037,0.035
1900.0,0.00074,0.084
2000.0,0.00034,0.026
2100.0,0.00041,0.02
2200.0,0.00047,0.013
2300.0,0.00045,0.015
2400.0,0.00035,0.013
2500.0,0.00027,0.018
2600.0,0.00082,0.014
2700.0,0.00032,0.035
2800.0,0.00033,0.021
2900.0,0.00026,0.014
3000.0,0.00026,0.068
3100.0,0.0002,0.041
3200.0,0.00023,0.017
3300.0,0.0003,0.031
3400.0,0.00021,0.013
3500.0,0.0002,0.017
3600.0,0.00015,0.017
3700.0,0.00018,0.012
3800.0,0.00023,0.012
3900.0,0.00021,0.013
4000.0,0.00014,0.022
4100.0,0.00018,0.015
4200.0,0.00022,0.013
4300.0,0.00018,0.049
4400.0,0.00012,0.0073
4500.0,0.00017,0.014
4600.0,0.00015,0.013
4700.0,0.0003,0.01
4800.0,0.00025,0.018
4900.0,0.00013,0.013
5000.0,0.00022,0.0062
5100.0,8.3e-05,0.026
5200.0,0.00014,0.013
5300.0,0.00014,0.022
5400.0,8.2e-05,0.012
5500.0,7.5e-05,0.012
5600.0,0.0001,0.0075
5700.0,0.00017,0.013
5800.0,6.5e-05,0.011
5900.0,9e-05,0.0082
6000.0,9.2e-05,0.009
6100.0,8.3e-05,0.024
6200.0,0.00015,0.012
6300.0,7.1e-05,0.034
6400.0,6.3e-05,0.012
6500.0,3e-05,0.0096
6600.0,7.7e-05,0.016
6700.0,0.00025,0.036
6800.0,7.3e-05,0.005
6900.0,7e-05,0.011
7000.0,8e-05,0.016
7100.0,7.3e-05,0.0093
7200.0,8.2e-05,0.0064
7300.0,0.00011,0.037
7400.0,7.9e-05,0.0051
7500.0,3.1e-05,0.0035
7600.0,5.3e-05,0.0067
7700.0,4.2e-05,0.0035
7800.0,4.2e-05,0.007
7900.0,6.7e-05,0.02
8000.0,4.6e-05,0.011
8100.0,0.0001,0.011
8200.0,5.8e-05,0.0055
8300.0,3.4e-05,0.017
8400.0,3.7e-05,0.02
8500.0,6.5e-05,0.023
8600.0,3.8e-05,0.0023
8700.0,3.9e-05,0.026
8800.0,2.4e-05,0.015
8900.0,3.6e-05,0.0066
9000.0,6.1e-05,0.011
9100.0,4.1e-05,0.021
9200.0,5.5e-05,0.011
9300.0,6.1e-05,0.036
9400.0,4.1e-05,0.0079
9500.0,5.2e-05,0.0064
9600.0,6e-05,0.0049
9700.0,8.2e-05,0.021
9800.0,4.5e-05,0.0037
9900.0,3.5e-05,0.0055
10001.0,5.412129e-05,0.002193615
10100.0,3.122337e-05,0.001471431
10200.0,1.643113e-05,0.00133835
10300.0,1.050889e-05,0.0009855183
10400.0,6.257178e-06,0.0006328886
10500.0,3.528477e-06,0.0004669693
10544.0,3.528477e-06,0.0004588
