iteration_normalized,iteration,loss,rel_l2_error
0,0,0.21,1.5
0.0096571704,100,0.00036,0.81
0.0193143409,200,0.0023,0.43
0.0289715113,300,0.0012,0.38
0.0386286818,400,0.0014,0.36
0.0482858522,500,0.00061,0.35
0.0579430227,600,0.00029,0.36
0.0676001931,700,0.00038,0.3
0.0772573636,800,0.00047,0.27
0.086914534,900,0.00031,0.28
0.0965717045,1000,0.0005,0.28
0.1062288749,1100,0.00035,0.24
0.1158860454,1200,0.00026,0.2
0.1255432158,1300,0.00025,0.17
0.1352003863,1400,0.00023,0.14
0.1448575567,1500,0.00026,0.11
0.1545147272,1600,0.00021,0.097
0.1641718976,1700,0.0002,0.085
0.1738290681,1800,0.00019,0.063
0.1834862385,1900,0.00023,0.059
0.193143409,2000,6.8e-05,0.047
0.2028005794,2100,8e-05,0.038
0.2124577499,2200,7.7e-05,0.032
0.2221149203,2300,4.4e-05,0.028
0.2317720908,2400,5.1e-05,0.033
0.2414292612,2500,2.4e-05,0.02
0.2510864317,2600,2.3e-05,0.028
0.2607436021,2700,2.4e-05,0.022
0.2704007726,2800,1.5e-05,0.025
0.280057943,2900,1.5e-05,0.02
0.2897151135,3000,1.6e-05,0.019
0.2993722839,3100,1.2e-05,0.025
0.3090294544,3200,1.7e-05,0.019
0.3186866248,3300,1.6e-05,0.018
0.3283437953,3400,1.1e-05,0.015
0.3380009657,3500,1.1e-05,0.022
0.3476581362,3600,1.3e-05,0.015
0.3573153066,3700,9.6e-06,0.014
0.3669724771,3800,1.1e-05,0.013
0.3766296475,3900,4.9e-06,0.015
0.386286818,4000,6e-06,0.015
0.3959439884,4100,1.6e-05,0.024
0.4056011589,4200,6.8e-06,0.011
0.4152583293,4300,1.2e-05,0.011
0.4249154998,4400,8.3e-06,0.014
0.4345726702,4500,1.4e-05,0.014
0.4442298407,4600,5.7e-06,0.013
0.4538870111,4700,6.5e-06,0.011
0.4635441816,4800,3.8e-06,0.011
0.473201352,4900,1.3e-05,0.02
0.4828585225,5000,2.5e-06,0.012
0.4925156929,5100,8.5e-06,0.011
0.5021728634,5200,3.7e-06,0.0086
0.5118300338,5300,6.5e-06,0.0067
0.5214872042,5400,2.5e-06,0.011
0.5311443747,5500,2.3e-06,0.012
0.5408015451,5600,3.3e-06,0.0071
0.5504587156,5700,3.2e-06,0.0063
0.560115886,5800,5.3e-06,0.034
0.5697730565,5900,8.8e-06,0.027
0.5794302269,6000,5.9e-06,0.015
0.5890873974,6100,3e-06,0.01
0.5987445678,6200,7.1e-06,0.018
0.6084017383,6300,4.7e-06,0.0092
0.6180589087,6400,4.9e-06,0.028
0.6277160792,6500,4.6e-06,0.0061
0.6373732496,6600,4e-06,0.014
0.6470304201,6700,2.3e-06,0.009
0.6566875905,6800,5.4e-06,0.013
0.666344761,6900,2.2e-06,0.0093
0.6760019314,7000,3.1e-06,0.0099
0.6856591019,7100,4.1e-06,0.02
0.6953162723,7200,6e-06,0.021
0.7049734428,7300,7.2e-06,0.029
0.7146306132,7400,5e-06,0.014
0.7242877837,7500,2.3e-06,0.0091
0.7339449541,7600,2.3e-06,0.011
0.7436021246,7700,1.6e-06,0.0075
0.753259295,7800,1.9e-06,0.012
0.7629164655,7900,1.1e-05,0.011
0.7725736359,8000,2.9e-06,0.012
0.7822308064,8100,2.6e-06,0.01
0.7918879768,8200,4.1e-06,0.022
0.8015451473,8300,6.6e-06,0.013
0.8112023177,8400,1.2e-06,0.0084
0.8208594882,8500,1.7e-06,0.0067
0.8305166586,8600,4.2e-05,0.029
0.8401738291,8700,2.4e-06,0.0068
0.8498309995,8800,1.3e-06,0.005
0.85948817,8900,2.6e-06,0.01
0.8691453404,9000,1e-05,0.033
0.8788025109,9100,1.4e-06,0.0088
0.8884596813,9200,3.1e-06,0.024
0.8981168518,9300,1.1e-06,0.0086
0.9077740222,9400,4.9e-06,0.016
0.9174311927,9500,8.7e-06,0.014
0.9270883631,9600,8.6e-07,0.0045
0.9367455336,9700,1.1e-05,0.041
0.946402704,9800,1.1e-06,0.0048
0.9560598745,9900,1.3e-06,0.0075
0.9658136166,10001,4.909836e-06,0.009916409
0.9753742154,10100,7.156588e-07,0.001579418
0.9850313858,10200,3.907699e-07,0.001179063
0.9946885563,10300,2.187845e-07,0.001052742
1,10355,2.187845e-07,0.001055
